ticker,entry_date,entry_price,exit_date,exit_price,days_held,shares,entry_reason,exit_reason,gross_pnl_inr,fees_total_inr,net_pnl_inr,return_pct,rsi_entry,adx_entry,ema_fast_entry,ema_slow_entry,ema_htf_entry,trend_strength_entry,close_entry,high_52w_entry,volar_entry,mvo_weight_entry,alloc_inr_entry
CRISIL.NS,2020-01-15,1658.502685546875,2020-01-29,1570.877950557883,14,5,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=90.8% (>= 70%); VOLAR rank 3/3 (VOLAR=0.16); MVO weight=17.0% of capped cash (25% of available),stop,-438.12367494496016,60.6481170080727,-498.77179195303285,-5.283364070049645,41.868350199729825,54.2260479113363,1677.8708228321664,1553.5531030825744,1387.7892482896611,0.07522790365734626,1652.5479736328125,1820.9266357421875,0.16345699517186504,0.16976520212065646,8488.260106032823
SOLARINDS.NS,2020-02-27,1161.9024658203125,2020-02-28,1141.2729468299167,1,42,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=93.1% (>= 70%); VOLAR rank 1/1 (VOLAR=0.59); MVO weight=100.0% of capped cash (25% of available),stop,-866.439797596624,178.47176120437257,-1044.9115588009965,-1.7754948971410611,39.591142836024204,28.47318902741681,1190.222431897034,1153.9890455078075,1097.4267574641158,0.030541322055000403,1186.37255859375,1274.6513671875,0.5934852086700421,1.0,49131.57034995641
COFORGE.NS,2020-03-03,355.9216003417969,2020-03-09,321.5721848930862,6,100,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=89.6% (>= 70%); VOLAR rank 1/2 (VOLAR=1.27); MVO weight=73.0% of capped cash (25% of available),stop,-3434.941544871066,146.4224357816649,-3581.363980652731,-9.65083754841639,43.595416559079986,29.839417773761443,342.08853382455607,332.5940756382671,287.50417612902413,0.02833003977480135,335.1374816894531,374.04290771484375,1.2707255102608543,0.7304923525570615,35699.411434061774
ESCORTS.NS,2020-03-03,828.109130859375,2020-03-04,786.7036743164062,1,15,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=92.8% (>= 70%); VOLAR rank 2/2 (VOLAR=0.72); MVO weight=27.0% of capped cash (25% of available),stop,-621.0818481445312,79.17367959053772,-700.255527735069,-5.000000000000004,44.83641254974186,47.682538647974575,813.0066380100302,748.6550784080715,651.9231780306726,0.07850978077421802,819.6629638671875,883.3002319335938,0.7229264539632334,0.26950764744293854,13170.931026194388
GUJGASLTD.NS,2020-03-04,276.55279541015625,2020-03-06,263.5858180705169,2,55,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=95.1% (>= 70%); VOLAR rank 1/3 (VOLAR=2.56); MVO weight=38.2% of capped cash (25% of available),stop,-713.1837536801646,91.75542369213869,-804.9391773723033,-4.688789104593205,47.26623743488657,26.21117037537061,272.4910932721185,259.9834387981503,206.67909028090403,0.045328590067787645,275.9330139160156,290.2850646972656,2.557372771686841,0.3823628340895911,15210.689100315705
JBCHEPHARM.NS,2020-03-04,274.52471923828125,2020-03-06,254.01712763539544,2,47,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=97.4% (>= 70%); VOLAR rank 2/3 (VOLAR=2.03); MVO weight=32.7% of capped cash (25% of available),stop,-963.8568053356331,80.61901680854216,-1044.4758221441753,-7.470216765829996,47.489654761262415,37.35808571885146,256.85457170156485,236.15325688911688,196.6710413231124,0.07771933873829714,266.3598937988281,273.60638427734375,2.031594715557728,0.3268628913791031,13002.858478742366
SRF.NS,2020-03-04,776.9025268554688,2020-03-06,740.9206616426272,2,14,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=95.3% (>= 70%); VOLAR rank 3/3 (VOLAR=1.83); MVO weight=29.1% of capped cash (25% of available),stop,-503.7461129797812,72.3503187380038,-576.096431717785,-4.631451690404321,37.76288387852434,49.25665283430548,792.5502136395202,744.4003116975143,623.2485630364325,0.061353411482635935,784.7958374023438,823.2801513671875,1.832439217537448,0.2907742745313057,11567.225404625016
AMBER.NS,2020-03-09,1364.83447265625,2020-03-11,1366.0827207563561,2,17,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=88.7% (>= 70%); VOLAR rank 1/4 (VOLAR=2.21); MVO weight=49.4% of capped cash (25% of available),stop,21.22021770180436,122.4425158984132,-101.22229819660885,0.0914578379366926,39.311467470564935,28.380936541295675,1445.0802564275596,1390.0035511646818,1102.2121321807344,0.03793129630465458,1452.01220703125,1637.451904296875,2.2058465475476448,0.49438925453411464,23331.988811427327
DIXON.NS,2020-03-09,853.9434204101562,2020-03-12,829.3576837967604,3,16,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=93.0% (>= 70%); VOLAR rank 2/4 (VOLAR=1.83); MVO weight=29.3% of capped cash (25% of available),stop,-393.37178581433363,85.37045570138505,-478.74224151571866,-2.8790826213740406,48.25281851358036,31.380935355110527,826.6936329010025,825.0377591767372,663.0780448374006,0.001875083117788244,883.093505859375,949.4561157226562,1.8293045162596968,0.2934616510357766,13849.499955256935
LAURUSLABS.NS,2020-03-12,71.2870864868164,2020-03-13,75.7723929874994,1,659,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=93.6% (>= 70%); VOLAR rank 1/1 (VOLAR=0.77); MVO weight=100.0% of capped cash (25% of available),stop,2955.816983950094,178.38402311278946,2777.4329608373046,6.291892012605249,38.83123013084617,43.39617878536254,81.35418127619582,80.23744022639777,73.77640441872498,0.013868947569209505,80.52096557617188,86.0593490600586,0.7683226924011132,1.0,47048.56859042257
ABBOTINDIA.NS,2020-03-16,13231.9580078125,2020-03-17,12987.395123075297,1,3,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=92.2% (>= 70%); VOLAR rank 1/2 (VOLAR=2.93); MVO weight=100.0% of capped cash (25% of available),stop,-733.6886542116081,158.35472386582097,-892.043378077429,-1.8482743415056624,45.15159456878085,28.28579885023626,13715.38706867623,13021.54615405092,10750.29555261125,0.05050231968729031,13738.79296875,14897.7490234375,2.9335613209719416,1.0,47742.9268306319
ALKEM.NS,2020-03-17,2207.00537109375,2020-03-18,2190.3535144210427,1,21,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=91.3% (>= 70%); VOLAR rank 1/1 (VOLAR=2.11); MVO weight=100.0% of capped cash (25% of available),stop,-349.68899012685233,173.55084325065883,-523.2398333775111,-0.7545000520073453,36.06442736876617,36.89939068463853,2385.1274732113147,2308.1526750789617,2004.6705060387533,0.03342815121111314,2302.69384765625,2522.63037109375,2.112836520379942,1.0,47519.91598611254
ZYDUSLIFE.NS,2020-05-05,314.5177307128906,2020-05-08,307.86279596598985,3,150,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=93.3% (>= 70%); VOLAR rank 1/1 (VOLAR=0.71); MVO weight=100.0% of capped cash (25% of available),stop,-998.2402120351168,174.72584284001462,-1172.9660548751315,-2.1159171954524214,37.287113239358554,29.83876899172308,317.11246166257837,286.5535553503957,262.1949612826701,0.09595471562582905,318.47216796875,341.1856994628906,0.7098494079852722,1.0,47389.10602776816
ZYDUSLIFE.NS,2020-05-14,324.88592529296875,2020-06-02,342.78672049105205,19,144,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=91.9% (>= 70%); VOLAR rank 1/1 (VOLAR=1.00); MVO weight=100.0% of capped cash (25% of available),target,2577.7145085239954,177.5587916495275,2400.155716874468,5.5098709437600535,43.55643332509371,29.063891514396758,314.0791478863231,293.0374007577222,265.6370833135728,0.06713838464686551,313.4085998535156,341.1856994628906,1.0023054007252734,1.0,47095.864514049375
DRREDDY.NS,2020-05-21,740.9160766601562,2020-07-29,836.7200397890525,69,47,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=96.4% (>= 70%); VOLAR rank 1/1 (VOLAR=1.63); MVO weight=100.0% of capped cash (25% of available),target,4502.786267058124,152.94596947244617,4349.840297585678,12.930474333983133,51.643090546072735,32.93154763453452,731.2966669397763,688.8830290866958,600.1349890775635,0.05632693822432014,752.9902954101562,781.2211303710938,1.6319484998416123,1.0,35380.183429610195
ABBOTINDIA.NS,2020-05-22,15069.1396484375,2020-06-11,14659.194548846674,20,1,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=91.8% (>= 70%); VOLAR rank 1/1 (VOLAR=2.80); MVO weight=100.0% of capped cash (25% of available),stop,-409.94509959082643,91.78015756632874,-501.72525715715517,-2.72042803474406,36.581138084753285,26.477669196915706,15780.361039735562,15095.790909597441,12336.866324081726,0.04441596808724111,15412.703125,16792.04296875,2.803715485776613,1.0,26658.18225256302
AARTIIND.NS,2020-05-26,496.46490478515625,2020-05-29,479.65142948346556,3,46,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=90.4% (>= 70%); VOLAR rank 1/1 (VOLAR=1.32); MVO weight=100.0% of capped cash (25% of available),stop,-773.4198638777716,120.80653916895818,-894.2264030467297,-3.3866392447149285,37.25757754159675,26.329703943546605,501.69827751467324,475.1680547035062,433.429329759544,0.052410645111263164,506.1991271972656,559.859619140625,1.3199554915121061,1.0,22881.978647549007
ZFCVINDIA.NS,2020-06-23,6825.06005859375,2020-07-09,6864.748937112314,16,5,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=99.3% (>= 70%); VOLAR rank 1/1 (VOLAR=1.03); MVO weight=100.0% of capped cash (25% of available),indicator_exit,198.44439259281899,146.92824499894255,51.51614759387644,0.5815169123470243,35.91353058643794,38.937644656952756,6821.673426772166,6615.112130756533,6418.696777831608,0.030229920252257857,6833.00830078125,6881.7373046875,1.02609683992713,1.0,38624.91435116984
PIIND.NS,2020-06-29,1501.522705078125,2020-07-08,1684.4430805286986,9,20,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=95.1% (>= 70%); VOLAR rank 1/1 (VOLAR=0.93); MVO weight=100.0% of capped cash (25% of available),target,3658.407509011472,141.407368550899,3517.000140460573,12.18232497130678,41.17406397601434,25.01683396648919,1530.4251559232955,1499.455863564909,1382.778985490899,0.020278145249127657,1527.22509765625,1605.8094482421875,0.9320938730113664,1.0,30077.559131347734
MUTHOOTFIN.NS,2020-07-14,998.02880859375,2020-07-17,1127.8633790597883,3,39,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=94.1% (>= 70%); VOLAR rank 1/1 (VOLAR=1.41); MVO weight=100.0% of capped cash (25% of available),target,5063.548248175492,162.64958765244478,4900.898660523047,13.009100473660551,45.58708034550738,40.21984424021236,1013.8881008010386,906.4357363504897,738.4243167155031,0.10488272488773244,1024.5001220703125,1088.3729248046875,1.4109316217020629,1.0,39517.04342318345
GMRAIRPORT.NS,2020-07-15,17.61315155029297,2020-07-23,19.523120117187503,8,1690,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=77.9% (>= 70%); VOLAR rank 1/1 (VOLAR=0.99); MVO weight=100.0% of capped cash (25% of available),target,3227.846878051763,140.37284478485074,3087.474033266912,10.843990988442753,39.72601945171409,25.30430457398245,18.44345269296088,17.85643277216688,17.294018386180507,0.032742320645132696,17.928476333618164,23.018722534179688,0.9901768571638935,1.0,29768.808151788293
ADANIGREEN.NS,2020-07-16,348.29998779296875,2020-07-22,335.34999999999997,6,64,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=76.5% (>= 70%); VOLAR rank 1/1 (VOLAR=3.79); MVO weight=100.0% of capped cash (25% of available),stop,-828.7992187500022,119.53392623393907,-948.3331449839412,-3.7180557699779015,35.63398495142846,38.073175583556406,370.07028307595607,324.8536746971995,208.72287131101473,0.12753239299266247,354.54998779296875,463.6000061035156,3.792977869336656,1.0,22312.515472916453
TRENT.NS,2020-07-20,609.412109375,2020-07-23,587.1959247281787,3,45,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=78.2% (>= 70%); VOLAR rank 1/1 (VOLAR=0.90); MVO weight=100.0% of capped cash (25% of available),stop,-999.7283091069568,130.77510767848912,-1130.503416785446,-3.6455108628553057,39.518157393843545,25.611259270355124,616.7805636526202,572.0929404428415,529.3896105673757,0.07229823836421488,618.1011352539062,790.3887939453125,0.9044461299973668,1.0,27700.658428829993
JSL.NS,2020-07-22,38.34724807739258,2020-07-27,35.91547209369819,5,682,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=84.7% (>= 70%); VOLAR rank 1/1 (VOLAR=0.65); MVO weight=100.0% of capped cash (25% of available),stop,-1658.4712208795715,127.26460686891207,-1785.7358277484836,-6.341461527530123,40.83337369432202,33.13841256882091,38.51379326670564,35.530883921956566,34.17960756200707,0.07890092382028546,37.80575942993164,44.64821243286133,0.6504053507209563,1.0,26178.965172282267
HINDZINC.NS,2020-07-23,125.56644439697266,2020-08-05,132.46230634070866,13,274,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=93.8% (>= 70%); VOLAR rank 1/1 (VOLAR=0.08); MVO weight=100.0% of capped cash (25% of available),target,1889.4661725836663,149.30525819216592,1740.1609143915005,5.491803146018093,50.80164017597774,34.18442569192833,115.1452572345979,109.96679709459588,109.32157543924019,0.04336294301172252,119.42132568359375,127.32028198242188,0.07896816935436211,1.0,34442.558154200335
RPOWER.NS,2020-07-27,3.549999952316284,2020-07-28,3.51500004529953,1,8994,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=77.1% (>= 70%); VOLAR rank 1/1 (VOLAR=0.14); MVO weight=100.0% of capped cash (25% of available),stop,-314.78916370868683,141.5087897830844,-456.29795349177124,-0.9859128869541989,35.13513757330888,30.369121281067986,3.6784870908832157,3.197546129876712,3.627941744322981,0.12998404184010312,3.700000047683716,4.800000190734863,0.1376469770882233,1.0,31930.57882111976
GRSE.NS,2020-07-28,180.0834197998047,2020-08-11,204.62944378801075,14,113,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=88.8% (>= 70%); VOLAR rank 1/2 (VOLAR=1.10); MVO weight=64.1% of capped cash (25% of available),target,2773.7007106672845,118.95110189044617,2654.749608776838,13.630363092556452,36.193012298376324,28.860090668333925,185.89069278957868,174.0058376417087,152.13572035824376,0.06387217616106801,186.07249450683594,209.5961151123047,1.1027756785398062,0.6408058042906953,20388.200648664217
SWANCORP.NS,2020-07-28,131.13905334472656,2020-07-30,130.8348963038038,2,87,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=92.7% (>= 70%); VOLAR rank 2/2 (VOLAR=0.66); MVO weight=35.9% of capped cash (25% of available),stop,-26.461662560281383,75.84989152425705,-102.31155408453843,-0.23193475411419362,39.91332037143861,58.05102054373774,138.8416022498667,128.52412065891812,115.01582808798484,0.07480750368462435,137.92041015625,148.7904815673828,0.663954979095431,0.35919419570930466,11428.303684082599
GODREJCP.NS,2020-07-29,658.5941162109375,2020-09-03,641.0193074638562,36,51,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=89.1% (>= 70%); VOLAR rank 1/1 (VOLAR=0.34); MVO weight=100.0% of capped cash (25% of available),indicator_exit,-896.3152461011466,144.59780992245308,-1040.9130560235997,-2.668534126632305,39.445862926334335,27.909636541600516,661.9581244280545,636.3769684343234,618.998208457731,0.038996869227886026,655.979736328125,736.0299682617188,0.3359192157263782,1.0,33667.64131528359
TATACONSUM.NS,2020-07-30,408.7721862792969,2020-08-05,447.3501435914757,6,68,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=98.7% (>= 70%); VOLAR rank 1/1 (VOLAR=1.44); MVO weight=100.0% of capped cash (25% of available),indicator_exit,2623.301097228162,135.3634343384993,2487.9376628896625,9.437520116845754,46.37125050679152,32.92902118776707,398.56724136009194,376.4039112248109,328.48633967924786,0.05386431257695959,411.4659423828125,416.9014587402344,1.4389198335663396,1.0,28088.144609657564
LINDEINDIA.NS,2020-08-06,627.7720336914062,2020-08-11,696.8133028455688,5,60,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=83.2% (>= 70%); VOLAR rank 1/1 (VOLAR=0.65); MVO weight=100.0% of capped cash (25% of available),target,4142.4761492497555,158.89791484135128,3983.578234408404,10.997824918734933,42.27391239277529,33.351329682582,627.3553683528231,601.1202590189532,574.6018865604925,0.04154281120028311,631.5198364257812,759.0891723632812,0.6525043094247608,1.0,37762.58393210956
JWL.NS,2020-08-07,12.757455825805664,2020-08-12,12.63831931658489,5,2220,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=78.7% (>= 70%); VOLAR rank 1/1 (VOLAR=-0.16); MVO weight=100.0% of capped cash (25% of available),stop,-264.4830504701166,133.5357522963476,-398.0188027664642,-0.9338579011952008,42.47787535391017,25.06121380798153,12.585081729957627,12.46363466215577,12.86525580233236,0.009197599108758081,13.204214096069336,16.778287887573242,-0.15722509381569408,1.0,28328.92212254691
