ticker,entry_date,entry_price,exit_date,exit_price,days_held,shares,entry_reason,exit_reason,gross_pnl_inr,fees_total_inr,net_pnl_inr,return_pct,rsi_entry,adx_entry,ema_fast_entry,ema_slow_entry,ema_htf_entry,trend_strength_entry,close_entry,high_52w_entry,volar_entry,mvo_weight_entry,alloc_inr_entry
MANAPPURAM.NS,2020-02-07,149.75900268554688,2020-02-13,147.65095277520962,6,210,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=89.5% (>= 70%); VOLAR rank 1/1 (VOLAR=0.79); MVO weight=100.0% of capped cash (25% of available),indicator_exit,-442.69048117082406,140.30973175808623,-583.0002129289103,-1.4076281709511584,38.438508631372606,27.78222589538158,159.74261297610758,155.38784927751107,131.77669092672906,0.02850646865705754,152.76405334472656,170.72938537597656,0.7890430038594176,1.0,31481.086194470954
PGEL.NS,2020-02-13,6.430068016052246,2020-02-17,6.156028391255013,4,6245,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=71.5% (>= 70%); VOLAR rank 1/2 (VOLAR=-0.41); MVO weight=100.0% of capped cash (25% of available),stop,-1711.3774568587187,158.3636563138831,-1869.7411131726017,-4.2618464394639455,38.25000915632816,30.56716155000026,6.5908957880930386,6.054819575359643,5.8039735462824895,0.08272742684603313,6.480030059814453,9.058052062988281,-0.41381238263719755,1.0,40158.72638006018
VTL.NS,2020-02-17,194.9722137451172,2020-02-24,205.05960054023404,7,211,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=88.4% (>= 70%); VOLAR rank 1/1 (VOLAR=-1.77); MVO weight=100.0% of capped cash (25% of available),target,2128.4386137696565,164.53490087877037,1963.9037128908863,5.173756096498905,36.92461008940069,33.72125292626701,191.51795306872555,186.98867552692366,184.4715427419292,0.024104276009847023,187.9034881591797,212.48098754882812,-1.76564386061921,1.0,41313.93831223971
GODREJAGRO.NS,2020-02-18,485.8314514160156,2020-02-26,463.36894552356273,8,63,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=91.7% (>= 70%); VOLAR rank 1/1 (VOLAR=-0.80); MVO weight=100.0% of capped cash (25% of available),stop,-1415.1378712245323,137.42759699609385,-1552.5654682206261,-4.623518264818626,39.61111455624517,32.448788756465476,505.636004312797,495.29687342009333,464.9403779756553,0.02101755339397212,491.9283752441406,536.2574462890625,-0.7954113985789891,1.0,31011.041822627874
COFORGE.NS,2020-02-19,352.3468017578125,2020-02-28,329.0309140822075,9,66,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=92.5% (>= 70%); VOLAR rank 1/1 (VOLAR=0.60); MVO weight=100.0% of capped cash (25% of available),stop,-1538.8485865899288,120.94134516219864,-1659.7899317521274,-6.617312136589593,40.93559267962604,35.96008047252044,346.1852346059112,328.3791868208093,282.77818666685414,0.051466433418008536,345.9739990234375,374.04290771484375,0.5960343836099261,1.0,23344.210615734326
SOLARINDS.NS,2020-02-27,1161.9024658203125,2020-02-28,1141.2729468299167,1,37,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=93.1% (>= 70%); VOLAR rank 1/1 (VOLAR=0.45); MVO weight=100.0% of capped cash (25% of available),stop,-763.2922026446449,165.6536943943282,-928.9458970389732,-1.7754948971410611,39.591142836024204,28.47318902741681,1190.222431897034,1153.9890455078075,1097.4267574641158,0.030541322055000403,1186.37255859375,1274.6513671875,0.4471659422649005,1.0,43049.21253936029
COFORGE.NS,2020-03-03,355.9216003417969,2020-03-09,321.5721848930862,6,98,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=89.6% (>= 70%); VOLAR rank 1/2 (VOLAR=1.01); MVO weight=73.0% of capped cash (25% of available),stop,-3366.2427139736446,144.90998706603153,-3511.1527010396762,-9.65083754841639,43.595416559079986,29.839417773761443,342.08853382455607,332.5940756382671,287.50417612902413,0.02833003977480135,335.1374816894531,374.04290771484375,1.0098013862225557,0.7304923525570615,35230.589915585864
ESCORTS.NS,2020-03-03,828.109130859375,2020-03-04,786.7036743164062,1,15,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=92.8% (>= 70%); VOLAR rank 2/2 (VOLAR=0.53); MVO weight=27.0% of capped cash (25% of available),stop,-621.0818481445312,79.17367959053772,-700.255527735069,-5.000000000000004,44.83641254974186,47.682538647974575,813.0066380100302,748.6550784080715,651.9231780306726,0.07850978077421802,819.6629638671875,883.3002319335938,0.5339093187037517,0.26950764744293854,12997.964144237607
GUJGASLTD.NS,2020-03-04,276.55279541015625,2020-03-06,263.5858180705169,2,54,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=95.1% (>= 70%); VOLAR rank 1/3 (VOLAR=2.09); MVO weight=38.2% of capped cash (25% of available),stop,-700.2167763405253,90.51623417046345,-790.7330105109887,-4.688789104593205,47.26623743488657,26.21117037537061,272.4910932721185,259.9834387981503,206.67909028090403,0.045328590067787645,275.9330139160156,290.2850646972656,2.0850264630815163,0.3823628340895911,15033.419462299487
JBCHEPHARM.NS,2020-03-04,274.52471923828125,2020-03-06,254.01712763539544,2,46,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=97.4% (>= 70%); VOLAR rank 2/3 (VOLAR=1.64); MVO weight=32.7% of capped cash (25% of available),stop,-943.3492137327473,79.40584623814766,-1022.755059970895,-7.470216765829996,47.489654761262415,37.35808571885146,256.85457170156485,236.15325688911688,196.6710413231124,0.07771933873829714,266.3598937988281,273.60638427734375,1.6421892178411603,0.3268628913791031,12851.319518179764
SRF.NS,2020-03-04,776.9025268554688,2020-03-06,740.9206616426272,2,14,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=95.3% (>= 70%); VOLAR rank 3/3 (VOLAR=1.18); MVO weight=29.1% of capped cash (25% of available),stop,-503.7461129797812,72.3503187380038,-576.096431717785,-4.631451690404321,37.76288387852434,49.25665283430548,792.5502136395202,744.4003116975143,623.2485630364325,0.061353411482635935,784.7958374023438,823.2801513671875,1.1750118911008804,0.2907742745313057,11432.417714663929
AMBER.NS,2020-03-09,1364.83447265625,2020-03-11,1366.0827207563561,2,16,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=88.7% (>= 70%); VOLAR rank 1/4 (VOLAR=1.92); MVO weight=49.4% of capped cash (25% of available),stop,19.97196960169822,119.40472084556538,-99.43275124386716,0.0914578379366926,39.311467470564935,28.380936541295675,1445.0802564275596,1390.0035511646818,1102.2121321807344,0.03793129630465458,1452.01220703125,1637.451904296875,1.9245643137564306,0.49438925453411453,23027.81392003148
