ticker,entry_date,entry_price,exit_date,exit_price,days_held,shares,entry_reason,exit_reason,gross_pnl_inr,fees_total_inr,net_pnl_inr,return_pct,rsi_entry,adx_entry,ema_fast_entry,ema_slow_entry,ema_htf_entry,trend_strength_entry,close_entry,high_52w_entry,volar_entry,mvo_weight_entry,alloc_inr_entry
HFCL.NS,2021-02-08,27.132827758789062,2021-02-09,25.823224284535385,1,633,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=81.1% (>= 70%); VOLAR rank 1/2 (VOLAR=1.22); MVO weight=40.1% of capped cash (25% of available),stop,-828.9789992025777,100.5063297467319,-929.4853289493096,-4.826638365510805,35.56850300173251,32.60414108956822,28.11636252564826,26.09233331468873,19.681929364538238,0.07584265161809209,26.68721580505371,32.925785064697266,1.2197701156187648,0.4010198927055985,17196.131467637973
JSL.NS,2021-02-09,74.18395233154297,2021-02-10,73.32741856772427,1,488,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=81.9% (>= 70%); VOLAR rank 1/1 (VOLAR=1.47); MVO weight=100.0% of capped cash (25% of available),stop,-417.98847674352714,150.90850575536206,-568.8969824988892,-1.1546078860704023,35.63221169751971,25.351014261388777,77.79317850993726,75.60184946006893,56.95444296200507,0.02883125387270924,76.00533294677734,92.7914810180664,1.4742774084531391,1.0,36221.26824899691
HFCL.NS,2021-02-11,27.826005935668945,2021-02-18,30.826460130444822,7,1296,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=85.4% (>= 70%); VOLAR rank 1/1 (VOLAR=1.28); MVO weight=100.0% of capped cash (25% of available),target,3888.588636429536,155.06633614836457,3733.5223002811717,10.782913658944215,36.49122792789432,27.617857243734786,27.800004639389122,26.23578130388502,19.908577386912118,0.05562063189844623,28.123077392578125,32.925785064697266,1.2815356777941536,1.0,36079.04400337218
CROMPTON.NS,2021-02-16,382.5679931640625,2021-02-24,360.7893957139235,8,88,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=90.7% (>= 70%); VOLAR rank 1/1 (VOLAR=1.32); MVO weight=100.0% of capped cash (25% of available),stop,-1916.516575612231,143.71227806200494,-2060.228853674236,-5.692739026602089,36.22613391528819,26.439254919687855,389.4820366523331,368.26613021026697,299.7189929385127,0.055842705929072214,379.922607421875,418.6892395019531,1.317533297526512,1.0,33907.73642750454
FACT.NS,2021-02-19,77.2450942993164,2021-02-22,75.41862303054,3,542,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=88.6% (>= 70%); VOLAR rank 1/1 (VOLAR=1.35); MVO weight=100.0% of capped cash (25% of available),stop,-989.9474276768098,162.91887310297543,-1152.8663007797852,-2.364514258600059,43.6046799692037,35.60076317548127,79.20804977903559,72.73583777038725,56.070868858926396,0.0808663650655672,80.03589630126953,90.35185241699219,1.3543281008914347,1.0,41870.85157345871
CGCL.NS,2021-02-23,323.46917724609375,2021-02-24,370.3498083516481,1,128,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=97.5% (>= 70%); VOLAR rank 1/1 (VOLAR=1.08); MVO weight=100.0% of capped cash (25% of available),target,6000.720781510958,169.14142146047038,5831.579360050488,14.493075199522899,44.088173235939095,45.017976781014625,329.08706487819495,315.3852602221217,248.2836721493093,0.040696619603723755,336.681640625,345.3641052246094,1.0815206316068673,1.0,41582.63499826377
FACT.NS,2021-02-24,77.29493713378906,2021-02-25,84.31178084571332,1,659,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=84.6% (>= 70%); VOLAR rank 1/1 (VOLAR=1.17); MVO weight=100.0% of capped cash (25% of available),target,4624.100006158083,188.9231268124836,4435.176879345599,9.078012056312135,39.33822287861425,32.68452180207214,77.88611745491812,73.14130721271239,56.66958621085497,0.06206607642300075,76.44772338867188,90.35185241699219,1.1693152123091417,1.0,50957.862272138
ENDURANCE.NS,2021-02-25,1411.779296875,2021-04-12,1327.4914485807628,46,11,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=94.3% (>= 70%); VOLAR rank 2/3 (VOLAR=0.80); MVO weight=27.5% of capped cash (25% of available),stop,-927.1663312366088,92.74426509242267,-1019.9105963290315,-5.970327549129662,44.01180342375642,28.719106035840397,1388.4253836680236,1330.8490809452956,1128.0113989642914,0.04144073600969246,1389.3648681640625,1472.6964111328125,0.8032944407172233,0.2751072322992867,16829.900764443748
TATAELXSI.NS,2021-02-25,2556.409912109375,2021-03-02,2461.729875864683,5,17,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=91.4% (>= 70%); VOLAR rank 1/3 (VOLAR=1.82); MVO weight=72.5% of capped cash (25% of available),stop,-1609.5606161597643,165.81826679889016,-1775.3788829586545,-3.703632809284818,35.74864545944867,36.044634922229804,2625.8314135885053,2319.561162572803,1594.2461258998635,0.11907133425304259,2572.15771484375,2815.396240234375,1.8235464176494283,0.7248927677007133,44345.8837606779
VGUARD.NS,2021-02-26,220.28451538085938,2021-03-04,212.896024085703,6,210,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=91.5% (>= 70%); VOLAR rank 1/1 (VOLAR=0.09); MVO weight=100.0% of capped cash (25% of available),stop,-1551.583171982838,172.1096212869253,-1723.6927932697631,-3.3540674805862314,40.55046349264113,28.830786344363595,225.09813041138602,212.97679220805756,190.64451105885283,0.05366687955227344,225.862548828125,246.7558135986328,0.09185304562197966,1.0,46400.65727162137
INTELLECT.NS,2021-03-02,428.69256591796875,2021-03-04,466.2074545491456,2,45,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=88.9% (>= 70%); VOLAR rank 1/2 (VOLAR=2.38); MVO weight=43.4% of capped cash (25% of available),target,1688.1699884029586,114.63410934866226,1573.5358790542964,8.751000510318029,42.22224315464816,46.35875833130719,427.7295484173304,370.783149940667,261.69249161630574,0.13568523343383634,419.69488525390625,472.1075439453125,2.3763557711586816,0.43407840490957905,19644.559488443367
PERSISTENT.NS,2021-03-02,826.5496215820312,2021-03-15,861.1907950864276,13,30,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=94.0% (>= 70%); VOLAR rank 2/2 (VOLAR=2.06); MVO weight=56.6% of capped cash (25% of available),indicator_exit,1039.2352051318892,127.0456343379499,912.1895707939393,4.191057935286757,46.81277111277006,36.90055243462436,810.7553127441304,761.7325014129029,585.2079231336786,0.06005720917424698,816.2685546875,868.2786865234375,2.0578354315563545,0.565921595090421,25611.226715745797
ACE.NS,2021-03-04,154.1865692138672,2021-03-08,168.3521263439548,4,238,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=93.2% (>= 70%); VOLAR rank 1/2 (VOLAR=1.08); MVO weight=72.6% of capped cash (25% of available),target,3371.4025969608538,155.94011208585323,3215.4624848750004,9.18728343351296,37.651110127358166,28.116711210564127,154.27438763117908,142.06848754458002,102.94088034877062,0.07946952633216987,153.5922088623047,164.88502502441406,1.0789093660288414,0.7258393699928921,36720.52821386466
SKFINDIA.NS,2021-03-04,2277.651123046875,2021-03-15,2094.4637760567184,11,6,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=94.9% (>= 70%); VOLAR rank 2/2 (VOLAR=0.54); MVO weight=27.4% of capped cash (25% of available),stop,-1099.1240819409395,83.8184088705124,-1182.942490811452,-8.042818548307872,41.13901902999918,37.162791093521136,2173.7188869658207,1952.0358982971775,1675.429942170907,0.10048462321392213,2206.138427734375,2325.69384765625,0.5356533195685934,0.2741606300071079,13869.90505820248
UNOMINDA.NS,2021-03-09,272.0007629394531,2021-03-12,264.15863089290406,3,176,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=92.7% (>= 70%); VOLAR rank 1/1 (VOLAR=0.28); MVO weight=100.0% of capped cash (25% of available),stop,-1380.215240192636,175.8746552343784,-1556.0898954270144,-2.8831286948613144,45.08552819155222,32.3969131626047,274.27194735163215,248.8305617229817,197.60226801174187,0.09240803342128029,275.31573486328125,297.0318298339844,0.28370327705248566,1.0,47969.73402131366
NEULANDLAB.NS,2021-03-12,2008.69140625,2021-03-15,1967.0330758048583,3,23,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=91.9% (>= 70%); VOLAR rank 1/1 (VOLAR=2.01); MVO weight=100.0% of capped cash (25% of available),stop,-958.1416002382591,172.59211528826637,-1130.7337155265254,-2.073903951374645,37.22306911941727,46.25070947907643,1964.9347234602155,1683.249560159814,1167.9890978041535,0.1381765848772232,2038.5882568359375,2217.57568359375,2.007411580523816,1.0,47580.71154745691
BANKINDIA.NS,2021-03-15,64.69593048095703,2021-03-16,63.799331867393526,1,878,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=81.4% (>= 70%); VOLAR rank 1/2 (VOLAR=0.50); MVO weight=100.0% of capped cash (25% of available),stop,-787.2135827087573,196.35939592802117,-983.5729786367784,-1.3858655511994167,36.47997231469483,41.595176457557024,69.07154716636848,59.037625685240776,48.17634334494035,0.1504928798826475,66.6737289428711,81.88079071044922,0.4956349877190815,1.0,56867.28779725808
INDIANB.NS,2021-03-16,108.95125579833984,2021-03-17,105.49734488800861,1,519,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=84.6% (>= 70%); VOLAR rank 1/2 (VOLAR=0.49); MVO weight=100.0% of capped cash (25% of available),stop,-1792.579762461909,194.7439228215406,-1987.3236852834495,-3.1701432764796644,35.63578804800434,35.34135440353914,117.58301617444808,103.25399282378022,80.14140768765901,0.12918493608818843,110.91868591308594,131.0738067626953,0.48714694158261557,1.0,56621.39455259889
VBL.NS,2021-03-17,88.36312866210938,2021-04-19,83.8115434330619,33,635,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=94.4% (>= 70%); VOLAR rank 1/1 (VOLAR=-0.88); MVO weight=100.0% of capped cash (25% of available),stop,-2890.256620445147,192.6371370585886,-3082.8937575037353,-5.151000533777184,38.56696115513847,30.415885894400102,87.62715207855314,83.70119634758971,72.42527492827091,0.0449116582509493,87.41506958007812,92.60746765136719,-0.8792020134125754,1.0,56124.563631278026
IDFCFIRSTB.NS,2021-03-22,59.25605010986328,2021-03-25,56.86138658220842,3,325,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=88.5% (>= 70%); VOLAR rank 2/2 (VOLAR=0.76); MVO weight=45.8% of capped cash (25% of available),stop,-778.2656464878306,110.16957021118232,-888.4352166990129,-4.041213552396849,40.31248527428872,48.70763166223094,62.72081529803152,55.711860324563624,41.90632343921292,0.11651857186173638,60.153114318847656,67.97750091552734,0.7647120634029186,0.4579869721131434,19269.508943500405
NCC.NS,2021-03-22,78.05663299560547,2021-03-24,73.44588648644907,2,292,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=84.8% (>= 70%); VOLAR rank 1/2 (VOLAR=1.17); MVO weight=54.2% of capped cash (25% of available),stop,-1346.3379806736687,120.1124103611412,-1466.4503910348099,-5.906924667652502,41.142861422108425,29.26488658738525,80.32374414453757,73.48351636448405,52.75295067433405,0.08700863053834029,78.61550903320312,92.72718048095703,1.1658845521051355,0.5420130278868567,22804.851500839857
RCF.NS,2021-03-24,70.52893829345703,2021-03-25,69.15000712810418,1,522,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=89.8% (>= 70%); VOLAR rank 1/1 (VOLAR=1.36); MVO weight=100.0% of capped cash (25% of available),stop,-719.8020683141892,151.96218696856573,-871.7642552827549,-1.9551282051282204,38.99866999811905,45.67344031762574,71.90273549740068,61.08527250554799,47.60448365208322,0.14634063993501328,73.91974639892578,82.32897186279297,1.3632630640542402,1.0,36881.79577095914
GRAVITA.NS,2021-03-25,89.99173736572266,2021-03-26,91.94701378214229,1,458,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=87.3% (>= 70%); VOLAR rank 1/1 (VOLAR=0.55); MVO weight=100.0% of capped cash (25% of available),stop,895.5165987201933,163.42734560659747,732.0892531135959,2.17272882339572,35.27508703607593,36.73854850550184,98.26329117822733,87.24049960189117,64.59030903437879,0.11377298338822438,96.88408660888672,110.96210479736328,0.5470238729477415,1.0,41267.69797858611
HINDCOPPER.NS,2021-03-26,119.97232055664062,2021-04-06,133.522132316554,11,207,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=77.8% (>= 70%); VOLAR rank 1/2 (VOLAR=2.21); MVO weight=60.0% of capped cash (25% of available),target,2804.81103430207,128.96131049339914,2675.8497238086707,11.29411492338046,36.87317098283633,33.72719563238547,123.37659319762835,101.83385096745467,62.878554007185116,0.1808851394444374,119.09625244140625,153.11680603027344,2.2068305300050945,0.5996479488891627,24855.83940299495
REDINGTON.NS,2021-03-26,68.84495544433594,2021-03-30,71.44263820313866,4,241,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=91.9% (>= 70%); VOLAR rank 2/2 (VOLAR=0.94); MVO weight=40.0% of capped cash (25% of available),stop,626.0415448714554,101.0577121422655,524.9838327291899,3.773236168193983,46.75487612284684,36.84677901651635,69.88986342239168,68.28947605140553,56.2847377522547,0.021406390577731305,74.76213073730469,81.39273071289062,0.9412502187145457,0.4003520511108372,16594.880888869557
HINDALCO.NS,2021-03-30,314.9019775390625,2021-04-08,350.9038725043373,9,112,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=91.0% (>= 70%); VOLAR rank 1/1 (VOLAR=1.66); MVO weight=100.0% of capped cash (25% of available),target,4032.2122361107777,153.44998339371006,3878.7622527170674,11.432730669596669,43.72804196517114,29.47710237184217,316.4434889398818,294.0736875064669,228.9622176170815,0.07085277834088678,315.7222900390625,346.7975158691406,1.659598267385288,1.0,35360.1265708343
ASAHIINDIA.NS,2021-04-06,298.2400207519531,2021-04-26,288.33646731170535,20,112,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=91.9% (>= 70%); VOLAR rank 1/1 (VOLAR=-0.17); MVO weight=100.0% of capped cash (25% of available),stop,-1109.197985307751,143.9644447843636,-1253.1624300921146,-3.32066548791069,38.012628851753384,27.220798538203265,298.50193639629646,290.9756363773538,250.30078946573255,0.02493092278422386,301.8861389160156,328.3941650390625,-0.1695629148890363,1.0,33417.303647974055
IDFCFIRSTB.NS,2021-04-08,57.262577056884766,2021-04-12,55.20431238772027,4,608,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=84.8% (>= 70%); VOLAR rank 1/1 (VOLAR=0.65); MVO weight=100.0% of capped cash (25% of available),stop,-1251.4249188520123,146.9600331815792,-1398.3849520335916,-3.594432480954901,37.87877934381197,35.65409046919596,57.311377414656825,56.23259002183343,43.50991609369456,0.018725231639224,57.61143112182617,67.97750091552734,0.6531803979818039,1.0,34854.082967401286
ASTRAL.NS,2021-04-12,1126.749755859375,2021-04-13,1105.706314614383,1,33,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=83.8% (>= 70%); VOLAR rank 1/1 (VOLAR=0.39); MVO weight=100.0% of capped cash (25% of available),stop,-694.4335610847354,152.80420092561857,-847.237762010354,-1.86762332412862,40.75793097233029,30.927814837719783,1199.962920200072,1164.8033819413076,899.0114440607597,0.029605767960982143,1187.5908203125,1417.623291015625,0.3922855860107799,1.0,38141.09334735665
CUMMINSIND.NS,2021-04-15,792.8222045898438,2021-05-17,745.2814016446324,32,32,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=91.3% (>= 70%); VOLAR rank 2/2 (VOLAR=0.40); MVO weight=67.6% of capped cash (25% of available),stop,-1521.3056942467629,125.66595969336831,-1646.971653940131,-5.996401547533092,38.80016403568445,30.20439960755204,808.0518277507435,759.7342172361069,591.595437675397,0.061589793817460964,784.5067749023438,859.2528686523438,0.4027246631971521,0.676422588107872,25656.224385352485
IIFL.NS,2021-04-15,265.75274658203125,2021-04-19,255.01526187164615,4,46,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=81.4% (>= 70%); VOLAR rank 1/2 (VOLAR=1.00); MVO weight=32.4% of capped cash (25% of available),stop,-493.9242966777148,78.55238285286484,-572.4766795305796,-4.040404040404044,35.11875931077735,26.061492645602005,271.7935854397561,248.72979946480893,162.5576936480544,0.08739655881210585,263.8981018066406,324.32086181640625,0.997218475785048,0.32357741189212796,12273.059521501578
TORNTPOWER.NS,2021-04-19,345.5721130371094,2021-04-20,345.88905349813564,1,129,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=95.6% (>= 70%); VOLAR rank 1/1 (VOLAR=-1.21); MVO weight=100.0% of capped cash (25% of available),stop,40.88531947238795,170.0218696053235,-129.13655013293555,0.09171470991706787,44.20159962410276,35.476460551224584,368.40394346825843,351.3209522446644,307.65362570328784,0.04648870377239645,367.4654235839844,384.4136047363281,-1.2125658013406637,1.0,44709.635633073194
TATAPOWER.NS,2021-04-23,91.88909912109375,2021-04-26,91.93712038570875,3,486,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=83.2% (>= 70%); VOLAR rank 1/1 (VOLAR=1.21); MVO weight=100.0% of capped cash (25% of available),indicator_exit,23.33833460289108,170.1800929397333,-146.84175833684222,0.052260023304517844,35.04000561125585,26.285029080114505,92.98627917138604,92.83101582571561,73.43478493176649,0.0017147806513552512,90.54414367675781,108.79707336425781,1.213379694931394,1.0,44677.35149553996
TORNTPOWER.NS,2021-04-26,351.9557800292969,2021-05-10,392.6403994017635,14,149,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=92.2% (>= 70%); VOLAR rank 1/1 (VOLAR=-1.32); MVO weight=100.0% of capped cash (25% of available),target,6062.008286497526,193.7610447573647,5868.247241740161,11.559582675153113,36.3302916275866,30.464193737982207,356.6455310801157,350.5928952324287,309.1680134822209,0.01708584727509459,354.2485046386719,384.4136047363281,-1.318268411925691,1.0,52693.886725209675
GSPL.NS,2021-04-27,243.05189514160156,2021-05-14,260.9005007869362,17,162,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=86.7% (>= 70%); VOLAR rank 1/1 (VOLAR=-0.58); MVO weight=100.0% of capped cash (25% of available),indicator_exit,2891.4741145442144,161.4002858105447,2730.07382873367,7.343536916235971,35.20118467427743,25.45112372454724,240.3781773462583,238.9947058689065,214.14776350178204,0.005744394985610871,240.8385009765625,277.90142822265625,-0.5802014608304383,1.0,39562.066607534296
KIRLOSBROS.NS,2021-04-28,231.8434600830078,2021-05-10,251.12814145968773,12,128,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=89.5% (>= 70%); VOLAR rank 1/1 (VOLAR=0.73); MVO weight=100.0% of capped cash (25% of available),target,2468.439216215029,139.38421200415394,2329.055004210875,8.31797514140591,38.00505458744176,31.58449201382966,224.11226163732212,200.38454202755977,153.36772139431974,0.10475748058881341,226.50143432617188,253.01724243164062,0.7260393200476104,1.0,29700.876502516032
APLLTD.NS,2021-05-11,894.377685546875,2021-05-12,894.3775975345766,1,50,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=85.2% (>= 70%); VOLAR rank 1/1 (VOLAR=-1.22); MVO weight=100.0% of capped cash (25% of available),indicator_exit,-0.004400614920996304,170.29110580162137,-170.29550641654237,-9.840618775402987e-06,37.73409649944108,27.866944487586647,909.4635539341725,908.6400897021805,882.6778366303996,0.0009140436478364345,900.9025268554688,1057.7811279296875,-1.2226431877328248,1.0,44882.02218167917
ELGIEQUIP.NS,2021-05-18,211.5429229736328,2021-05-27,199.84515265064385,9,289,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=93.4% (>= 70%); VOLAR rank 1/1 (VOLAR=1.30); MVO weight=100.0% of capped cash (25% of available),stop,-3380.655623343809,203.30878206743864,-3583.9644054112478,-5.529738437265985,38.12281955149582,37.4628085399764,209.18855101426797,197.69058618725143,156.85254133555597,0.055251479917167674,208.10238647460938,222.79835510253906,1.2956812782156784,1.0,61327.42280525174
NEULANDLAB.NS,2021-05-19,2196.968994140625,2021-06-01,2096.060373149665,13,20,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=78.5% (>= 70%); VOLAR rank 1/1 (VOLAR=1.95); MVO weight=100.0% of capped cash (25% of available),indicator_exit,-2018.1724198192023,166.46319545848488,-2184.635615277687,-4.593083528264897,37.08265966548976,39.94265545269171,2291.261285595842,2224.9713145248415,1564.9039121815238,0.03168200180867041,2092.354248046875,2663.808837890625,1.9466429553834415,1.0,46019.39833538103
ASTRAZEN.NS,2021-05-21,3719.87548828125,2021-06-22,3636.978209536026,32,9,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=80.8% (>= 70%); VOLAR rank 1/1 (VOLAR=-1.33); MVO weight=100.0% of capped cash (25% of available),indicator_exit,-746.0755087070156,144.51022941432012,-890.5857381213357,-2.2284960613971005,35.54097087993917,26.38033678811974,3748.6821790823265,3663.862173167276,3656.0428047248315,0.022827547736646112,3715.686279296875,4599.21630859375,-1.3321580114580203,1.0,35015.609893850626
THERMAX.NS,2021-05-27,1424.1263427734375,2021-06-02,1372.8070961979151,6,28,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=95.6% (>= 70%); VOLAR rank 1/1 (VOLAR=0.53); MVO weight=100.0% of capped cash (25% of available),stop,-1436.938904114626,158.02488551295482,-1594.9637896275808,-3.603559953506641,44.007141276569705,30.906869749242674,1404.660169106016,1355.2500605916398,1101.7268000921404,0.03445897036306463,1433.88232421875,1500.0660400390625,0.5305422223303599,1.0,41042.08515816913
TATAELXSI.NS,2021-05-28,3464.364990234375,2021-06-11,3650.719042239929,14,8,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=93.7% (>= 70%); VOLAR rank 1/1 (VOLAR=2.40); MVO weight=100.0% of capped cash (25% of available),indicator_exit,1490.8324160444317,134.00708491462558,1356.8253311298063,5.379169127123262,38.18666568734329,27.631492287093746,3420.35958819791,3096.9317179536724,2230.443251481632,0.09401898905998841,3440.027099609375,3671.668701171875,2.3963621004594033,1.0,31055.463645605898
JSWSTEEL.NS,2021-06-01,657.4280395507812,2021-06-18,644.3410091018401,17,52,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=93.7% (>= 70%); VOLAR rank 1/1 (VOLAR=2.07); MVO weight=100.0% of capped cash (25% of available),stop,-680.5255833449405,146.15201583619518,-826.6775991811357,-1.9906407487401245,36.171504755929504,30.927810709342374,660.5042203637053,594.3622694332025,424.646302583423,0.09828618140808813,672.9526977539062,718.1537475585938,2.074345022541136,1.0,34570.23598729695
NMDC.NS,2021-06-02,35.91291046142578,2021-06-18,33.97766824083649,16,991,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=89.4% (>= 70%); VOLAR rank 1/1 (VOLAR=0.86); MVO weight=100.0% of capped cash (25% of available),stop,-1917.8250406039842,147.99081567808724,-2065.8158562820713,-5.388708950971655,35.7730705567744,32.20970885729336,35.388526004790116,31.30295208934625,23.73880039382968,0.11495498421771214,35.54064178466797,39.762821197509766,0.8570129250744325,1.0,35595.503796309626
FACT.NS,2021-06-11,126.43277740478516,2021-06-14,121.67348433069098,3,268,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=97.2% (>= 70%); VOLAR rank 1/1 (VOLAR=1.00); MVO weight=100.0% of capped cash (25% of available),stop,-1275.4905438572387,144.86229343427587,-1420.3528372915146,-3.764287372139974,48.92598563060482,29.01970367405032,124.16222250989397,116.9949318620667,86.75028520480967,0.056245149348377536,127.42948913574219,131.11732482910156,1.0028357141193236,1.0,33963.678904165994
AUROPHARMA.NS,2021-06-14,965.3433227539062,2021-06-17,935.7995147707803,3,34,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=96.4% (>= 70%); VOLAR rank 1/1 (VOLAR=-0.24); MVO weight=100.0% of capped cash (25% of available),stop,-1004.4894714262816,142.7799884872195,-1147.2694599135011,-3.0604456763469567,48.839961552990374,25.278076604181035,952.2206724283894,941.2968636820189,859.7250135488101,0.011142287070323088,980.3919677734375,1017.4308471679688,-0.2448306693573147,1.0,33608.590694843115
BLUEDART.NS,2021-06-17,5636.28173828125,2021-06-21,5428.064475807824,4,5,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=95.7% (>= 70%); VOLAR rank 1/1 (VOLAR=1.71); MVO weight=100.0% of capped cash (25% of available),stop,-1041.0863123671288,132.4183070465774,-1173.5046194137062,-3.694230915733465,37.968399570306616,26.961363515076386,5788.002195930273,5499.21269652958,4401.695875334805,0.05054288351505115,5713.751953125,5967.88037109375,1.7071163587457177,1.0,33321.773329864736
KPRMILL.NS,2021-06-18,301.3512268066406,2021-07-06,336.9407237288483,18,142,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=95.4% (>= 70%); VOLAR rank 1/1 (VOLAR=2.20); MVO weight=100.0% of capped cash (25% of available),target,5053.7085629534895,171.2466228226666,4882.461940130823,11.809972469447882,41.661201975978265,40.742380599115364,303.5915774714184,278.0767454776437,205.70996702024365,0.08419078882599927,303.0596618652344,317.7879943847656,2.2036394106450357,1.0,43015.533276794886
BAJAJ-AUTO.NS,2021-06-21,3657.64794921875,2021-07-22,3450.1336887803936,31,6,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=97.0% (>= 70%); VOLAR rank 2/2 (VOLAR=0.41); MVO weight=65.0% of capped cash (25% of available),stop,-1245.0855626301382,118.3338150619977,-1363.4193776921359,-5.673434494500218,47.41396940834865,32.773614658186084,3632.1831301326447,3515.820184101302,3163.530923022845,0.03193231494302301,3644.0498046875,3755.939453125,0.41427710996840555,0.6495220068338028,25373.709442600637
INDIGO.NS,2021-06-21,1716.0999755859375,2021-07-08,1816.929559206867,17,7,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=94.7% (>= 70%); VOLAR rank 1/2 (VOLAR=0.90); MVO weight=35.0% of capped cash (25% of available),indicator_exit,705.8070853465065,80.24103119475264,625.5660541517539,5.875507549407355,36.37906304084972,29.636616521062628,1743.4254658535249,1703.428144702233,1568.5494878852428,0.023530225083988034,1699.827392578125,1795.865234375,0.9018306822818181,0.3504779931661972,13691.494161952773
ALKYLAMINE.NS,2021-06-22,3530.5,2021-07-14,3756.9614260722205,22,10,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=90.9% (>= 70%); VOLAR rank 1/1 (VOLAR=2.50); MVO weight=100.0% of capped cash (25% of available),indicator_exit,2264.6142607222055,151.69631208175878,2112.917948640447,6.414429289681922,42.37510289210927,31.687499487912252,3510.2550039187518,3216.375353811041,2221.186155710633,0.08425013482621793,3488.18017578125,3838.47119140625,2.5006329886350263,1.0,38718.943989024876
MINDACORP.NS,2021-07-06,124.90357971191406,2021-07-15,141.89065683985584,9,334,RSI cross ↑30; EMA20>EMA50; Close>EMA200; ADX>20; 52w%=93.9% (>= 70%); VOLAR rank 1/1 (VOLAR=0.46); MVO weight=100.0% of capped cash (25% of available),target,5673.683760732552,169.5001658928182,5504.183594839734,13.600152347212058,37.56937600319019,30.24944680956102,126.68964034247288,119.23742683652286,99.12616764886278,0.05871447486952769,126.92293548583984,135.2211151123047,0.45876298073551014,1.0,41813.50051553185
