ticker,exit,reasons,as_of,entry_price,current_close,pnl_pct,bars_held,highest_close_since_entry,atr_last
SBILIFE.NS,True,SUPERTREND_DN: supertrend_direction turned down,2025-09-19,1841.699951171875,1841.699951171875,0.0,1,1841.699951171875,36.621425083705354
