ticker,entry_date,entry_price,exit_date,exit_price,days_held,shares,entry_reason,exit_reason,gross_pnl_inr,fees_total_inr,net_pnl_inr,return_pct,ema_fast_entry,ema_slow_entry,ema_htf_entry,vwap_5d_entry,vwap_20d_entry,close_entry,high_52w_entry,volar_entry,mvo_weight_entry,alloc_inr_entry
DRREDDY.NS,2015-11-02,803.4422607421875,2015-11-06,785.2091874121021,4,30,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=98.4% (>= 80%); VOLAR rank 1/1 (VOLAR=1.46); MVO weight=100.0% of capped cash (15% of available),stop,-546.9921999025621,123.8577865000583,-670.8499864026204,-2.269369464489257,788.1942346156039,771.6342806126852,704.5062237280052,786.4532588018538,787.3080542920923,800.3751831054688,813.0358276367188,1.4586787550443703,1.0,24430.748857074996
NAVINFLUOR.NS,2015-11-03,330.653076171875,2015-11-06,306.3445618299164,3,47,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/2 (VOLAR=2.72); MVO weight=70.9% of capped cash (15% of available),stop,-1142.5001740720536,92.31777625808873,-1234.8179503301424,-7.351667380019444,282.61759804039474,244.26057465933368,195.86617700086492,302.7634411732198,300.1837324745572,329.1582946777344,329.1582946777344,2.7154847716876245,0.7088094993154649,15659.96408631621
ZENSARTECH.NS,2015-11-03,171.88731384277344,2015-11-04,166.44876115713305,1,37,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=99.9% (>= 80%); VOLAR rank 2/2 (VOLAR=1.52); MVO weight=29.1% of capped cash (15% of available),stop,-201.22644936869438,52.312426972513364,-253.53887634120775,-3.164022151521362,165.35880793484685,152.30574889330302,133.1981666695547,166.9637342708816,167.35659138716184,170.58172607421875,170.82383728027344,1.5167976367044964,0.2911905006845351,6433.36860947846
JUBLPHARMA.NS,2015-11-04,290.242919921875,2015-11-05,282.7905531131657,1,67,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=99.9% (>= 80%); VOLAR rank 1/1 (VOLAR=2.59); MVO weight=100.0% of capped cash (15% of available),stop,-499.30857618352405,111.65034805290026,-610.9589242364243,-2.5676308695885774,282.7450720217393,249.86537192702522,176.5622374957332,284.3383269543531,282.2794131586474,292.81292724609375,293.0185546875,2.585384134264678,1.0,19718.679007292812
CHOLAFIN.NS,2015-11-05,119.78623962402344,2015-11-06,118.70077152675971,1,163,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=89.2% (>= 80%); VOLAR rank 1/1 (VOLAR=1.27); MVO weight=100.0% of capped cash (15% of available),stop,-176.9312998539877,112.72684585880097,-289.65814571278867,-0.9061709430655096,120.2377121621295,120.0503429388933,115.37339663784174,120.62258154258923,119.18117252587707,123.70215606689453,138.62794494628906,1.267010480991747,1.0,19627.03516865735
ZYDUSLIFE.NS,2015-11-06,376.0199890136719,2015-11-09,384.04703784955836,3,77,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=96.9% (>= 80%); VOLAR rank 1/1 (VOLAR=1.11); MVO weight=100.0% of capped cash (15% of available),stop,618.0827603632597,135.85738411650377,482.2253762467559,2.1347399261784084,387.7060443023405,371.764550278874,338.41596094131756,384.20834830100245,391.6953422789523,392.56744384765625,405.09234619140625,1.1070536427945041,1.0,29235.898892435533
GODREJCP.NS,2015-11-10,408.3683166503906,2015-11-13,396.74186102941644,3,13,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=96.0% (>= 80%); VOLAR rank 3/3 (VOLAR=1.24); MVO weight=18.6% of capped cash (15% of available),stop,-151.1439230726644,47.60464801989578,-198.74857109256016,-2.8470513374640016,398.4826810949946,388.53209730343445,365.2506111374818,399.4263678319781,398.10548592551027,417.9857177734375,435.1983337402344,1.2438628066970827,0.18634852148616401,5461.545830807345
KEI.NS,2015-11-10,101.71408081054688,2015-11-13,100.89920532818876,3,48,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=90.0% (>= 80%); VOLAR rank 2/3 (VOLAR=1.83); MVO weight=16.8% of capped cash (15% of available),stop,-39.11402315318969,46.22156884039791,-85.3355919935876,-0.8011432398193796,100.64689573296684,99.55804961385766,82.39528538676502,100.2188761642511,101.3431898103555,101.71408081054688,112.97310638427734,1.8260847310002268,0.16803004054675572,4924.6635287453055
MARUTI.NS,2015-11-10,4302.82275390625,2015-11-18,4168.126838870695,8,4,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=98.8% (>= 80%); VOLAR rank 1/3 (VOLAR=2.07); MVO weight=64.6% of capped cash (15% of available),stop,-538.7836601422205,101.31583146322836,-640.0994916054489,-3.1304081701546638,4119.510538157168,4016.170743254262,3681.3083163353945,4132.570645867606,4099.794343886399,4225.67236328125,4278.07861328125,2.068533905822658,0.6456214379670803,18922.023339319894
M&M.NS,2015-11-16,583.3447875976562,2015-11-26,617.0517687117404,10,45,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=89.6% (>= 80%); VOLAR rank 1/1 (VOLAR=0.41); MVO weight=100.0% of capped cash (15% of available),target,1516.8141501337846,130.77601386154595,1386.0381362722387,5.778226158991995,569.4012504570251,568.9387325818775,567.6456293437417,570.6949152020096,563.7219545143399,571.2479248046875,637.8265380859375,0.41047402783332804,1.0,26677.81450502315
CANFINHOME.NS,2015-11-17,181.20751953125,2015-11-19,180.06335536425547,2,72,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=97.7% (>= 80%); VOLAR rank 1/2 (VOLAR=2.13); MVO weight=57.4% of capped cash (15% of available),vwap_or_trend_exit,-82.37982002360604,83.23510401547261,-165.61492403907866,-0.6314109756340502,179.16054025756506,170.6162658847773,142.1953856954352,177.74017179573437,178.02564773898783,183.30825805664062,187.56600952148438,2.134153812195607,0.5739942422772277,13048.049562974958
GRANULES.NS,2015-11-17,138.2448272705078,2015-11-18,138.6171470849055,1,70,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=91.7% (>= 80%); VOLAR rank 2/2 (VOLAR=1.70); MVO weight=42.6% of capped cash (15% of available),stop,26.062387007837913,68.0256489038681,-41.96326189603019,0.2693191649544735,139.60015880394107,131.57349423649504,104.83575367225613,138.59658465638128,139.43124971266633,140.55911254882812,153.2905731201172,1.698576542327099,0.42600575772277227,9683.972122833193
GODFRYPHLP.NS,2015-11-18,343.091064453125,2015-11-19,335.058964407423,1,21,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 2/2 (VOLAR=1.84); MVO weight=32.0% of capped cash (15% of available),stop,-168.6741009597422,56.25914965383394,-224.93325061357612,-2.3410985822393537,298.19031102951624,234.97023235333504,181.8725791646191,341.30636475101545,326.2583702302999,366.2364196777344,366.2364196777344,1.840060704098617,0.32036481724310684,7450.354059159739
NAVINFLUOR.NS,2015-11-18,363.8079528808594,2015-11-20,344.44967459781145,2,43,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/2 (VOLAR=2.89); MVO weight=68.0% of capped cash (15% of available),stop,-832.4059661710608,93.47783394291123,-925.883800113972,-5.321015697913401,326.7232608529811,270.2420079506945,207.35386228834858,350.6018030161345,334.38392667265583,369.02899169921875,369.02899169921875,2.894100520522456,0.6796351827568932,15805.489460967145
ITC.NS,2015-11-19,169.24496459960938,2015-11-23,163.25406596089832,4,134,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=88.8% (>= 80%); VOLAR rank 1/1 (VOLAR=0.12); MVO weight=100.0% of capped cash (15% of available),stop,-802.7804175872818,120.4233133543378,-923.2037309416196,-3.539779545514987,164.29474358953811,161.5085037215836,159.89543448103035,162.76983445793567,162.5776041201618,167.225830078125,188.38345336914062,0.12036474430972477,1.0,22806.819056598248
DIVISLAB.NS,2015-11-20,1062.8482666015625,2015-11-26,1046.2937039003893,6,11,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=94.5% (>= 80%); VOLAR rank 2/2 (VOLAR=1.37); MVO weight=55.2% of capped cash (15% of available),stop,-182.1001897129047,76.79876430256394,-258.89895401546863,-1.5575659500397077,1050.942160418963,1024.6707182963175,927.938368817921,1050.8384390634972,1056.5093348209577,1066.17822265625,1128.4290771484375,1.3704146997657987,0.551513951491426,11918.574927002937
NATCOPHARM.NS,2015-11-20,475.6952819824219,2015-11-26,523.0350827818393,6,20,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=97.6% (>= 80%); VOLAR rank 1/2 (VOLAR=1.51); MVO weight=44.8% of capped cash (15% of available),target,946.7960159883478,69.31889991015649,877.4771160781913,9.951707026004675,460.91489116626656,451.8307046181371,402.7891138902617,447.36062474694864,454.2850487059584,470.9228210449219,482.73431396484375,1.513847039602105,0.448486048508574,9692.074984521969
GRANULES.NS,2015-11-23,148.96617126464844,2015-11-30,146.22680078771228,7,145,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=92.2% (>= 80%); VOLAR rank 1/1 (VOLAR=1.84); MVO weight=100.0% of capped cash (15% of available),vwap_or_trend_exit,-397.2087191557431,118.44408347792404,-515.6528026336671,-1.838921181688613,139.80160618174938,132.77576065807278,106.2010280896988,140.26288002361753,138.89988986923473,141.26754760742188,153.2905731201172,1.840976112957911,1.0,21693.25678982943
JUBLPHARMA.NS,2015-11-26,283.6293640136719,2015-11-27,278.80440499738376,1,40,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=97.8% (>= 80%); VOLAR rank 2/3 (VOLAR=2.47); MVO weight=43.9% of capped cash (15% of available),stop,-192.99836065152476,75.18753674439118,-268.18589739591596,-1.7011493267162336,279.9936876120655,261.616827509686,189.01746562589685,280.8380967053292,276.9815269212743,286.6448669433594,293.0185546875,2.4668420098095445,0.4390916261277276,11363.979465702301
NAVINFLUOR.NS,2015-11-26,352.18914794921875,2015-11-27,354.4576215133876,1,41,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=97.1% (>= 80%); VOLAR rank 1/3 (VOLAR=2.71); MVO weight=56.1% of capped cash (15% of available),stop,93.00741613092316,90.00979750585469,2.997618625068469,0.6441066050382416,344.4421555093952,285.49548597653643,214.5228994519073,358.23090450788544,354.1281192551962,358.42822265625,369.02899169921875,2.706392507075759,0.5609083738722723,14516.676847239149
GODREJIND.NS,2015-11-27,385.2101745605469,2015-11-30,381.8435908637141,3,18,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=98.6% (>= 80%); VOLAR rank 2/3 (VOLAR=1.10); MVO weight=27.4% of capped cash (15% of available),stop,-60.59850654298998,55.25572066325175,-115.85422720624173,-0.8739602220199427,382.78513191003645,372.2738255874249,351.8544883730989,384.81128006954225,382.5614564303352,391.081787109375,396.7067565917969,1.1033030387613085,0.27375722341873715,7074.127031453539
TATAELXSI.NS,2015-11-27,882.4636840820312,2015-12-03,885.5910128669002,6,21,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=85.6% (>= 80%); VOLAR rank 1/3 (VOLAR=2.44); MVO weight=72.6% of capped cash (15% of available),vwap_or_trend_exit,65.67390448224796,108.71015756505597,-43.036253082808,0.35438611710374435,818.302481944129,813.926163875968,661.6728968129114,823.4521681124503,816.331996013144,844.9114379882812,987.3801879882812,2.4387775741422524,0.7262427765812629,18766.75103967229
GODREJCP.NS,2015-11-30,381.9126281738281,2015-12-01,383.3297020096583,1,27,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=91.2% (>= 80%); VOLAR rank 2/3 (VOLAR=0.93); MVO weight=40.4% of capped cash (15% of available),stop,38.260993567415255,70.96177537298078,-32.700781805565526,0.3710466036711546,387.7258858777165,387.2735296945239,367.29881525347724,388.86842900081166,387.28415388338226,397.0655517578125,435.1983337402344,0.929533912181139,0.4035103037386531,10574.880085236291
JBCHEPHARM.NS,2015-11-30,124.9927978515625,2015-12-01,125.08634174900638,1,83,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=93.7% (>= 80%); VOLAR rank 1/3 (VOLAR=1.09); MVO weight=39.9% of capped cash (15% of available),stop,7.764143487842006,71.1819000571385,-63.4177565692965,0.0748394299925792,124.86977294821362,124.5140434161087,111.04224265500997,127.01668429597194,125.40167818410107,129.28118896484375,137.92538452148438,1.0937545744819002,0.39853188067618944,10444.409496477234
KOTAKBANK.NS,2015-11-30,687.8713989257812,2015-12-02,677.3450667893007,2,7,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=94.3% (>= 80%); VOLAR rank 3/3 (VOLAR=0.54); MVO weight=19.8% of capped cash (15% of available),stop,-73.68432495536354,46.03625123869341,-119.72057619405695,-1.5302761755931482,676.9134669423545,664.122367226119,663.6564346161332,682.8843050007396,676.2248394725893,694.2301025390625,736.455078125,0.5375430807372886,0.19795781558515743,5187.922445480369
GODREJPROP.NS,2015-12-01,333.95001220703125,2015-12-07,335.29998779296875,6,40,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=92.2% (>= 80%); VOLAR rank 1/2 (VOLAR=1.03); MVO weight=53.4% of capped cash (15% of available),vwap_or_trend_exit,53.9990234375,84.96365869324218,-30.96463525574218,0.40424480808241015,325.163437112331,323.7412868164735,291.7609298271325,327.6366772476378,322.9219317219599,335.25,363.79998779296875,1.032252906815831,0.5344019342001459,13610.568850594642
INDUSINDBK.NS,2015-12-01,891.4063720703125,2015-12-09,879.4036319950501,8,13,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=96.1% (>= 80%); VOLAR rank 2/2 (VOLAR=0.76); MVO weight=46.6% of capped cash (15% of available),stop,-156.03562097841132,76.38410388790638,-232.4197248663177,-1.3464947583205822,869.9204142626028,869.1402691867012,840.8966027423605,872.7432299224068,868.182029863664,884.4085693359375,920.664794921875,0.7575679976089872,0.4655980657998541,11858.21780521332
JUBLPHARMA.NS,2015-12-02,307.4107971191406,2015-12-07,298.8097071057815,5,72,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/1 (VOLAR=2.57); MVO weight=100.0% of capped cash (15% of available),vwap_or_trend_exit,-619.2784809618561,119.40060537411581,-738.6790863359719,-2.7979140921408963,285.885610488059,265.6773628566968,192.92978075972837,294.35450725841736,289.93693988934507,307.1023864746094,307.1023864746094,2.567008337250687,1.0,22424.034964105995
INTELLECT.NS,2015-12-03,261.841064453125,2015-12-04,254.81750357026567,1,83,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/1 (VOLAR=2.29); MVO weight=100.0% of capped cash (15% of available),stop,-582.9555532773243,118.54665122120792,-701.5022044985321,-2.6823756226047157,252.59060057818084,213.62051213307393,151.67705774096282,257.78600468773107,254.45539362519577,267.92071533203125,267.92071533203125,2.294441025203189,1.0,21876.402112660147
GODFRYPHLP.NS,2015-12-04,453.02410888671875,2015-12-07,428.3775414434277,3,48,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/1 (VOLAR=2.26); MVO weight=100.0% of capped cash (15% of available),stop,-1183.0352372779716,117.9515988861794,-1300.986836164151,-5.440453821289692,407.2521177507186,295.1698029777533,204.6723022351504,432.70587185604677,409.40343349580155,471.6761779785156,471.6761779785156,2.257048626110166,1.0,21771.176781985367
HAVELLS.NS,2015-12-07,273.461181640625,2015-12-08,271.9176800858716,1,97,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=96.6% (>= 80%); VOLAR rank 1/1 (VOLAR=0.50); MVO weight=100.0% of capped cash (15% of available),stop,-149.7196508110789,129.65945262541015,-279.37910343648906,-0.5644316847799646,268.14886003545416,250.18845371796652,250.96779309075367,274.0633352251629,272.37082608198085,277.76800537109375,287.56036376953125,0.5014958066622172,1.0,26796.544683416098
COFORGE.NS,2015-12-08,103.71295166015625,2015-12-11,101.25735516820873,3,257,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=95.9% (>= 80%); VOLAR rank 1/1 (VOLAR=1.52); MVO weight=100.0% of capped cash (15% of available),stop,-631.0882984305119,129.44595280077482,-760.5342512312868,-2.367685474803527,101.73287809665563,95.08215579896329,80.34264428718942,101.67971737981425,101.5841143176297,103.99211883544922,108.4763412475586,1.5222028459883308,1.0,26754.637817900624
ASIANPAINT.NS,2015-12-09,775.6527099609375,2015-12-10,782.5573166964735,1,10,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=93.5% (>= 80%); VOLAR rank 3/3 (VOLAR=0.75); MVO weight=32.1% of capped cash (15% of available),stop,69.04606735536049,59.315321688644445,9.730745666716047,0.8901672935409222,783.8028579642147,772.5721570679799,752.3239274060362,789.3191485757013,787.0243157388742,794.8131103515625,850.3037719726562,0.7495557193677658,0.32121231677546336,7855.475497192882
INDUSTOWER.NS,2015-12-09,280.0855712890625,2015-12-10,282.6597351029909,1,29,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=83.8% (>= 80%); VOLAR rank 2/3 (VOLAR=0.76); MVO weight=33.9% of capped cash (15% of available),vwap_or_trend_exit,74.65075060392383,61.005581982209165,13.64516862171466,0.9190633427067052,279.049732282534,277.96147959746304,278.83755635568986,281.39661730079393,278.849898432283,284.1407775878906,339.0083312988281,0.7561349341671219,0.33947976986562917,8302.219045467926
VOLTAS.NS,2015-12-09,270.3981628417969,2015-12-10,269.24965647690664,1,30,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=82.0% (>= 80%); VOLAR rank 1/3 (VOLAR=0.81); MVO weight=33.9% of capped cash (15% of available),stop,-34.45519094670715,60.715341106114366,-95.17053205282151,-0.4247463639618698,269.4848057841749,263.2319191104048,264.6117032470832,272.64413979906305,269.7402847842618,275.1097717285156,335.4434814453125,0.8105356444109612,0.33930791335890753,8298.01617245503
APOLLOHOSP.NS,2015-12-14,1354.048828125,2015-12-17,1344.3289393332507,3,14,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=92.1% (>= 80%); VOLAR rank 1/2 (VOLAR=0.99); MVO weight=70.4% of capped cash (15% of available),vwap_or_trend_exit,-136.07844308449057,110.21108926466192,-246.2895323491525,-0.7178388688692139,1318.7548624783049,1312.435950184428,1272.8229069107133,1329.5623885920868,1315.9351712595076,1335.76953125,1449.7474365234375,0.993393963106694,0.7037826480533209,19943.288124612885
