eval_date,bar_date,used_fallback,days_diff,ticker,side,close,patterns,indicators_enabled,indicator_conf_true,indicator_values
2025-09-24,2025-09-24,False,0,360ONE.NS,short,1026.5,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 40.27466797145325, ""SMA_FAST"": 1067.8400024414063, ""SMA_SLOW"": 1075.292001953125, ""BB_BW"": 0.10108311484288601}"
2025-09-24,2025-09-24,False,0,AADHARHFC.NS,long,539.8499755859375,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 64.77270362792356, ""SMA_FAST"": 528.7549896240234, ""SMA_SLOW"": 511.747998046875, ""BB_BW"": 0.11037294177738059}"
2025-09-24,2025-09-24,False,0,ABCAPITAL.NS,long,291.95001220703125,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 59.68171049578259, ""SMA_FAST"": 289.77000427246094, ""SMA_SLOW"": 277.3280017089844, ""BB_BW"": 0.08006998977810265}"
2025-09-24,2025-09-24,False,0,ABSLAMC.NS,short,812.0999755859375,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 40.837069643160824, ""SMA_FAST"": 827.8349975585937, ""SMA_SLOW"": 850.522060546875, ""BB_BW"": 0.07306208578829804}"
