date,equity
2016-01-10,500000.0
2016-01-11,499800.6077987696
2016-01-12,499316.28919740074
2016-01-13,494526.9888014254
2016-01-14,492618.4357427635
2016-01-15,489761.603748927
2016-01-18,485115.9327357268
2016-01-19,484453.36522884434
2016-01-20,483145.3214223362
2016-01-21,484078.52364902006
2016-01-22,483698.30436302396
2016-01-25,483954.75222951185
2016-01-27,482921.49023757357
2016-01-28,481705.21203410655
2016-01-29,481635.37298152613
2016-02-01,474835.47185076674
2016-02-02,474431.06859406177
2016-02-03,471466.82288961066
2016-02-04,471319.82663846755
2016-02-05,475904.9835232447
2016-02-08,475425.21802375413
2016-02-09,475266.3942272779
2016-02-10,473595.8248681145
2016-02-11,470644.54453664564
2016-02-12,469318.3462701319
2016-02-15,471229.0353849239
2016-02-16,470771.2225969028
2016-02-17,470028.1941979818
2016-02-18,469700.5777735343
2016-02-19,467896.85231172625
2016-02-22,467481.77285644086
2016-02-23,467522.85438654607
2016-02-24,467036.83093352127
2016-02-25,465570.49990283116
2016-02-26,465293.9745307118
2016-02-29,465715.7988471229
2016-03-01,465367.4679374016
2016-03-02,466156.75880006264
2016-03-03,466324.9502664121
2016-03-04,464400.2541219268
2016-03-08,464279.13516932336
2016-03-09,466092.42565852014
2016-03-10,465520.35784345795
2016-03-11,470341.56805555196
2016-03-14,470280.76876301196
2016-03-15,466818.73601765063
2016-03-16,464349.60459676216
2016-03-17,464194.3119257798
2016-03-18,465793.27356317977
2016-03-21,469310.9553011296
2016-03-22,469590.43630927434
2016-03-23,474785.38235355314
2016-03-28,472305.3785724426
2016-03-29,468492.44619336136
2016-03-30,468387.5853845765
2016-03-31,468806.0944711854
2016-04-01,468387.4089084923
2016-04-04,466304.84395182726
2016-04-05,463817.8434482872
2016-04-06,462701.89162597904
2016-04-07,463018.21819331194
2016-04-08,464763.3225351533
2016-04-11,464847.8819982763
2016-04-12,468865.55784900935
2016-04-13,469910.0125528599
2016-04-18,468553.6757684971
2016-04-20,469948.9903157264
2016-04-21,469698.3465604023
2016-04-22,471675.96686598286
2016-04-25,471307.82363484625
2016-04-26,469255.65209427965
2016-04-27,473252.57438126695
2016-04-28,468521.1323722948
2016-04-29,467769.66859666
2016-05-02,463971.4663747605
2016-05-03,466223.6401466494
2016-05-04,462365.82565764466
2016-05-05,460225.6005237432
2016-05-06,458421.30723236885
2016-05-09,462676.158215078
2016-05-10,462153.9056191075
2016-05-11,459586.7611612904
2016-05-12,459524.82552872226
2016-05-13,458283.584708826
2016-05-16,455360.4981647891
2016-05-17,458548.037914474
2016-05-18,459925.2340763053
2016-05-19,457072.0109670856
2016-05-20,457358.92604648095
2016-05-23,453652.84817332274
2016-05-24,453465.92676519096
2016-05-25,458413.2429744311
2016-05-26,459198.7625270148
2016-05-27,461002.837883363
2016-05-30,458704.9317874806
2016-05-31,459479.3740660263
2016-06-01,459072.0647294216
2016-06-02,462455.50991222187
2016-06-03,462752.5952164821
2016-06-06,463391.7327682475
2016-06-07,467146.12104384537
2016-06-08,471752.4489413404
2016-06-09,469144.6939135694
2016-06-10,469269.8532723346
2016-06-13,473579.12593111803
2016-06-14,472424.4553305489
2016-06-15,472708.99977378175
2016-06-16,469417.1378353052
2016-06-17,467952.0899251178
2016-06-20,468084.622471118
2016-06-21,470644.0051393677
2016-06-22,469998.01816817524
2016-06-23,468707.4611618967
2016-06-24,455686.10262585426
2016-06-27,456319.5577062881
2016-06-28,457998.03304454696
2016-06-29,459051.8984887303
2016-06-30,459879.4879395665
2016-07-01,459617.2814963403
2016-07-04,458521.76437819196
2016-07-05,461313.8641551803
2016-07-07,465212.6865581344
2016-07-08,466998.6172924829
2016-07-11,468041.9353142467
2016-07-12,469741.4424728323
2016-07-13,474954.632803341
2016-07-14,477005.17332500697
2016-07-15,477553.7001974839
2016-07-18,476879.3522446846
2016-07-19,476774.18339653045
2016-07-20,477809.6719016556
2016-07-21,476243.23651932663
2016-07-22,475185.0168137799
2016-07-25,477012.30494857766
2016-07-26,477258.97386148595
2016-07-27,483755.2743299308
2016-07-28,480801.9553293403
2016-07-29,484665.85522603896
2016-08-01,492283.60548233753
2016-08-02,491855.5098249889
2016-08-03,489825.80690979725
2016-08-04,489032.50893997913
2016-08-05,491475.415632484
2016-08-08,489218.9190537374
2016-08-09,475735.19735522114
2016-08-10,476245.18250599643
2016-08-11,474824.8380107466
2016-08-12,475302.763596482
2016-08-16,476166.92115110846
2016-08-17,477687.4015435645
2016-08-18,480294.5499553684
2016-08-19,479487.1120128635
2016-08-22,480599.8934535984
2016-08-23,479654.7364864353
2016-08-24,481108.6759022963
2016-08-25,478001.4616612685
2016-08-26,478265.1336419316
2016-08-29,481491.9433544935
2016-08-30,484838.6646908582
2016-08-31,485381.23965902557
2016-09-01,484293.5083434128
2016-09-02,486438.3101018986
2016-09-06,491984.71981960145
2016-09-07,492878.9865775837
2016-09-08,498764.99718057626
2016-09-09,497253.3285930418
2016-09-12,492934.8814456724
2016-09-14,494201.59483451466
2016-09-15,491546.7133137296
2016-09-16,490439.03083018865
2016-09-19,492944.0827106668
2016-09-20,490662.36946527497
2016-09-21,490456.0514244687
2016-09-22,496071.4268211972
2016-09-23,495696.88069769257
2016-09-26,492898.8058094632
2016-09-27,493049.82200317254
2016-09-28,494099.9468395277
2016-09-29,485050.53254956554
2016-09-30,481516.38789464755
2016-10-03,484882.5411803091
2016-10-04,485586.9195972947
2016-10-05,485103.099406865
2016-10-06,483965.8989979295
2016-10-07,483975.80403819203
2016-10-10,482416.65276255726
2016-10-13,482425.0179282677
2016-10-14,486840.83610656916
2016-10-17,485986.20933114336
2016-10-18,487588.79493261204
2016-10-19,485782.9778549753
2016-10-20,485640.863806065
2016-10-21,483332.4242418449
2016-10-24,482233.0874135766
2016-10-25,483195.59803229535
2016-10-26,480991.9157355424
2016-10-27,475345.71075180906
2016-10-28,476334.1967436359
2016-11-01,477205.9379879291
2016-11-02,472303.6762386615
2016-11-03,469594.67825197114
2016-11-04,468071.29068871017
2016-11-07,469937.9278306239
2016-11-08,470489.34137932654
2016-11-09,453962.23290931823
2016-11-10,453356.72654539725
2016-11-11,448880.5953159966
2016-11-15,445124.72854275414
2016-11-16,448760.9250372384
2016-11-17,448405.7172942468
2016-11-18,447687.30280591885
2016-11-21,446944.56322855526
2016-11-22,448900.9004480283
2016-11-23,448774.4510670709
2016-11-24,448222.1877630321
2016-11-25,448821.21187140635
2016-11-28,450351.37227884214
2016-11-29,450383.52407980664
2016-11-30,452993.629368871
2016-12-01,451058.9514111647
2016-12-02,452921.10825398413
2016-12-05,456832.76688454027
2016-12-06,457425.4127730791
2016-12-07,457252.8457915048
2016-12-08,458956.1188674123
2016-12-09,459561.5210303679
2016-12-12,458162.4492139712
2016-12-13,457526.03657174384
2016-12-14,457128.20742024324
2016-12-15,457396.38299324864
2016-12-16,459239.9832356911
2016-12-19,452818.0722203337
2016-12-20,447306.70516943815
2016-12-21,447536.75943607965
2016-12-22,444377.68082778185
2016-12-23,443034.4828439501
2016-12-26,438549.47791174805
2016-12-27,438273.7190161183
2016-12-28,437852.8394150668
2016-12-29,439437.9064746911
2016-12-30,441703.1274102793
2017-01-02,443396.96784928464
2017-01-03,444562.3423768346
2017-01-04,443649.0232200965
2017-01-05,445268.32563458843
2017-01-06,449571.1516958372
2017-01-09,452898.537616485
2017-01-10,453821.4272931489
2017-01-11,455952.99498113716
2017-01-12,455776.2167216263
2017-01-13,455295.2245153942
2017-01-16,456386.6666814978
2017-01-17,457716.08669498743
2017-01-18,460079.4416208777
2017-01-19,459977.43745568104
2017-01-20,456210.3737502367
2017-01-23,458028.71065912535
2017-01-24,459045.48355493834
2017-01-25,462772.65818414977
2017-01-27,466616.58195551974
2017-01-30,465718.89369462064
2017-01-31,465287.8559214883
2017-02-01,468474.96628025477
2017-02-02,473029.7986471981
2017-02-03,475413.70962024067
2017-02-06,480498.1102771296
2017-02-07,480591.59573550365
2017-02-08,482089.46341075376
2017-02-09,484626.0395521112
2017-02-10,482253.9368528314
2017-02-13,480183.11383952573
2017-02-14,478560.85027446225
2017-02-15,478526.78106822446
2017-02-16,481714.4399191602
2017-02-17,483770.30369371
2017-02-20,486702.13871769037
2017-02-21,488346.0814972314
2017-02-22,485806.5440097956
2017-02-23,484690.0104016715
2017-02-27,486996.9462953258
2017-02-28,486878.050123756
2017-03-01,491800.37329132506
2017-03-02,491490.8989184613
2017-03-03,494027.11174805113
2017-03-06,494564.5171749293
2017-03-07,494494.71411219076
2017-03-08,492262.9333511356
2017-03-09,492278.3856059132
2017-03-10,489283.0697879193
2017-03-14,495672.352659223
2017-03-15,496106.90703125903
2017-03-16,498976.8843288064
2017-03-17,499217.4200648904
2017-03-20,499793.8805197739
2017-03-21,498187.2587697638
2017-03-22,493167.5569582179
2017-03-23,492725.140069701
2017-03-24,494687.8589799183
2017-03-27,493886.99811718636
2017-03-28,494771.18706068106
2017-03-29,498214.86654626287
2017-03-30,502481.23009948496
2017-03-31,503596.69410305156
2017-04-03,517047.9379287996
2017-04-05,520295.67266180867
2017-04-06,518876.29407271056
2017-04-07,513885.4990669122
2017-04-10,513454.0378254667
2017-04-11,515500.66205258603
2017-04-12,515568.5749842507
2017-04-13,511797.914408384
2017-04-17,510405.8596479371
2017-04-18,508629.30134196975
2017-04-19,507385.01656652987
2017-04-20,510144.8838743139
2017-04-21,514109.49534879875
2017-04-24,518226.99132429314
2017-04-25,520133.59171360533
2017-04-26,515716.6182041933
2017-04-27,513119.327743946
2017-04-28,509272.05673357396
2017-05-02,513078.2308554136
2017-05-03,511154.77734894387
2017-05-04,513304.27995545766
2017-05-05,511364.3268875264
2017-05-08,511256.5667435144
2017-05-09,515167.9611526941
2017-05-10,522219.22342527343
2017-05-11,522340.99334039295
2017-05-12,519376.0436333617
2017-05-15,522179.8720744742
2017-05-16,522700.3802391347
2017-05-17,520946.91708298284
2017-05-18,515246.84188945964
2017-05-19,518640.40333402075
2017-05-22,520241.3189786458
2017-05-23,513460.43512286374
2017-05-24,511273.3559991583
