ticker,entry_date,entry_price,exit_date,exit_price,days_held,shares,entry_reason,exit_reason,gross_pnl_inr,fees_total_inr,net_pnl_inr,return_pct,cci_entry,ema_fast_entry,ema_slow_entry,sma_trend_entry,close_entry,high_52w_entry,volar_entry,mvo_weight_entry,alloc_inr_entry
APLLTD.NS,2016-01-11,591.1350708007812,2016-01-14,531.0173705086972,3,70,CCI↑-100; 52w%=86.6% (>= 50%); VOLAR rank 1/5 (VOLAR=1.49); MVO weight=33.6% of capped cash (25% of available),stop,-4208.239020445881,158.49585553044525,-4366.734875976326,-10.169875424688568,-76.72532944805398,606.6750190234136,608.5097639492484,566.6286018371582,597.16015625,689.3455810546875,1.4875099743140208,0.33550728828881515,41938.4110361019
GILLETTE.NS,2016-01-11,4034.9072265625,2016-02-10,3625.6064399225525,30,10,CCI↑-100; 52w%=84.7% (>= 50%); VOLAR rank 2/5 (VOLAR=1.38); MVO weight=32.4% of capped cash (25% of available),stop,-4093.0078663994755,156.32298924677968,-4249.330855646255,-10.143994983216686,-69.95959337348482,4066.406580069617,4077.9528950967747,4121.2957763671875,4060.0322265625,4792.0263671875,1.384921914772072,0.32364342689730946,40455.428362163686
MAHSCOOTER.NS,2016-01-11,1137.8236083984375,2016-01-14,1053.308186244628,3,23,CCI↑-100; 52w%=93.2% (>= 50%); VOLAR rank 3/5 (VOLAR=1.20); MVO weight=21.1% of capped cash (25% of available),stop,-1943.8547095376207,127.00663667170474,-2070.8613462093253,-7.42781407680323,-77.47774992036173,1174.8938408733281,1180.3251965220177,914.9256735229492,1168.2108154296875,1253.436767578125,1.1997597589042575,0.21085649302335474,26357.061627919342
MPHASIS.NS,2016-01-11,359.7269287109375,2016-02-03,325.8298052002092,23,45,CCI↑-100; 52w%=90.8% (>= 50%); VOLAR rank 4/5 (VOLAR=0.97); MVO weight=13.0% of capped cash (25% of available),stop,-1525.3705579827738,94.43524944897294,-1619.8058074317466,-9.423015294461512,-87.67916224946016,370.49337138133484,373.1981772506706,318.78103134155276,360.4955749511719,396.9718017578125,0.9657333466899153,0.1299927917905206,16249.098973815073
TATAMOTORS.NS,2016-01-12,348.580078125,2016-01-21,320.52675699143344,9,269,CCI↑-100; 52w%=60.2% (>= 50%); VOLAR rank 1/1 (VOLAR=-0.62); MVO weight=100.0% of capped cash (25% of available),stop,-7546.343384929403,271.58764096246864,-7817.931025891872,-8.047884229203339,-94.41754876969557,362.4392764910989,370.308598721065,408.4174452209473,353.68609619140625,587.3175659179688,-0.6180961070143286,1.0,93919.14395405437
EMAMILTD.NS,2016-01-14,435.43084716796875,2016-01-28,430.4864460340327,14,99,CCI↑-100; 52w%=74.4% (>= 50%); VOLAR rank 1/2 (VOLAR=1.03); MVO weight=50.4% of capped cash (25% of available),indicator_exit: CCI,-489.49571225966656,166.19861983212436,-655.6943320917909,-1.135519260083273,-21.544336423536073,422.0122237197789,424.09603056399845,469.57764221191405,427.46368408203125,574.5433349609375,1.0281011047150432,0.5043943541746726,43253.43048138636
INDUSINDBK.NS,2016-01-14,867.150634765625,2016-02-03,846.346649216177,20,49,CCI↑-100; 52w%=96.2% (>= 50%); VOLAR rank 2/2 (VOLAR=0.77); MVO weight=49.6% of capped cash (25% of available),indicator_exit: CCI,-1019.3952919229541,164.2755829714622,-1183.6708748944163,-2.3991201430730635,-68.45053137137208,886.2298111362601,888.0163615388585,849.2688757324219,885.4961547851562,920.664794921875,0.7723629179153362,0.4956056458253274,42499.7706069978
BAJFINANCE.NS,2016-01-21,55.579288482666016,2016-02-03,60.58355827097516,13,1544,CCI↑-100; 52w%=89.3% (>= 50%); VOLAR rank 1/1 (VOLAR=2.02); MVO weight=100.0% of capped cash (25% of available),target,7726.592553149319,269.7365680163168,7456.855985133003,9.003839244667322,-94.15941738004189,56.793774741425786,57.06990396577928,49.45044111251831,54.5857048034668,61.120235443115234,2.0197754170634847,1.0,85837.74512108002
NAVINFLUOR.NS,2016-01-28,333.64935302734375,2016-02-01,290.8277662801395,4,224,CCI↑-100; 52w%=87.0% (>= 50%); VOLAR rank 1/1 (VOLAR=2.44); MVO weight=100.0% of capped cash (25% of available),stop,-9592.035431373755,227.1259517985537,-9819.16138317231,-12.834308341576461,-85.28577436246334,322.49112308146704,330.75385472416826,242.6271109008789,320.993896484375,369.0289611816406,2.4388334312388578,1.0,74984.45208314856
BPCL.NS,2016-02-01,81.72193145751953,2016-02-12,74.45641912200288,11,887,CCI↑-100; 52w%=94.3% (>= 50%); VOLAR rank 1/1 (VOLAR=1.49); MVO weight=100.0% of capped cash (25% of available),stop,-6444.509441603265,225.38516049209608,-6669.894602095362,-8.890529391480895,-25.302094882182352,82.16953387392829,82.62847999174694,79.76490478515625,82.92898559570312,87.94772338867188,1.4936665527315087,1.0,72529.66173735548
