ticker,entry_date,entry_price,exit_date,exit_price,days_held,shares,entry_reason,exit_reason,gross_pnl_inr,fees_total_inr,net_pnl_inr,return_pct,cci_entry,wpr_entry,ema50_entry,ema_fast_entry,ema_slow_entry,sma_trend_entry,swing_low_entry,close_entry,high_52w_entry,volar_entry,mvo_weight_entry,alloc_inr_entry
TATAELXSI.NS,2016-01-13,869.6612548828125,2016-01-14,852.6966106885138,1,11,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=88.4% (>= 50%); VOLAR rank 3/3 (VOLAR=2.26); MVO weight=8.4% of capped cash (25% of available),"indicator_exit: Close<EMA50, SwingLow(10) breach",-186.61108613728538,67.04577438847221,-253.6568605257576,-1.9507186389009168,-71.20642007514424,-87.97283650184951,918.6273960354438,951.539329248085,956.1161480465657,720.3018276977539,889.0560562333554,908.2259521484375,1027.4971923828125,2.263239930359343,0.0840216609262527,9602.403204175333
3MINDIA.NS,2016-01-14,9665.2490234375,2016-01-15,9847.379751793684,1,1,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=85.3% (>= 50%); VOLAR rank 5/5 (VOLAR=1.59); MVO weight=10.5% of capped cash (25% of available),indicator_exit: Close<EMA50,182.13072835618368,68.3172074754859,113.81352088069778,1.8843873335754768,-55.31050828950067,-88.40360764203459,10176.555211885865,9957.876808216935,10044.39164847305,9091.285651855469,9647.689743683337,9767.8095703125,11445.35546875,1.5897335337736593,0.10523845022308492,12966.764197399936
BAJFINANCE.NS,2016-01-14,58.81073760986328,2016-01-18,57.255257083287574,4,788,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=96.3% (>= 50%); VOLAR rank 2/5 (VOLAR=2.10); MVO weight=37.6% of capped cash (25% of available),indicator_exit: SwingLow(10) breach,-1225.718654941657,172.63258590651242,-1398.3512408481693,-2.64489205507743,36.59771835838559,-57.88839643846583,55.43121829593789,59.2021001602022,58.02211979925227,49.01134208679199,57.601787492624574,58.82960891723633,61.12023162841797,2.100268575704657,0.3763294744675208,46368.75158848893
GODFRYPHLP.NS,2016-01-14,366.6698303222656,2016-01-18,331.5762057190896,4,53,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=79.4% (>= 50%); VOLAR rank 3/5 (VOLAR=1.72); MVO weight=15.9% of capped cash (25% of available),stop,-1859.9621039683286,108.57465749016083,-1968.5367614584895,-9.570905948911113,-17.264376676885654,-71.96903554352616,359.2345170272364,388.31301097067256,387.1094697760673,213.01900978088378,355.9928988809455,374.2982177734375,471.6761779785156,1.7210449783620676,0.1586445380863096,19547.098158609777
NATCOPHARM.NS,2016-01-14,503.7868957519531,2016-01-18,471.8165235443567,4,19,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=94.3% (>= 50%); VOLAR rank 4/5 (VOLAR=1.65); MVO weight=8.1% of capped cash (25% of available),stop,-607.437071944332,66.13866128868798,-673.5757332330201,-6.346011076742553,-9.203373210014703,-47.91096964004486,502.9521142895812,538.750586739666,528.3414663366277,438.86477493286134,489.736418132785,533.9605712890625,566.3915405273438,1.648522378666918,0.08131562513280174,10019.156823633239
NAVINFLUOR.NS,2016-01-14,344.61444091796875,2016-01-19,304.12594545468244,5,99,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=92.8% (>= 50%); VOLAR rank 1/5 (VOLAR=2.46); MVO weight=27.8% of capped cash (25% of available),stop,-4008.361050865345,142.5452342048972,-4150.906285070242,-11.748925946177657,-110.34456576685757,-56.377635492322746,332.3443601439168,348.8710811958717,348.6371991293718,234.9837432861328,319.5928376434929,342.33551025390625,369.0289611816406,2.4575438354101093,0.2784719120902828,34311.410059910835
J&KBANK.NS,2016-01-15,149.22325134277344,2016-01-18,149.22325134277344,3,642,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/1 (VOLAR=4.44); MVO weight=100.0% of capped cash (25% of available),indicator_exit: SwingLow(10) breach,0.0,283.9399427310407,-283.9399427310407,0.0,0.0,-50.0,149.19104325563563,149.22325134067913,149.22318519269427,148.26111068725587,149.22325134277344,149.22325134277344,149.22325134277344,4.438599415852354,1.0,95822.49697958886
3MINDIA.NS,2016-01-18,9139.2470703125,2016-01-19,9197.076031093684,1,4,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=82.9% (>= 50%); VOLAR rank 1/4 (VOLAR=1.51); MVO weight=37.2% of capped cash (25% of available),"indicator_exit: Close<EMA50, SwingLow(10) breach",231.3158431247357,152.37239465553705,78.94344846919864,0.6327541025675121,-103.85849472401725,-95.72294672619078,10130.165903463989,9828.346493904519,9958.435206608608,9114.957338867187,9431.325458091424,9484.8828125,11445.35546875,1.5051671618475466,0.37198187881294303,42262.83210266563
ABFRL.NS,2016-01-18,197.43716430664062,2016-01-19,197.14144897460938,1,131,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=85.7% (>= 50%); VOLAR rank 2/4 (VOLAR=1.37); MVO weight=22.9% of capped cash (25% of available),"indicator_exit: Close<EMA50, SwingLow(10) breach",-38.73870849609375,128.30294721516944,-167.0416557112632,-0.14977693438301687,-80.74402003305192,-95.13564658354458,217.80355204241877,220.0251614855352,221.1750009946499,191.0645634841919,206.99851989746094,209.5613555908203,244.4553985595703,1.3729741691031088,0.22894053691729033,26011.147381980747
INFY.NS,2016-01-18,438.621337890625,2016-01-21,439.82268363258385,3,64,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=97.3% (>= 50%); VOLAR rank 4/4 (VOLAR=1.02); MVO weight=24.9% of capped cash (25% of available),indicator_exit: CCI fade (> +100 → ≤ +100),76.88612748536616,133.33416315365758,-56.448035668291425,0.2738913131167475,161.0073291861229,-18.099891353568307,420.7011872431586,423.52504281626375,421.13779709612874,408.84184967041017,399.46366887192164,441.7214660644531,453.7655944824219,1.0226272417238993,0.24878902586136264,28266.239373052642
RELIANCE.NS,2016-01-18,220.33502197265625,2016-01-19,222.9677657669591,1,77,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=99.7% (>= 50%); VOLAR rank 3/4 (VOLAR=1.14); MVO weight=15.0% of capped cash (25% of available),"indicator_exit: W%R fade (> -20 → ≤ -50), CCI fade (> +100 → ≤ +100)",202.72127216131977,101.8345036277765,100.88676853354328,1.1948821257428577,111.72444271560222,-15.9632521026949,214.44909693525645,226.4131398982995,222.0312449922492,201.9383860015869,213.80199532224194,232.56683349609375,233.33609008789062,1.1424152207549254,0.15028855840840402,17075.07938621937
J&KBANK.NS,2016-01-19,149.22325134277344,2016-01-20,149.22325134277344,1,608,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/4 (VOLAR=6.40); MVO weight=79.6% of capped cash (25% of available),indicator_exit: SwingLow(10) breach,0.0,272.6521576019824,-272.6521576019824,0.0,0.0,-50.0,149.19351984826446,149.22325134137145,149.22319719270862,148.28094863891602,149.22325134277344,149.22325134277344,149.22325134277344,6.40371126344726,0.7959354400182931,90811.32223185773
KPRMILL.NS,2016-01-19,73.00833129882812,2016-01-20,71.69965922029021,1,118,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=84.3% (>= 50%); VOLAR rank 3/4 (VOLAR=2.05); MVO weight=7.6% of capped cash (25% of available),indicator_exit: Close<EMA50,-154.42330526747338,62.755658702143535,-217.17896396961692,-1.7924969044716632,-129.5827622625413,-81.61624754580667,78.40941693007423,78.70344903344184,79.57052157658464,67.52585014343262,70.3193463814135,73.60057067871094,87.26992797851562,2.0548342434164137,0.07576132882316683,8643.900118728487
TATAELXSI.NS,2016-01-19,777.8172607421875,2016-01-20,764.992381638403,1,8,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=72.9% (>= 50%); VOLAR rank 4/4 (VOLAR=1.96); MVO weight=5.6% of capped cash (25% of available),"indicator_exit: Close<EMA50, SwingLow(10) breach",-102.59903283027597,51.90166357587123,-154.5006964061472,-1.6488293267684861,-162.71520564062132,-97.71806536217468,903.4316905021217,872.0947512842123,908.8240553759023,727.0809892272949,742.4925163966097,749.0849609375,1027.4971923828125,1.9621285198530434,0.056021099756756176,6391.661793168688
WELSPUNLIV.NS,2016-01-19,69.70176696777344,2016-01-20,68.71782938677956,1,118,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=82.2% (>= 50%); VOLAR rank 2/4 (VOLAR=2.09); MVO weight=7.2% of capped cash (25% of available),"indicator_exit: Close<EMA50, SwingLow(10) breach",-116.10463455727802,61.051749605280946,-177.15638416255896,-1.411639365539763,-169.51124185210747,-89.91982375820363,77.27722803949887,77.99058856650687,78.76288690171111,64.84377752304077,69.33681656066331,71.07831573486328,86.4793701171875,2.0880222373760926,0.07228213140178398,8246.945162012167
APLAPOLLO.NS,2016-01-20,65.2878189086914,2016-01-21,66.99842810323716,1,620,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=86.4% (>= 50%); VOLAR rank 2/4 (VOLAR=2.07); MVO weight=35.6% of capped cash (25% of available),indicator_exit: SwingLow(10) breach,1060.577700618367,161.9571859064555,898.6205147119116,2.6201046736423095,-77.32662987748938,-92.43163543017806,64.58999301431594,70.35778178636505,70.11443756024516,47.42032264709473,64.19494615687243,65.37810516357422,75.64643859863281,2.069355022239573,0.35587573271370837,40530.13817333954
KEI.NS,2016-01-20,107.748779296875,2016-01-21,109.16013413278185,1,124,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=92.1% (>= 50%); VOLAR rank 3/4 (VOLAR=1.70); MVO weight=11.8% of capped cash (25% of available),"indicator_exit: Close<EMA50, SwingLow(10) breach",175.00799965244926,85.24504293037968,89.76295672206957,1.3098569144975647,-33.98294471082488,-70.4022617290344,108.63586766554215,113.6124788145782,112.56502084724667,90.37180364608764,106.09412085652298,111.10682678222656,120.6942367553711,1.6996621635566291,0.11764377721438943,13398.268292625025
MARICO.NS,2016-01-20,194.14845275878906,2016-01-27,182.08390865964643,7,80,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=96.8% (>= 50%); VOLAR rank 4/4 (VOLAR=1.61); MVO weight=13.7% of capped cash (25% of available),"indicator_exit: Close<EMA50, SwingLow(10) breach",-965.163527931411,92.67057308137807,-1057.834101012789,-6.214082022137813,-14.010841286213545,-57.64703309313057,187.05724592149647,192.2008769154391,191.65549929704238,178.74835060119628,186.16265279956437,192.34519958496094,198.7853240966797,1.606484162142354,0.13676745849750585,15576.23485099991
NAVINFLUOR.NS,2016-01-20,317.9957275390625,2016-01-21,320.05050127103146,1,139,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=85.9% (>= 50%); VOLAR rank 1/4 (VOLAR=2.34); MVO weight=39.0% of capped cash (25% of available),"indicator_exit: Close<EMA50, SwingLow(10) breach",285.61354874368607,169.4361159794395,116.17743276424656,0.6461639431041055,-198.03102299388908,-77.641882749841,331.5195591135097,335.5537514642794,341.16568877258317,238.64914443969727,301.46410119062693,317.173828125,369.0289611816406,2.3390338810463693,0.38971303157439635,44383.815938267515
BAJFINANCE.NS,2016-01-21,55.57928466796875,2016-02-03,60.58355411280869,13,139,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=89.3% (>= 50%); VOLAR rank 3/4 (VOLAR=2.02); MVO weight=6.6% of capped cash (25% of available),target,695.5934528327518,60.562472506171616,635.0309803265802,9.003839244667322,-94.15943864022401,-72.08037959714298,55.48648453789027,56.79377573092528,57.06990489556661,49.45044149398804,51.775308229453195,54.5857048034668,61.12023162841797,2.019772942012878,0.0663176168625539,7778.426334836341
J&KBANK.NS,2016-01-21,149.22325134277344,2016-01-22,149.22325134277344,1,656,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/4 (VOLAR=8.20); MVO weight=83.6% of capped cash (25% of available),indicator_exit: SwingLow(10) breach,0.0,288.5878542547705,-288.5878542547705,0.0,0.0,-50.0,149.19580600701178,149.2232513418349,149.22320701584962,148.30078659057617,149.22325134277344,149.22325134277344,149.22325134277344,8.201884515129692,0.835868635613413,98039.4488721486
KPRMILL.NS,2016-01-21,69.15394592285156,2016-01-22,68.89605229906715,1,61,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=79.3% (>= 50%); VOLAR rank 4/4 (VOLAR=1.98); MVO weight=3.6% of capped cash (25% of available),"indicator_exit: Close<EMA50, SwingLow(10) breach",-15.731511050849122,44.76880628897397,-60.50031733982309,-0.37292683785842273,-141.63347623280674,-92.68693906744242,77.84557918666417,76.13212939860536,78.01938743115696,67.79156316757202,67.72590079229964,69.22083282470703,87.26992797851562,1.9762354880192938,0.03616013327531393,4241.240054250376
WELSPUNLIV.NS,2016-01-21,76.25202178955078,2016-01-22,76.21968467849936,1,94,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=82.6% (>= 50%); VOLAR rank 2/4 (VOLAR=2.31); MVO weight=6.2% of capped cash (25% of available),indicator_exit: Close<EMA50,-3.039688438833366,56.45577112196703,-59.4954595608004,-0.042408201504040566,-166.31837774571426,-72.18383017137094,76.76356178837274,75.56963785923251,77.2863230703128,65.24654880523681,66.0616883975042,71.45712280273438,86.4793701171875,2.3082665612462185,0.06165361424871934,7231.383143697775
APLAPOLLO.NS,2016-01-22,66.25240325927734,2016-02-01,66.42823187014727,10,564,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=86.1% (>= 50%); VOLAR rank 2/3 (VOLAR=1.96); MVO weight=32.4% of capped cash (25% of available),indicator_exit: Close<EMA50,99.16733653063943,154.03599276516564,-54.86865623452621,0.2653920495258477,-81.41339946136739,-82.41724796560325,64.63824788498921,68.65670884304188,69.22573792200448,47.7108025932312,62.01868108758404,65.15003204345703,75.64643859863281,1.9564934969669716,0.3243143846649678,37378.01118521334
CANFINHOME.NS,2016-01-22,191.72996520996094,2016-01-25,188.16620266624386,3,154,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=81.9% (>= 50%); VOLAR rank 3/3 (VOLAR=1.75); MVO weight=25.8% of capped cash (25% of available),target,-548.8194317324296,135.92137304184453,-684.7408047742741,-1.8587405155028547,-110.34449756898474,-78.53838017809814,184.8678648139227,176.93589532258187,183.70561640302262,156.45753093719483,158.4932516493103,168.95947265625,206.34133911132812,1.7538514851770266,0.25783410993021405,29715.999969772798
NAVINFLUOR.NS,2016-01-22,310.17816162109375,2016-01-25,316.61343409567075,3,155,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=84.6% (>= 50%); VOLAR rank 1/3 (VOLAR=2.30); MVO weight=41.8% of capped cash (25% of available),indicator_exit: Close<EMA50,997.4672335594357,178.79843339034304,818.6688001690927,2.0747019844801873,-143.6025974938582,-82.53394580907175,330.24854693841223,328.67790173402943,336.40123609212947,240.27017738342286,299.48403010229214,312.10223388671875,369.0289611816406,2.297352584558024,0.41785150540481814,48158.38883900921
J&KBANK.NS,2016-01-25,149.22325134277344,2016-01-27,149.22325134277344,2,617,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/2 (VOLAR=7.96); MVO weight=87.0% of capped cash (25% of available),indicator_exit: SwingLow(10) breach,0.0,275.6401007243802,-275.6401007243802,0.0,0.0,-50.0,149.19791637500578,149.22325134214515,149.22321505701493,148.32062454223632,149.22325134277344,149.22325134277344,149.22325134277344,7.959490345006304,0.8704523796252724,92204.67111359916
WELSPUNLIV.NS,2016-01-25,76.78787994384766,2016-02-05,83.63333287582053,11,178,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=87.2% (>= 50%); VOLAR rank 2/2 (VOLAR=2.25); MVO weight=13.0% of capped cash (25% of available),target,1218.4906218911713,88.96821124488315,1129.522410646288,8.914757038452837,-54.571236278351414,-44.34666921026897,76.69107691978489,75.64152031589924,77.01818571592243,65.6729737663269,66.0616883975042,75.40667724609375,86.4793701171875,2.249312630906602,0.12954762037472753,13722.629761025408
CAPLIPOINT.NS,2016-01-27,226.10757446289062,2016-01-28,221.8427993674295,1,169,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=75.4% (>= 50%); VOLAR rank 2/2 (VOLAR=1.93); MVO weight=36.1% of capped cash (25% of available),indicator_exit: Close<EMA50,-720.746991132929,155.06720954446936,-875.8142006773984,-1.886170821827582,1.32614320503394,-24.692488355201952,237.7196701186546,206.52093771213273,219.2134333026021,231.98837966918944,167.56782066157632,230.79302978515625,305.9486999511719,1.9324421119763862,0.361431111942432,38333.724821010204
NAVINFLUOR.NS,2016-01-27,320.99383544921875,2016-01-28,323.1420512030151,1,210,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=84.4% (>= 50%); VOLAR rank 1/2 (VOLAR=2.38); MVO weight=63.9% of capped cash (25% of available),indicator_exit: Close<EMA50,451.12530829723653,221.23969687860333,229.8856114186332,0.6692389437292556,-114.00153715489247,-83.20614718037984,328.7616743636788,322.82382081230094,331.78121064134456,241.81262634277343,299.48403010229214,311.6166076660156,369.0289611816406,2.3793504789611575,0.6385688880575681,67727.21889519076
J&KBANK.NS,2016-01-28,149.22325134277344,2016-01-29,149.22325134277344,1,641,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/2 (VOLAR=8.60); MVO weight=90.4% of capped cash (25% of available),indicator_exit: SwingLow(10) breach,0.0,283.6079490507742,-283.6079490507742,0.0,0.0,-50.0,149.19986446941314,149.22325134235282,149.22322163946546,148.3404624938965,149.22325134277344,149.22325134277344,149.22325134277344,8.597093107239804,0.9040742282394948,95740.9739888689
TATAELXSI.NS,2016-01-28,895.6710815429688,2016-02-01,971.081342919709,4,11,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=85.6% (>= 50%); VOLAR rank 2/2 (VOLAR=2.07); MVO weight=9.6% of capped cash (25% of available),target,829.5128751441423,70.61068557624486,758.9021895678975,8.419414551916905,-18.545744170170334,-37.53315743596985,882.1117057512043,831.0931114654345,862.9410144643094,734.9000636291504,736.4851829814177,879.3812255859375,1027.4971923828125,2.06860304072553,0.09592577176050522,10158.487580017378
NAVINFLUOR.NS,2016-01-29,328.42840576171875,2016-02-01,302.61289680921044,3,314,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=90.4% (>= 50%); VOLAR rank 1/1 (VOLAR=2.42); MVO weight=100.0% of capped cash (25% of available),stop,-8106.069811087609,291.82783244133475,-8397.897643528944,-7.8603155207098485,-26.734538521874214,-52.70840518037719,328.66067641998626,324.5198868152399,331.0296132901564,243.51223518371583,299.48403010229214,333.6494445800781,369.0289611816406,2.4215941205848037,1.0,103359.63296037611
AARTIIND.NS,2016-02-01,112.84090423583984,2016-02-02,112.70089373037099,1,94,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=87.3% (>= 50%); VOLAR rank 3/3 (VOLAR=1.82); MVO weight=9.4% of capped cash (25% of available),indicator_exit: Close<EMA50,-13.16098751407199,72.20212393946532,-85.36311145353731,-0.1240777946765026,-14.761073350680864,-34.56785260505253,115.74050575828109,113.7661212997083,114.77674400993112,99.08827354431152,100.74246553299683,114.96426391601562,131.65660095214844,1.82201586723567,0.09365903621158517,10608.166607589601
CHENNPETRO.NS,2016-02-01,143.32362365722656,2016-02-02,143.32360410687997,1,55,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=73.3% (>= 50%); VOLAR rank 2/3 (VOLAR=1.93); MVO weight=7.0% of capped cash (25% of available),indicator_exit: Close<EMA50,-0.001075269062624784,59.74115044518442,-59.74222571424704,-1.3640700735617628e-05,-85.10149560362925,-67.51608847185706,152.84299466751952,145.8728910366881,148.67523144426374,138.20645275115967,136.49869290865385,144.40936279296875,197.0699920654297,1.928015602579925,0.07016457193606972,7947.097249287781
J&KBANK.NS,2016-02-01,149.22325134277344,2016-02-02,149.22325134277344,1,634,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/3 (VOLAR=8.41); MVO weight=83.6% of capped cash (25% of available),indicator_exit: SwingLow(10) breach,0.0,281.2839932889093,-281.2839932889093,0.0,0.0,-50.0,149.2016627680183,149.22325134249184,149.22322702782066,148.36030044555665,149.22325134277344,149.22325134277344,149.22325134277344,8.405668030469927,0.836176391852345,94708.41081541678
KPRMILL.NS,2016-02-02,68.90082550048828,2016-02-03,67.9407962254045,1,642,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=79.9% (>= 50%); VOLAR rank 2/3 (VOLAR=1.99); MVO weight=39.1% of capped cash (25% of available),indicator_exit: Close<EMA50,-616.3387946037892,168.57367456858313,-784.9124691723723,-1.3933494527971657,-70.24488077554759,-81.02566323874919,76.11405367723798,71.89660629310167,74.31679972681245,68.52259727478027,66.86618717155363,69.74623107910156,87.26992797851562,1.9898739119594444,0.39109623480749467,44255.30688936931
NAVINFLUOR.NS,2016-02-02,290.1441345214844,2016-02-03,283.933120537454,1,120,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=78.0% (>= 50%); VOLAR rank 3/3 (VOLAR=1.98); MVO weight=31.0% of capped cash (25% of available),"indicator_exit: Close<EMA50, SwingLow(10) breach",-745.3216780836465,147.4887370847875,-892.810415168434,-2.1406650161216567,-155.40041420098873,-95.40473873427071,327.05576342798304,318.4538048973661,326.70346761021733,244.98013679504393,283.92371205181166,287.95855712890625,369.0289611816406,1.9759689840084504,0.30972924348532954,35048.05595943001
