symbol,bias,skip_reason,final_score,volar,volar_norm,fo_sentiment,fo_score,pcr,delivery_pct_avg,delivery_score,candle,candle_score,last_close,avg_vol_20,price_ok,avg_vol_ok
FEDERALBNK,Long Bias,,0.9055000000000001,0.23246080075713105,0.944,Bullish,0.802,1.008,60.501999999999995,1.0,Bullish,1.0,236.61000061035156,13404885.75,True,True
SHRIRAMFIN,Long Bias,,0.8801625000000001,0.19397322743588302,0.8839999999999999,Bullish,0.8067500000000001,1.027,54.036,1.0,Bullish,1.0,748.9000244140625,6079038.45,True,True
LTF,Long Bias,,0.8742875,0.29954719308363315,0.984,Bullish,0.80425,1.017,53.077999999999996,1.0,Neutral,0.0,270.489990234375,6843432.5,True,True
HINDALCO,Long Bias,,0.8725124999999999,0.26460045580384234,0.968,Bullish,0.81975,1.079,54.946000000000005,1.0,Neutral,0.0,847.8499755859375,5510764.65,True,True
BANKBARODA,Long Bias,,0.8196374999999999,0.20327966843468764,0.8999999999999999,Bullish,0.78125,0.925,49.11999999999999,0.9413333333333327,Neutral,0.0,278.3999938964844,9266154.6,True,True
IOC,Long Bias,,0.7800575000000001,0.20088286814968426,0.8959999999999999,Bullish,0.82125,1.085,43.942,0.5961333333333334,Neutral,0.0,165.89999389648438,15209455.1,True,True
SAMMAANCAP,Long Bias,,0.771735,0.22824896023155583,0.9359999999999999,Bullish,0.7545000000000001,0.818,43.646,0.5764,Neutral,0.0,188.58999633789062,28476334.15,True,True
CANBK,Long Bias,,0.7635724999999999,0.27443346235323357,0.972,Bullish,0.82575,1.103,38.715999999999994,0.24773333333333292,Neutral,0.0,136.99000549316406,32465556.85,True,True
BPCL,Long Bias,,0.7303575,0.14627660318388572,0.764,Bullish,0.78725,0.949,46.102,0.7401333333333331,Neutral,0.0,356.79998779296875,7659444.6,True,True
SBILIFE,Long Bias,,0.7098874999999999,0.11006573691720427,0.6279999999999999,Bullish,0.79225,0.969,62.104000000000006,1.0,Neutral,0.0,1955.699951171875,1082600.2,True,True
UNOMINDA,Long Bias,,0.7065674999999999,0.12770987670737396,0.7,Bullish,0.79625,0.985,46.288,0.752533333333333,Neutral,0.0,1235.199951171875,904183.75,True,True
ABCAPITAL,Long Bias,,0.6142850000000001,0.15558673885163357,0.788,Bullish,0.7575000000000001,0.83,39.456,0.2970666666666668,Bearish,-1.0,324.20001220703125,5791331.8,True,True
IDFCFIRSTB,Skip,price<100 or NaN (last_close=81.7699966430664),0.5538000000000001,0.18349395726989848,0.8640000000000001,Neutral,-0.1,0.578,53.348,1.0,Bullish,1.0,81.7699966430664,34622712.65,False,True
BHEL,Long Bias,,0.5245650000000001,0.08593024119300678,0.512,Bullish,0.8635,1.254,34.194,-0.05373333333333319,Neutral,0.0,265.489990234375,10261665.6,True,True
PVRINOX,Watchlist,,0.519,0.16778064973932488,0.8200000000000001,NA,0.0,,53.077999999999996,1.0,Neutral,0.0,1206.5999755859375,423436.0,True,True
GRANULES,Watchlist,,0.5157999999999999,0.21811176095836446,0.9239999999999999,NA,0.0,,51.324,1.0,Bearish,-1.0,565.5999755859375,1032074.0,True,True
PNBHOUSING,Watchlist,,0.5124675000000002,0.17927617125448023,0.8520000000000001,Neutral,-0.057749999999999996,0.769,49.92800000000001,0.9952000000000008,Neutral,0.0,928.7000122070312,1260318.25,True,True
GESHIP,Watchlist,,0.50202,0.17161644289119224,0.8320000000000001,NA,0.0,,47.762,0.8508,Neutral,0.0,1099.5999755859375,468741.9,True,True
CANFINHOME,Watchlist,,0.501,0.15102208545945497,0.78,NA,0.0,,63.848,1.0,Neutral,0.0,867.9000244140625,347219.9,True,True
NATIONALUM,Watchlist,,0.4966375,0.2268650756675423,0.9319999999999999,Neutral,-0.08474999999999999,0.661,45.69,0.7126666666666666,Neutral,0.0,234.13999938964844,11845956.95,True,True
FORTIS,Watchlist,,0.4822000000000001,0.1635353461211566,0.8160000000000001,Neutral,-0.1,0.593,59.116,1.0,Neutral,0.0,1023.0499877929688,2534238.45,True,True
TVSMOTOR,Watchlist,,0.47900000000000004,0.21547289453946805,0.9199999999999999,Neutral,-0.1,0.472,57.248000000000005,1.0,Bearish,-1.0,3508.699951171875,763497.25,True,True
APLAPOLLO,Watchlist,,0.4786375,0.20984469643286713,0.9119999999999999,Neutral,-0.09075,0.637,51.989999999999995,1.0,Bearish,-1.0,1791.5,483591.15,True,True
ASTERDM,Watchlist,,0.4668,0.12989460205659642,0.704,NA,0.0,,52.428,1.0,Neutral,0.0,678.0499877929688,1114560.25,True,True
AFCONS,Watchlist,,0.46140000000000003,0.12656714000045083,0.692,NA,0.0,,55.0,1.0,Neutral,0.0,448.04998779296875,560335.1,True,True
MSUMI,Skip,price<100 or NaN (last_close=47.209999084472656),0.46114000000000005,0.17761932413945233,0.8440000000000001,NA,0.0,,48.134,0.8755999999999999,Bearish,-1.0,47.209999084472656,3386425.3,False,True
UCOBANK,Skip,price<100 or NaN (last_close=33.209999084472656),0.46024,0.1603387273201556,0.796,NA,0.0,,40.204,0.3469333333333333,Bullish,1.0,33.209999084472656,14250900.0,False,True
GPIL,Watchlist,,0.45966000000000007,0.25153164293831587,0.96,NA,0.0,,37.766000000000005,0.18440000000000034,Neutral,0.0,283.739990234375,2747500.75,True,True
RADICO,Watchlist,,0.4578,0.12068137682599554,0.6839999999999999,NA,0.0,,56.90599999999999,1.0,Neutral,0.0,3131.5,330784.8,True,True
PHOENIXLTD,Watchlist,,0.45382500000000003,0.14273228088281933,0.744,Neutral,-0.0885,0.646,50.118,1.0,Neutral,0.0,1682.5999755859375,552837.7,True,True
LTIM,Watchlist,,0.44966249999999997,0.14222593192529895,0.74,Neutral,-0.09525,0.619,58.117999999999995,1.0,Neutral,0.0,5684.5,281758.6,True,True
HINDPETRO,Watchlist,,0.4494050000000001,0.16107994533402223,0.8,Neutral,-0.056499999999999995,0.774,45.918000000000006,0.7278666666666671,Neutral,0.0,476.0,5004713.5,True,True
KPIL,Skip,avgVol20<200000.0 or NaN (avg_vol_20=163494.85),0.43979999999999997,0.11563590938770726,0.6439999999999999,NA,0.0,,52.686,1.0,Neutral,0.0,1256.4000244140625,163494.85,True,False
STARHEALTH,Watchlist,,0.42736,0.13742070701942152,0.728,NA,0.0,,44.976,0.6650666666666667,Neutral,0.0,494.3999938964844,820091.05,True,True
OBEROIRLTY,Watchlist,,0.4259624999999999,0.11682447643995893,0.6639999999999999,Neutral,-0.06525,0.739,51.85,1.0,Neutral,0.0,1778.300048828125,619506.6,True,True
PERSISTENT,Watchlist,,0.42398749999999996,0.11671639767647354,0.6599999999999999,Neutral,-0.06575,0.737,55.831999999999994,1.0,Neutral,0.0,5916.60009765625,539082.6,True,True
BHARATFORG,Watchlist,,0.4198124999999999,0.11616860187002755,0.6479999999999999,Neutral,-0.06225,0.751,55.14200000000001,1.0,Neutral,0.0,1324.699951171875,796605.05,True,True
MUTHOOTFIN,Watchlist,,0.41824,0.16134133881897111,0.808,Neutral,-0.1,0.477,48.964,0.9309333333333332,Bearish,-1.0,3178.699951171875,561948.95,True,True
CGPOWER,Watchlist,,0.417015,0.11909182537010578,0.6799999999999999,Neutral,-0.07350000000000001,0.706,48.674,0.9116,Neutral,0.0,736.6500244140625,2227977.45,True,True
M&MFIN,Watchlist,,0.41219999999999996,0.2141193042434551,0.9159999999999999,NA,0.0,,,0.0,Neutral,0.0,315.54998779296875,3223145.65,True,True
SAILIFE,Watchlist,,0.41100000000000003,0.10094915040206863,0.5800000000000001,NA,0.0,,57.348,1.0,Neutral,0.0,918.2000122070312,374145.45,True,True
HINDCOPPER,Watchlist,,0.40996,0.19988664754772995,0.8879999999999999,NA,0.0,,36.036,0.06906666666666683,Neutral,0.0,340.25,11533254.9,True,True
KARURVYSYA,Watchlist,,0.40843999999999997,0.10189545793203279,0.5920000000000001,NA,0.0,,49.20399999999999,0.946933333333333,Neutral,0.0,243.14999389648438,3214407.3,True,True
LEMONTREE,Watchlist,,0.40522,0.10695518461509176,0.6120000000000001,NA,0.0,,47.982,0.8654666666666666,Neutral,0.0,165.27000427246094,2183695.9,True,True
JKTYRE,Watchlist,,0.40498,0.23617889868091463,0.952,NA,0.0,,32.658,-0.15613333333333324,Neutral,0.0,432.04998779296875,2028571.7,True,True
HBLENGINE,Watchlist,,0.40274000000000004,0.2977790417441673,0.98,NA,0.0,,36.174,0.0782666666666667,Bearish,-1.0,1004.2000122070312,1868424.1,True,True
MINDACORP,Watchlist,,0.4020600000000001,0.10721917237090363,0.6160000000000001,NA,0.0,,47.486000000000004,0.8324000000000003,Neutral,0.0,563.7000122070312,483755.1,True,True
USHAMART,Watchlist,,0.40120000000000006,0.17257041747422516,0.8360000000000001,NA,0.0,,37.5,0.16666666666666674,Neutral,0.0,464.8500061035156,955063.5,True,True
NEULANDLAB,Skip,avgVol20<200000.0 or NaN (avg_vol_20=35550.7),0.4003000000000001,0.16201443673994112,0.812,NA,0.0,,38.49,0.2326666666666668,Neutral,0.0,16473.0,35550.7,True,False
BLUESTARCO,Watchlist,,0.3977325,0.11113841566032283,0.6399999999999999,Neutral,-0.08224999999999999,0.671,48.852000000000004,0.9234666666666669,Neutral,0.0,1937.4000244140625,342539.75,True,True
PTCIL,Skip,avgVol20<200000.0 or NaN (avg_vol_20=25526.0),0.38824000000000003,0.12335580965521073,0.688,NA,0.0,,42.864000000000004,0.5242666666666669,Neutral,0.0,17283.0,25526.0,True,False
APOLLOTYRE,Watchlist,,0.38762,0.13369330244782035,0.712,NA,0.0,,41.722,0.4481333333333335,Neutral,0.0,501.5,1068923.5,True,True
ANANDRATHI,Watchlist,,0.38652,0.1393543123987448,0.736,NA,0.0,,45.532,0.702133333333333,Bearish,-1.0,3088.39990234375,561492.9,True,True
ESCORTS,Skip,avgVol20<200000.0 or NaN (avg_vol_20=121106.75),0.3865,0.10246606310253269,0.5960000000000001,NA,0.0,,41.83,0.45533333333333315,Bullish,1.0,3786.5,121106.75,True,False
CESC,Watchlist,,0.384,0.08669166056716034,0.52,NA,0.0,,50.336,1.0,Neutral,0.0,179.9600067138672,3661357.65,True,True
GRAPHITE,Watchlist,,0.38032,0.16116786695690516,0.804,NA,0.0,,36.852,0.12346666666666639,Neutral,0.0,623.1500244140625,1919887.95,True,True
LATENTVIEW,Watchlist,,0.36786,0.1012111086970993,0.5840000000000001,NA,0.0,,45.506,0.7003999999999999,Neutral,0.0,448.3500061035156,392510.1,True,True
HYUNDAI,Watchlist,,0.366,0.08195825631361901,0.48,NA,0.0,,55.208000000000006,1.0,Neutral,0.0,2438.699951171875,1249937.2,True,True
VEDL,Watchlist,,0.365355,0.13851901508540412,0.732,Neutral,-0.057499999999999996,0.77,40.608,0.37386666666666657,Neutral,0.0,493.54998779296875,11444064.7,True,True
ACC,Watchlist,,0.35106,0.09576131104986649,0.56,NA,0.0,,49.90599999999999,0.9937333333333327,Bearish,-1.0,1881.5,238167.4,True,True
AEGISVOPAK,Long Bias,,0.34684,0.07820152860132557,0.45999999999999996,NA,0.0,,43.984,0.5989333333333335,Bullish,1.0,278.95001220703125,851969.6,True,True
CHOICEIN,Long Bias,,0.34354,0.12713149408430138,0.696,NA,0.0,,33.034000000000006,-0.13106666666666622,Bullish,1.0,836.5999755859375,428677.8,True,True
PETRONET,Long Bias,,0.342625,-0.0038068338494711856,-0.14800000000000002,Bullish,0.8835000000000001,1.334,60.19199999999999,1.0,Bearish,-1.0,281.25,2021970.75,True,True
HINDZINC,Watchlist,,0.3406,0.11706828560243593,0.6679999999999999,Neutral,-0.1,0.414,42.5,0.5,Neutral,0.0,476.5,6693790.45,True,True
SBFC,Watchlist,,0.34006,0.0906868715119552,0.544,NA,0.0,,44.525999999999996,0.6350666666666664,Neutral,0.0,114.08000183105469,2187212.3,True,True
AIAENG,Skip,avgVol20<200000.0 or NaN (avg_vol_20=69634.9),0.33899999999999997,0.07386696155574123,0.41999999999999993,NA,0.0,,76.04400000000001,1.0,Neutral,0.0,3249.89990234375,69634.9,True,False
HONASA,Long Bias,,0.33748000000000006,0.06680771790476657,0.3720000000000001,NA,0.0,,47.008,0.8005333333333335,Bullish,1.0,284.29998779296875,294974.2,True,True
SBICARD,Watchlist,,0.3348200000000001,0.10426142180654814,0.6000000000000001,Neutral,-0.1,0.469,44.982000000000006,0.6654666666666671,Neutral,0.0,878.6500244140625,1231623.5,True,True
AWL,Watchlist,,0.32999999999999996,0.07057971308504496,0.3999999999999999,NA,0.0,,53.148,1.0,Neutral,0.0,274.8500061035156,1685311.15,True,True
NAM-INDIA,Watchlist,,0.32819999999999994,0.07051874164148329,0.3959999999999999,NA,0.0,,56.696000000000005,1.0,Neutral,0.0,874.7999877929688,1179934.75,True,True
UNITDSPR,Watchlist,,0.32549999999999996,0.09575741070401333,0.556,Neutral,-0.1,0.554,46.029999999999994,0.735333333333333,Neutral,0.0,1431.4000244140625,1148360.0,True,True
ASTRAZEN,Skip,avgVol20<200000.0 or NaN (avg_vol_20=10623.6),0.32158,0.07945707922365944,0.46799999999999997,NA,0.0,,46.098,0.7398666666666667,Neutral,0.0,9555.0,10623.6,True,False
DOMS,Skip,avgVol20<200000.0 or NaN (avg_vol_20=75427.2),0.31723999999999997,0.0672455451465454,0.3759999999999999,NA,0.0,,49.804,0.9869333333333334,Neutral,0.0,2572.10009765625,75427.2,True,False
EICHERMOT,Watchlist,,0.312075,0.33443767001852714,0.996,Bearish,-0.8175,0.93,58.45399999999999,1.0,Neutral,0.0,7007.0,354715.35,True,True
KOTAKBANK,Watchlist,,0.3112,0.07580729406564746,0.43599999999999994,Neutral,-0.1,0.576,64.362,1.0,Neutral,0.0,2102.199951171875,3067752.65,True,True
ADANIPOWER,Watchlist,,0.31092000000000003,0.13459452296302912,0.72,NA,0.0,,33.692,-0.08719999999999994,Neutral,0.0,157.85000610351562,65044814.75,True,True
LAURUSLABS,Watchlist,,0.30104500000000006,0.10153032389882632,0.5880000000000001,Neutral,-0.07050000000000001,0.718,46.112,0.7408000000000001,Bearish,-1.0,953.6500244140625,2551256.5,True,True
MRF,Skip,avgVol20<200000.0 or NaN (avg_vol_20=6860.3),0.30054,0.08811416572180343,0.532,NA,0.0,,41.114,0.40759999999999974,Neutral,0.0,157515.0,6860.3,True,False
ATHERENERG,Watchlist,,0.29944000000000004,0.2635910613154775,0.964,NA,0.0,,21.564,-0.8957333333333333,Neutral,0.0,691.9500122070312,4721414.95,True,True
FLUOROCHEM,Skip,avgVol20<200000.0 or NaN (avg_vol_20=89781.85),0.29580000000000006,0.05971943667602561,0.32400000000000007,NA,0.0,,51.736000000000004,1.0,Neutral,0.0,3743.60009765625,89781.85,True,False
TATACOMM,Watchlist,,0.29332,0.08633091497593029,0.516,NA,0.0,,46.112,0.7408000000000001,Bearish,-1.0,1875.4000244140625,1698685.55,True,True
GMDCLTD,Watchlist,,0.28756000000000004,0.18071203651916062,0.8560000000000001,NA,0.0,,25.235999999999997,-0.6509333333333336,Neutral,0.0,594.2999877929688,4420702.95,True,True
CENTRALBK,Skip,price<100 or NaN (last_close=39.47999954223633),0.28572000000000003,0.1057713928855908,0.6040000000000001,NA,0.0,,41.391999999999996,0.42613333333333303,Bearish,-1.0,39.47999954223633,10268102.05,False,True
INDIANB,Watchlist,,0.2852000000000001,0.359597951333478,1.0,Bearish,-0.8700000000000001,0.72,48.970000000000006,0.9313333333333338,Neutral,0.0,858.7000122070312,2223903.7,True,True
CEATLTD,Watchlist,,0.2817,0.14856895135570594,0.768,NA,0.0,,33.61,-0.09266666666666667,Bearish,-1.0,4032.699951171875,523232.65,True,True
MARUTI,Watchlist,,0.2814,0.3263702360858081,0.992,Bearish,-0.9,0.402,50.6,1.0,Neutral,0.0,16186.0,327886.0,True,True
CHENNPETRO,Watchlist,,0.2802,0.23852989033309518,0.956,NA,0.0,,14.797999999999998,-1.0,Neutral,0.0,979.3499755859375,5919743.45,True,True
CGCL,Watchlist,,0.27462000000000003,0.07507276447078691,0.43199999999999994,NA,0.0,,43.022000000000006,0.5348000000000004,Neutral,0.0,203.02999877929688,3024272.85,True,True
ASAHIINDIA,Skip,avgVol20<200000.0 or NaN (avg_vol_20=193851.6),0.2741599999999999,0.08741546965614769,0.528,NA,0.0,,38.65599999999999,0.2437333333333327,Neutral,0.0,922.9000244140625,193851.6,True,False
NAVINFLUOR,Watchlist,,0.2718999999999999,0.07738050202685741,0.44799999999999995,NA,0.0,,42.029999999999994,0.46866666666666634,Neutral,0.0,5687.39990234375,343489.65,True,True
KIRLOSENG,Watchlist,,0.27061999999999997,0.09392791129082566,0.552,NA,0.0,,42.221999999999994,0.48146666666666627,Bearish,-1.0,999.9000244140625,378815.9,True,True
CAMPUS,Watchlist,,0.26961999999999997,0.07232771920802496,0.4119999999999999,NA,0.0,,43.422,0.5614666666666666,Neutral,0.0,279.8500061035156,242644.05,True,True
CUB,Watchlist,,0.2688,0.049456950367965664,0.264,NA,0.0,,50.827999999999996,1.0,Neutral,0.0,228.6699981689453,2117892.0,True,True
MRPL,Watchlist,,0.26759999999999995,0.22340083351013965,0.9279999999999999,NA,0.0,,19.27,-1.0,Neutral,0.0,166.39999389648438,13045387.95,True,True
ICICIGI,Watchlist,,0.26755000000000007,0.05485316903765466,0.30400000000000005,Neutral,-0.05499999999999999,0.78,62.55,1.0,Neutral,0.0,1993.699951171875,802982.25,True,True
CREDITACC,Watchlist,,0.2661600000000001,0.09863501173152345,0.5760000000000001,NA,0.0,,35.696000000000005,0.04640000000000044,Neutral,0.0,1423.5999755859375,631743.55,True,True
ENDURANCE,Skip,avgVol20<200000.0 or NaN (avg_vol_20=131656.8),0.26560000000000006,0.06567126597811615,0.3680000000000001,NA,0.0,,60.92999999999999,1.0,Bearish,-1.0,2838.60009765625,131656.8,True,False
ABFRL,Skip,price<100 or NaN (last_close=81.63999938964844),0.26456,0.05280734412843873,0.29200000000000004,NA,0.0,,48.316,0.8877333333333335,Neutral,0.0,81.63999938964844,3126361.15,False,True
SBIN,Watchlist,,0.2638625,0.30487801665970915,0.988,Bearish,-0.8692500000000001,0.723,47.35,0.8233333333333335,Neutral,0.0,937.0,10026595.75,True,True
WELCORP,Watchlist,,0.26248000000000005,0.08210211627670379,0.484,NA,0.0,,39.468,0.29786666666666695,Neutral,0.0,965.75,1085910.8,True,True
INDIACEM,Watchlist,,0.2621,0.10669863799590268,0.6080000000000001,NA,0.0,,33.849999999999994,-0.076666666666667,Neutral,0.0,402.3500061035156,523919.3,True,True
INDIGO,Long Bias,,0.2595,-0.03569409386135221,-0.368,Bullish,0.786,0.944,68.244,1.0,Neutral,0.0,5625.0,611723.55,True,True
NETWEB,Watchlist,,0.25680000000000003,0.20446332906159423,0.9039999999999999,NA,0.0,,14.824000000000002,-1.0,Neutral,0.0,4037.800048828125,2660519.15,True,True
SCI,Watchlist,,0.25652,0.14898996193511665,0.772,NA,0.0,,25.912,-0.6058666666666668,Neutral,0.0,259.67999267578125,10374003.25,True,True
CUMMINSIND,Watchlist,,0.25281249999999994,0.2812221942464689,0.976,Bearish,-0.81825,0.927,66.52199999999999,1.0,Bearish,-1.0,4344.10009765625,394802.05,True,True
POONAWALLA,Watchlist,,0.25272,0.07257209916026801,0.4159999999999999,NA,0.0,,41.552,0.4368000000000001,Neutral,0.0,481.8500061035156,3029828.0,True,True
IIFL,Watchlist,,0.25188000000000005,0.146038392537075,0.76,Neutral,-0.1,0.558,29.488,-0.3674666666666667,Neutral,0.0,534.5999755859375,2016446.8,True,True
AXISBANK,Watchlist,,0.24543749999999995,0.20847052238724326,0.9079999999999999,Bearish,-0.89475,0.621,65.354,1.0,Neutral,0.0,1232.800048828125,7768972.45,True,True
IDBI,Watchlist,,0.24436000000000002,0.0975683756507968,0.5680000000000001,NA,0.0,,33.876,-0.07493333333333352,Neutral,0.0,103.80000305175781,16361352.75,True,True
SUNDARMFIN,Skip,avgVol20<200000.0 or NaN (avg_vol_20=39674.85),0.24320000000000003,0.0222174611596504,0.09600000000000009,NA,0.0,,58.626,1.0,Bullish,1.0,4594.5,39674.85,True,False
GAIL,Watchlist,,0.24260000000000004,0.06252468561075568,0.3480000000000001,Neutral,-0.086,0.656,46.61,0.774,Neutral,0.0,182.75999450683594,9300904.5,True,True
IKS,Watchlist,,0.24236000000000002,0.04706119931185094,0.248,NA,0.0,,48.076,0.8717333333333335,Neutral,0.0,1645.9000244140625,293846.35,True,True
BAJFINANCE,Watchlist,,0.24065000000000006,0.18388786252692815,0.8680000000000001,Bearish,-0.857,0.772,62.99400000000001,1.0,Neutral,0.0,1042.800048828125,6883681.55,True,True
NLCINDIA,Watchlist,,0.2383800000000001,0.06445640061450185,0.3560000000000001,NA,0.0,,42.818000000000005,0.5212000000000003,Neutral,0.0,262.29998779296875,2131819.6,True,True
LT,Watchlist,,0.23639999999999997,0.20004997674189165,0.8919999999999999,Bearish,-0.9,0.544,53.298,1.0,Neutral,0.0,4030.89990234375,1907111.1,True,True
ALKEM,Skip,avgVol20<200000.0 or NaN (avg_vol_20=111812.1),0.2347,0.15485434510208423,0.784,Bearish,-0.766,1.136,62.153999999999996,1.0,Neutral,0.0,5506.5,111812.1,True,False
TRIVENI,Skip,avgVol20<200000.0 or NaN (avg_vol_20=163458.6),0.23459999999999998,0.037055686077949644,0.18799999999999994,NA,0.0,,67.22200000000001,1.0,Neutral,0.0,357.04998779296875,163458.6,True,False
BEML,Watchlist,,0.22905999999999996,0.07956707677061485,0.472,NA,0.0,,36.666,0.11106666666666642,Neutral,0.0,2199.89990234375,609182.3,True,True
HEG,Watchlist,,0.2281000000000001,0.09853441012265692,0.5720000000000001,NA,0.0,,32.07000000000001,-0.1953333333333328,Neutral,0.0,591.0,1610444.55,True,True
CHALET,Skip,avgVol20<200000.0 or NaN (avg_vol_20=144422.0),0.22780000000000006,0.05217495334208205,0.28400000000000003,NA,0.0,,51.80799999999999,1.0,Bearish,-1.0,949.75,144422.0,True,False
M&M,Watchlist,,0.2268,0.08492075744894723,0.504,nan,,,,0.0,Neutral,0.0,3487.199951171875,1930320.0,True,True
BRIGADE,Watchlist,,0.22600000000000003,0.05163921937678776,0.28,NA,0.0,,57.282,1.0,Bearish,-1.0,1037.699951171875,438575.15,True,True
AUBANK,Watchlist,,0.21937500000000001,0.1503653668193264,0.776,Bearish,-0.7995000000000001,1.002,56.64000000000001,1.0,Neutral,0.0,877.8499755859375,3214394.2,True,True
HEROMOTOCO,Watchlist,,0.2192,0.2295775807488961,0.94,Bearish,-0.8680000000000001,0.728,61.827999999999996,1.0,Bearish,-1.0,5544.0,575518.4,True,True
BSE,Long Bias,,0.21720749999999994,-0.0020711188825301026,-0.128,Bullish,0.7582500000000001,0.833,30.941999999999997,-0.2705333333333335,Bullish,1.0,2479.0,4984229.8,True,True
ONGC,Watchlist,,0.21300000000000005,0.17662109122297776,0.8400000000000001,Bearish,-0.9,0.596,52.51800000000001,1.0,Neutral,0.0,255.3699951171875,9617597.65,True,True
ANANTRAJ,Watchlist,,0.21087999999999993,0.08569411350180986,0.508,NA,0.0,,33.227999999999994,-0.11813333333333376,Neutral,0.0,644.4000244140625,4824726.15,True,True
PREMIERENE,Watchlist,,0.21047999999999994,0.073878358311396,0.42399999999999993,NA,0.0,,36.967999999999996,0.13119999999999976,Neutral,0.0,1093.199951171875,1230509.2,True,True
IOB,Skip,price<100 or NaN (last_close=40.11000061035156),0.20922000000000002,0.08420007443854642,0.492,NA,0.0,,38.782,0.2521333333333331,Bearish,-1.0,40.11000061035156,11027026.25,False,True
JSL,Watchlist,,0.20580000000000004,0.026466450501313125,0.12400000000000011,NA,0.0,,52.7,1.0,Neutral,0.0,753.7000122070312,546112.8,True,True
TITAN,Watchlist,,0.2058,0.16785405510567053,0.8240000000000001,Bearish,-0.9,0.586,56.379999999999995,1.0,Neutral,0.0,3746.699951171875,1130159.85,True,True
OLAELEC,Skip,price<100 or NaN (last_close=50.13999938964844),0.2052,0.07780257247399876,0.45599999999999996,NA,0.0,,,0.0,Neutral,0.0,50.13999938964844,15601902.25,False,True
SAGILITY,Skip,price<100 or NaN (last_close=52.540000915527344),0.20437999999999995,0.11045748993725611,0.6359999999999999,NA,0.0,,31.818,-0.21213333333333328,Bearish,-1.0,52.540000915527344,61048031.7,False,True
RRKABEL,Watchlist,,0.20342000000000002,0.0873098740194992,0.524,NA,0.0,,31.762,-0.21586666666666665,Neutral,0.0,1412.0,356234.9,True,True
NSLNISP,Skip,price<100 or NaN (last_close=43.04999923706055),0.20228000000000002,0.07412077593339267,0.42799999999999994,NA,0.0,,40.968,0.3978666666666668,Bearish,-1.0,43.04999923706055,6784616.0,False,True
AADHARHFC,Watchlist,,0.20040000000000005,0.02372679924929305,0.1120000000000001,NA,0.0,,53.138,1.0,Neutral,0.0,509.8500061035156,321797.85,True,True
MAPMYINDIA,Watchlist,,0.19696000000000008,0.022840906463885712,0.10400000000000009,NA,0.0,,45.016000000000005,0.6677333333333337,Bullish,1.0,1819.300048828125,432064.7,True,True
VMM,Watchlist,,0.19500000000000003,0.02272725080233785,0.10000000000000009,NA,0.0,,62.11600000000001,1.0,Neutral,0.0,144.69000244140625,6033249.3,True,True
TBOTEK,Skip,avgVol20<200000.0 or NaN (avg_vol_20=75551.2),0.19248,0.03564841256610529,0.17999999999999994,NA,0.0,,46.148,0.7432000000000003,Neutral,0.0,1483.199951171875,75551.2,True,False
CHOLAHLDNG,Skip,avgVol20<200000.0 or NaN (avg_vol_20=165435.45),0.18819999999999998,0.038026237407267204,0.19599999999999995,NA,0.0,,61.36200000000001,1.0,Bearish,-1.0,1912.5999755859375,165435.45,True,False
SWANCORP,Watchlist,,0.18684000000000003,0.0645404692266361,0.3600000000000001,NA,0.0,,37.483999999999995,0.16559999999999975,Neutral,0.0,469.6000061035156,932772.95,True,True
PFIZER,Skip,avgVol20<200000.0 or NaN (avg_vol_20=16415.45),0.18639999999999995,0.03748663939520457,0.19199999999999995,NA,0.0,,51.540000000000006,1.0,Bearish,-1.0,5209.0,16415.45,True,False
TIMKEN,Skip,avgVol20<200000.0 or NaN (avg_vol_20=59560.35),0.18600000000000003,0.021510089528587864,0.08000000000000007,NA,0.0,,58.355999999999995,1.0,Neutral,0.0,3144.0,59560.35,True,False
BANKINDIA,Watchlist,,0.1849325,0.23537347456135604,0.948,Bearish,-0.88625,0.655,46.852,0.7901333333333331,Bearish,-1.0,139.8800048828125,13079559.05,True,True
FSL,Watchlist,,0.18128,0.021566362470729294,0.08800000000000008,NA,0.0,,49.168,0.9445333333333332,Neutral,0.0,353.8999938964844,1839455.25,True,True
EIHOTEL,Watchlist,,0.1806,0.020429318518099263,0.06800000000000006,NA,0.0,,50.622,1.0,Neutral,0.0,389.79998779296875,518774.7,True,True
MOTHERSON,Watchlist,,0.17948000000000008,0.062339321784126996,0.3400000000000001,Neutral,-0.1,0.448,41.148,0.4098666666666668,Neutral,0.0,105.38999938964844,12480071.15,True,True
SAIL,Watchlist,,0.17653499999999997,0.08043919070181796,0.476,Neutral,-0.08549999999999999,0.658,34.226,-0.05160000000000009,Neutral,0.0,136.85000610351562,26274336.35,True,True
AIIL,Skip,avgVol20<200000.0 or NaN (avg_vol_20=66979.05),0.17559999999999998,0.03528471181867421,0.16799999999999993,NA,0.0,,56.14,1.0,Bearish,-1.0,2908.10009765625,66979.05,True,False
ECLERX,Watchlist,,0.17532000000000003,0.0883145302150483,0.536,NA,0.0,,33.412,-0.10586666666666678,Bearish,-1.0,4727.60009765625,202170.8,True,True
ETERNAL,Watchlist,,0.1748,0.046641687356625966,0.244,Neutral,-0.1,0.516,60.99399999999999,1.0,Bearish,-1.0,317.75,30220562.9,True,True
SWIGGY,Watchlist,,0.1744200000000001,0.021841531667641807,0.09200000000000008,NA,0.0,,48.30200000000001,0.8868000000000005,Neutral,0.0,409.95001220703125,9188986.95,True,True
