trade_id,ticker,side,datetime,price,shares,reason,pnl_inr,pnl_pct
HDFCBANK.NS-00014,HDFCBANK.NS,BUY,2018-01-18,440.700709,113,entry_bb_breakout,,
HDFCBANK.NS-00014,HDFCBANK.NS,SELL,2018-02-02,443.37842,113,exit_max_hold,252.630831,0.507299
HDFCBANK.NS-00015,HDFCBANK.NS,BUY,2018-05-11,458.346429,109,entry_bb_breakout,,
HDFCBANK.NS-00015,HDFCBANK.NS,SELL,2018-05-23,447.816751,109,exit_mean_reversion,-1197.120816,-2.39617
HDFCBANK.NS-00016,HDFCBANK.NS,BUY,2018-05-31,490.554298,101,entry_bb_breakout,,
HDFCBANK.NS-00016,HDFCBANK.NS,SELL,2018-06-04,468.704068,101,exit_atr_stop,-2255.315708,-4.551965
HDFCBANK.NS-00017,HDFCBANK.NS,BUY,2018-11-26,469.998432,106,entry_bb_breakout,,
HDFCBANK.NS-00017,HDFCBANK.NS,SELL,2018-12-10,478.450566,106,exit_max_hold,845.658445,1.697433
HDFCBANK.NS-00018,HDFCBANK.NS,BUY,2019-03-12,497.788412,100,entry_bb_breakout,,
HDFCBANK.NS-00018,HDFCBANK.NS,SELL,2019-03-27,526.713623,100,exit_max_hold,2841.296009,5.707839
HDFCBANK.NS-00019,HDFCBANK.NS,BUY,2019-05-02,540.161181,92,entry_bb_breakout,,
HDFCBANK.NS-00019,HDFCBANK.NS,SELL,2019-05-09,524.755191,92,exit_mean_reversion,-1466.337199,-2.950684
HDFCBANK.NS-00020,HDFCBANK.NS,BUY,2019-05-20,557.713349,89,entry_bb_breakout,,
HDFCBANK.NS-00020,HDFCBANK.NS,SELL,2019-05-23,534.192548,89,exit_atr_stop,-2141.941076,-4.315255
HDFCBANK.NS-00021,HDFCBANK.NS,BUY,2019-09-20,556.993507,89,entry_bb_breakout,,
HDFCBANK.NS-00021,HDFCBANK.NS,SELL,2019-10-07,550.545878,89,exit_max_hold,-623.124402,-1.256998
HDFCBANK.NS-00022,HDFCBANK.NS,BUY,2019-12-18,600.058791,83,entry_bb_breakout,,
HDFCBANK.NS-00022,HDFCBANK.NS,SELL,2020-01-02,596.861515,83,exit_max_hold,-315.046053,-0.632561
HDFCBANK.NS-00023,HDFCBANK.NS,BUY,2021-01-12,687.652004,72,entry_bb_breakout,,
HDFCBANK.NS-00023,HDFCBANK.NS,SELL,2021-01-22,669.593442,72,exit_mean_reversion,-1349.077316,-2.724806
HDFCBANK.NS-00024,HDFCBANK.NS,BUY,2021-02-02,724.58837,69,entry_bb_breakout,,
HDFCBANK.NS-00024,HDFCBANK.NS,SELL,2021-02-16,754.52471,69,exit_max_hold,2014.577997,4.02943
HDFCBANK.NS-00025,HDFCBANK.NS,BUY,2021-05-18,685.655462,72,entry_bb_breakout,,
HDFCBANK.NS-00025,HDFCBANK.NS,SELL,2021-06-01,701.205008,72,exit_max_hold,1069.640383,2.166703
HDFCBANK.NS-00026,HDFCBANK.NS,BUY,2021-07-06,715.669851,69,entry_bb_breakout,,
HDFCBANK.NS-00026,HDFCBANK.NS,SELL,2021-07-12,692.73305,69,exit_mean_reversion,-1631.22916,-3.303339
HDFCBANK.NS-00027,HDFCBANK.NS,BUY,2021-10-14,786.877739,63,entry_bb_breakout,,
HDFCBANK.NS-00027,HDFCBANK.NS,SELL,2021-10-28,742.393693,63,exit_mean_reversion,-2850.666959,-5.750408
HDFCBANK.NS-00028,HDFCBANK.NS,BUY,2022-01-05,729.729612,68,entry_bb_breakout,,
HDFCBANK.NS-00028,HDFCBANK.NS,SELL,2022-01-17,708.80521,68,exit_atr_stop,-1471.769487,-2.965985
HDFCBANK.NS-00029,HDFCBANK.NS,BUY,2022-04-04,772.608218,64,entry_bb_breakout,,
HDFCBANK.NS-00029,HDFCBANK.NS,SELL,2022-04-06,722.478241,64,exit_atr_stop,-3256.161306,-6.585164
HDFCBANK.NS-00030,HDFCBANK.NS,BUY,2022-05-26,652.321909,76,entry_bb_breakout,,
HDFCBANK.NS-00030,HDFCBANK.NS,SELL,2022-06-09,656.914909,76,exit_max_hold,299.316994,0.603748
HDFCBANK.NS-00031,HDFCBANK.NS,BUY,2022-07-29,684.539486,73,entry_bb_breakout,,
HDFCBANK.NS-00031,HDFCBANK.NS,SELL,2022-08-16,716.255219,73,exit_max_hold,2264.119447,4.530832
HDFCBANK.NS-00032,HDFCBANK.NS,BUY,2022-09-14,729.620243,68,entry_bb_breakout,,
HDFCBANK.NS-00032,HDFCBANK.NS,SELL,2022-09-22,708.554603,68,exit_mean_reversion,-1481.361462,-2.985762
HDFCBANK.NS-00033,HDFCBANK.NS,BUY,2022-10-31,714.370618,69,entry_bb_breakout,,
HDFCBANK.NS-00033,HDFCBANK.NS,SELL,2022-11-15,771.971731,69,exit_max_hold,3923.198024,7.959166
HDFCBANK.NS-00034,HDFCBANK.NS,BUY,2023-01-23,798.56577,62,entry_bb_breakout,,
HDFCBANK.NS-00034,HDFCBANK.NS,SELL,2023-01-27,770.445883,62,exit_mean_reversion,-1792.072366,-3.619538
HDFCBANK.NS-00035,HDFCBANK.NS,BUY,2023-04-05,789.330137,63,entry_bb_breakout,,
HDFCBANK.NS-00035,HDFCBANK.NS,SELL,2023-04-21,798.482883,63,exit_max_hold,526.606905,1.058979
HDFCBANK.NS-00036,HDFCBANK.NS,BUY,2023-06-27,800.723526,62,entry_bb_breakout,,
HDFCBANK.NS-00036,HDFCBANK.NS,SELL,2023-07-12,787.552438,62,exit_mean_reversion,-865.844012,-1.744076
HDFCBANK.NS-00037,HDFCBANK.NS,BUY,2023-09-15,802.244244,62,entry_bb_breakout,,
HDFCBANK.NS-00037,HDFCBANK.NS,SELL,2023-09-18,785.671604,62,exit_atr_stop,-1076.729102,-2.164752
HDFCBANK.NS-00038,HDFCBANK.NS,BUY,2023-11-29,752.711983,66,entry_bb_breakout,,
HDFCBANK.NS-00038,HDFCBANK.NS,SELL,2023-12-13,786.563797,66,exit_max_hold,2183.423585,4.395064
HDFCBANK.NS-00039,HDFCBANK.NS,BUY,2024-06-03,769.376745,64,entry_bb_breakout,,
HDFCBANK.NS-00039,HDFCBANK.NS,SELL,2024-06-04,725.073561,64,exit_mean_reversion,-2883.226154,-5.855442
HDFCBANK.NS-00040,HDFCBANK.NS,BUY,2024-06-19,811.290697,61,entry_bb_breakout,,
HDFCBANK.NS-00040,HDFCBANK.NS,SELL,2024-07-03,864.647111,61,exit_max_hold,3203.625183,6.473444
HDFCBANK.NS-00041,HDFCBANK.NS,BUY,2025-06-06,968.302879,51,entry_bb_breakout,,
HDFCBANK.NS-00041,HDFCBANK.NS,SELL,2025-06-13,937.464871,51,exit_mean_reversion,-1621.335498,-3.283156
HDFCBANK.NS-00042,HDFCBANK.NS,BUY,2025-06-26,989.394474,50,entry_bb_breakout,,
HDFCBANK.NS-00042,HDFCBANK.NS,SELL,2025-07-10,1002.598426,50,exit_max_hold,610.397736,1.233881
INFY.NS-00001,INFY.NS,BUY,2015-07-21,435.72691,114,entry_bb_breakout,,
INFY.NS-00001,INFY.NS,SELL,2015-07-27,416.767129,114,exit_atr_stop,-2210.007217,-4.449123
INFY.NS-00002,INFY.NS,BUY,2015-09-30,455.033433,109,entry_bb_breakout,,
INFY.NS-00002,INFY.NS,SELL,2015-10-12,439.301449,109,exit_mean_reversion,-1763.527526,-3.555596
INFY.NS-00003,INFY.NS,BUY,2016-01-14,447.776694,111,entry_bb_breakout,,
INFY.NS-00003,INFY.NS,SELL,2016-01-29,459.923915,111,exit_max_hold,1297.964121,2.611429
INFY.NS-00004,INFY.NS,BUY,2017-02-16,408.992724,122,entry_bb_breakout,,
INFY.NS-00004,INFY.NS,SELL,2017-03-03,416.294526,122,exit_max_hold,840.477257,1.684421
INFY.NS-00005,INFY.NS,BUY,2017-05-25,397.354553,125,entry_bb_breakout,,
