trade_id,ticker,side,datetime,price,shares,reason,pnl_inr,pnl_pct
INFY.NS-00005,INFY.NS,SELL,2017-06-08,392.036397,125,exit_mean_reversion,-714.106454,-1.437721
INFY.NS-00006,INFY.NS,BUY,2017-08-17,418.851838,119,entry_bb_breakout,,
INFY.NS-00006,INFY.NS,SELL,2017-08-18,378.428153,119,exit_mean_reversion,-4857.856665,-9.746245
INFY.NS-00007,INFY.NS,BUY,2017-11-16,411.19979,121,entry_bb_breakout,,
INFY.NS-00007,INFY.NS,SELL,2017-11-20,399.21402,121,exit_atr_stop,-1499.308256,-3.013372
INFY.NS-00008,INFY.NS,BUY,2017-11-23,412.385441,121,entry_bb_breakout,,
INFY.NS-00008,INFY.NS,SELL,2017-12-01,398.486723,121,exit_mean_reversion,-1730.802746,-3.468637
INFY.NS-00009,INFY.NS,BUY,2017-12-22,432.396266,115,entry_bb_breakout,,
INFY.NS-00009,INFY.NS,SELL,2018-01-04,422.010233,115,exit_mean_reversion,-1243.522117,-2.50077
INFY.NS-00010,INFY.NS,BUY,2018-01-11,447.560399,111,entry_bb_breakout,,
INFY.NS-00010,INFY.NS,SELL,2018-01-25,488.507913,111,exit_max_hold,4493.222191,9.044473
INFY.NS-00011,INFY.NS,BUY,2018-04-23,494.113633,101,entry_bb_breakout,,
INFY.NS-00011,INFY.NS,SELL,2018-05-08,484.414074,101,exit_max_hold,-1029.071026,-2.06204
INFY.NS-00012,INFY.NS,BUY,2018-06-15,541.744614,92,entry_bb_breakout,,
INFY.NS-00012,INFY.NS,SELL,2018-06-19,524.454927,92,exit_atr_stop,-1639.696418,-3.289887
INFY.NS-00013,INFY.NS,BUY,2018-06-29,552.716894,90,entry_bb_breakout,,
INFY.NS-00013,INFY.NS,SELL,2018-07-13,556.472967,90,exit_max_hold,288.133021,0.579226
INFY.NS-00014,INFY.NS,BUY,2018-08-16,604.449779,82,entry_bb_breakout,,
INFY.NS-00014,INFY.NS,SELL,2018-08-20,584.710611,82,exit_atr_stop,-1667.367327,-3.364009
INFY.NS-00015,INFY.NS,BUY,2018-09-04,623.371039,80,entry_bb_breakout,,
INFY.NS-00015,INFY.NS,SELL,2018-09-19,608.048302,80,exit_max_hold,-1275.075753,-2.556815
INFY.NS-00016,INFY.NS,BUY,2019-07-15,675.645882,74,entry_bb_breakout,,
INFY.NS-00016,INFY.NS,SELL,2019-07-29,685.450133,74,exit_max_hold,675.154067,1.350368
INFY.NS-00017,INFY.NS,BUY,2019-09-05,723.067286,69,entry_bb_breakout,,
INFY.NS-00017,INFY.NS,SELL,2019-09-20,697.18523,69,exit_mean_reversion,-1834.860576,-3.677691
INFY.NS-00018,INFY.NS,BUY,2019-12-17,640.565484,78,entry_bb_breakout,,
INFY.NS-00018,INFY.NS,SELL,2020-01-01,646.195417,78,exit_max_hold,388.951131,0.778461
INFY.NS-00019,INFY.NS,BUY,2020-01-13,679.059086,73,entry_bb_breakout,,
INFY.NS-00019,INFY.NS,SELL,2020-01-27,682.370497,73,exit_max_hold,192.040799,0.387403
INFY.NS-00020,INFY.NS,BUY,2020-06-26,665.746342,75,entry_bb_breakout,,
INFY.NS-00020,INFY.NS,SELL,2020-07-10,694.992479,75,exit_max_hold,2142.432553,4.290788
INFY.NS-00021,INFY.NS,BUY,2020-07-15,739.377011,67,entry_bb_breakout,,
INFY.NS-00021,INFY.NS,SELL,2020-07-29,848.151274,67,exit_max_hold,7234.693401,14.604254
INFY.NS-00022,INFY.NS,BUY,2020-09-14,870.577527,57,entry_bb_breakout,,
INFY.NS-00022,INFY.NS,SELL,2020-09-28,898.152445,57,exit_max_hold,1521.36149,3.065844
INFY.NS-00023,INFY.NS,BUY,2020-12-22,1097.663792,45,entry_bb_breakout,,
INFY.NS-00023,INFY.NS,SELL,2021-01-06,1151.911671,45,exit_max_hold,2390.539111,4.839651
INFY.NS-00024,INFY.NS,BUY,2021-01-11,1237.693489,40,entry_bb_breakout,,
INFY.NS-00024,INFY.NS,SELL,2021-01-18,1178.820451,40,exit_atr_stop,-2403.251778,-4.854295
INFY.NS-00025,INFY.NS,BUY,2021-03-03,1208.329693,41,entry_bb_breakout,,
INFY.NS-00025,INFY.NS,SELL,2021-03-18,1201.326893,41,exit_max_hold,-336.51278,-0.679254
INFY.NS-00026,INFY.NS,BUY,2021-05-26,1256.624947,39,entry_bb_breakout,,
INFY.NS-00026,INFY.NS,SELL,2021-06-09,1285.30783,39,exit_max_hold,1069.064769,2.181392
INFY.NS-00027,INFY.NS,BUY,2021-06-14,1328.86515,37,entry_bb_breakout,,
INFY.NS-00027,INFY.NS,SELL,2021-06-28,1427.433509,37,exit_max_hold,3596.037754,7.313775
INFY.NS-00028,INFY.NS,BUY,2021-08-02,1483.17823,33,entry_bb_breakout,,
INFY.NS-00028,INFY.NS,SELL,2021-08-16,1547.854714,33,exit_max_hold,2084.311915,4.258488
INFY.NS-00029,INFY.NS,BUY,2021-08-17,1583.265725,31,entry_bb_breakout,,
INFY.NS-00029,INFY.NS,SELL,2021-08-30,1542.087823,31,exit_atr_stop,-1324.957919,-2.69952
INFY.NS-00030,INFY.NS,BUY,2021-10-18,1629.17331,30,entry_bb_breakout,,
INFY.NS-00030,INFY.NS,SELL,2021-10-22,1561.840149,30,exit_atr_stop,-2067.860038,-4.230898
INFY.NS-00031,INFY.NS,BUY,2022-08-04,1482.835041,33,entry_bb_breakout,,
INFY.NS-00031,INFY.NS,SELL,2022-08-22,1458.899824,33,exit_max_hold,-838.400796,-1.713345
INFY.NS-00032,INFY.NS,BUY,2023-06-30,1268.127155,39,entry_bb_breakout,,
INFY.NS-00032,INFY.NS,SELL,2023-07-14,1352.660978,39,exit_max_hold,3245.713719,6.562704
INFY.NS-00033,INFY.NS,BUY,2023-07-14,1354.014315,36,entry_bb_breakout,,
INFY.NS-00033,INFY.NS,SELL,2023-07-21,1263.160096,36,exit_mean_reversion,-3317.861028,-6.806635
INFY.NS-00034,INFY.NS,BUY,2023-09-04,1391.189266,35,entry_bb_breakout,,
INFY.NS-00034,INFY.NS,SELL,2023-09-18,1415.126555,35,exit_max_hold,788.694618,1.619775
INFY.NS-00035,INFY.NS,BUY,2024-06-06,1436.195888,34,entry_bb_breakout,,
INFY.NS-00035,INFY.NS,SELL,2024-06-21,1493.671126,34,exit_max_hold,1904.350329,3.899907
INFY.NS-00036,INFY.NS,BUY,2024-07-02,1581.352048,31,entry_bb_breakout,,
INFY.NS-00036,INFY.NS,SELL,2024-07-16,1682.097617,31,exit_max_hold,3072.529166,6.267665
INFY.NS-00037,INFY.NS,BUY,2024-07-19,1749.042175,28,entry_bb_breakout,,
INFY.NS-00037,INFY.NS,SELL,2024-08-02,1774.824668,28,exit_max_hold,672.575676,1.373355
INFY.NS-00038,INFY.NS,BUY,2025-05-12,1605.12919,31,entry_bb_breakout,,
INFY.NS-00038,INFY.NS,SELL,2025-05-19,1537.38888,31,exit_atr_stop,-2148.658636,-4.31813
INFY.NS-00039,INFY.NS,BUY,2025-06-17,1640.719974,30,entry_bb_breakout,,
INFY.NS-00039,INFY.NS,SELL,2025-06-23,1583.208,30,exit_mean_reversion,-1773.718152,-3.603536
ICICIBANK.NS-00001,ICICIBANK.NS,BUY,2015-04-28,272.919992,183,entry_bb_breakout,,
ICICIBANK.NS-00001,ICICIBANK.NS,SELL,2015-05-06,260.385093,183,exit_mean_reversion,-2342.68393,-4.690588
ICICIBANK.NS-00002,ICICIBANK.NS,BUY,2016-04-21,214.930654,232,entry_bb_breakout,,
ICICIBANK.NS-00002,ICICIBANK.NS,SELL,2016-04-28,203.727614,232,exit_atr_stop,-2647.669584,-5.309791
ICICIBANK.NS-00003,ICICIBANK.NS,BUY,2016-06-07,215.822487,231,entry_bb_breakout,,
ICICIBANK.NS-00003,ICICIBANK.NS,SELL,2016-06-17,206.491536,231,exit_atr_stop,-2204.227063,-4.421276
ICICIBANK.NS-00004,ICICIBANK.NS,BUY,2016-09-06,236.387437,211,entry_bb_breakout,,
ICICIBANK.NS-00004,ICICIBANK.NS,SELL,2016-09-21,233.726432,211,exit_max_hold,-611.069158,-1.225134
ICICIBANK.NS-00005,ICICIBANK.NS,BUY,2017-02-01,243.582225,205,entry_bb_breakout,,
ICICIBANK.NS-00005,ICICIBANK.NS,SELL,2017-02-15,243.122229,205,exit_max_hold,-144.186481,-0.288752
ICICIBANK.NS-00006,ICICIBANK.NS,BUY,2017-05-04,258.145121,193,entry_bb_breakout,,
ICICIBANK.NS-00006,ICICIBANK.NS,SELL,2017-05-18,266.676776,193,exit_max_hold,1595.963954,3.203331
ICICIBANK.NS-00007,ICICIBANK.NS,BUY,2017-07-26,298.25214,167,entry_bb_breakout,,
ICICIBANK.NS-00007,ICICIBANK.NS,SELL,2017-07-28,284.321178,167,exit_mean_reversion,-2375.11556,-4.768532
ICICIBANK.NS-00008,ICICIBANK.NS,BUY,2017-10-25,293.783384,170,entry_bb_breakout,,
ICICIBANK.NS-00008,ICICIBANK.NS,SELL,2017-11-08,293.297736,170,exit_max_hold,-132.462169,-0.265226
ICICIBANK.NS-00009,ICICIBANK.NS,BUY,2018-05-08,297.24306,168,entry_bb_breakout,,
ICICIBANK.NS-00009,ICICIBANK.NS,SELL,2018-05-17,284.177207,168,exit_atr_stop,-2243.902678,-4.493482
ICICIBANK.NS-00010,ICICIBANK.NS,BUY,2018-08-09,320.019183,156,entry_bb_breakout,,
ICICIBANK.NS-00010,ICICIBANK.NS,SELL,2018-08-27,327.781828,156,exit_max_hold,1160.444192,2.324468
ICICIBANK.NS-00011,ICICIBANK.NS,BUY,2018-10-29,337.28025,148,entry_bb_breakout,,
ICICIBANK.NS-00011,ICICIBANK.NS,SELL,2018-11-13,348.033141,148,exit_max_hold,1540.714687,3.086524
ICICIBANK.NS-00012,ICICIBANK.NS,BUY,2019-01-08,366.963603,136,entry_bb_breakout,,
ICICIBANK.NS-00012,ICICIBANK.NS,SELL,2019-01-22,355.892552,136,exit_mean_reversion,-1554.817106,-3.115426
ICICIBANK.NS-00013,ICICIBANK.NS,BUY,2019-04-26,393.075315,127,entry_bb_breakout,,
ICICIBANK.NS-00013,ICICIBANK.NS,SELL,2019-05-02,381.447792,127,exit_mean_reversion,-1525.877719,-3.056611
ICICIBANK.NS-00014,ICICIBANK.NS,BUY,2019-05-24,416.773743,119,entry_bb_breakout,,
ICICIBANK.NS-00014,ICICIBANK.NS,SELL,2019-06-06,396.877359,119,exit_atr_stop,-2416.081897,-4.871518
ICICIBANK.NS-00015,ICICIBANK.NS,BUY,2019-09-23,431.87162,115,entry_bb_breakout,,
ICICIBANK.NS-00015,ICICIBANK.NS,SELL,2019-10-04,400.118749,115,exit_mean_reversion,-3699.419599,-7.44871
ICICIBANK.NS-00016,ICICIBANK.NS,BUY,2019-10-29,461.966219,108,entry_bb_breakout,,
ICICIBANK.NS-00016,ICICIBANK.NS,SELL,2019-11-13,469.576435,108,exit_max_hold,771.599962,1.54653
ICICIBANK.NS-00017,ICICIBANK.NS,BUY,2020-07-21,366.553821,136,entry_bb_breakout,,
ICICIBANK.NS-00017,ICICIBANK.NS,SELL,2020-07-27,346.563417,136,exit_mean_reversion,-2767.18689,-5.55088
ICICIBANK.NS-00018,ICICIBANK.NS,BUY,2020-08-28,396.454903,126,entry_bb_breakout,,
ICICIBANK.NS-00018,ICICIBANK.NS,SELL,2020-09-03,370.005945,126,exit_atr_stop,-3380.855839,-6.768031
ICICIBANK.NS-00019,ICICIBANK.NS,BUY,2020-10-09,388.519999,128,entry_bb_breakout,,
ICICIBANK.NS-00019,ICICIBANK.NS,SELL,2020-10-23,403.067195,128,exit_max_hold,1811.379486,3.642387
ICICIBANK.NS-00020,ICICIBANK.NS,BUY,2020-11-09,447.741429,111,entry_bb_breakout,,
ICICIBANK.NS-00020,ICICIBANK.NS,SELL,2020-11-23,452.659147,111,exit_max_hold,495.894499,0.99779
ICICIBANK.NS-00021,ICICIBANK.NS,BUY,2021-02-01,584.279848,85,entry_bb_breakout,,
ICICIBANK.NS-00021,ICICIBANK.NS,SELL,2021-02-15,651.510203,85,exit_max_hold,5662.059065,11.40078
ICICIBANK.NS-00022,ICICIBANK.NS,BUY,2021-04-28,601.262456,83,entry_bb_breakout,,
ICICIBANK.NS-00022,ICICIBANK.NS,SELL,2021-05-12,574.947185,83,exit_max_hold,-2232.980213,-4.474481
ICICIBANK.NS-00023,ICICIBANK.NS,BUY,2021-07-13,643.452974,77,entry_bb_breakout,,
ICICIBANK.NS-00023,ICICIBANK.NS,SELL,2021-07-20,620.527289,77,exit_mean_reversion,-1813.941041,-3.661134
ICICIBANK.NS-00024,ICICIBANK.NS,BUY,2021-08-04,693.571038,72,entry_bb_breakout,,
ICICIBANK.NS-00024,ICICIBANK.NS,SELL,2021-08-18,667.330535,72,exit_mean_reversion,-1938.308672,-3.881499
ICICIBANK.NS-00025,ICICIBANK.NS,BUY,2021-10-18,723.462625,69,entry_bb_breakout,,
ICICIBANK.NS-00025,ICICIBANK.NS,SELL,2021-11-01,779.408807,69,exit_max_hold,3808.43749,7.629246
ICICIBANK.NS-00026,ICICIBANK.NS,BUY,2022-01-05,764.806101,65,entry_bb_breakout,,
ICICIBANK.NS-00026,ICICIBANK.NS,SELL,2022-01-19,783.965548,65,exit_max_hold,1195.028982,2.403885
ICICIBANK.NS-00027,ICICIBANK.NS,BUY,2022-09-14,896.367149,55,entry_bb_breakout,,
ICICIBANK.NS-00027,ICICIBANK.NS,SELL,2022-09-23,860.504957,55,exit_mean_reversion,-2020.73454,-4.098837
ICICIBANK.NS-00028,ICICIBANK.NS,BUY,2022-11-29,924.339014,54,entry_bb_breakout,,
ICICIBANK.NS-00028,ICICIBANK.NS,SELL,2022-12-06,899.909195,54,exit_mean_reversion,-1368.464896,-2.741629
ICICIBANK.NS-00029,ICICIBANK.NS,BUY,2023-07-18,952.359609,52,entry_bb_breakout,,
ICICIBANK.NS-00029,ICICIBANK.NS,SELL,2023-08-01,970.037017,52,exit_max_hold,869.242897,1.755241
ICICIBANK.NS-00030,ICICIBANK.NS,BUY,2023-09-12,975.013508,51,entry_bb_breakout,,
ICICIBANK.NS-00030,ICICIBANK.NS,SELL,2023-09-21,943.357492,51,exit_mean_reversion,-1663.375287,-3.345103
ICICIBANK.NS-00031,ICICIBANK.NS,BUY,2023-12-04,975.702573,51,entry_bb_breakout,,
ICICIBANK.NS-00031,ICICIBANK.NS,SELL,2023-12-18,1004.474684,51,exit_max_hold,1416.883139,2.847386
ICICIBANK.NS-00032,ICICIBANK.NS,BUY,2024-01-23,1012.960817,49,entry_bb_breakout,,
ICICIBANK.NS-00032,ICICIBANK.NS,SELL,2024-02-07,1005.163061,49,exit_max_hold,-431.534105,-0.869414
ICICIBANK.NS-00033,ICICIBANK.NS,BUY,2024-03-01,1069.906268,46,entry_bb_breakout,,
ICICIBANK.NS-00033,ICICIBANK.NS,SELL,2024-03-18,1063.231546,46,exit_max_hold,-356.099373,-0.723548
ICICIBANK.NS-00034,ICICIBANK.NS,BUY,2024-04-29,1142.011028,43,entry_bb_breakout,,
ICICIBANK.NS-00034,ICICIBANK.NS,SELL,2024-05-08,1104.33696,43,exit_atr_stop,-1668.281413,-3.397274
ICICIBANK.NS-00035,ICICIBANK.NS,BUY,2024-06-25,1179.220053,42,entry_bb_breakout,,
ICICIBANK.NS-00035,ICICIBANK.NS,SELL,2024-07-09,1227.505447,42,exit_max_hold,1977.44533,3.992642
ICICIBANK.NS-00036,ICICIBANK.NS,BUY,2024-08-27,1217.568319,41,entry_bb_breakout,,
ICICIBANK.NS-00036,ICICIBANK.NS,SELL,2024-09-10,1227.212137,41,exit_max_hold,345.278538,0.69166
ICICIBANK.NS-00037,ICICIBANK.NS,BUY,2024-12-05,1326.929613,37,entry_bb_breakout,,
ICICIBANK.NS-00037,ICICIBANK.NS,SELL,2024-12-19,1276.407742,37,exit_mean_reversion,-1917.470976,-3.905523
ICICIBANK.NS-00038,ICICIBANK.NS,BUY,2025-03-19,1303.697055,38,entry_bb_breakout,,
ICICIBANK.NS-00038,ICICIBANK.NS,SELL,2025-04-03,1318.710066,38,exit_max_hold,520.668687,1.050996
ICICIBANK.NS-00039,ICICIBANK.NS,BUY,2025-07-21,1455.303704,34,entry_bb_breakout,,
ICICIBANK.NS-00039,ICICIBANK.NS,SELL,2025-08-04,1451.270218,34,exit_max_hold,-186.550298,-0.377019
