trades,win_rate_pct,payoff_ratio,expectancy_pct,avg_trade_days,profit_factor,cagr_pct,mdd_pct,calmar,sharpe,sortino,exposure_pct,trading_days,up_capture_pct,down_capture_pct,years,trades_per_year,roundtrip_turnover_per_year
196,49.48979591836735,1.0086053427830475,-0.020215517716037912,8.290816326530612,0.9853435761997792,-3.7882845053280434,44.85993583787058,-0.0844469443518461,-0.6028008357784972,-0.3624836367250194,43.95522388059702,2680,1.5831391598722415,17.776264734694188,10.269678302532512,19.085310583844308,38.170621167688616
