trade_id,ticker,entry_time,entry_price,exit_time,exit_price,shares,days_held,exit_reason,fees_inr,gross_pnl_inr,net_pnl_inr,net_pnl_pct
ICICIBANK.NS-00012,ICICIBANK.NS,2019-01-08,366.963603,2019-01-22,355.892552,136,10,exit_mean_reversion,49.154218,-1505.662888,-1554.817106,-3.115426
ICICIBANK.NS-00013,ICICIBANK.NS,2019-04-26,393.075315,2019-05-02,381.447792,127,2,exit_mean_reversion,49.182217,-1476.695502,-1525.877719,-3.056611
ICICIBANK.NS-00014,ICICIBANK.NS,2019-05-24,416.773743,2019-06-06,396.877359,119,8,exit_atr_stop,48.412241,-2367.669656,-2416.081897,-4.871518
ICICIBANK.NS-00015,ICICIBANK.NS,2019-09-23,431.87162,2019-10-04,400.118749,115,8,exit_mean_reversion,47.839446,-3651.580153,-3699.419599,-7.44871
ICICIBANK.NS-00016,ICICIBANK.NS,2019-10-29,461.966219,2019-11-13,469.576435,108,10,exit_max_hold,50.303303,821.903266,771.599962,1.54653
ICICIBANK.NS-00017,ICICIBANK.NS,2020-07-21,366.553821,2020-07-27,346.563417,136,4,exit_mean_reversion,48.491972,-2718.694918,-2767.18689,-5.55088
ICICIBANK.NS-00018,ICICIBANK.NS,2020-08-28,396.454903,2020-09-03,370.005945,126,4,exit_atr_stop,48.287033,-3332.568805,-3380.855839,-6.768031
ICICIBANK.NS-00019,ICICIBANK.NS,2020-10-09,388.519999,2020-10-23,403.067195,128,10,exit_max_hold,50.66158,1862.041066,1811.379486,3.642387
ICICIBANK.NS-00020,ICICIBANK.NS,2020-11-09,447.741429,2020-11-23,452.659147,111,10,exit_max_hold,49.972232,545.86673,495.894499,0.99779
ICICIBANK.NS-00021,ICICIBANK.NS,2021-02-01,584.279848,2021-02-15,651.510203,85,10,exit_max_hold,52.521077,5714.580142,5662.059065,11.40078
ICICIBANK.NS-00022,ICICIBANK.NS,2021-04-28,601.262456,2021-05-12,574.947185,83,10,exit_max_hold,48.8127,-2184.167513,-2232.980213,-4.474481
ICICIBANK.NS-00023,ICICIBANK.NS,2021-07-13,643.452974,2021-07-20,620.527289,77,5,exit_mean_reversion,48.66324,-1765.277801,-1813.941041,-3.661134
ICICIBANK.NS-00024,ICICIBANK.NS,2021-08-04,693.571038,2021-08-18,667.330535,72,10,exit_mean_reversion,48.992457,-1889.316215,-1938.308672,-3.881499
ICICIBANK.NS-00025,ICICIBANK.NS,2021-10-18,723.462625,2021-11-01,779.408807,69,10,exit_max_hold,51.849064,3860.286554,3808.43749,7.629246
ICICIBANK.NS-00026,ICICIBANK.NS,2022-01-05,764.806101,2022-01-19,783.965548,65,10,exit_max_hold,50.335079,1245.36406,1195.028982,2.403885
ICICIBANK.NS-00027,ICICIBANK.NS,2022-09-14,896.367149,2022-09-23,860.504957,55,7,exit_mean_reversion,48.313983,-1972.420558,-2020.73454,-4.098837
ICICIBANK.NS-00028,ICICIBANK.NS,2022-11-29,924.339014,2022-12-06,899.909195,54,5,exit_mean_reversion,49.254702,-1319.210195,-1368.464896,-2.741629
ICICIBANK.NS-00029,ICICIBANK.NS,2023-07-18,952.359609,2023-08-01,970.037017,52,10,exit_max_hold,49.982312,919.225209,869.242897,1.755241
ICICIBANK.NS-00030,ICICIBANK.NS,2023-09-12,975.013508,2023-09-21,943.357492,51,6,exit_mean_reversion,48.918461,-1614.456826,-1663.375287,-3.345103
ICICIBANK.NS-00031,ICICIBANK.NS,2023-12-04,975.702573,2023-12-18,1004.474684,51,10,exit_max_hold,50.49452,1467.377659,1416.883139,2.847386
ICICIBANK.NS-00032,ICICIBANK.NS,2024-01-23,1012.960817,2024-02-07,1005.163061,49,10,exit_max_hold,49.444035,-382.09007,-431.534105,-0.869414
ICICIBANK.NS-00033,ICICIBANK.NS,2024-03-01,1069.906268,2024-03-18,1063.231546,46,10,exit_max_hold,49.06217,-307.037203,-356.099373,-0.723548
ICICIBANK.NS-00034,ICICIBANK.NS,2024-04-29,1142.011028,2024-05-08,1104.33696,43,6,exit_atr_stop,48.296482,-1619.984932,-1668.281413,-3.397274
ICICIBANK.NS-00035,ICICIBANK.NS,2024-06-25,1179.220053,2024-07-09,1227.505447,42,10,exit_max_hold,50.541235,2027.986565,1977.44533,3.992642
ICICIBANK.NS-00036,ICICIBANK.NS,2024-08-27,1217.568319,2024-09-10,1227.212137,41,10,exit_max_hold,50.117999,395.396538,345.278538,0.69166
ICICIBANK.NS-00037,ICICIBANK.NS,2024-12-05,1326.929613,2024-12-19,1276.407742,37,10,exit_mean_reversion,48.161741,-1869.309235,-1917.470976,-3.905523
ICICIBANK.NS-00038,ICICIBANK.NS,2025-03-19,1303.697055,2025-04-03,1318.710066,38,10,exit_max_hold,49.825735,570.494422,520.668687,1.050996
ICICIBANK.NS-00039,ICICIBANK.NS,2025-07-21,1455.303704,2025-08-04,1451.270218,34,10,exit_max_hold,49.411757,-137.138541,-186.550298,-0.377019
