date,strategy_daily_ret,strategy_equity
2015-04-28,0.0,1.0
2015-04-29,-0.00956231056523571,0.9904376894347643
2015-04-30,-0.00956231056523571,0.9809668166528746
2015-05-01,-0.00956231056523571,0.9715865072978491
2015-05-04,-0.00956231056523571,0.9622958953740745
2015-05-05,-0.00956231056523571,0.9530941231668559
2015-05-06,-0.00956231056523571,0.9439803411632335
2015-05-07,0.0,0.9439803411632335
2015-05-08,0.0,0.9439803411632335
2015-05-11,0.0,0.9439803411632335
2015-05-12,0.0,0.9439803411632335
2015-05-13,0.0,0.9439803411632335
2015-05-14,0.0,0.9439803411632335
2015-05-15,0.0,0.9439803411632335
2015-05-18,0.0,0.9439803411632335
2015-05-19,0.0,0.9439803411632335
2015-05-20,0.0,0.9439803411632335
2015-05-21,0.0,0.9439803411632335
2015-05-22,0.0,0.9439803411632335
2015-05-25,-0.0008939244054353424,0.9431364940980165
2015-05-26,-0.0008939244054353424,0.9422934013682855
2015-05-27,-0.0008939244054353424,0.9414510622997218
2015-05-28,-0.0008939244054353424,0.940609476218609
2015-05-29,-0.0008939244054353424,0.9397686424518334
2015-06-01,-0.0008939244054353424,0.9389285603268829
2015-06-02,-0.0008939244054353424,0.9380892291718465
2015-06-03,-0.0008939244054353424,0.9372506483154137
2015-06-04,-0.0008939244054353424,0.9364128170868745
2015-06-05,-0.0008939244054353424,0.9355757348161181
2015-06-08,0.0,0.9355757348161181
2015-06-09,0.0,0.9355757348161181
2015-06-10,0.0,0.9355757348161181
2015-06-11,0.0,0.9355757348161181
2015-06-12,0.0,0.9355757348161181
2015-06-15,0.0,0.9355757348161181
2015-06-16,0.0,0.9355757348161181
2015-06-17,0.0,0.9355757348161181
2015-06-18,0.0075232939909561924,0.9426143461199447
2015-06-19,0.0075232939909561924,0.949705910965898
2015-06-22,0.0075232939909561924,0.9568508277390433
2015-06-23,0.0075232939909561924,0.9640494978216139
2015-06-24,0.0075232939909561924,0.9713023256155595
2015-06-25,0.0075232939909561924,0.9786097185652648
2015-06-26,0.004459979501948874,0.9829742978504739
2015-06-29,0.004459979501948874,0.9873583430698295
2015-06-30,0.004459979501948874,0.9917619410409991
2015-07-01,0.004459979501948874,0.9961851789688551
2015-07-02,0.0013966650129415559,0.9975765159547317
2015-07-03,0.0013966650129415559,0.9989697961722979
2015-07-06,0.0013966650129415559,1.000365022335597
2015-07-07,0.0013966650129415559,1.0017621971624637
2015-07-08,0.0013966650129415559,1.003161323374528
2015-07-09,0.0013966650129415559,1.0045624036972214
2015-07-10,0.0,1.0045624036972214
2015-07-13,0.0,1.0045624036972214
2015-07-14,0.0,1.0045624036972214
2015-07-15,0.0,1.0045624036972214
2015-07-16,0.0,1.0045624036972214
2015-07-17,0.0,1.0045624036972214
2015-07-20,0.0,1.0045624036972214
2015-07-21,0.0,1.0045624036972214
2015-07-22,-0.01131335267639233,0.9931974349387503
2015-07-23,-0.01324170522338608,0.9800458072766682
2015-07-24,-0.01324170522338608,0.9670683295912952
2015-07-27,-0.01324170522338608,0.9542626958399749
2015-07-28,0.0,0.9542626958399749
2015-07-29,0.0,0.9542626958399749
2015-07-30,0.0,0.9542626958399749
2015-07-31,0.0,0.9542626958399749
2015-08-03,0.0,0.9542626958399749
2015-08-04,0.0,0.9542626958399749
2015-08-05,0.0,0.9542626958399749
2015-08-06,0.0,0.9542626958399749
2015-08-07,0.0,0.9542626958399749
2015-08-10,0.0,0.9542626958399749
2015-08-11,0.0,0.9542626958399749
2015-08-12,-0.0013175168200674214,0.9530054386874429
2015-08-13,-0.0013175168200674214,0.9517498379923565
2015-08-14,-0.0013175168200674214,0.9504958915723051
2015-08-17,-0.0013175168200674214,0.9492435972477535
2015-08-18,-0.0013175168200674214,0.9479929528420383
2015-08-19,-0.0013175168200674214,0.9467439561813635
2015-08-20,-0.0013175168200674214,0.9454966050947974
2015-08-21,-0.0013175168200674214,0.9442508974142684
2015-08-24,-0.0013175168200674214,0.9430068309745613
2015-08-25,0.0,0.9430068309745613
2015-08-26,0.0,0.9430068309745613
2015-08-27,0.0,0.9430068309745613
2015-08-28,0.0,0.9430068309745613
2015-08-31,0.0,0.9430068309745613
2015-09-01,0.0,0.9430068309745613
2015-09-02,0.0,0.9430068309745613
2015-09-03,0.0,0.9430068309745613
2015-09-04,0.0,0.9430068309745613
2015-09-07,0.0,0.9430068309745613
2015-09-08,0.0,0.9430068309745613
2015-09-09,0.0,0.9430068309745613
2015-09-10,0.0,0.9430068309745613
2015-09-11,0.0,0.9430068309745613
2015-09-14,0.0,0.9430068309745613
2015-09-15,0.0,0.9430068309745613
2015-09-16,0.0,0.9430068309745613
2015-09-17,0.0,0.9430068309745613
2015-09-18,0.0,0.9430068309745613
2015-09-21,0.0,0.9430068309745613
2015-09-22,0.0,0.9430068309745613
2015-09-23,0.0,0.9430068309745613
2015-09-24,0.0,0.9430068309745613
2015-09-25,0.0,0.9430068309745613
2015-09-28,0.0,0.9430068309745613
2015-09-29,0.0,0.9430068309745613
2015-09-30,0.0,0.9430068309745613
2015-10-01,-0.005158572978343989,0.9381422614179021
2015-10-02,-0.00661317739405326,0.9319381602222873
2015-10-05,-0.00661317739405326,0.9257750878484498
2015-10-06,-0.004492174185419325,0.9216163448973126
2015-10-07,-0.004492174185419325,0.9174762837439043
2015-10-08,-0.004492174185419325,0.9133548204663354
2015-10-09,-0.004492174185419325,0.9092518715197082
2015-10-12,-0.004492174185419325,0.9051673537344231
2015-10-13,-0.004158974788956993,0.9014027855304547
2015-10-14,-0.004158974788956993,0.8976538740707379
2015-10-15,-0.0002501677681514547,0.8974293100044891
2015-10-16,-0.0002501677681514547,0.8972048021169315
2015-10-19,-0.0002501677681514547,0.8969803503940111
2015-10-20,0.0001833806686430961,0.8971448392504261
2015-10-21,0.0001833806686430961,0.8973093582709175
2015-10-22,0.0001833806686430961,0.897473907461017
2015-10-23,0.0001833806686430961,0.8976384868262569
2015-10-26,0.0001833806686430961,0.8978030963721709
2015-10-27,0.0001833806686430961,0.8979677361042935
2015-10-28,0.0001833806686430961,0.8981324060281602
2015-10-29,0.0001833806686430961,0.8982971061493077
2015-10-30,0.0001833806686430961,0.8984618364732735
2015-11-02,0.0001833806686430961,0.8986265970055962
2015-11-03,0.0001833806686430961,0.8987913877518156
2015-11-04,0.0,0.8987913877518156
2015-11-05,0.0,0.8987913877518156
2015-11-06,0.0,0.8987913877518156
2015-11-09,0.0,0.8987913877518156
2015-11-10,0.0,0.8987913877518156
2015-11-11,0.0,0.8987913877518156
2015-11-12,0.0,0.8987913877518156
2015-11-13,0.0,0.8987913877518156
2015-11-16,0.0,0.8987913877518156
2015-11-17,0.0,0.8987913877518156
2015-11-18,0.0,0.8987913877518156
2015-11-19,0.0,0.8987913877518156
2015-11-20,0.0,0.8987913877518156
2015-11-23,0.0,0.8987913877518156
2015-11-24,0.0,0.8987913877518156
2015-11-25,0.0,0.8987913877518156
2015-11-26,0.0,0.8987913877518156
2015-11-27,-0.005661476935089338,0.8937029010406017
2015-11-30,-0.005661476935089338,0.8886432226795379
2015-12-01,-0.005661476935089338,0.8836121895708142
2015-12-02,-0.005661476935089338,0.8786096395399953
2015-12-03,-0.005661476935089338,0.8736354113307925
2015-12-04,-0.005661476935089338,0.8686893445998659
2015-12-07,-0.005661476935089338,0.8637712799116559
2015-12-08,0.0,0.8637712799116559
2015-12-09,0.0,0.8637712799116559
2015-12-10,0.0,0.8637712799116559
2015-12-11,0.0,0.8637712799116559
2015-12-14,0.0,0.8637712799116559
2015-12-15,0.0,0.8637712799116559
2015-12-16,0.0,0.8637712799116559
2015-12-17,0.0,0.8637712799116559
2015-12-18,0.0,0.8637712799116559
2015-12-21,0.0,0.8637712799116559
2015-12-22,0.0,0.8637712799116559
2015-12-23,0.0,0.8637712799116559
2015-12-24,0.0,0.8637712799116559
2015-12-25,0.0,0.8637712799116559
2015-12-28,0.0,0.8637712799116559
2015-12-29,0.0,0.8637712799116559
2015-12-30,0.0,0.8637712799116559
2015-12-31,0.0,0.8637712799116559
2016-01-01,0.0,0.8637712799116559
2016-01-04,0.0,0.8637712799116559
2016-01-05,0.0,0.8637712799116559
2016-01-06,0.0,0.8637712799116559
2016-01-07,0.0,0.8637712799116559
2016-01-08,0.0,0.8637712799116559
2016-01-11,0.0,0.8637712799116559
2016-01-12,0.0,0.8637712799116559
2016-01-13,0.0,0.8637712799116559
2016-01-14,0.0,0.8637712799116559
2016-01-15,0.0025812391104076404,0.8660008801218108
2016-01-18,0.0025812391104076404,0.8682362354632286
2016-01-19,0.0025812391104076404,0.8704773607912794
2016-01-20,0.0025812391104076404,0.8727242709996782
2016-01-21,0.0025812391104076404,0.8749769810205845
2016-01-22,0.0025812391104076404,0.8772355058247012
2016-01-25,0.0025812391104076404,0.8794998604213742
2016-01-26,0.0025812391104076404,0.881770059858692
2016-01-27,0.0025812391104076404,0.8840461192235857
2016-01-28,0.0025812391104076404,0.8863280536419297
2016-01-29,0.0025812391104076404,0.8886158782786417
2016-02-01,0.0,0.8886158782786417
2016-02-02,0.0,0.8886158782786417
2016-02-03,0.0,0.8886158782786417
2016-02-04,0.0,0.8886158782786417
2016-02-05,0.0,0.8886158782786417
2016-02-08,0.0,0.8886158782786417
2016-02-09,0.0,0.8886158782786417
2016-02-10,0.0,0.8886158782786417
2016-02-11,0.0,0.8886158782786417
2016-02-12,0.0,0.8886158782786417
2016-02-15,0.0,0.8886158782786417
2016-02-16,0.0,0.8886158782786417
2016-02-17,0.0,0.8886158782786417
2016-02-18,0.0,0.8886158782786417
2016-02-19,0.0,0.8886158782786417
2016-02-22,0.0,0.8886158782786417
2016-02-23,0.0,0.8886158782786417
2016-02-24,0.0,0.8886158782786417
2016-02-25,0.0,0.8886158782786417
2016-02-26,0.0,0.8886158782786417
2016-02-29,0.0,0.8886158782786417
2016-03-01,0.0,0.8886158782786417
2016-03-02,0.0,0.8886158782786417
2016-03-03,0.0,0.8886158782786417
2016-03-04,0.0,0.8886158782786417
2016-03-07,0.0,0.8886158782786417
2016-03-08,0.0,0.8886158782786417
2016-03-09,0.0,0.8886158782786417
2016-03-10,0.0,0.8886158782786417
2016-03-11,0.0,0.8886158782786417
2016-03-14,0.0,0.8886158782786417
2016-03-15,0.0,0.8886158782786417
2016-03-16,0.0,0.8886158782786417
2016-03-17,0.0,0.8886158782786417
2016-03-18,0.0,0.8886158782786417
2016-03-21,0.0,0.8886158782786417
2016-03-22,0.0,0.8886158782786417
2016-03-23,0.0,0.8886158782786417
2016-03-24,0.0,0.8886158782786417
2016-03-25,0.0,0.8886158782786417
2016-03-28,0.0,0.8886158782786417
2016-03-29,0.0,0.8886158782786417
2016-03-30,0.0,0.8886158782786417
2016-03-31,0.0,0.8886158782786417
2016-04-01,0.0,0.8886158782786417
2016-04-04,0.0,0.8886158782786417
2016-04-05,0.0,0.8886158782786417
2016-04-06,0.0,0.8886158782786417
2016-04-07,0.0,0.8886158782786417
2016-04-08,0.0,0.8886158782786417
2016-04-11,0.0,0.8886158782786417
2016-04-12,0.0,0.8886158782786417
2016-04-13,0.0,0.8886158782786417
2016-04-14,0.0,0.8886158782786417
2016-04-15,0.0,0.8886158782786417
2016-04-18,0.0,0.8886158782786417
2016-04-19,0.0,0.8886158782786417
2016-04-20,0.0,0.8886158782786417
2016-04-21,0.0,0.8886158782786417
2016-04-22,-0.01085259752253842,0.8789720877995466
2016-04-25,-0.01085259752253842,0.8694329574971128
2016-04-26,-0.01085259752253842,0.8599973515365664
2016-04-27,-0.004149281836593244,0.8564289801463174
2016-04-28,-0.004149281836593244,0.8528754149346642
2016-04-29,0.0025540338493519332,0.8550536876136875
2016-05-02,0.0025540338493519332,0.857237523674866
2016-05-03,0.0025540338493519332,0.8594269373272663
2016-05-04,0.0025540338493519332,0.8616219428162449
2016-05-05,0.0025540338493519332,0.863822554423542
2016-05-06,0.0025540338493519332,0.8660287864673735
2016-05-09,0.0025540338493519332,0.8682406533025243
2016-05-10,0.0025540338493519332,0.8704581693204424
2016-05-11,0.0,0.8704581693204424
2016-05-12,0.0,0.8704581693204424
2016-05-13,0.0,0.8704581693204424
2016-05-16,0.0,0.8704581693204424
2016-05-17,0.0,0.8704581693204424
2016-05-18,0.0,0.8704581693204424
2016-05-19,0.0,0.8704581693204424
2016-05-20,0.0,0.8704581693204424
2016-05-23,0.0,0.8704581693204424
2016-05-24,0.0,0.8704581693204424
2016-05-25,0.0,0.8704581693204424
2016-05-26,0.0,0.8704581693204424
2016-05-27,0.0,0.8704581693204424
2016-05-30,0.0,0.8704581693204424
2016-05-31,0.0,0.8704581693204424
2016-06-01,0.0,0.8704581693204424
2016-06-02,-0.0031336365008340916,0.8677304698286107
2016-06-03,-0.0031336365008340916,0.8650113179554698
2016-06-06,-0.0031336365008340916,0.8623006869158899
2016-06-07,-0.0031336365008340916,0.8595985500086759
2016-06-08,-0.0043850922519713675,0.855829131067227
2016-06-09,-0.0043850922519713675,0.8520762413755727
2016-06-10,-0.0043850922519713675,0.8483398084514278
2016-06-13,-0.0043850922519713675,0.8446197601303486
2016-06-14,-0.0056365480031086435,0.8398590203079997
2016-06-15,-0.0056365480031086435,0.8351251146241899
2016-06-16,-0.0056365480031086435,0.8304178918270091
2016-06-17,-0.0056365480031086435,0.8257372015170859
2016-06-20,0.0,0.8257372015170859
2016-06-21,0.0,0.8257372015170859
2016-06-22,0.0,0.8257372015170859
2016-06-23,0.0,0.8257372015170859
2016-06-24,0.0,0.8257372015170859
2016-06-27,0.0,0.8257372015170859
2016-06-28,0.0,0.8257372015170859
2016-06-29,0.0,0.8257372015170859
2016-06-30,0.002510731328662752,0.8278104057781771
2016-07-01,0.002510731328662752,0.8298888152981574
2016-07-04,0.002510731328662752,0.8319724431460332
2016-07-05,0.002510731328662752,0.8340613024236241
2016-07-06,0.002510731328662752,0.8361554062656443
2016-07-07,0.002510731328662752,0.8382547678397863
2016-07-08,0.002510731328662752,0.8403594003468026
2016-07-11,0.002510731328662752,0.8424693170205896
2016-07-12,0.002510731328662752,0.8445845311282703
2016-07-13,0.002510731328662752,0.8467050559702779
2016-07-14,0.002510731328662752,0.8488309048804397
2016-07-15,0.0,0.8488309048804397
2016-07-18,0.0016241000435441855,0.8502094911900177
2016-07-19,0.0016241000435441855,0.851590316461681
2016-07-20,0.0016241000435441855,0.8529733843317283
2016-07-21,0.0016241000435441855,0.8543586984423635
2016-07-22,0.0016241000435441855,0.855746262441706
2016-07-25,0.0016241000435441855,0.8571360799838004
2016-07-26,0.0016241000435441855,0.8585281547286253
2016-07-27,0.0016241000435441855,0.859922490342104
2016-07-28,0.0016241000435441855,0.8613190904961132
2016-07-29,0.0024165847013342123,0.8634005410331732
2016-08-01,0.003209069359124239,0.8661712532540541
2016-08-02,0.003209069359124239,0.868950856882626
2016-08-03,0.003209069359124239,0.8717393804520328
2016-08-04,0.003209069359124239,0.8745368525869833
2016-08-05,0.003209069359124239,0.8773433020040452
2016-08-08,0.003209069359124239,0.8801587575119393
2016-08-09,0.003209069359124239,0.8829832480118357
2016-08-10,0.003209069359124239,0.8858168024976505
2016-08-11,0.003209069359124239,0.8886594500563431
2016-08-12,0.0,0.8886594500563431
2016-08-15,0.0,0.8886594500563431
2016-08-16,0.0,0.8886594500563431
2016-08-17,0.0,0.8886594500563431
2016-08-18,0.0,0.8886594500563431
2016-08-19,0.0,0.8886594500563431
2016-08-22,0.0,0.8886594500563431
2016-08-23,0.0,0.8886594500563431
2016-08-24,0.0,0.8886594500563431
2016-08-25,-0.0069662959738880925,0.8824687853072579
2016-08-26,-0.0069662959738880925,0.87632124656109
2016-08-29,-0.0069662959738880925,0.8702165333893389
2016-08-30,-0.011093341032866633,0.860562924612012
2016-08-31,-0.0052166884615485465,0.8560736359327521
2016-09-01,-0.0052166884615485465,0.8516077664739458
2016-09-02,-0.0052166884615485465,0.847165194064816
2016-09-05,0.0006599641097695397,0.8477242926879448
2016-09-06,0.0006599641097695397,0.8482837602960986
2016-09-07,-0.00028598842154387016,0.8480411609624703
2016-09-08,-0.00028598842154387016,0.8477986310094424
2016-09-09,-0.00028598842154387016,0.847556170417173
2016-09-12,-0.00028598842154387016,0.8473137791658257
2016-09-13,-0.00028598842154387016,0.8470714572355698
