date,ticker,direction,entry_time,entry_price,qty,sl_price_initial,tp_price,sl_trailing_enabled,trail_rupees,exit_time,exit_price,gross_pnl,charges,net_pnl,exit_reason,buy_turnover,sell_turnover,cash_capital,leverage,notional_at_entry
2025-10-07,GRASIM.NS,long,2025-10-07T11:55:00+05:30,2803.8,178,2786.95,2837.51,True,500.0,2025-10-07T11:55:00+05:30,2801.69,-375.41,224.17,-599.58,SL-TRAIL,499076.41,498701.0,100000.0,5.0,499076.41
2025-10-07,LT.NS,long,2025-10-07T13:55:00+05:30,3744.7,133,3722.14,3789.81,True,500.0,2025-10-07T14:00:00+05:30,3741.24,-460.09,223.78,-683.87,SL-TRAIL,498045.09,497585.0,100000.0,5.0,498045.09
2025-10-07,NESTLEIND.NS,long,2025-10-07T11:55:00+05:30,1180.2,423,1173.11,1194.38,True,500.0,2025-10-07T12:00:00+05:30,1180.72,219.13,224.39,-5.26,SL-TRAIL,499224.58,499443.71,100000.0,5.0,499224.58
2025-10-07,ONGC.NS,long,2025-10-07T14:15:00+05:30,245.64,2035,244.17,248.59,True,500.0,2025-10-07T14:15:00+05:30,245.5,-276.15,224.48,-500.63,SL-TRAIL,499877.4,499601.25,100000.0,5.0,499877.4
2025-10-07,SHRIRAMFIN.NS,long,2025-10-07T13:50:00+05:30,668.6,747,664.58,676.63,True,500.0,2025-10-07T13:50:00+05:30,668.83,172.32,224.46,-52.14,SL-TRAIL,499444.18,499616.5,100000.0,5.0,499444.18
2025-10-07,SUNPHARMA.NS,long,2025-10-07T13:00:00+05:30,1650.0,303,1640.1,1669.8,True,500.0,2025-10-07T13:00:00+05:30,1649.75,-75.79,224.57,-300.36,SL-TRAIL,499950.0,499874.21,100000.0,5.0,499950.0
2025-10-07,TECHM.NS,long,2025-10-07T13:10:00+05:30,1433.9,348,1425.28,1451.14,True,500.0,2025-10-07T13:10:00+05:30,1432.96,-326.0,224.16,-550.16,SL-TRAIL,498997.21,498671.21,100000.0,5.0,498997.21
2025-10-08,BAJFINANCE.NS,long,2025-10-08T12:35:00+05:30,1020.15,490,1014.03,1032.39,True,500.0,2025-10-08T12:35:00+05:30,1020.58,210.48,224.62,-14.15,SL-TRAIL,499873.51,500083.99,100000.0,5.0,499873.51
2025-10-08,HDFCBANK.NS,long,2025-10-08T13:45:00+05:30,982.25,509,976.36,994.04,True,500.0,2025-10-08T13:45:00+05:30,982.37,59.89,224.61,-164.72,SL-TRAIL,499965.25,500025.14,100000.0,5.0,499965.25
2025-10-08,ICICIBANK.NS,long,2025-10-08T09:55:00+05:30,1375.0,363,1366.74,1391.53,True,500.0,2025-10-08T09:55:00+05:30,1376.12,407.5,224.41,183.09,SL-TRAIL,499125.0,499532.5,100000.0,5.0,499125.0
2025-10-08,INDIGO.NS,long,2025-10-08T13:55:00+05:30,5655.5,88,5621.41,5723.68,True,500.0,2025-10-08T13:55:00+05:30,5656.32,72.0,223.8,-151.8,SL-TRAIL,497684.0,497756.0,100000.0,5.0,497684.0
2025-10-08,ITC.NS,long,2025-10-08T10:05:00+05:30,400.45,1248,398.05,405.26,True,500.0,2025-10-08T10:05:00+05:30,400.8,436.0,224.65,211.35,SL-TRAIL,499761.62,500197.62,100000.0,5.0,499761.62
2025-10-09,ADANIPORTS.NS,long,2025-10-09T13:05:00+05:30,1395.0,358,1386.62,1411.76,True,500.0,2025-10-09T13:15:00+05:30,1395.1,37.0,224.41,-187.41,SL-TRAIL,499410.0,499447.0,100000.0,5.0,499410.0
2025-10-09,ASIANPAINT.NS,long,2025-10-09T14:45:00+05:30,2332.3,214,2318.28,2360.34,True,500.0,2025-10-09T14:45:00+05:30,2332.16,-29.21,224.28,-253.49,SL-TRAIL,499112.21,499083.0,100000.0,5.0,499112.21
2025-10-09,BAJAJ-AUTO.NS,long,2025-10-09T12:10:00+05:30,8791.5,56,8737.93,8898.64,True,500.0,2025-10-09T12:10:00+05:30,8788.07,-192.0,221.83,-413.83,SL-TRAIL,492324.0,492132.0,100000.0,5.0,492324.0
2025-10-09,BAJAJFINSV.NS,long,2025-10-09T13:50:00+05:30,2014.8,248,2002.7,2038.99,True,500.0,2025-10-09T13:50:00+05:30,2014.98,45.59,224.5,-178.91,SL-TRAIL,499670.41,499716.0,100000.0,5.0,499670.41
2025-10-09,BAJFINANCE.NS,long,2025-10-09T10:55:00+05:30,1023.05,488,1016.9,1035.35,True,500.0,2025-10-09T10:55:00+05:30,1024.28,598.03,224.51,373.52,SL-TRAIL,499248.39,499846.42,100000.0,5.0,499248.39
2025-10-09,BHARTIARTL.NS,long,2025-10-09T11:10:00+05:30,1944.6,257,1932.93,1967.95,True,500.0,2025-10-09T11:10:00+05:30,1944.05,-140.19,224.48,-364.68,SL-TRAIL,499762.19,499622.0,100000.0,5.0,499762.19
2025-10-09,COALINDIA.NS,long,2025-10-09T10:45:00+05:30,383.05,1305,380.75,387.65,True,500.0,2025-10-09T10:45:00+05:30,382.87,-238.98,224.49,-463.48,SL-TRAIL,499880.23,499641.25,100000.0,5.0,499880.23
2025-10-09,EICHERMOT.NS,long,2025-10-09T11:10:00+05:30,6932.0,72,6890.33,7015.33,True,500.0,2025-10-09T11:10:00+05:30,6951.06,1372.0,224.68,1147.32,SL-TRAIL,499104.0,500476.0,100000.0,5.0,499104.0
2025-10-09,ICICIBANK.NS,long,2025-10-09T09:55:00+05:30,1369.3,365,1361.08,1385.74,True,500.0,2025-10-09T09:55:00+05:30,1368.43,-317.5,224.44,-541.94,SL-TRAIL,499794.52,499477.02,100000.0,5.0,499794.52
2025-10-09,INDIGO.NS,long,2025-10-09T09:55:00+05:30,5633.5,88,5599.41,5701.68,True,500.0,2025-10-09T09:55:00+05:30,5645.32,1040.0,223.4,816.6,SL-TRAIL,495748.0,496788.0,100000.0,5.0,495748.0
2025-10-09,ITC.NS,long,2025-10-09T10:00:00+05:30,399.9,1250,397.5,404.7,True,500.0,2025-10-09T10:05:00+05:30,400.2,375.02,224.67,150.35,SL-TRAIL,499874.99,500250.01,100000.0,5.0,499874.99
2025-10-09,JIOFIN.NS,long,2025-10-09T10:10:00+05:30,306.0,1633,304.16,309.67,True,500.0,2025-10-09T10:10:00+05:30,305.89,-173.38,224.45,-397.83,SL-TRAIL,499698.0,499524.62,100000.0,5.0,499698.0
2025-10-09,M&M.NS,long,2025-10-09T13:10:00+05:30,3442.0,145,3421.31,3483.38,True,500.0,2025-10-09T13:15:00+05:30,3442.55,80.0,224.31,-144.31,SL-TRAIL,499090.0,499170.0,100000.0,5.0,499090.0
2025-10-09,NTPC.NS,long,2025-10-09T11:35:00+05:30,334.25,1495,332.24,338.26,True,500.0,2025-10-09T11:35:00+05:30,334.47,322.23,224.59,97.64,SL-TRAIL,499703.75,500025.98,100000.0,5.0,499703.75
2025-10-09,ONGC.NS,long,2025-10-09T10:55:00+05:30,242.86,2058,241.4,245.78,True,500.0,2025-10-09T10:55:00+05:30,242.76,-211.88,224.48,-436.36,SL-TRAIL,499805.88,499594.0,100000.0,5.0,499805.88
2025-10-09,POWERGRID.NS,long,2025-10-09T12:00:00+05:30,286.05,1747,284.33,289.48,True,500.0,2025-10-09T12:00:00+05:30,285.96,-150.58,224.47,-375.05,SL-TRAIL,499729.33,499578.75,100000.0,5.0,499729.33
2025-10-09,RELIANCE.NS,long,2025-10-09T12:45:00+05:30,1374.0,363,1365.74,1390.53,True,500.0,2025-10-09T12:45:00+05:30,1373.62,-137.0,224.13,-361.13,SL-TRAIL,498762.0,498625.0,100000.0,5.0,498762.0
2025-10-09,SBIN.NS,long,2025-10-09T13:30:00+05:30,860.4,581,855.24,870.73,True,500.0,2025-10-09T13:30:00+05:30,860.39,-6.16,224.57,-230.73,SL-TRAIL,499892.41,499886.25,100000.0,5.0,499892.41
2025-10-09,TATACONSUM.NS,long,2025-10-09T13:50:00+05:30,1120.8,446,1114.07,1134.25,True,500.0,2025-10-09T13:50:00+05:30,1120.38,-187.82,224.51,-412.33,SL-TRAIL,499876.82,499689.0,100000.0,5.0,499876.82
2025-10-09,TRENT.NS,long,2025-10-09T14:45:00+05:30,4641.7,107,4613.66,4697.77,True,500.0,2025-10-09T14:45:00+05:30,4642.33,67.08,223.44,-156.36,SL-TRAIL,496661.92,496729.0,100000.0,5.0,496661.92
2025-10-09,ULTRACEMCO.NS,long,2025-10-09T10:55:00+05:30,12023.0,41,11949.83,12169.34,True,500.0,2025-10-09T10:55:00+05:30,12015.8,-295.0,222.02,-517.02,SL-TRAIL,492943.0,492648.0,100000.0,5.0,492943.0
2025-10-10,ADANIENT.NS,long,2025-10-10T12:45:00+05:30,2542.0,196,2526.69,2572.61,True,500.0,2025-10-10T12:50:00+05:30,2544.75,538.81,224.13,314.68,SL-TRAIL,498232.0,498770.81,100000.0,5.0,498232.0
2025-10-10,APOLLOHOSP.NS,long,2025-10-10T11:40:00+05:30,7699.0,64,7652.12,7792.75,True,500.0,2025-10-10T11:40:00+05:30,7708.69,620.0,222.21,397.79,SL-TRAIL,492736.0,493356.0,100000.0,5.0,492736.0
2025-10-10,BAJAJFINSV.NS,long,2025-10-10T11:45:00+05:30,2017.0,247,2004.85,2041.29,True,500.0,2025-10-10T11:45:00+05:30,2016.38,-154.19,223.92,-378.12,SL-TRAIL,498199.0,498044.81,100000.0,5.0,498199.0
2025-10-10,BAJFINANCE.NS,long,2025-10-10T10:50:00+05:30,1024.2,488,1018.05,1036.5,True,500.0,2025-10-10T10:55:00+05:30,1025.58,671.21,224.73,446.48,SL-TRAIL,499809.58,500480.79,100000.0,5.0,499809.58
2025-10-10,HINDALCO.NS,long,2025-10-10T13:30:00+05:30,773.6,646,768.96,782.89,True,500.0,2025-10-10T13:30:00+05:30,773.23,-241.58,224.45,-466.03,SL-TRAIL,499745.58,499504.0,100000.0,5.0,499745.58
2025-10-10,HINDUNILVR.NS,long,2025-10-10T12:05:00+05:30,2518.1,198,2502.95,2548.4,True,500.0,2025-10-10T12:15:00+05:30,2522.77,925.59,224.37,701.22,SL-TRAIL,498583.82,499509.41,100000.0,5.0,498583.82
2025-10-10,MAXHEALTH.NS,long,2025-10-10T10:55:00+05:30,1151.4,434,1144.49,1165.22,True,500.0,2025-10-10T10:55:00+05:30,1151.95,237.78,224.57,13.21,SL-TRAIL,499707.61,499945.39,100000.0,5.0,499707.61
2025-10-10,TATACONSUM.NS,long,2025-10-10T10:05:00+05:30,1120.0,446,1113.27,1133.45,True,500.0,2025-10-10T10:05:00+05:30,1119.48,-232.41,224.37,-456.78,SL-TRAIL,499520.0,499287.59,100000.0,5.0,499520.0
2025-10-10,TECHM.NS,long,2025-10-10T11:00:00+05:30,1464.9,341,1456.1,1482.5,True,500.0,2025-10-10T11:00:00+05:30,1465.73,284.28,224.52,59.75,SL-TRAIL,499530.91,499815.18,100000.0,5.0,499530.91
2025-10-13,BAJFINANCE.NS,long,2025-10-13T10:25:00+05:30,1024.45,488,1018.3,1036.75,True,500.0,2025-10-13T10:25:00+05:30,1024.63,85.64,224.61,-138.97,SL-TRAIL,499931.58,500017.21,100000.0,5.0,499931.58
2025-10-13,CIPLA.NS,long,2025-10-13T11:55:00+05:30,1554.7,321,1545.35,1573.39,True,500.0,2025-10-13T11:55:00+05:30,1556.84,687.72,224.47,463.25,SL-TRAIL,499058.68,499746.41,100000.0,5.0,499058.68
2025-10-13,HDFCLIFE.NS,long,2025-10-13T11:10:00+05:30,749.05,667,744.55,758.05,True,500.0,2025-10-13T11:15:00+05:30,749.2,100.32,224.5,-124.18,SL-TRAIL,499616.34,499716.66,100000.0,5.0,499616.34
2025-10-13,KOTAKBANK.NS,long,2025-10-13T12:35:00+05:30,2149.0,232,2136.07,2174.86,True,500.0,2025-10-13T12:35:00+05:30,2149.44,103.22,224.13,-120.9,SL-TRAIL,498568.0,498671.22,100000.0,5.0,498568.0
2025-10-13,MAXHEALTH.NS,long,2025-10-13T09:55:00+05:30,1155.1,432,1148.16,1168.99,True,500.0,2025-10-13T09:55:00+05:30,1155.94,364.0,224.36,139.64,SL-TRAIL,499003.19,499367.19,100000.0,5.0,499003.19
2025-10-13,NTPC.NS,long,2025-10-13T11:50:00+05:30,339.0,1474,336.96,343.07,True,500.0,2025-10-13T12:05:00+05:30,338.86,-205.18,224.44,-429.62,SL-TRAIL,499686.0,499480.82,100000.0,5.0,499686.0
2025-10-13,SBILIFE.NS,long,2025-10-13T13:35:00+05:30,1812.2,275,1801.29,1834.02,True,500.0,2025-10-13T13:35:00+05:30,1811.58,-169.98,223.97,-393.95,SL-TRAIL,498354.99,498185.01,100000.0,5.0,498354.99
2025-10-13,TITAN.NS,long,2025-10-13T10:50:00+05:30,3535.0,141,3513.72,3577.55,True,500.0,2025-10-13T10:55:00+05:30,3536.85,261.39,224.13,37.26,SL-TRAIL,498435.0,498696.39,100000.0,5.0,498435.0
2025-10-14,ADANIPORTS.NS,long,2025-10-14T10:10:00+05:30,1432.1,349,1423.5,1449.29,True,500.0,2025-10-14T10:10:00+05:30,1432.77,232.89,224.6,8.29,SL-TRAIL,499802.89,500035.78,100000.0,5.0,499802.89
2025-10-14,BEL.NS,long,2025-10-14T10:35:00+05:30,409.8,1220,407.34,414.72,True,500.0,2025-10-14T10:40:00+05:30,409.44,-438.98,224.46,-663.44,SL-TRAIL,499955.99,499517.01,100000.0,5.0,499955.99
2025-10-14,COALINDIA.NS,long,2025-10-14T11:55:00+05:30,382.05,1308,379.76,386.64,True,500.0,2025-10-14T11:55:00+05:30,382.07,23.23,224.51,-201.28,SL-TRAIL,499721.38,499744.62,100000.0,5.0,499721.38
2025-10-14,ETERNAL.NS,long,2025-10-14T11:50:00+05:30,348.6,1434,346.51,352.78,True,500.0,2025-10-14T11:55:00+05:30,348.4,-284.91,224.49,-509.39,SL-TRAIL,499892.41,499607.5,100000.0,5.0,499892.41
2025-10-14,ICICIBANK.NS,long,2025-10-14T10:35:00+05:30,1381.2,362,1372.91,1397.77,True,500.0,2025-10-14T10:35:00+05:30,1381.32,43.0,224.62,-181.62,SL-TRAIL,499994.38,500037.38,100000.0,5.0,499994.38
2025-10-14,INDIGO.NS,long,2025-10-14T14:30:00+05:30,5781.5,86,5746.62,5851.27,True,500.0,2025-10-14T14:35:00+05:30,5781.69,16.0,223.62,-207.62,SL-TRAIL,497209.0,497225.0,100000.0,5.0,497209.0
2025-10-14,INFY.NS,long,2025-10-14T10:40:00+05:30,1492.4,335,1483.44,1510.31,True,500.0,2025-10-14T10:40:00+05:30,1494.01,538.49,224.74,313.75,SL-TRAIL,499954.01,500492.5,100000.0,5.0,499954.01
2025-10-14,KOTAKBANK.NS,long,2025-10-14T10:10:00+05:30,2150.7,232,2137.77,2176.56,True,500.0,2025-10-14T10:15:00+05:30,2149.34,-314.39,224.15,-538.54,SL-TRAIL,498962.39,498648.0,100000.0,5.0,498962.39
2025-10-14,NTPC.NS,long,2025-10-14T10:10:00+05:30,341.1,1465,339.05,345.2,True,500.0,2025-10-14T10:10:00+05:30,341.01,-133.75,224.47,-358.22,SL-TRAIL,499711.51,499577.76,100000.0,5.0,499711.51
2025-10-14,POWERGRID.NS,long,2025-10-14T10:15:00+05:30,286.5,1745,284.78,289.94,True,500.0,2025-10-14T10:15:00+05:30,286.26,-412.77,224.47,-637.24,SL-TRAIL,499942.5,499529.73,100000.0,5.0,499942.5
2025-10-14,RELIANCE.NS,long,2025-10-14T10:25:00+05:30,1377.1,363,1368.84,1393.63,True,500.0,2025-10-14T10:25:00+05:30,1377.72,226.0,224.63,1.37,SL-TRAIL,499887.29,500113.29,100000.0,5.0,499887.29
2025-10-14,SBILIFE.NS,long,2025-10-14T11:30:00+05:30,1814.4,275,1803.49,1836.22,True,500.0,2025-10-14T11:30:00+05:30,1813.58,-225.0,224.17,-449.17,SL-TRAIL,498960.01,498735.01,100000.0,5.0,498960.01
2025-10-14,WIPRO.NS,long,2025-10-14T10:30:00+05:30,245.77,2034,244.3,248.72,True,500.0,2025-10-14T10:30:00+05:30,246.23,944.12,224.84,719.28,SL-TRAIL,499896.19,500840.31,100000.0,5.0,499896.19
2025-10-15,CIPLA.NS,long,2025-10-15T10:45:00+05:30,1550.4,322,1541.08,1569.03,True,500.0,2025-10-15T10:45:00+05:30,1552.35,627.0,224.51,402.49,SL-TRAIL,499228.81,499855.81,100000.0,5.0,499228.81
2025-10-15,DRREDDY.NS,long,2025-10-15T10:25:00+05:30,1238.6,403,1231.16,1253.49,True,500.0,2025-10-15T10:25:00+05:30,1238.46,-56.71,224.29,-281.0,SL-TRAIL,499155.79,499099.08,100000.0,5.0,499155.79
2025-10-15,EICHERMOT.NS,long,2025-10-15T13:45:00+05:30,6886.5,72,6844.83,6969.83,True,500.0,2025-10-15T13:45:00+05:30,6890.56,292.0,223.21,68.79,SL-TRAIL,495828.0,496120.0,100000.0,5.0,495828.0
2025-10-15,HCLTECH.NS,long,2025-10-15T12:55:00+05:30,1498.0,333,1488.99,1516.02,True,500.0,2025-10-15T13:00:00+05:30,1496.5,-500.0,224.05,-724.05,SL-TRAIL,498834.0,498334.0,100000.0,5.0,498834.0
2025-10-15,KOTAKBANK.NS,long,2025-10-15T09:55:00+05:30,2155.3,231,2142.31,2181.27,True,500.0,2025-10-15T09:55:00+05:30,2154.04,-292.12,223.77,-515.89,SL-TRAIL,497874.31,497582.19,100000.0,5.0,497874.31
2025-10-15,MARUTI.NS,long,2025-10-15T13:45:00+05:30,16260.0,30,16160.0,16460.0,True,500.0,2025-10-15T13:45:00+05:30,16260.33,10.0,220.28,-210.28,SL-TRAIL,487800.0,487810.0,100000.0,5.0,487800.0
2025-10-15,RELIANCE.NS,long,2025-10-15T10:00:00+05:30,1376.0,363,1367.74,1392.53,True,500.0,2025-10-15T10:10:00+05:30,1376.92,334.92,224.52,110.4,SL-TRAIL,499488.0,499822.92,100000.0,5.0,499488.0
2025-10-15,SUNPHARMA.NS,long,2025-10-15T13:35:00+05:30,1656.3,301,1646.33,1676.23,True,500.0,2025-10-15T13:55:00+05:30,1655.84,-138.81,224.05,-362.87,SL-TRAIL,498546.31,498407.5,100000.0,5.0,498546.31
2025-10-15,TATACONSUM.NS,long,2025-10-15T10:35:00+05:30,1120.3,446,1113.57,1133.75,True,500.0,2025-10-15T10:35:00+05:30,1119.58,-321.64,224.39,-546.03,SL-TRAIL,499653.82,499332.18,100000.0,5.0,499653.82
2025-10-15,TCS.NS,long,2025-10-15T12:40:00+05:30,2971.4,168,2953.54,3007.11,True,500.0,2025-10-15T13:00:00+05:30,2972.92,256.0,224.39,31.61,SL-TRAIL,499195.18,499451.18,100000.0,5.0,499195.18
2025-10-16,APOLLOHOSP.NS,long,2025-10-16T12:05:00+05:30,7825.0,63,7777.38,7920.24,True,500.0,2025-10-16T12:15:00+05:30,7832.06,445.0,222.24,222.76,SL-TRAIL,492975.0,493420.0,100000.0,5.0,492975.0
2025-10-16,DRREDDY.NS,long,2025-10-16T10:00:00+05:30,1236.7,404,1229.27,1251.55,True,500.0,2025-10-16T10:05:00+05:30,1236.66,-15.17,224.47,-239.64,SL-TRAIL,499626.78,499611.61,100000.0,5.0,499626.78
2025-10-16,JIOFIN.NS,long,2025-10-16T10:45:00+05:30,311.55,1604,309.68,315.29,True,500.0,2025-10-16T10:45:00+05:30,312.24,1104.0,224.83,879.17,SL-TRAIL,499726.18,500830.18,100000.0,5.0,499726.18
2025-10-16,JSWSTEEL.NS,long,2025-10-16T10:20:00+05:30,1161.1,430,1154.12,1175.05,True,500.0,2025-10-16T10:20:00+05:30,1162.44,575.0,224.51,350.49,SL-TRAIL,499272.99,499847.99,100000.0,5.0,499272.99
2025-10-16,WIPRO.NS,long,2025-10-16T10:55:00+05:30,250.35,1997,248.85,253.35,True,500.0,2025-10-16T10:55:00+05:30,250.41,119.07,224.62,-105.56,SL-TRAIL,499948.96,500068.03,100000.0,5.0,499948.96
2025-10-17,BAJFINANCE.NS,long,2025-10-17T13:15:00+05:30,1067.9,468,1061.49,1080.72,True,500.0,2025-10-17T13:15:00+05:30,1068.23,155.21,224.57,-69.36,SL-TRAIL,499777.21,499932.42,100000.0,5.0,499777.21
2025-10-17,BEL.NS,long,2025-10-17T13:55:00+05:30,412.3,1212,409.82,417.25,True,500.0,2025-10-17T13:55:00+05:30,413.19,1075.62,224.81,850.81,SL-TRAIL,499707.59,500783.21,100000.0,5.0,499707.59
2025-10-17,GRASIM.NS,long,2025-10-17T09:55:00+05:30,2857.8,174,2840.56,2892.28,True,500.0,2025-10-17T09:55:00+05:30,2859.83,352.58,223.73,128.85,SL-TRAIL,497257.21,497609.79,100000.0,5.0,497257.21
2025-10-17,INDIGO.NS,long,2025-10-17T10:05:00+05:30,5892.5,84,5856.79,5963.93,True,500.0,2025-10-17T10:05:00+05:30,5887.55,-416.0,222.7,-638.7,SL-TRAIL,494970.0,494554.0,100000.0,5.0,494970.0
2025-10-17,KOTAKBANK.NS,long,2025-10-17T13:40:00+05:30,2195.5,227,2182.28,2221.93,True,500.0,2025-10-17T13:40:00+05:30,2195.8,67.5,224.05,-156.55,SL-TRAIL,498378.5,498446.0,100000.0,5.0,498378.5
2025-10-17,LT.NS,long,2025-10-17T11:20:00+05:30,3865.3,129,3842.04,3911.81,True,500.0,2025-10-17T11:30:00+05:30,3864.92,-48.5,224.1,-272.6,SL-TRAIL,498623.71,498575.21,100000.0,5.0,498623.71
2025-10-17,SBIN.NS,long,2025-10-17T09:55:00+05:30,885.65,564,880.33,896.29,True,500.0,2025-10-17T09:55:00+05:30,885.81,92.19,224.46,-132.26,SL-TRAIL,499506.61,499598.81,100000.0,5.0,499506.61
2025-10-17,SHRIRAMFIN.NS,long,2025-10-17T13:55:00+05:30,673.25,742,669.21,681.34,True,500.0,2025-10-17T13:55:00+05:30,674.18,687.18,224.64,462.54,SL-TRAIL,499551.5,500238.68,100000.0,5.0,499551.5
2025-10-17,ULTRACEMCO.NS,long,2025-10-17T11:00:00+05:30,12337.0,40,12262.0,12487.0,True,500.0,2025-10-17T11:00:00+05:30,12346.5,380.0,222.4,157.6,SL-TRAIL,493480.0,493860.0,100000.0,5.0,493480.0
2025-10-20,ADANIENT.NS,long,2025-10-20T12:00:00+05:30,2555.0,195,2539.62,2585.77,True,500.0,2025-10-20T12:00:00+05:30,2555.04,7.02,223.98,-216.96,SL-TRAIL,498225.0,498232.02,100000.0,5.0,498225.0
2025-10-20,BAJAJ-AUTO.NS,long,2025-10-20T11:15:00+05:30,9158.0,54,9102.44,9269.11,True,500.0,2025-10-20T11:15:00+05:30,9148.74,-500.0,222.52,-722.52,SL-TRAIL,494532.0,494032.0,100000.0,5.0,494532.0
2025-10-20,EICHERMOT.NS,long,2025-10-20T11:50:00+05:30,7044.5,70,7001.64,7130.21,True,500.0,2025-10-20T12:00:00+05:30,7054.86,725.0,222.37,502.63,SL-TRAIL,493115.0,493840.0,100000.0,5.0,493115.0
2025-10-20,GRASIM.NS,long,2025-10-20T09:55:00+05:30,2845.4,175,2828.26,2879.69,True,500.0,2025-10-20T09:55:00+05:30,2847.14,305.02,223.96,81.05,SL-TRAIL,497944.98,498250.0,100000.0,5.0,497944.98
2025-10-20,KOTAKBANK.NS,long,2025-10-20T14:40:00+05:30,2207.2,226,2193.93,2233.75,True,500.0,2025-10-20T14:40:00+05:30,2206.79,-93.19,224.16,-317.35,SL-TRAIL,498827.19,498734.0,100000.0,5.0,498827.19
2025-10-20,M&M.NS,long,2025-10-20T10:15:00+05:30,3636.0,137,3614.1,3679.8,True,500.0,2025-10-20T10:15:00+05:30,3633.15,-390.39,223.83,-614.22,SL-TRAIL,498132.0,497741.61,100000.0,5.0,498132.0
