eval_anchor,bar_date,ticker,side,close,patterns,indicators_enabled,indicator_conf_true,indicator_values
2025-09-25,2025-08-19,BDL.NS,short,1548.474609375,"ENGULFING_BEAR,EVENING_STAR_BEAR","USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 39.04879789673687, ""SMA_FAST"": 1554.7720703125, ""SMA_SLOW"": 1768.6137036132814, ""BB_BW"": 0.15423715109136968}"
2025-09-25,2025-08-19,BSE.NS,short,2491.5,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","SMA,BB","{""RSI"": 52.56808199292308, ""SMA_FAST"": 2431.9599853515624, ""SMA_SLOW"": 2578.3119970703124, ""BB_BW"": 0.09274675844937748}"
2025-09-25,2025-08-19,CHOLAFIN.NS,short,1527.9000244140625,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 47.09803941871685, ""SMA_FAST"": 1477.2299926757812, ""SMA_SLOW"": 1536.660029296875, ""BB_BW"": 0.10368075763643389}"
2025-09-25,2025-08-19,DIVISLAB.NS,short,6079.5,"ENGULFING_BEAR,EVENING_STAR_BEAR","USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 32.34535556962963, ""SMA_FAST"": 6101.85, ""SMA_SLOW"": 6559.674755859375, ""BB_BW"": 0.1651418953972321}"
2025-09-25,2025-08-19,DIXON.NS,long,16897.48046875,HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 60.3777823937019, ""SMA_FAST"": 16353.62236328125, ""SMA_SLOW"": 15630.8638671875, ""BB_BW"": 0.08950658203273547}"
2025-09-25,2025-08-19,INDIGO.NS,long,6055.5,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 58.453960124087125, ""SMA_FAST"": 5917.426806640625, ""SMA_SLOW"": 5755.309423828125, ""BB_BW"": 0.07108394471465969}"
2025-09-25,2025-08-19,MAZDOCK.NS,short,2744.9052734375,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 38.2535714049749, ""SMA_FAST"": 2735.40390625, ""SMA_SLOW"": 3038.7082763671874, ""BB_BW"": 0.1195887023481287}"
2025-09-25,2025-08-19,PERSISTENT.NS,short,5236.5,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 41.0322952710496, ""SMA_FAST"": 5193.55, ""SMA_SLOW"": 5608.044892578125, ""BB_BW"": 0.12026502339365476}"
2025-09-25,2025-08-19,SRF.NS,short,2929.60009765625,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 35.708987178487774, ""SMA_FAST"": 2905.9599853515624, ""SMA_SLOW"": 3089.17994140625, ""BB_BW"": 0.14239636853217164}"
2025-09-25,2025-08-20,CHOLAFIN.NS,short,1522.9000244140625,"HARAMI_BEAR,HANGING_MAN_BEAR","USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 44.21473847127933, ""SMA_FAST"": 1482.3099975585938, ""SMA_SLOW"": 1534.3787646484375, ""BB_BW"": 0.09499154763408997}"
2025-09-25,2025-08-20,ICICIBANK.NS,short,1430.5999755859375,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 40.33547701406759, ""SMA_FAST"": 1428.3923583984374, ""SMA_SLOW"": 1430.9494873046874, ""BB_BW"": 0.05789623783794292}"
2025-09-25,2025-08-20,INDIGO.NS,long,6155.5,ENGULFING_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 61.12416152409001, ""SMA_FAST"": 5955.802197265625, ""SMA_SLOW"": 5766.62833984375, ""BB_BW"": 0.08251365832682149}"
2025-09-25,2025-08-20,KOTAKBANK.NS,short,2017.5,"HARAMI_BEAR,HANGING_MAN_BEAR","USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 34.42312584388392, ""SMA_FAST"": 1989.6799926757812, ""SMA_SLOW"": 2105.33283203125, ""BB_BW"": 0.12029147776213955}"
2025-09-25,2025-08-20,MAXHEALTH.NS,short,1225.5999755859375,"HARAMI_BEAR,HARAMI_CROSS_BEAR,HANGING_MAN_BEAR","USE_RSI,USE_SMA,USE_BB","SMA,BB","{""RSI"": 51.26973534560654, ""SMA_FAST"": 1246.0599975585938, ""SMA_SLOW"": 1246.13259765625, ""BB_BW"": 0.06004890847968704}"
2025-09-25,2025-08-20,MFSL.NS,long,1643.5999755859375,"ENGULFING_BULL,MORNING_STAR_BULL","USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 66.39848093567196, ""SMA_FAST"": 1579.8300048828125, ""SMA_SLOW"": 1568.2080053710938, ""BB_BW"": 0.140378089050199}"
2025-09-25,2025-08-20,SBICARD.NS,short,818.0999755859375,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 27.417966081741653, ""SMA_FAST"": 799.3599914550781, ""SMA_SLOW"": 892.2789965820313, ""BB_BW"": 0.16044524252285317}"
2025-09-25,2025-08-20,SRF.NS,short,2924.199951171875,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 37.89941535923044, ""SMA_FAST"": 2894.0999755859375, ""SMA_SLOW"": 3085.908857421875, ""BB_BW"": 0.13768913787105788}"
2025-09-25,2025-08-21,BAJAJFINSV.NS,short,1980.0,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 42.141354948015504, ""SMA_FAST"": 1940.7699951171876, ""SMA_SLOW"": 1991.918974609375, ""BB_BW"": 0.06745476358444069}"
2025-09-25,2025-08-21,BEL.NS,short,374.20001220703125,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 32.59813369478074, ""SMA_FAST"": 381.44935302734376, ""SMA_SLOW"": 399.27757751464844, ""BB_BW"": 0.06283129070956749}"
2025-09-25,2025-08-21,BSE.NS,short,2332.199951171875,ENGULFING_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 38.734901826091935, ""SMA_FAST"": 2441.9999755859376, ""SMA_SLOW"": 2557.66, ""BB_BW"": 0.09219113959172287}"
2025-09-25,2025-08-21,COFORGE.NS,short,1728.199951171875,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 41.64996996779246, ""SMA_FAST"": 1655.8699951171875, ""SMA_SLOW"": 1795.6277197265624, ""BB_BW"": 0.10909278245419737}"
2025-09-25,2025-08-21,HDFCLIFE.NS,long,795.4500122070312,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 66.70131138392857, ""SMA_FAST"": 779.0299987792969, ""SMA_SLOW"": 770.7305102539062, ""BB_BW"": 0.09456771966842663}"
2025-09-25,2025-08-21,INDIGO.NS,long,6099.0,HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 56.297919617830836, ""SMA_FAST"": 5977.346484375, ""SMA_SLOW"": 5776.17833984375, ""BB_BW"": 0.08874602474729411}"
2025-09-25,2025-08-21,MAZDOCK.NS,short,2765.286865234375,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 42.053676465952584, ""SMA_FAST"": 2728.2504150390623, ""SMA_SLOW"": 3015.2975537109373, ""BB_BW"": 0.09927875802487926}"
2025-09-25,2025-08-21,MFSL.NS,long,1659.199951171875,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 65.83771092215568, ""SMA_FAST"": 1596.7800048828126, ""SMA_SLOW"": 1570.6700048828125, ""BB_BW"": 0.15430429229041304}"
2025-09-25,2025-08-21,PAYTM.NS,long,1245.5999755859375,HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 73.05915024424206, ""SMA_FAST"": 1156.960009765625, ""SMA_SLOW"": 1007.4330017089844, ""BB_BW"": 0.2213170366949965}"
2025-09-25,2025-08-21,PERSISTENT.NS,short,5347.5,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 38.17829457364341, ""SMA_FAST"": 5238.95, ""SMA_SLOW"": 5584.30546875, ""BB_BW"": 0.05906951167022805}"
2025-09-25,2025-08-21,SOLARINDS.NS,short,14581.0,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 46.34894661484966, ""SMA_FAST"": 14768.0, ""SMA_SLOW"": 15680.1909765625, ""BB_BW"": 0.0854264878008305}"
2025-09-25,2025-08-21,UNITDSPR.NS,short,1337.0,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","SMA,BB","{""RSI"": 50.321147111688006, ""SMA_FAST"": 1311.6, ""SMA_SLOW"": 1365.4712451171874, ""BB_BW"": 0.04510737601009177}"
2025-09-25,2025-08-22,BAJFINANCE.NS,short,894.5,"HARAMI_BEAR,HARAMI_CROSS_BEAR,SHOOTING_STAR_BEAR","USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 34.920306308324214, ""SMA_FAST"": 881.4799987792969, ""SMA_SLOW"": 912.31, ""BB_BW"": 0.06634383210279524}"
2025-09-25,2025-08-22,BDL.NS,short,1516.9873046875,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 32.40790625631355, ""SMA_FAST"": 1538.3087280273437, ""SMA_SLOW"": 1745.3111157226563, ""BB_BW"": 0.11824375634564407}"
2025-09-25,2025-08-22,BEL.NS,short,374.8500061035156,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 34.36642080880323, ""SMA_FAST"": 380.2490997314453, ""SMA_SLOW"": 399.04451049804686, ""BB_BW"": 0.058601424343377305}"
2025-09-25,2025-08-22,BHARTIARTL.NS,short,1933.300048828125,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 48.53963838664812, ""SMA_FAST"": 1890.1100219726563, ""SMA_SLOW"": 1923.4492456054688, ""BB_BW"": 0.060168214507955}"
2025-09-25,2025-08-22,BSE.NS,short,2332.800048828125,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 38.206869085420394, ""SMA_FAST"": 2431.0599853515623, ""SMA_SLOW"": 2549.2339990234377, ""BB_BW"": 0.09232983716584195}"
2025-09-25,2025-08-22,DIXON.NS,long,16885.486328125,HARAMI_BULL,"USE_RSI,USE_SMA,USE_BB","SMA,BB","{""RSI"": 54.2475618165698, ""SMA_FAST"": 16400.50146484375, ""SMA_SLOW"": 15754.888671875, ""BB_BW"": 0.08902300628199113}"
2025-09-25,2025-08-22,INDIGO.NS,long,6086.5,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 58.04189168171142, ""SMA_FAST"": 6001.084912109375, ""SMA_SLOW"": 5788.563125, ""BB_BW"": 0.09285769964452484}"
2025-09-25,2025-08-22,MAXHEALTH.NS,short,1234.699951171875,ENGULFING_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 46.480779024675115, ""SMA_FAST"": 1240.839990234375, ""SMA_SLOW"": 1248.0976782226562, ""BB_BW"": 0.06065000992379596}"
2025-09-25,2025-08-22,PERSISTENT.NS,short,5369.0,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 41.908997605200135, ""SMA_FAST"": 5257.6, ""SMA_SLOW"": 5573.563935546875, ""BB_BW"": 0.06585075015602825}"
2025-09-25,2025-08-22,SBICARD.NS,short,821.0,HARAMI_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 30.01875061550507, ""SMA_FAST"": 805.0299926757813, ""SMA_SLOW"": 885.32099609375, ""BB_BW"": 0.11041105882468874}"
2025-09-25,2025-08-22,SBILIFE.NS,long,1859.0,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 57.16767926445312, ""SMA_FAST"": 1851.5400024414062, ""SMA_SLOW"": 1828.877998046875, ""BB_BW"": 0.03599476658004192}"
2025-09-25,2025-08-22,SRF.NS,short,2917.5,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 32.79900867778406, ""SMA_FAST"": 2889.82998046875, ""SMA_SLOW"": 3078.8588916015624, ""BB_BW"": 0.11292403927948716}"
2025-09-25,2025-08-22,UNITDSPR.NS,short,1329.9000244140625,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 49.095460137027395, ""SMA_FAST"": 1315.5900024414063, ""SMA_SLOW"": 1362.5445458984375, ""BB_BW"": 0.0454662242791687}"
2025-09-25,2025-08-25,BAJFINANCE.NS,short,900.7999877929688,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 37.96812581961167, ""SMA_FAST"": 883.8449951171875, ""SMA_SLOW"": 911.6640002441407, ""BB_BW"": 0.061380871984841615}"
2025-09-25,2025-08-25,BEL.NS,short,372.04998779296875,"ENGULFING_BEAR,EVENING_STAR_BEAR","USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 33.99453549800782, ""SMA_FAST"": 379.08311462402344, ""SMA_SLOW"": 398.6197576904297, ""BB_BW"": 0.057958894669091786}"
2025-09-25,2025-08-25,BSE.NS,short,2290.800048828125,ENGULFING_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 36.941069870794166, ""SMA_FAST"": 2420.85, ""SMA_SLOW"": 2540.8260009765627, ""BB_BW"": 0.10553444430994437}"
2025-09-25,2025-08-25,CHOLAFIN.NS,short,1509.4000244140625,ENGULFING_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 45.19670577645048, ""SMA_FAST"": 1498.0900024414063, ""SMA_SLOW"": 1530.5834448242188, ""BB_BW"": 0.08140497975096361}"
2025-09-25,2025-08-25,DIVISLAB.NS,short,6248.5,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 40.98621420996819, ""SMA_FAST"": 6086.3, ""SMA_SLOW"": 6515.06294921875, ""BB_BW"": 0.15356025062223605}"
2025-09-25,2025-08-25,DIXON.NS,long,17010.4296875,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","SMA,BB","{""RSI"": 53.22165006861647, ""SMA_FAST"": 16515.85009765625, ""SMA_SLOW"": 15809.00458984375, ""BB_BW"": 0.09161237749517553}"
2025-09-25,2025-08-25,HDFCLIFE.NS,long,787.0,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 65.0455970282623, ""SMA_FAST"": 784.8799987792969, ""SMA_SLOW"": 772.1816101074219, ""BB_BW"": 0.0994781907980622}"
2025-09-25,2025-08-25,ICICIBANK.NS,short,1433.199951171875,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 34.39568598641965, ""SMA_FAST"": 1431.2800048828126, ""SMA_SLOW"": 1432.46974609375, ""BB_BW"": 0.050639265669454585}"
2025-09-25,2025-08-25,INDIGO.NS,long,6116.0,HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 61.58339222884287, ""SMA_FAST"": 6036.708251953125, ""SMA_SLOW"": 5805.820673828125, ""BB_BW"": 0.096289641246816}"
2025-09-25,2025-08-25,KOTAKBANK.NS,short,1983.300048828125,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 32.93941603541977, ""SMA_FAST"": 1993.7300048828124, ""SMA_SLOW"": 2097.6437670898435, ""BB_BW"": 0.04068850168707378}"
2025-09-25,2025-08-25,MFSL.NS,long,1651.199951171875,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 70.761606803612, ""SMA_FAST"": 1620.1299926757813, ""SMA_SLOW"": 1575.6600024414063, ""BB_BW"": 0.168057554815963}"
2025-09-25,2025-08-25,PAYTM.NS,long,1276.0999755859375,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 71.38361696549295, ""SMA_FAST"": 1198.2599975585938, ""SMA_SLOW"": 1022.6940002441406, ""BB_BW"": 0.2666556136163375}"
2025-09-25,2025-08-25,SRF.NS,short,2911.699951171875,ENGULFING_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 34.401767053721045, ""SMA_FAST"": 2894.87998046875, ""SMA_SLOW"": 3075.18201171875, ""BB_BW"": 0.11126342735675171}"
2025-09-25,2025-08-26,DIXON.NS,short,16660.5859375,EVENING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,BB","{""RSI"": 49.61556247784619, ""SMA_FAST"": 16573.82431640625, ""SMA_SLOW"": 15856.08365234375, ""BB_BW"": 0.09138588477401886}"
2025-09-25,2025-08-26,SBICARD.NS,short,815.7000122070312,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 29.944886711573787, ""SMA_FAST"": 810.3349914550781, ""SMA_SLOW"": 877.7619958496093, ""BB_BW"": 0.06188445851654217}"
2025-09-25,2025-08-26,SHREECEM.NS,short,30110.0,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 41.732283464566926, ""SMA_FAST"": 30489.0, ""SMA_SLOW"": 30612.3647265625, ""BB_BW"": 0.0400610398244517}"
2025-09-25,2025-08-26,TVSMOTOR.NS,long,3272.300048828125,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 81.59667232372459, ""SMA_FAST"": 3183.7199951171874, ""SMA_SLOW"": 2924.377998046875, ""BB_BW"": 0.2259635802963606}"
2025-09-25,2025-08-27,DIXON.NS,long,16660.5859375,HARAMI_CROSS_BULL,"USE_RSI,USE_SMA,USE_BB","SMA,BB","{""RSI"": 49.077214128552775, ""SMA_FAST"": 16657.78701171875, ""SMA_SLOW"": 15904.56208984375, ""BB_BW"": 0.09094686381189722}"
2025-09-25,2025-08-27,HDFCLIFE.NS,long,776.5999755859375,HARAMI_CROSS_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 57.48296918883811, ""SMA_FAST"": 787.1049926757812, ""SMA_SLOW"": 772.4407568359375, ""BB_BW"": 0.09836065283489481}"
2025-09-25,2025-08-27,INDHOTEL.NS,long,769.0499877929688,HARAMI_CROSS_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 58.30764238195684, ""SMA_FAST"": 780.9749938964844, ""SMA_SLOW"": 757.3873840332031, ""BB_BW"": 0.10684717392162893}"
2025-09-25,2025-08-27,INDIGO.NS,long,6050.0,HARAMI_CROSS_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 62.39687770411383, ""SMA_FAST"": 6068.1, ""SMA_SLOW"": 5834.32146484375, ""BB_BW"": 0.09130462063686691}"
2025-09-25,2025-08-27,MFSL.NS,long,1622.800048828125,HARAMI_CROSS_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 64.49653248442274, ""SMA_FAST"": 1630.2099975585938, ""SMA_SLOW"": 1577.3160034179687, ""BB_BW"": 0.16800055847124737}"
2025-09-25,2025-08-27,PAYTM.NS,long,1253.0999755859375,HARAMI_CROSS_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 72.36769437868003, ""SMA_FAST"": 1224.6799926757812, ""SMA_SLOW"": 1037.967999267578, ""BB_BW"": 0.2812642826943303}"
2025-09-25,2025-08-27,SBILIFE.NS,long,1816.5999755859375,HARAMI_CROSS_BULL,"USE_RSI,USE_SMA,USE_BB","SMA,BB","{""RSI"": 44.61733537856331, ""SMA_FAST"": 1847.2800048828126, ""SMA_SLOW"": 1831.4139990234376, ""BB_BW"": 0.039936345787063815}"
2025-09-25,2025-08-27,SHREECEM.NS,short,30110.0,HARAMI_CROSS_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 43.9378238341969, ""SMA_FAST"": 30459.0, ""SMA_SLOW"": 30623.319140625, ""BB_BW"": 0.04170578505382865}"
2025-09-25,2025-08-27,TVSMOTOR.NS,long,3272.300048828125,HARAMI_CROSS_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 81.00604915115203, ""SMA_FAST"": 3214.5699951171873, ""SMA_SLOW"": 2934.28, ""BB_BW"": 0.22038164884902842}"
2025-09-25,2025-08-28,BAJAJFINSV.NS,short,1917.5999755859375,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 41.73678005852626, ""SMA_FAST"": 1952.4999877929688, ""SMA_SLOW"": 1984.8768774414064, ""BB_BW"": 0.051066844048422634}"
2025-09-25,2025-08-28,BEL.NS,short,363.8500061035156,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 34.77707031551148, ""SMA_FAST"": 373.5950012207031, ""SMA_SLOW"": 396.4645886230469, ""BB_BW"": 0.08161525058897526}"
2025-09-25,2025-08-28,DIXON.NS,long,16670.58203125,HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","SMA,BB","{""RSI"": 48.70354304833602, ""SMA_FAST"": 16730.35478515625, ""SMA_SLOW"": 15950.76154296875, ""BB_BW"": 0.09061418075597973}"
2025-09-25,2025-08-28,HDFCLIFE.NS,long,775.3499755859375,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 59.566964077171015, ""SMA_FAST"": 786.9799926757812, ""SMA_SLOW"": 772.66599609375, ""BB_BW"": 0.09719050616181937}"
2025-09-25,2025-08-28,NYKAA.NS,long,233.83999633789062,HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 69.59652713628226, ""SMA_FAST"": 226.28899688720702, ""SMA_SLOW"": 212.81419830322267, ""BB_BW"": 0.18354247758842132}"
2025-09-25,2025-08-28,SBICARD.NS,short,803.5999755859375,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 42.96440078858463, ""SMA_FAST"": 814.2599914550781, ""SMA_SLOW"": 870.87599609375, ""BB_BW"": 0.05989662909904156}"
2025-09-25,2025-08-28,SBILIFE.NS,long,1816.800048828125,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","SMA,BB","{""RSI"": 47.21477033790933, ""SMA_FAST"": 1844.9300048828125, ""SMA_SLOW"": 1831.8060009765625, ""BB_BW"": 0.04191866714725285}"
2025-09-25,2025-08-29,BDL.NS,short,1435.120361328125,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 33.064199354983714, ""SMA_FAST"": 1505.6119018554687, ""SMA_SLOW"": 1702.50240234375, ""BB_BW"": 0.13275736505717248}"
2025-09-25,2025-08-29,COFORGE.NS,short,1724.300048828125,"EVENING_STAR_BEAR,SHOOTING_STAR_BEAR","USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 48.127211986188364, ""SMA_FAST"": 1719.6599975585937, ""SMA_SLOW"": 1787.6709838867187, ""BB_BW"": 0.12055336113887374}"
2025-09-25,2025-08-29,DIVISLAB.NS,short,6131.5,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 35.782835207019474, ""SMA_FAST"": 6132.15, ""SMA_SLOW"": 6484.98423828125, ""BB_BW"": 0.09215780660240093}"
