ticker,entry_date,exit_date,position_size,entry_price,exit_price,entry_price_effective,exit_price_effective,entry_notional,exit_notional,gross_profit,net_profit,gross_return_%,net_return_%,return_%,fees,fees_breakdown,exit_reason,days_held,combo_name
SBICARD.NS,2020-06-02,2020-06-03,88,562.6588745117188,603.3740844726562,562.9402039489746,603.07239743042,49538.73794750977,53070.37097387696,3531.6330263671916,3446.371075156984,7.129033101548202,6.956921427446715,6.892742150313967,85.26195121020791,"{'brokerage_entry': 20.0, 'brokerage_exit': 20.0, 'exchange_entry': np.float64(1.4713005170410403), 'exchange_exit': np.float64(1.5761900179241457), 'sebi_entry': np.float64(0.049538737947509764), 'sebi_exit': np.float64(0.05307037097387696), 'ipft_entry': np.float64(0.049538737947509764), 'ipft_exit': np.float64(0.05307037097387696), 'stamp_buy': np.float64(1.4861621384252932), 'stt_sell': np.float64(13.26759274346924), 'dp_sell': 16.5, 'gst': np.float64(10.755487575505432), 'fees_total': np.float64(85.26195121020791)}",RSI_exit,1,0056_rsi_enabled=True_rsi_buy_below=35_rsi_sell_above=65_macd_enabled=True_macd_fast=12_macd_slow=26_macd_signal=9_adx_enabled=False_adx_length=14_adx_min_adx=18_sma_enabled=False_sma_length=50_bb_enabled=True_bb_length=20_bb_stddev=2.0_combination_mode=any
SBICARD.NS,2020-12-04,2020-12-14,58,847.7144165039062,805.3286956787109,848.1382737121581,804.9260313308716,49192.01987530517,46685.70981719055,-2506.310058114621,-2589.7136485220553,-5.094952523738125,-5.264499516561048,-5.179427297044111,83.4035904074343,"{'brokerage_entry': 20.0, 'brokerage_exit': 20.0, 'exchange_entry': np.float64(1.4610029902965638), 'exchange_exit': np.float64(1.3865655815705595), 'sebi_entry': np.float64(0.04919201987530517), 'sebi_exit': np.float64(0.04668570981719055), 'ipft_entry': np.float64(0.04919201987530517), 'ipft_exit': np.float64(0.04668570981719055), 'stamp_buy': np.float64(1.4757605962591553), 'stt_sell': np.float64(11.671427454297639), 'dp_sell': 16.5, 'gst': np.float64(10.71707832562538), 'fees_total': np.float64(83.4035904074343)}",HSL,6,0056_rsi_enabled=True_rsi_buy_below=35_rsi_sell_above=65_macd_enabled=True_macd_fast=12_macd_slow=26_macd_signal=9_adx_enabled=False_adx_length=14_adx_min_adx=18_sma_enabled=False_sma_length=50_bb_enabled=True_bb_length=20_bb_stddev=2.0_combination_mode=any
SBICARD.NS,2021-05-20,2021-05-21,48,1021.876708984375,1050.4019775390625,1022.3876473388672,1049.876776550293,49074.60707226562,50394.085274414065,1319.4782021484425,1235.016716711751,2.688718832135371,2.5166105046813865,2.4700334334235023,84.46148543669138,"{'brokerage_entry': 20.0, 'brokerage_exit': 20.0, 'exchange_entry': np.float64(1.457515830046289), 'exchange_exit': np.float64(1.4967043326500977), 'sebi_entry': np.float64(0.04907460707226562), 'sebi_exit': np.float64(0.05039408527441406), 'ipft_entry': np.float64(0.04907460707226562), 'ipft_exit': np.float64(0.05039408527441406), 'stamp_buy': np.float64(1.4722382121679687), 'stt_sell': np.float64(12.598521318603517), 'dp_sell': 16.5, 'gst': np.float64(10.737568358530153), 'fees_total': np.float64(84.46148543669138)}",RSI_exit,1,0056_rsi_enabled=True_rsi_buy_below=35_rsi_sell_above=65_macd_enabled=True_macd_fast=12_macd_slow=26_macd_signal=9_adx_enabled=False_adx_length=14_adx_min_adx=18_sma_enabled=False_sma_length=50_bb_enabled=True_bb_length=20_bb_stddev=2.0_combination_mode=any
SBICARD.NS,2021-07-30,2021-08-13,48,1023.3076782226562,1016.5466918945312,1023.8193320617676,1016.038418548584,49143.327938964845,48769.84409033203,-373.48384863281535,-457.4831496064952,-0.7599889228028589,-0.9309160954151929,-0.9149662992129903,83.99930097367982,"{'brokerage_entry': 20.0, 'brokerage_exit': 20.0, 'exchange_entry': np.float64(1.4595568397872558), 'exchange_exit': np.float64(1.4484643694828614), 'sebi_entry': np.float64(0.049143327938964844), 'sebi_exit': np.float64(0.048769844090332026), 'ipft_entry': np.float64(0.049143327938964844), 'ipft_exit': np.float64(0.048769844090332026), 'stamp_buy': np.float64(1.4742998381689454), 'stt_sell': np.float64(12.192461022583007), 'dp_sell': 16.5, 'gst': np.float64(10.728692559599166), 'fees_total': np.float64(83.99930097367982)}",Time,10,0056_rsi_enabled=True_rsi_buy_below=35_rsi_sell_above=65_macd_enabled=True_macd_fast=12_macd_slow=26_macd_signal=9_adx_enabled=False_adx_length=14_adx_min_adx=18_sma_enabled=False_sma_length=50_bb_enabled=True_bb_length=20_bb_stddev=2.0_combination_mode=any
SBICARD.NS,2021-10-07,2021-10-08,44,1124.577392578125,1125.0709228515625,1125.139681274414,1124.5083873901367,49506.145976074215,49478.369045166015,-27.776930908199574,-112.00432231765782,-0.05610804549726788,-0.2262432675970945,-0.22400864463531564,84.22739140945825,"{'brokerage_entry': 20.0, 'brokerage_exit': 20.0, 'exchange_entry': np.float64(1.4703325354894041), 'exchange_exit': np.float64(1.4695075606414307), 'sebi_entry': np.float64(0.04950614597607421), 'sebi_exit': np.float64(0.04947836904516601), 'ipft_entry': np.float64(0.04950614597607421), 'ipft_exit': np.float64(0.04947836904516601), 'stamp_buy': np.float64(1.4851843792822266), 'stt_sell': np.float64(12.369592261291505), 'dp_sell': 16.5, 'gst': np.float64(10.734805642711198), 'fees_total': np.float64(84.22739140945825)}",RSI_exit,1,0056_rsi_enabled=True_rsi_buy_below=35_rsi_sell_above=65_macd_enabled=True_macd_fast=12_macd_slow=26_macd_signal=9_adx_enabled=False_adx_length=14_adx_min_adx=18_sma_enabled=False_sma_length=50_bb_enabled=True_bb_length=20_bb_stddev=2.0_combination_mode=any
SBICARD.NS,2022-03-15,2022-03-30,61,808.5291137695312,860.1497802734375,808.933378326416,859.7197053833008,49344.93607791138,52442.90202838135,3097.965950469974,3012.897401008337,6.278184139459729,6.105788436428884,6.025794802016674,85.06854946163666,"{'brokerage_entry': 20.0, 'brokerage_exit': 20.0, 'exchange_entry': np.float64(1.465544601513968), 'exchange_exit': np.float64(1.5575541902429262), 'sebi_entry': np.float64(0.04934493607791138), 'sebi_exit': np.float64(0.05244290202838135), 'ipft_entry': np.float64(0.04934493607791138), 'ipft_exit': np.float64(0.05244290202838135), 'stamp_buy': np.float64(1.4803480823373414), 'stt_sell': np.float64(13.110725507095339), 'dp_sell': 16.5, 'gst': np.float64(10.750801404234505), 'fees_total': np.float64(85.06854946163666)}",Time,10,0056_rsi_enabled=True_rsi_buy_below=35_rsi_sell_above=65_macd_enabled=True_macd_fast=12_macd_slow=26_macd_signal=9_adx_enabled=False_adx_length=14_adx_min_adx=18_sma_enabled=False_sma_length=50_bb_enabled=True_bb_length=20_bb_stddev=2.0_combination_mode=any
SBICARD.NS,2022-06-28,2022-07-05,65,768.1358032226562,808.326904296875,768.5198711242675,807.9227408447266,49953.79162307739,52514.97815490723,2561.186531829837,2476.0562267401024,5.1271113735571445,4.9566932684970135,4.952112453480205,85.13030508973442,"{'brokerage_entry': 20.0, 'brokerage_exit': 20.0, 'exchange_entry': np.float64(1.4836276112053985), 'exchange_exit': np.float64(1.5596948512007447), 'sebi_entry': np.float64(0.04995379162307739), 'sebi_exit': np.float64(0.05251497815490722), 'ipft_entry': np.float64(0.04995379162307739), 'ipft_exit': np.float64(0.05251497815490722), 'stamp_buy': np.float64(1.498613748692322), 'stt_sell': np.float64(13.128744538726808), 'dp_sell': 16.5, 'gst': np.float64(10.75468680035318), 'fees_total': np.float64(85.13030508973442)}",RSI_exit,5,0056_rsi_enabled=True_rsi_buy_below=35_rsi_sell_above=65_macd_enabled=True_macd_fast=12_macd_slow=26_macd_signal=9_adx_enabled=False_adx_length=14_adx_min_adx=18_sma_enabled=False_sma_length=50_bb_enabled=True_bb_length=20_bb_stddev=2.0_combination_mode=any
SBICARD.NS,2023-03-09,2023-03-14,65,759.3749389648438,721.4061920166015,759.7546264343262,721.0454889205932,49384.0507182312,46867.95677983856,-2516.093938392638,-2599.5628517016175,-5.094952523738129,-5.263972505078309,-5.199125703403236,83.46891330897938,"{'brokerage_entry': 20.0, 'brokerage_exit': 20.0, 'exchange_entry': np.float64(1.4667063063314667), 'exchange_exit': np.float64(1.3919783163612054), 'sebi_entry': np.float64(0.049384050718231196), 'sebi_exit': np.float64(0.04686795677983856), 'ipft_entry': np.float64(0.049384050718231196), 'ipft_exit': np.float64(0.04686795677983856), 'stamp_buy': np.float64(1.481521521546936), 'stt_sell': np.float64(11.716989194959641), 'dp_sell': 16.5, 'gst': np.float64(10.719213954783987), 'fees_total': np.float64(83.46891330897938)}",HSL,3,0056_rsi_enabled=True_rsi_buy_below=35_rsi_sell_above=65_macd_enabled=True_macd_fast=12_macd_slow=26_macd_signal=9_adx_enabled=False_adx_length=14_adx_min_adx=18_sma_enabled=False_sma_length=50_bb_enabled=True_bb_length=20_bb_stddev=2.0_combination_mode=any
SBICARD.NS,2023-04-13,2023-04-27,66,753.759033203125,779.0416259765625,754.1359127197265,778.6521051635742,49772.970239501956,51391.0389407959,1618.0687012939452,1533.273611524163,3.2508984163653083,3.0805346840789736,3.066547223048326,84.79508976978227,"{'brokerage_entry': 20.0, 'brokerage_exit': 20.0, 'exchange_entry': np.float64(1.4782572161132082), 'exchange_exit': np.float64(1.5263138565416383), 'sebi_entry': np.float64(0.04977297023950195), 'sebi_exit': np.float64(0.0513910389407959), 'ipft_entry': np.float64(0.04977297023950195), 'ipft_exit': np.float64(0.0513910389407959), 'stamp_buy': np.float64(1.4931891071850587), 'stt_sell': np.float64(12.847759735198975), 'dp_sell': 16.5, 'gst': np.float64(10.747241836382779), 'fees_total': np.float64(84.79508976978227)}",RSI_exit,9,0056_rsi_enabled=True_rsi_buy_below=35_rsi_sell_above=65_macd_enabled=True_macd_fast=12_macd_slow=26_macd_signal=9_adx_enabled=False_adx_length=14_adx_min_adx=18_sma_enabled=False_sma_length=50_bb_enabled=True_bb_length=20_bb_stddev=2.0_combination_mode=any
SBICARD.NS,2023-12-18,2023-12-29,64,776.0613403320312,754.653076171875,776.4493710021973,754.2757496337891,49692.759744140625,48273.647976562504,-1419.1117675781206,-1503.0054938117862,-2.8557716956854082,-3.0245965439442286,-3.0060109876235726,83.89372623366548,"{'brokerage_entry': 20.0, 'brokerage_exit': 20.0, 'exchange_entry': np.float64(1.4758749644009765), 'exchange_exit': np.float64(1.4337273449039063), 'sebi_entry': np.float64(0.04969275974414062), 'sebi_exit': np.float64(0.0482736479765625), 'ipft_entry': np.float64(0.04969275974414062), 'ipft_exit': np.float64(0.0482736479765625), 'stamp_buy': np.float64(1.4907827923242187), 'stt_sell': np.float64(12.068411994140627), 'dp_sell': 16.5, 'gst': np.float64(10.728996322454332), 'fees_total': np.float64(83.89372623366548)}",MACD_cross_down,8,0056_rsi_enabled=True_rsi_buy_below=35_rsi_sell_above=65_macd_enabled=True_macd_fast=12_macd_slow=26_macd_signal=9_adx_enabled=False_adx_length=14_adx_min_adx=18_sma_enabled=False_sma_length=50_bb_enabled=True_bb_length=20_bb_stddev=2.0_combination_mode=any
