Symbol,Latest_Date,Latest_Deliverable_Qty,Avg_Deliverable_Qty,Delivery_Ratio,Delivery_Z,Delivery_RobustZ,Delivery_Pctile,Latest_Close,Latest_VWAP_N,CloseAboveVWAP,CloseVWAPDiffPct,Anomaly
PERSISTENT,2025-08-01,180201.0,263433.0,0.6840486954937308,-0.2991815674799831,-0.232431619898462,0.47619047619047616,5061.5,5411.1842501788005,False,-6.462249925554575,False
CESC,2025-08-01,2030715.0,1416984.619047619,1.4331242362848513,1.0176373500958715,1.3665027620128576,0.8571428571428571,165.53,177.23530844579867,False,-6.604388565937658,False
LICHSGFIN,2025-08-01,1144723.0,898288.0476190476,1.2743384519410441,0.42787306544816167,1.2763591264688885,0.7619047619047619,570.25,611.8421893326553,False,-6.797862268703703,False
HINDPETRO,2025-08-01,1933335.0,2416041.523809524,0.8002076872220266,-0.49814213158755627,-0.1917968574268899,0.42857142857142855,403.8,433.4109916540114,False,-6.832081378695076,False
MANAPPURAM,2025-08-01,1546349.0,1889451.9047619049,0.8184114113213481,-0.4030251852834713,-0.16255191059927618,0.42857142857142855,247.9,266.22089271446913,False,-6.88183880974319,False
IRB,2025-08-01,3894286.0,3437482.8571428573,1.1328888497314065,0.4303042013882745,0.6751727333778353,0.7619047619047619,44.33,47.64000365396557,False,-6.94795004217017,False
DEVYANI,2025-08-01,271212.0,1628714.761904762,0.16651902858841955,-0.7298815494628413,-0.9425884512442974,0.047619047619047616,161.47,173.72247283508895,False,-7.052900315735178,False
SONACOMS,2025-08-01,473045.0,1919041.1904761905,0.2465007016772885,-0.9094838480449248,-0.8099675015324695,0.047619047619047616,437.55,470.96996340446407,False,-7.095986156502154,False
ATGL,2025-08-01,246530.0,181276.19047619047,1.3599690028370286,0.8471052378108546,1.768079411510221,0.8571428571428571,595.4,641.1319241824524,False,-7.1329975091738,False
NATCOPHARM,2025-08-01,272627.0,598017.5714285715,0.4558845977530999,-0.9253851488242483,-0.8594722799848075,0.09523809523809523,931.05,1004.294658658692,False,-7.293144300549759,False
SIGNATURE,2025-08-01,24820.0,68607.09523809524,0.3617701626029239,-0.7005491749590679,-0.8586152041811,0.19047619047619047,1131.3,1222.1216717144007,False,-7.43147542641932,False
NUVAMA,2025-08-01,82071.0,79275.57142857143,1.0352621686738304,0.03508395581779783,1.3379242933880005,0.8095238095238095,6916.5,7483.314915240651,False,-7.574382765668009,False
BHEL,2025-08-01,1541893.0,1446099.3333333333,1.066242798443076,0.1400810555491191,0.49184703342364733,0.7142857142857143,231.6,250.72709850869668,False,-7.628652276703651,False
INOXWIND,2025-08-01,2571523.0,2603216.6666666665,0.9878251906295417,-0.01980172708286074,0.742940861269644,0.5714285714285714,151.76,164.3595780597501,False,-7.665861769960102,False
MCX,2025-08-01,86425.0,198245.52380952382,0.43594931345354343,-1.1523781170871203,-0.910734935789629,0.047619047619047616,7595.5,8228.646955888156,False,-7.694423631033242,False
JWL,2025-08-01,200926.0,228234.7142857143,0.8803481128136886,-0.7782727343688968,-0.8695200286075492,0.23809523809523808,336.1,364.36225993562283,False,-7.756637567407864,False
BRIGADE,2025-08-01,108823.0,259877.2857142857,0.4187476396826854,-0.8415674113659692,-0.6906485475663383,0.19047619047619047,982.7,1066.1185691228086,False,-7.824511413532975,False
IRCON,2025-08-01,615698.0,819446.3333333334,0.7513585392413332,-0.5610568515368539,-1.0723471795409214,0.23809523809523808,174.34,189.16770738024402,False,-7.838392496050606,False
WOCKPHARMA,2025-08-01,197696.0,205810.85714285713,0.9605712873678746,-0.06748604224104605,0.48037262025578487,0.6190476190476191,1612.4,1750.9771143813623,False,-7.914273307354048,False
RVNL,2025-08-01,1222385.0,1068175.5238095238,1.1443671688342998,0.40744674251613,0.769736122728617,0.7619047619047619,345.45,375.2566591151095,False,-7.943006044288847,False
PPLPHARMA,2025-08-01,2924955.0,2343230.0,1.2482577467854201,0.3605560673857322,1.6263616249005832,0.7619047619047619,190.65,207.14125090140172,False,-7.961355273098869,False
IDFCFIRSTB,2025-08-01,6938198.0,10983202.80952381,0.6317099046904346,-1.0716127152654478,-0.829852537853281,0.14285714285714285,67.58,73.46028986757007,False,-8.004719118547875,False
JINDALSAW,2025-08-01,730152.0,520632.09523809527,1.4024337083292708,1.0267962698622215,1.4088572129824515,0.8571428571428571,205.4,223.41332741344203,False,-8.06278104443926,False
SAIL,2025-08-01,5653968.0,3843455.095238095,1.4710638891046408,0.7794659584643499,1.0264918865815538,0.8571428571428571,120.12,130.8910154887817,False,-8.228995281731045,False
IGIL,2025-08-01,609156.0,452769.14285714284,1.345400872851002,0.2957854504955071,1.7842205592068066,0.8095238095238095,372.1,405.66761185178564,False,-8.274659073362223,False
360ONE,2025-08-01,229768.0,1377368.4761904762,0.16681665362016415,-0.29893663167967516,-0.9669647902575812,0.14285714285714285,1052.5,1148.8141043986059,False,-8.383784985737574,False
IREDA,2025-08-01,1915384.0,2885414.4285714286,0.6638159083956298,-0.350091730169006,-0.537180394700988,0.3333333333333333,145.69,159.2728186554284,False,-8.528020518562895,False
