ticker,entry_date,exit_date,qty,entry_price,exit_price,entry_eff,exit_eff,net_profit,fees_total,roi_%,exit_reason,days_held
COFORGE.NS,2024-08-28,2024-09-11,40,1239.22412109375,1355.243408203125,1239.8437331542968,1354.5657864990235,4503.296804144601,85.58532964446147,9.006593608289203,Time,10
BAJAJFINSV.NS,2024-08-27,2024-09-10,29,1718.162841796875,1823.611572265625,1719.0219232177733,1822.6997664794924,2921.435364605452,85.22208998439545,5.842870729210905,Time,10
CHOLAFIN.NS,2024-08-27,2024-09-10,34,1441.79296875,1505.5042724609375,1442.5138652343749,1504.7515203247071,2031.400177099582,84.68009597171465,4.062800354199164,Time,10
INDIGO.NS,2024-08-26,2024-09-09,10,4712.13720703125,4800.3876953125,4714.493275634765,4797.987501464844,751.3047030049491,83.63755529583442,1.5026094060098982,Time,10
ICICIBANK.NS,2024-08-26,2024-09-09,41,1204.009765625,1225.5435791015625,1204.6117705078125,1224.930807312012,748.6472374632004,84.43327150897578,1.4972944749264008,Time,10
BHARTIARTL.NS,2024-08-23,2024-09-06,33,1494.2581787109375,1526.48876953125,1495.005307800293,1525.7255251464844,929.3010974884032,84.46607493590861,1.8586021949768063,Time,10
BSE.NS,2024-08-01,2024-08-05,56,878.9153442382812,834.9695770263671,879.3548019104004,834.552092237854,-2592.3729694929566,83.42122783035995,-5.1847459389859125,HSL,2
SRF.NS,2024-07-29,2024-08-12,19,2499.1708984375,2562.000732421875,2500.4204838867186,2560.7197320556643,1061.830033599456,83.8556816105131,2.1236600671989123,Time,10
DIVISLAB.NS,2024-07-26,2024-08-09,10,4739.79443359375,4808.05712890625,4742.164330810547,4805.653100341797,551.2094566741055,83.6782386383945,1.102418913348211,Time,10
MAXHEALTH.NS,2024-07-26,2024-07-30,52,945.7702026367188,915.4078369140625,946.243087738037,914.9501329956055,-1710.8943668202262,83.66072021378186,-3.4217887336404527,TwoRedBelow20,2
SBICARD.NS,2024-06-13,2024-06-28,68,724.8842163085938,722.4414672851562,725.246658416748,722.0802465515137,-299.42230650457407,84.1062996686384,-0.5988446130091482,Time,10
INDHOTEL.NS,2024-06-12,2024-06-27,85,582.7862548828125,622.5693359375,583.0776480102538,622.2580512695313,3245.1220685374583,85.21220850112076,6.490244137074917,Time,10
HDFCBANK.NS,2024-05-27,2024-06-10,66,747.2264404296875,763.660888671875,747.6000536499023,763.279058227539,950.339897249157,84.47440487486779,1.900679794498314,Time,10
INDHOTEL.NS,2024-05-27,2024-05-29,86,577.6585693359375,562.4988403320312,577.9473986206054,562.2175909118653,-1436.6800604421674,83.9165974905131,-2.8733601208843345,TwoRedBelow20,2
COFORGE.NS,2024-05-27,2024-05-30,48,1039.583984375,987.6047851562499,1040.1037763671875,987.1109827636718,-2627.3070139733295,83.65292100457516,-5.254614027946658,HSL,3
DIVISLAB.NS,2024-05-24,2024-06-07,12,4078.6806640625,4476.07080078125,4080.720004394531,4473.832765380859,4631.952675127339,85.40045670859924,9.263905350254678,Time,10
BHARTIARTL.NS,2024-05-23,2024-06-04,36,1355.1065673828125,1287.3512390136718,1355.784120666504,1286.7075633941652,-2570.02909830668,83.27303650249034,-5.14005819661336,HSL,8
SOLARINDS.NS,2024-05-22,2024-05-28,5,9932.5888671875,9435.959423828124,9937.555161621092,9431.241444116211,-2615.1408186329686,83.57223110855948,-5.230281637265937,HSL,4
MAZDOCK.NS,2024-05-21,2024-06-04,34,1440.50244140625,1368.4773193359374,1441.222692626953,1367.7930806762695,-2579.9456121520157,83.33880582877792,-5.159891224304031,HSL,10
BHARTIARTL.NS,2024-04-19,2024-05-06,39,1271.2291259765625,1265.706298828125,1271.8647405395507,1265.073445678711,-349.05401909649595,84.19351952375223,-0.6981080381929918,Time,10
DIVISLAB.NS,2024-04-05,2024-04-23,13,3708.399658203125,3728.68212890625,3710.253858032226,3726.817787841797,131.48544638348983,83.84564114093075,0.26297089276697966,Time,10
INDHOTEL.NS,2024-04-03,2024-04-08,81,610.5128784179688,579.9872344970703,610.8181348571777,579.6972408798218,-2604.2926952310786,83.50028306524962,-5.208585390462157,HSL,3
BSE.NS,2024-04-01,2024-04-16,55,896.1376342773438,937.7550048828125,896.5857030944824,937.2861273803711,2153.7134055293063,84.80993019457682,4.307426811058613,Time,10
SOLARINDS.NS,2024-03-04,2024-03-19,6,7278.6455078125,8595.580078125,7282.284830566406,8591.282288085938,7769.554410505722,84.43033461147272,15.539108821011444,Time,10
SOLARINDS.NS,2024-02-14,2024-02-16,7,7010.70458984375,6660.169360351562,7014.209942138671,6656.8392756713865,-2584.966772960554,83.37210768956388,-5.169933545921108,HSL,2
CHOLAFIN.NS,2024-01-15,2024-01-23,39,1274.4232177734375,1210.7020568847656,1275.0604293823242,1210.0967058563233,-2617.1709128227367,83.58569530870521,-5.2343418256454735,HSL,5
NYKAA.NS,2024-01-05,2024-01-17,288,173.39999389648438,168.39999389648438,173.4866938934326,168.31579389953615,-1573.1890740293995,83.9698757872204,-3.146378148058799,TwoRedBelow20,8
INDIGO.NS,2024-01-04,2024-01-18,16,2990.7958984375,3047.4501953125,2992.2912963867184,3045.926470214844,774.2589263664433,83.90385488356497,1.5485178527328867,Time,10
INDHOTEL.NS,2024-01-04,2024-01-18,108,460.0591735839844,460.85443115234375,460.2892031707763,460.6240039367676,-48.1600517754095,84.31853450247303,-0.096320103550819,Time,10
CHOLAFIN.NS,2023-12-11,2023-12-26,42,1171.6817626953125,1241.5718994140625,1172.2676035766601,1240.9511134643556,2799.739079319487,84.96833596372704,5.5994781586389735,Time,10
ICICIBANK.NS,2023-12-05,2023-12-19,50,997.106201171875,999.0739135742188,997.6047542724609,998.5743766174317,-35.900923419094795,84.38204066762995,-0.07180184683818959,Time,10
SHREECEM.NS,2023-12-04,2023-12-18,1,27510.064453125,28343.794921875,27523.81948535156,28329.623024414064,729.1361648513202,76.66737421118434,1.4582723297026405,Time,10
PAYTM.NS,2023-11-23,2023-11-24,54,923.4000244140625,877.2300231933593,923.8617244262695,876.7914081817627,-2625.4375996856206,83.6405224822545,-5.250875199371241,HSL,1
SBILIFE.NS,2023-11-09,2023-11-24,37,1345.716796875,1404.499267578125,1346.3896552734375,1403.797017944336,2039.11648503007,84.95593379317884,4.0782329700601405,Time,10
BDL.NS,2023-11-08,2023-11-23,95,523.337646484375,548.0250244140625,523.5993153076172,547.7510119018555,2209.4327134890814,84.97846296355755,4.418865426978162,Time,10
SRF.NS,2023-11-08,2023-11-23,21,2339.643310546875,2346.604736328125,2340.813132202148,2345.431433959961,12.844942663416433,84.1393942506562,0.025689885326832865,Time,10
MUTHOOTFIN.NS,2023-10-20,2023-11-06,40,1238.2156982421875,1296.9326171875,1238.8348060913086,1296.2841508789063,2213.061201839632,84.91258966427574,4.426122403679264,Time,10
SBILIFE.NS,2023-10-18,2023-10-26,36,1351.345947265625,1300.7833251953125,1352.0216202392578,1300.132933532715,-1951.3955349437763,83.40281350823504,-3.9027910698875528,TwoRedBelow20,5
MAXHEALTH.NS,2023-10-12,2023-10-25,86,579.2281494140625,550.2667419433593,579.5177634887694,549.9916085723877,-2622.872834994076,83.62351218524086,-5.245745669988152,HSL,8
BSE.NS,2023-10-06,2023-10-20,107,463.4624328613281,525.0700073242188,463.6941640777588,524.8074723205567,6452.970503361524,86.15347861785385,12.90594100672305,Time,10
DIVISLAB.NS,2023-09-12,2023-09-27,13,3747.62939453125,3728.039306640625,3749.5032092285155,3726.175286987305,-387.14062305782625,83.87763392209071,-0.7742812461156525,Time,10
NYKAA.NS,2023-09-07,2023-09-22,346,144.35000610351562,143.5,144.42218110656736,143.42825000000002,-428.20130603337066,84.30114316107257,-0.8564026120667413,Time,10
SHREECEM.NS,2023-09-04,2023-09-18,1,25479.888671875,26194.955078125,25492.628616210935,26181.85760058594,613.3158052849458,75.91317909005832,1.2266316105698916,Time,10
CHOLAFIN.NS,2023-08-30,2023-09-13,44,1112.7587890625,1156.7265625,1113.3151684570312,1156.14819921875,1800.060919245681,84.59243426994587,3.600121838491362,Time,10
TVSMOTOR.NS,2023-08-30,2023-09-13,35,1404.15283203125,1442.6900634765625,1404.8549084472656,1441.9687184448244,1214.4939360137282,84.48941390082524,2.4289878720274563,Time,10
MFSL.NS,2023-08-17,2023-08-31,58,858.25,933.7000122070312,858.679125,933.2331622009278,4238.550535405532,85.58362224828565,8.477101070811065,Time,10
PAYTM.NS,2023-08-11,2023-08-28,57,864.5499877929688,882.7999877929688,864.9822627868651,882.3585877990723,906.0022173344623,84.4483083613523,1.8120044346689246,Time,10
COFORGE.NS,2023-08-08,2023-08-23,51,973.06103515625,959.8157348632812,973.5475656738281,959.3358269958496,-808.8771053920749,84.07843281517434,-1.6177542107841498,Time,10
DIXON.NS,2023-08-08,2023-08-16,10,4852.8984375,4610.253515625,4855.324886718749,4607.9483888671875,-2556.9512789552664,83.18630043964926,-5.113902557910533,HSL,5
MFSL.NS,2023-06-22,2023-07-07,65,762.9500122070312,802.2000122070312,763.3314872131348,801.7989122009278,2415.389453081386,84.99317112516205,4.830778906162772,Time,10
PAYTM.NS,2023-06-08,2023-06-22,64,772.0,865.9500122070312,772.386,865.5170372009278,5874.464013479556,85.92236737982526,11.748928026959113,Time,10
NYKAA.NS,2023-06-02,2023-06-16,368,135.75,144.35000610351562,135.817875,144.27783110046389,3027.9652234959517,85.29862147476366,6.055930446991904,Time,10
SBILIFE.NS,2023-05-31,2023-06-14,40,1230.4437255859375,1237.7169189453125,1231.0589474487304,1237.0980604858398,157.3533149010264,84.2112065833489,0.3147066298020528,Time,10
SHREECEM.NS,2023-05-29,2023-06-12,1,25017.953125,25523.408203125,25030.462101562498,25510.646499023438,404.49528126482386,75.68911619611625,0.8089905625296477,Time,10
MAZDOCK.NS,2023-04-12,2023-04-27,143,347.6059265136719,363.55633544921875,347.7797294769287,363.37455728149416,2145.103755063772,84.95662098908888,4.290207510127544,Time,10
INDHOTEL.NS,2023-04-10,2023-04-25,153,325.20123291015625,335.9586486816406,325.3638335266113,335.7906693572998,1510.514603760305,84.79127833503983,3.02102920752061,Time,10
CHOLAFIN.NS,2023-04-06,2023-04-24,59,838.3682861328125,837.3221435546875,838.7874702758788,836.9034824829102,-195.35243282511334,84.19715303996605,-0.39070486565022666,Time,10
HDFCBANK.NS,2023-04-05,2023-04-21,64,769.2384643554688,778.936767578125,769.6230835876464,778.547299194336,486.8390705948819,84.31072823325161,0.9736781411897637,Time,10
KOTAKBANK.NS,2023-03-31,2023-04-19,28,1727.536865234375,1879.120849609375,1728.400633666992,1878.1812891845705,4108.811810440247,85.04654405194547,8.217623620880495,Time,10
MAXHEALTH.NS,2023-03-09,2023-03-23,110,451.1462097167969,464.7343444824219,451.37178282165524,464.5019773101807,1359.6195533525895,84.70184038520549,2.719239106705179,Time,10
NYKAA.NS,2023-02-09,2023-02-14,329,151.85000610351562,144.25750579833985,151.92593110656736,144.18537704544067,-2630.3151580387025,83.6728719280188,-5.260630316077405,HSL,3
BAJFINANCE.NS,2023-02-08,2023-02-22,79,626.3097534179688,611.2230224609375,626.6229082946777,610.9174109497071,-1324.6120286329456,83.87773838026588,-2.649224057265891,Time,10
PAYTM.NS,2023-02-08,2023-02-10,73,675.9500122070312,642.1525115966797,676.2879872131348,641.8314353408814,-2598.792088045231,83.4638013707319,-5.197584176090462,HSL,2
HDFCBANK.NS,2023-01-24,2023-01-27,63,788.6583862304688,749.2254669189452,789.0527154235839,748.8508541854858,-2616.297158304013,83.57990030383418,-5.232594316608026,HSL,2
SHREECEM.NS,2023-01-13,2023-01-24,2,23863.9375,22670.740625,23875.86946875,22659.4052546875,-2515.842079893079,82.91365176807855,-5.031684159786157,HSL,7
HDFCLIFE.NS,2023-01-06,2023-01-20,82,605.89892578125,584.997314453125,606.2018752441406,584.7048157958985,-1846.5594386589448,83.80056390309008,-3.69311887731789,Time,10
TVSMOTOR.NS,2022-12-28,2023-01-03,46,1068.7093505859375,1028.09130859375,1069.2437052612304,1027.5772629394532,-2000.2269911550923,83.57064435334388,-4.000453982310185,TwoRedBelow20,4
MFSL.NS,2022-12-05,2022-12-19,69,720.0499877929688,716.1500244140625,720.4100127868652,715.7919494018555,-402.86189079055265,84.21551722488738,-0.8057237815811052,Time,10
CHOLAFIN.NS,2022-12-05,2022-12-16,68,733.8417358398438,726.0327758789062,734.2086567077637,725.6697594909668,-664.8625407316849,84.21752998950069,-1.3297250814633699,TwoRedBelow20,9
MUTHOOTFIN.NS,2022-12-05,2022-12-12,45,1088.7884521484375,1034.3490295410156,1089.3328463745117,1033.8318550262452,-2580.8896778305752,83.3450671585777,-5.16177935566115,HSL,5
HDFCLIFE.NS,2022-11-24,2022-12-08,88,567.1665649414062,572.0700073242188,567.4501482238769,571.7839723205567,296.8791558723087,84.49736463551477,0.5937583117446174,Time,10
INDIGO.NS,2022-11-23,2022-12-07,26,1890.15576171875,1969.8211669921875,1891.1008395996093,1968.8362564086915,1936.424337732245,84.69649930388965,3.87284867546449,Time,10
ICICIBANK.NS,2022-11-17,2022-12-01,55,897.5781860351562,917.4853515625,898.0269751281738,917.0266088867188,960.4848321488207,84.49502457115523,1.9209696642976413,Time,10
SOLARINDS.NS,2022-11-04,2022-11-18,12,3995.048583984375,3938.292236328125,3997.046108276367,3936.3230902099613,-812.155189965335,83.47897316847234,-1.62431037993067,TwoRedBelow20,9
SHREECEM.NS,2022-10-20,2022-10-24,2,21645.5234375,20804.001953125,21656.346199218748,20793.599952148437,-1807.034440260124,81.54194611950344,-3.614068880520248,TwoRedBelow20,2
BEL.NS,2022-10-18,2022-11-02,488,102.27501678466797,103.38513946533203,102.3261542930603,103.33344689559937,407.0299179344271,84.52887210464027,0.8140598358688541,Time,10
ICICIBANK.NS,2022-10-18,2022-11-02,57,875.2315063476562,882.8429565429688,875.66912210083,882.4015350646973,299.25746657986076,84.4900723605746,0.5985149331597215,Time,10
BDL.NS,2022-09-13,2022-09-26,119,417.6298522949219,416.7386474609375,417.83866722106933,416.53027813720706,-239.96579896380914,84.26749798419965,-0.4799315979276183,TwoRedBelow20,9
BAJFINANCE.NS,2022-09-13,2022-09-26,68,730.0233764648438,715.8290405273438,730.3883881530761,715.4711260070801,-1098.3745272087772,84.00070128104653,-2.1967490544175545,TwoRedBelow20,9
BSE.NS,2022-09-07,2022-09-16,221,225.30038452148438,214.03536529541014,225.4130347137451,213.92834761276245,-2621.7317937710795,83.61594445391172,-5.243463587542159,HSL,7
HDFCBANK.NS,2022-07-28,2022-08-12,75,659.044921875,690.8145141601562,659.3744443359375,690.4691069030762,2247.212885690393,84.88680684501202,4.494425771380786,Time,10
SOLARINDS.NS,2022-07-25,2022-08-01,17,2828.17138671875,2686.7628173828125,2829.585472412109,2685.4194359741214,-2533.855743290862,83.03312384507282,-5.067711486581724,HSL,5
SBILIFE.NS,2022-07-08,2022-07-22,43,1139.99169921875,1157.932861328125,1140.5616950683593,1157.353894897461,637.7856129805768,84.27897967079112,1.2755712259611536,Time,10
MFSL.NS,2022-07-07,2022-07-21,58,860.1500244140625,840.4500122070312,860.5800994262695,840.0297872009278,-1275.955505135546,84.03739606572744,-2.551911010271092,Time,10
ICICIBANK.NS,2022-07-04,2022-07-18,71,698.510986328125,748.8551025390625,698.860241821289,748.480674987793,3437.762764887941,85.28798993383806,6.8755255297758815,Time,10
PAYTM.NS,2022-06-27,2022-07-01,71,701.3499755859375,666.2824768066406,701.7006505737304,665.9493355682373,-2621.96082887416,83.61746348415375,-5.24392165774832,HSL,4
HDFCLIFE.NS,2022-05-30,2022-06-13,83,601.4907836914062,576.5277099609375,601.7915290832519,576.2394461059571,-2204.6057469421953,83.7828598267239,-4.40921149388439,Time,10
SBILIFE.NS,2022-05-27,2022-06-10,44,1114.3470458984375,1147.9434814453125,1114.9042194213866,1147.36950970459,1343.9866393956465,84.48613306530092,2.687973278791293,Time,10
MFSL.NS,2022-05-26,2022-06-09,65,768.4000244140625,829.5499877929688,768.7842244262695,829.1352127990723,3837.2865024460925,85.52774178609148,7.674573004892185,Time,10
MAZDOCK.NS,2022-04-05,2022-04-21,378,132.1903533935547,157.8572235107422,132.25644857025145,157.77829489898681,9560.077138293052,87.18077396891243,19.120154276586103,Time,10
MAXHEALTH.NS,2022-04-05,2022-04-06,135,367.7259521484375,349.3396545410156,367.9098151245117,349.1649847137451,-2614.1175499337983,83.56544448031438,-5.228235099867597,HSL,1
SBICARD.NS,2022-03-17,2022-04-01,59,843.3714599609375,862.674072265625,843.7931456909179,862.2427352294923,1003.8790458518417,84.64673692404877,2.0077580917036837,Time,10
BDL.NS,2022-03-11,2022-03-28,207,241.09657287597656,267.6756591796875,241.21712116241454,267.5418213500977,5363.260349413375,85.95258943703612,10.72652069882675,Time,10
BSE.NS,2022-03-11,2022-03-28,174,285.7963562011719,281.34149169921875,285.9392543792724,281.20082095336915,-908.5735675749759,84.0861514678047,-1.817147135149952,Time,10
PERSISTENT.NS,2022-03-10,2022-03-25,23,2089.472900390625,2283.013916015625,2090.51763684082,2281.8724090576175,4316.164804157529,84.99495682880963,8.632329608315057,Time,10
TVSMOTOR.NS,2022-02-10,2022-02-15,76,655.7492065429688,622.9617462158203,656.0770811462402,622.6502653427125,-2624.0694495639605,83.63144849585515,-5.2481388991279205,HSL,3
INDHOTEL.NS,2022-01-11,2022-01-25,256,195.01669311523438,195.80841064453125,195.114201461792,195.71050643920898,68.21761234933527,84.43646186941461,0.13643522469867053,Time,10
CHOLAFIN.NS,2022-01-07,2022-01-21,87,570.1605224609375,648.8137817382812,570.4456027221679,648.4893748474121,6703.577861056133,86.23031384011024,13.407155722112266,Time,10
ICICIBANK.NS,2022-01-05,2022-01-19,65,764.4238891601562,784.3577270507812,764.8061011047363,783.9655481872559,1160.6975804081994,84.6664799555692,2.3213951608163987,Time,10
BAJFINANCE.NS,2022-01-05,2022-01-19,66,753.6415405273438,743.9149169921875,754.0183612976074,743.5429595336915,-775.5051050047497,84.12858858629819,-1.5510102100094993,Time,10
MFSL.NS,2022-01-04,2022-01-18,48,1027.1500244140625,1017.5,1027.6635994262695,1016.99125,-596.297656290389,84.0248838294605,-1.192595312580778,Time,10
MUTHOOTFIN.NS,2022-01-03,2022-01-14,34,1446.1151123046875,1393.965087890625,1446.8381698608398,1393.2681053466797,-1904.9828058313794,83.60061234993886,-3.809965611662759,TwoRedBelow20,9
BEL.NS,2021-12-14,2021-12-17,755,66.15419006347656,63.47394943237305,66.18726715850829,63.442212457656865,-2156.32109318281,83.80479403998727,-4.312642186365619,TwoRedBelow20,3
DIXON.NS,2021-12-13,2021-12-17,8,5697.42822265625,5412.556811523437,5700.276936767578,5409.850533117676,-2405.5936801553885,82.1824509561678,-4.811187360310777,HSL,4
COFORGE.NS,2021-11-16,2021-11-22,45,1089.1842041015625,1034.7249938964844,1089.7287962036132,1034.2076313995362,-2581.803544382082,83.35112819861122,-5.163607088764163,HSL,3
INDHOTEL.NS,2021-11-15,2021-11-22,233,214.01856994628906,203.3176414489746,214.1255792312622,203.21598262825012,-2625.5774585706013,83.64145006878175,-5.251154917141203,HSL,4
MAXHEALTH.NS,2021-11-15,2021-11-22,138,361.9522705078125,343.8546569824219,362.1332466430664,343.6827296539307,-2629.8410721473815,83.66972764665533,-5.259682144294763,HSL,4
PERSISTENT.NS,2021-11-10,2021-11-25,24,2018.4825439453125,1974.80126953125,2019.491785217285,1973.8138688964846,-1179.8218751890954,83.55188348988209,-2.359643750378191,Time,10
KOTAKBANK.NS,2021-10-22,2021-10-29,23,2163.439697265625,2055.2677124023435,2164.5214171142575,2054.2400785461423,-2620.075748123756,83.60496105710263,-5.240151496247512,HSL,5
BDL.NS,2021-10-19,2021-10-29,242,206.41990661621094,196.0989112854004,206.52311656951903,196.0008618297577,-2630.056805477753,83.67115845550786,-5.260113610955506,HSL,8
SOLARINDS.NS,2021-09-03,2021-09-20,28,1757.239990234375,1915.882568359375,1758.118610229492,1914.9246270751955,4305.170151708208,85.39831997148848,8.610340303416416,Time,10
SHREECEM.NS,2021-09-02,2021-09-17,1,29856.359375,30088.919921875,29871.287554687497,30073.875461914064,125.2609909666489,77.32691625991814,0.25052198193329783,Time,10
CHOLAFIN.NS,2021-08-31,2021-09-15,90,549.5302734375,575.2686157226562,549.8050385742188,574.980981414795,2180.956672838144,84.8781828137171,4.361913345676288,Time,10
DIVISLAB.NS,2021-08-31,2021-09-15,9,5039.15673828125,5024.83837890625,5041.676316650391,5022.325959716797,-256.8727850395426,82.71957263720653,-0.5137455700790852,Time,10
BEL.NS,2021-08-27,2021-09-13,860,58.072017669677734,61.582035064697266,58.10105367851257,61.55124404716492,2881.9120784760667,85.25163856495104,5.763824156952134,Time,10
SBICARD.NS,2021-08-26,2021-09-09,46,1073.9427490234375,1090.870361328125,1074.4797203979492,1090.324926147461,644.4630184126966,84.41644606484414,1.288926036825393,Time,10
INDIGO.NS,2021-07-08,2021-07-20,27,1818.876220703125,1727.9324096679686,1819.7856588134764,1727.0684434631348,-2586.7487406990813,83.38392623985855,-5.1734974813981625,HSL,8
ICICIBANK.NS,2021-07-05,2021-07-09,79,626.5924072265625,617.5975952148438,626.9057034301758,617.2887964172363,-843.7595610860292,84.02390706381202,-1.6875191221720585,TwoRedBelow20,4
DIVISLAB.NS,2021-07-02,2021-07-16,11,4384.228515625,4615.04931640625,4386.420629882812,4612.741791748047,2405.0273724174367,84.50540810014722,4.810054744834873,Time,10
INDHOTEL.NS,2021-06-22,2021-07-06,371,134.4010467529297,141.4066162109375,134.46824727630616,141.33591290283204,2462.8009029429636,85.10304449813313,4.925601805885927,Time,10
DIXON.NS,2021-06-02,2021-06-16,11,4227.63671875,4184.23095703125,4229.750537109375,4182.138841552734,-606.756557089638,83.02790596659669,-1.213513114179276,Time,10
SOLARINDS.NS,2021-05-24,2021-06-07,38,1299.81689453125,1591.8724365234375,1300.4668029785155,1591.0765003051758,10955.790618890296,87.37787952279461,21.91158123778059,Time,10
CHOLAFIN.NS,2021-04-29,2021-05-03,85,586.827392578125,557.4860229492188,587.120806274414,557.2072799377441,-2626.2959539650124,83.64621534806923,-5.252591907930024,HSL,2
ICICIBANK.NS,2021-04-28,2021-05-03,83,600.9619750976562,570.9138763427734,601.262456085205,570.628419404602,-2626.2710949657,83.6460504756491,-5.2525421899313995,HSL,3
SBILIFE.NS,2021-04-15,2021-04-30,55,901.5491943359375,921.391845703125,901.9999689331054,920.9311497802735,956.6434724575684,84.57147413668098,1.9132869449151366,Time,10
SRF.NS,2021-04-07,2021-04-23,40,1221.262939453125,1217.5438232421875,1221.8735709228515,1216.9350513305665,-281.49542550277545,83.95464181137353,-0.5629908510055509,Time,10
SHREECEM.NS,2021-03-31,2021-04-16,1,28949.734375,30281.708984375,28964.2092421875,30266.568129882813,1225.0377329271985,77.32115476811599,2.450075465854397,Time,10
MAZDOCK.NS,2021-03-03,2021-03-15,462,108.1587905883789,102.75085105895995,108.21286998367309,102.69947563343048,-2630.864706512183,83.6765167001058,-5.261729413024367,HSL,7
BDL.NS,2021-02-12,2021-02-26,299,166.6743927001953,165.1655731201172,166.7577298965454,165.08299033355715,-584.964337058392,84.21720772490266,-1.1699286741167838,Time,10
MUTHOOTFIN.NS,2021-02-11,2021-02-25,42,1177.149169921875,1225.9415283203125,1177.737744506836,1225.3285575561524,1914.018906538888,84.79524153240688,3.828037813077776,Time,10
MFSL.NS,2021-02-10,2021-02-24,64,776.9000244140625,852.7000122070312,777.2884744262695,852.2736622009278,4713.352099429923,85.69991814820462,9.426704198859847,Time,10
DIXON.NS,2021-02-08,2021-02-22,14,3449.9013671875,3734.930419921875,3451.6263178710938,3733.0629547119142,3855.1650055594687,84.94791021202093,7.710330011118938,Time,10
ICICIBANK.NS,2021-02-01,2021-02-15,85,583.98779296875,651.8360595703125,584.2797868652343,651.5101415405273,5628.646437000401,85.93371039950796,11.257292874000804,Time,10
SHREECEM.NS,2021-01-07,2021-01-18,2,24564.591796875,23336.36220703125,24576.874092773436,23324.694025927733,-2587.7507052640335,83.39057157262654,-5.175501410528067,HSL,7
BDL.NS,2021-01-06,2021-01-13,298,167.49949645996094,159.1245216369629,167.5832462081909,159.04495937614442,-2628.0674403325816,83.65796438273411,-5.256134880665162,HSL,5
HDFCBANK.NS,2020-12-29,2021-01-12,76,650.5733032226562,675.0974731445312,650.8985898742675,674.759924407959,1728.7182809506196,84.74314360994289,3.4574365619012393,Time,10
SBILIFE.NS,2020-12-28,2021-01-11,56,892.023193359375,926.2537841796875,892.4692049560547,925.7906572875977,1781.062138709254,84.93919185714937,3.562124277418508,Time,10
SBICARD.NS,2020-12-04,2020-12-14,58,847.7144165039062,805.3286956787109,848.1382737121581,804.9260313308716,-2589.7136485220553,83.4035904074343,-5.179427297044111,HSL,6
PERSISTENT.NS,2020-11-24,2020-12-09,85,583.542236328125,579.6940307617188,583.834007446289,579.4041837463379,-460.7046575807122,84.16964308487657,-0.9214093151614243,Time,10
SBILIFE.NS,2020-11-11,2020-11-25,60,830.5862426757812,839.9848022460938,831.0015357971191,839.5648098449708,429.2878156754838,84.50862719561465,0.8585756313509676,Time,10
CHOLAFIN.NS,2020-11-02,2020-11-14,172,289.4252014160156,308.4371032714844,289.5699140167236,308.28288471984865,3133.364131670429,85.26682926708071,6.266728263340858,Time,10
DIXON.NS,2020-10-19,2020-10-28,26,1906.5849609375,1811.2557128906249,1907.5382534179687,1810.3500850341798,-2610.433387979791,83.54101000127986,-5.220866775959582,HSL,7
