symbol,direction,entry_time,entry_price,stop_init,exit_time,exit_price,pnl,r_multiple,partial_taken
ABB.NS,long,2025-07-02 10:30:00,5903.7004,5898.6929,2025-07-02 10:35:00,5895.7435,-15892.20,-1.59,False
