ticker,entry_date,entry_price,exit_date,exit_price,days_held,shares,entry_reason,exit_reason,gross_pnl_inr,fees_total_inr,net_pnl_inr,return_pct,rsi_entry,zscore_entry,macd_hist_entry,atr_entry,close_entry,resistance_entry,volar_entry,mvo_weight_entry,alloc_inr_entry
KIRLOSENG.NS,2016-01-28,197.2373809814453,2016-01-29,200.81375286340023,1,633,MACD cross ↑ (hist -0.456→0.452); RSI 29.4→51.2 (<70); MR z -1.67→1.09; Vol 184491 ≥ 1.5×22647; 52w%=72.8% (>= 50%); VOLAR rank 1/1 (VOLAR=0.18); MVO weight=100.0% of capped cash (25% of available),mr_reversal,2263.8434012774596,350.91911099905144,1912.924290278408,1.8132322910388687,51.21039316522893,1.0860676283400732,0.45244105484582287,9.176246224959817,203.1980438232422,228.47961872716968,0.17744647857143203,1.0,125000.0
ZFCVINDIA.NS,2016-02-01,5672.33154296875,2016-02-11,5115.588263536724,10,22,MACD cross ↑ (hist -12.532→10.349); RSI 25.9→42.6 (<70); MR z -1.19→-0.07; Vol 56301 ≥ 1.5×7422; 52w%=77.0% (>= 50%); VOLAR rank 1/2 (VOLAR=0.88); MVO weight=100.0% of capped cash (25% of available),trail_atr_stop,-12248.352147504565,335.73065425712446,-12584.08280176169,-9.81506943334699,42.555002046113124,-0.06891241426970057,10.348829332439067,223.67539978815697,5564.1572265625,6647.377601528099,0.8771897859748563,1.0,125478.23107256962
CHENNPETRO.NS,2016-02-18,137.23545837402344,2016-02-29,133.70663831245096,11,891,MACD cross ↑ (hist -1.276→0.018); RSI 29.4→47.1 (<70); MR z -1.44→0.33; Vol 1205452 ≥ 1.5×387774; 52w%=70.5% (>= 50%); VOLAR rank 1/1 (VOLAR=1.79); MVO weight=100.0% of capped cash (25% of available),mr_reversal,-3144.178674861075,339.5810874805079,-3483.7597623415827,-2.5713617336089456,47.14679952484627,0.3316009686167006,0.01807295952872323,8.612124574641019,138.94168090820312,166.5128646395941,1.785074313623061,1.0,122332.2103721292
CAPLIPOINT.NS,2016-05-16,199.76510620117188,2016-05-23,187.22404248618082,7,608,MACD cross ↑ (hist -1.115→0.390); RSI 16.3→60.5 (<70); MR z -1.34→1.41; Vol 334250 ≥ 1.5×92869; 52w%=65.3% (>= 50%); VOLAR rank 1/1 (VOLAR=0.42); MVO weight=100.0% of capped cash (25% of available),mr_reversal,-7624.966738714561,333.1092154737032,-7958.075954188264,-6.277905062339406,60.49507886652777,1.4110188337470333,0.3901250596692196,8.016799673672494,199.74591064453125,214.57847666777067,0.42403412597124407,1.0,121461.27043154379
GRAVITA.NS,2016-05-17,22.79961395263672,2016-05-18,22.799618743061295,1,3993,MACD cross ↑ (hist -0.119→0.003); RSI 29.3→60.3 (<70); MR z -1.12→2.23; Vol 296903 ≥ 1.5×69139; 52w%=72.6% (>= 50%); VOLAR rank 1/1 (VOLAR=-0.31); MVO weight=100.0% of capped cash (25% of available),mr_reversal,0.019128165332482183,273.3443647294275,-273.32523656409506,2.101098985907157e-05,60.2739896638223,2.232633204083279,0.002922762785877206,1.029610782369123,23.99959945678711,27.13800830369882,-0.30610005465801304,1.0,91055.01954154018
INOXWIND.NS,2016-06-08,58.212501525878906,2016-06-24,55.5901831693547,16,2051,MACD cross ↑ (hist -0.274→0.005); RSI 13.8→39.6 (<70); MR z -1.74→-0.13; Vol 3211140 ≥ 1.5×1372336; 52w%=49.3% (>= 50%); VOLAR rank 1/1 (VOLAR=-1.12); MVO weight=100.0% of capped cash (25% of available),trail_atr_stop,-5378.374949231142,330.84929091618983,-5709.224240147331,-4.504734013807033,39.55512832280615,-0.12740234089992433,0.0053408238887397985,2.452009315552878,57.1875,73.75,-1.1237103653890412,1.0,119403.42013385569
JPPOWER.NS,2016-06-09,4.050000190734863,2016-06-15,5.25,6,22102,MACD cross ↑ (hist -0.017→0.007); RSI 25.0→42.3 (<70); MR z -1.48→0.07; Vol 3181929 ≥ 1.5×1353652; 52w%=50.3% (>= 50%); VOLAR rank 1/1 (VOLAR=-0.81); MVO weight=100.0% of capped cash (25% of available),target_resistance,26522.39578437805,297.4643209372548,26224.931463440797,29.629623524718873,42.307700772256005,0.06501279485955427,0.0070399504082857,0.18855698620002267,4.050000190734863,5.25,-0.8053375041295545,1.0,89513.61773577963
GODFRYPHLP.NS,2016-06-29,251.6078338623047,2016-07-04,249.67183531575728,5,494,MACD cross ↑ (hist -0.383→0.885); RSI 27.5→56.4 (<70); MR z -1.92→1.67; Vol 1043832 ≥ 1.5×163321; 52w%=55.1% (>= 50%); VOLAR rank 1/1 (VOLAR=1.21); MVO weight=100.0% of capped cash (25% of available),mr_reversal,-956.3832819944204,346.3392255119651,-1302.7225075063855,-0.7694508222692686,56.43593399754696,1.6700268530550588,0.8853181181301064,9.479778232967496,260.0163879394531,355.41498055465655,1.213662600507412,1.0,124532.34693967906
CEATLTD.NS,2016-06-30,768.0174560546875,2016-07-27,799.100786806886,27,121,MACD cross ↑ (hist -1.592→2.254); RSI 25.8→37.9 (<70); MR z -1.09→-0.18; Vol 1396797 ≥ 1.5×518939; 52w%=66.1% (>= 50%); VOLAR rank 1/1 (VOLAR=0.73); MVO weight=100.0% of capped cash (25% of available),mr_reversal,3761.0830210160243,281.4537988377331,3479.6292221782915,4.0472167015413785,37.93331041028334,-0.17800751675545784,2.2543835512990285,27.83517118896447,778.7294921875,1086.6323910085848,0.733609950949257,1.0,93415.9825172149
JUBLPHARMA.NS,2016-07-21,220.8861541748047,2016-08-16,275.40517562033824,26,456,MACD cross ↑ (hist -0.047→0.607); RSI 27.4→44.5 (<70); MR z -1.47→-0.01; Vol 2120249 ≥ 1.5×676188; 52w%=69.6% (>= 50%); VOLAR rank 1/1 (VOLAR=1.03); MVO weight=100.0% of capped cash (25% of available),target_resistance,24860.6737791633,320.6827680400785,24539.99101112322,24.68195512263225,44.47984480147333,-0.006560991485822025,0.6071213827708775,8.087110034034561,214.71807861328125,275.40517562033824,1.0338672772853856,1.0,100940.65182395157
