ticker,side,date,price,shares,reason,turnover,fees_inr,pnl_inr,rsi,zscore,macd,macd_sig,macd_hist,atr,close,resistance_pre,high_52w,volar,mvo_weight,alloc_inr
KIRLOSENG.NS,BUY,2016-01-28,197.2373809814453,633,MACD cross ↑ (hist -0.456→0.452); RSI 29.4→51.2 (<70); MR z -1.67→1.09; Vol 184491 ≥ 1.5×22647; 52w%=72.8% (>= 50%); VOLAR rank 1/1 (VOLAR=0.18); MVO weight=100.0% of capped cash (25% of available),124851.26216125488,171.84913779784702,0.0,51.21039316522893,1.0860676283400732,-3.184383069188101,-3.636824124033924,0.45244105484582287,9.176246224959817,203.1980438232422,228.47961872716968,279.0016784667969,0.17744647857143203,1.0,125000.0
KIRLOSENG.NS,SELL,2016-01-29,200.81375286340023,633,mr_reversal,127115.10556253235,179.06997320120442,1912.924290278408,49.32737306975546,-0.11669262487927315,-2.823566880447487,-3.4741726753166366,0.6506057948691497,9.204958448411654,197.2373809814453,228.47961872716968,279.0016784667969,,,
ZFCVINDIA.NS,BUY,2016-02-01,5672.33154296875,22,MACD cross ↑ (hist -12.532→10.349); RSI 25.9→42.6 (<70); MR z -1.19→-0.07; Vol 56301 ≥ 1.5×7422; 52w%=77.0% (>= 50%); VOLAR rank 1/2 (VOLAR=0.88); MVO weight=100.0% of capped cash (25% of available),124791.2939453125,171.77793117842774,0.0,42.555002046113124,-0.06891241426970057,-172.02663283061975,-182.3754621630588,10.348829332439067,223.67539978815697,5564.1572265625,6647.377601528099,7223.48388671875,0.8771897859748563,1.0,125478.23107256962
ZFCVINDIA.NS,SELL,2016-02-11,5115.588263536724,22,trail_atr_stop,112542.94179780793,163.95272307869675,-12584.08280176169,61.296152924605515,1.0747157553336926,-67.25915538595655,-106.83869640719783,39.57954102124128,201.41068662264104,5589.126953125,6366.085896871213,7223.48388671875,,,
CHENNPETRO.NS,BUY,2016-02-18,137.23545837402344,891,MACD cross ↑ (hist -1.276→0.018); RSI 29.4→47.1 (<70); MR z -1.44→0.33; Vol 1205452 ≥ 1.5×387774; 52w%=70.5% (>= 50%); VOLAR rank 1/1 (VOLAR=1.79); MVO weight=100.0% of capped cash (25% of available),122276.79341125488,168.79219815728453,0.0,47.14679952484627,0.3316009686167006,-6.229644855073758,-6.247717814602481,0.01807295952872323,8.612124574641019,138.94168090820312,166.5128646395941,197.06997680664062,1.785074313623061,1.0,122332.2103721292
CHENNPETRO.NS,SELL,2016-02-29,133.70663831245096,891,mr_reversal,119132.6147363938,170.78888932322334,-3483.7597623415827,50.43019738689627,-0.10625335898180337,-2.5624962341616992,-3.8691577595624658,1.3066615254007665,8.078207184362618,132.0779571533203,166.5128646395941,197.06997680664062,,,
CAPLIPOINT.NS,BUY,2016-05-16,199.76510620117188,608,MACD cross ↑ (hist -1.115→0.390); RSI 16.3→60.5 (<70); MR z -1.34→1.41; Vol 334250 ≥ 1.5×92869; 52w%=65.3% (>= 50%); VOLAR rank 1/1 (VOLAR=0.42); MVO weight=100.0% of capped cash (25% of available),121457.1845703125,167.8189897018965,0.0,60.49507886652777,1.4110188337470333,-3.2502212137584934,-3.640346273427713,0.3901250596692196,8.016799673672494,199.74591064453125,214.57847666777067,305.9486999511719,0.42403412597124407,1.0,121461.27043154379
GRAVITA.NS,BUY,2016-05-17,22.79961395263672,3993,MACD cross ↑ (hist -0.119→0.003); RSI 29.3→60.3 (<70); MR z -1.12→2.23; Vol 296903 ≥ 1.5×69139; 52w%=72.6% (>= 50%); VOLAR rank 1/1 (VOLAR=-0.31); MVO weight=100.0% of capped cash (25% of available),91038.85851287842,131.7000868313429,0.0,60.2739896638223,2.232633204083279,0.11688589582534803,0.11396313303947082,0.002922762785877206,1.029610782369123,23.99959945678711,27.13800830369882,33.04560089111328,-0.30610005465801304,1.0,91055.01954154018
GRAVITA.NS,SELL,2016-05-18,22.799618743061295,3993,mr_reversal,91038.87764104376,141.64427789808462,-273.325236564095,43.29889879637468,-0.08455877459935757,0.1160298641994828,0.11437647927147322,0.0016533849280095797,1.2197989450905518,22.79961395263672,27.13800830369882,33.04560089111328,,,
CAPLIPOINT.NS,SELL,2016-05-23,187.22404248618082,608,mr_reversal,113832.21783159794,165.2902257718067,-7958.075954188264,48.41972623491146,-0.1357310935008252,-0.754778785690263,-1.8072675575746755,1.0524887718844125,8.589248122344816,187.21441650390625,214.57847666777067,305.9486999511719,,,
