date,equity
2016-01-27,500000.0
2016-01-28,499828.15086220216
2016-01-29,501912.92429027846
2016-02-01,501741.1463591
2016-02-11,489328.8414885168
2016-02-18,489160.0492903595
2016-02-29,485845.08172617515
2016-05-16,485677.26273647323
2016-05-17,482659.9562043294
2016-05-18,483042.9926756904
2016-05-23,477613.68053542275
2016-06-08,477448.31157269614
2016-06-09,477549.1591108831
2016-06-15,509774.9649065593
2016-06-24,498129.38775871624
2016-06-29,497958.1999968381
2016-06-30,497874.21503948147
2016-07-04,501622.5537069391
2016-07-21,500886.67192603316
2016-07-27,504303.92282431806
2016-08-11,512521.69426038436
2016-08-12,519930.1186110073
2016-08-16,524471.6238493255
2016-08-19,524292.3513036519
2016-08-25,520394.1873043936
2016-09-29,520216.1245762395
2016-09-30,516609.49161604274
2016-10-04,516432.5421132428
2016-10-07,541129.8825064737
2016-10-14,529868.3011296603
2016-10-18,531717.9981346402
2016-10-28,538497.6196816403
2016-11-01,548515.0868310607
2016-11-02,544225.3835308526
2016-11-03,544040.3144943798
2016-11-07,537640.5207992699
2016-12-06,537433.9435380346
2016-12-07,537707.2623666769
2016-12-23,534777.8937622324
2016-12-30,534595.8187822547
2017-01-18,532285.3260726654
2017-03-06,532103.8983357474
2017-03-17,531790.4958068067
2017-03-20,531417.4458536799
2017-03-24,525801.4879157622
2017-03-29,536998.6046781584
2017-04-07,555857.1857470368
2017-04-19,553100.4589125623
2017-04-27,559789.1300372119
2017-05-02,561648.4257921929
2017-05-05,548629.7488135479
2017-05-08,548424.515694715
2017-05-11,548238.1593370895
2017-05-16,546103.1958498921
2017-05-22,537753.4344231423
2017-05-23,534243.7322702726
2017-06-09,534061.5652764218
2017-06-20,529594.0007560998
2017-06-21,527513.1103045065
2017-06-22,528295.6554772158
2017-06-27,516023.5028435895
2017-07-07,525237.7218158273
2017-07-12,524623.6568438121
2017-07-27,524577.9233525915
2017-07-28,526236.0588700313
2017-07-31,525388.3100683598
2017-08-02,524316.9269648072
2017-08-03,521517.3908319947
2017-08-04,521460.132969453
2017-08-24,521281.79510877724
2017-08-28,523830.2791083019
2017-08-29,523651.18206222635
2017-09-06,564753.0125488767
2017-10-04,564561.7662572865
2017-10-06,564159.050018792
2017-10-09,566576.3076796212
2017-10-24,567398.1220112359
2017-10-26,567398.1220112359
2017-11-10,567206.201133361
2017-11-30,570715.3070821173
2017-12-06,563857.3921309442
2017-12-07,562919.1226854355
2017-12-18,562728.4814475084
2017-12-20,566616.7920355559
2017-12-29,570712.4238132926
2018-01-19,568959.7846088125
2018-01-31,568767.2995556389
2018-02-05,562136.5384795761
2018-02-26,561946.170265734
2018-03-07,552398.3738408682
2018-03-13,561797.4499672677
2018-03-14,556467.2238329602
2018-03-16,570999.004623267
2018-03-19,561448.7396680301
2018-03-20,558244.0490399783
2018-03-22,550395.2198584466
2018-03-28,550184.7385567565
2018-04-03,556767.6233711723
2018-04-16,556226.5217132734
2018-04-20,549885.0273208783
2018-04-23,549933.6386185527
2018-04-25,549606.7052878608
2018-05-08,549606.7052878608
2018-05-14,549606.7052878608
2018-05-16,549420.8573224917
2018-05-28,548076.8105058594
2018-05-29,545931.5520414629
2018-05-31,532385.3486335824
2018-06-01,525968.0561728217
2018-06-07,525968.0561728217
2018-06-21,525788.3497140526
2018-06-26,511094.32792306243
2018-06-28,501836.414252953
2018-07-02,495637.82179996674
2018-07-06,495847.4066561004
2018-07-09,497759.9576399247
2018-07-11,497253.6303664532
2018-07-12,494448.15792805376
2018-07-13,490263.1498358454
2018-07-16,482591.7103481986
2018-07-24,490640.5437099939
2018-07-25,492724.252404313
2018-07-26,494523.5462101762
2018-08-01,498149.6380299394
2018-08-02,494578.3549565141
