date,equity
2016-01-27,200000.0
2016-01-28,199917.14718963474
2016-01-29,200722.07463873393
2016-02-01,200644.59176394565
2016-02-11,196100.9912987591
2016-02-18,196100.9912987591
2016-02-29,196100.9912987591
2016-05-16,196100.9912987591
2016-05-17,196100.9912987591
2016-05-18,196100.9912987591
2016-05-23,196100.9912987591
2016-06-08,196100.9912987591
2016-06-09,196100.9912987591
2016-06-15,196100.9912987591
2016-06-24,196100.9912987591
2016-06-29,196100.9912987591
2016-06-30,196100.9912987591
2016-07-04,196100.9912987591
2016-07-21,196019.42707335766
2016-07-27,198026.27945983227
2016-08-11,202010.75016588843
2016-08-12,205598.65158762256
2016-08-16,207775.37049651428
2016-08-19,207690.09366868468
2016-08-25,206117.15743476668
2016-09-29,206032.38710264652
2016-09-30,204575.58126728164
2016-10-04,204491.2587771188
2016-10-07,214325.6376909982
2016-10-14,211572.00519511808
2016-10-18,212289.8089568386
2016-10-28,214920.90082863948
2016-11-01,218846.24290001707
2016-11-02,217156.78584602114
2016-11-03,217068.89143628237
2016-11-07,214492.18917886264
2016-12-06,214387.40678668147
2016-12-07,214474.3197618673
2016-12-23,213278.89156639448
2016-12-30,213192.20199481797
2017-01-18,212243.96536000422
2017-03-06,212157.54835463405
2017-03-17,212018.5615749312
2017-03-20,211856.82540531372
2017-03-24,209586.33394949057
2017-03-29,214028.58695701946
2017-04-07,221514.11458780043
2017-04-19,220400.23312199098
2017-04-27,223036.0556881734
2017-05-02,223762.83632880374
2017-05-05,218551.78151430326
2017-05-08,218441.62627156414
2017-05-11,218353.2055510371
2017-05-16,217488.70365890837
2017-05-18,219672.2891779666
2017-05-22,217742.68424397262
2017-06-09,217654.47759001245
2017-06-20,215820.41993941515
2017-06-21,214960.55549820542
2017-06-22,215301.42839781876
2017-06-27,211562.07100256716
2017-07-07,211709.53761029404
2017-07-12,213312.21130871933
2017-07-27,213376.94558653724
2017-07-28,213934.66274789986
2017-07-31,213588.3612207209
2017-08-02,213131.92150678462
2017-08-03,211994.6313761694
2017-08-04,211943.32930200692
2017-08-24,211856.84973729393
2017-08-28,212864.43570185048
2017-08-29,212864.43570185048
2017-09-06,212864.43570185048
2017-10-04,212777.6523136948
2017-10-06,212611.1655479428
2017-10-09,213492.51387188977
2017-10-24,213772.8270044839
2017-10-26,213772.8270044839
2017-11-10,213685.93084285286
2017-11-30,214988.14180975736
2017-12-06,212248.2935210761
2017-12-07,211866.01169616333
2017-12-18,211779.621246238
2017-12-20,213226.66482483075
2017-12-29,214739.19689799356
2018-01-19,214050.91166164944
2018-01-31,213963.89144421113
2018-02-05,211444.41823351127
2018-02-26,211358.0801008092
2018-03-07,207766.20723703966
2018-03-13,211287.42272474687
2018-03-14,209326.67612936418
2018-03-16,205871.4744530556
2018-03-19,202834.73301435827
2018-03-20,202834.73301435827
2018-03-22,202834.73301435827
2018-03-28,202750.92774952095
2018-04-03,203444.0474401675
2018-04-16,201739.24768699685
2018-04-20,197826.04689849893
2018-04-23,198170.73867910643
2018-04-25,198170.73867910643
2018-05-08,198170.73867910643
2018-05-14,198170.73867910643
2018-05-16,198089.0499013817
2018-05-28,197660.16354884263
2018-05-29,197530.94504298325
2018-05-31,196634.3469186101
2018-06-01,196634.3469186101
2018-06-07,196634.3469186101
2018-06-21,196552.49442663084
2018-06-26,191054.86530808677
2018-06-28,187579.902529863
2018-07-02,185241.291716179
2018-07-06,185304.77905652887
2018-07-09,186059.41669080622
2018-07-11,185768.71606824762
2018-07-12,185034.40809752213
2018-07-13,183953.75056570402
2018-07-16,180811.53987565747
2018-07-24,183528.4845847112
2018-07-25,184188.33187588
2018-07-26,185128.36625777994
2018-08-01,186451.51297103678
2018-08-02,184876.46687423502
2018-08-07,184709.0075137292
2018-08-13,182011.02433348866
2018-08-16,180876.18266996107
2018-08-17,181221.29692777357
2018-08-21,180599.29238830527
2018-08-23,181482.30716618907
2018-09-11,181482.30716618907
2018-09-19,181482.30716618907
2018-10-11,181405.052491643
2018-10-15,182179.6661634305
2018-10-16,182091.80337046174
2018-10-17,180785.26418589143
2018-10-22,176461.36684702424
2018-10-23,174853.89969908114
2018-10-24,175599.29767684595
2018-10-25,175523.6677685436
2018-10-31,177092.8952770885
2018-11-14,174622.3217306587
2018-11-20,174622.3217306587
2018-11-27,174622.3217306587
2018-11-29,174622.3217306587
2018-12-04,174622.3217306587
2018-12-07,174622.3217306587
2018-12-11,174622.3217306587
2018-12-13,174622.3217306587
2018-12-20,174622.3217306587
2018-12-26,174622.3217306587
2019-01-09,174546.8866832979
2019-01-30,180014.48158255976
2019-02-01,179937.50706447952
2019-02-07,178733.61836208694
2019-02-11,177750.7601631003
2019-02-12,177750.7601631003
2019-02-14,177750.7601631003
2019-02-15,177750.7601631003
2019-02-18,177750.7601631003
2019-02-19,177750.7601631003
2019-02-21,177674.4167205667
2019-02-22,178655.68825071806
2019-02-28,175910.41203438485
2019-03-05,179906.91803871834
2019-03-11,178832.92513786996
2019-03-18,175798.88412224496
2019-03-20,181362.17202995362
2019-03-27,182699.95343883868
2019-04-01,182623.16303627
2019-04-02,183122.7734646481
2019-04-04,180795.34401337913
2019-04-26,185522.8360474163
2019-05-13,185522.8360474163
2019-05-17,185444.3025963264
2019-05-20,185467.835210742
2019-05-21,183337.80495790363
2019-05-27,186925.40028613727
2019-05-28,189420.0325891362
2019-06-06,191684.43331545455
2019-06-07,192276.3095056401
2019-06-10,191187.10073488814
2019-06-11,192268.29283481924
2019-06-12,191856.74339634267
2019-06-13,191592.58911472646
2019-06-17,189523.78333912176
2019-06-26,194845.0596605329
2019-06-27,195092.71275516442
2019-07-01,195314.64229007653
2019-07-08,191524.1765251155
2019-07-09,191436.6324233744
2019-07-10,189223.19101718307
2019-07-25,189223.19101718307
2019-07-26,189223.19101718307
2019-08-01,189143.42820226075
2019-08-06,188259.66556415474
2019-08-07,188259.66556415474
2019-08-09,188180.58225690122
2019-08-13,186879.80546246763
2019-08-16,187188.11628400083
2019-08-26,186708.77330948252
2019-09-03,185601.83431811084
2019-09-09,186900.27181811084
2019-09-19,185921.19837755908
2019-09-20,185860.2005966132
2019-09-23,185781.46032728592
2019-09-24,185821.85681166092
2019-09-26,184747.17321791092
2019-09-27,183967.42077650467
2019-09-30,184681.12977047593
2019-10-07,184681.12977047593
2019-11-07,184602.77991008066
2019-11-13,182895.5164379291
2019-11-25,182895.5164379291
2019-11-26,182895.5164379291
2019-11-27,182895.5164379291
2019-12-02,182895.5164379291
2019-12-12,182895.5164379291
2019-12-16,182895.5164379291
2019-12-19,182895.5164379291
2019-12-20,182895.5164379291
2019-12-26,182895.5164379291
2019-12-27,182818.01937471173
2019-12-31,184588.20233234233
2020-01-07,184588.20233234233
2020-01-09,184588.20233234233
2020-02-03,184588.20233234233
2020-02-11,184588.20233234233
2020-02-14,184588.20233234233
2020-02-17,184588.20233234233
2020-02-24,184509.81250501747
2020-03-02,180909.83512159158
2020-04-01,180832.74545948178
2020-04-03,178374.01047413022
2020-04-22,177921.99989358356
2020-05-06,177921.99989358356
2020-05-18,177921.99989358356
2020-06-01,177921.99989358356
2020-06-02,177921.99989358356
2020-06-12,177921.99989358356
2020-06-16,177921.99989358356
2020-06-23,177921.99989358356
2020-07-24,177848.9275560524
2020-07-31,178949.1160326149
2020-08-04,181261.5242357399
2020-08-13,182077.3748216774
2020-08-18,181851.5340013649
2020-09-01,181833.0030233169
2020-09-02,181755.74580212415
2020-09-15,184920.31962414563
2020-09-16,185580.35097586495
2020-09-17,185580.35097586495
2020-09-22,185580.35097586495
2020-10-21,185580.35097586495
2020-10-22,185501.97674451233
2020-10-26,191330.14569616487
2020-11-05,191330.14569616487
2020-11-10,191330.14569616487
2020-11-25,191330.14569616487
2020-12-03,191330.14569616487
2020-12-21,191330.14569616487
2021-02-02,191330.14569616487
2021-02-09,191330.14569616487
2021-03-02,191330.14569616487
2021-03-10,191330.14569616487
2021-03-31,191330.14569616487
2021-04-05,191252.4147886132
2021-04-12,192445.4020933007
2021-04-22,203585.50629321334
2021-04-27,203501.69351075537
2021-04-28,202305.20393134642
2021-04-30,198998.3341561172
2021-05-03,198691.3722458694
2021-06-02,212609.37915398838
2021-06-09,212609.37915398838
2021-07-30,212522.7241916568
2021-08-03,211614.20399797734
2021-08-06,213817.85750749428
2021-08-10,207438.3437609109
2021-08-12,206778.50025590282
2021-08-26,206693.54730489102
2021-08-27,206532.6540427935
2021-10-14,206447.97369204153
2021-10-18,206565.15079039018
2021-11-09,206482.9481240181
2021-11-22,203025.57631169097
2021-12-01,202941.7158568099
2021-12-02,203097.99698136913
2021-12-03,203014.2950647569
2021-12-07,202064.5687023607
2021-12-10,201981.15463763286
2021-12-20,198456.87154697755
2022-02-07,198374.37211056566
