ticker,entry_date,entry_price,exit_date,exit_price,days_held,shares,entry_reason,exit_reason,gross_pnl_inr,fees_total_inr,net_pnl_inr,return_pct,rsi_entry,zscore_entry,macd_hist_entry,atr_entry,close_entry,resistance_entry,volar_entry,mvo_weight_entry,alloc_inr_entry
KIRLOSENG.NS,2016-01-28,197.23736572265625,2016-01-29,200.81378383107185,1,253,MACD cross ↑ (hist -0.456→0.452); RSI 29.4→51.2 (<70); MR z -1.67→1.09; Vol 184491 ≥ 1.5×22647; 52w%=72.8% (>= 70%); VOLAR rank 1/1 (VOLAR=0.18); MVO weight=100.0% of capped cash (25% of available),mr_reversal,904.8337814291456,182.75914269522033,722.0746387339252,1.8132558682843802,51.21044542497699,1.0860726551666062,0.45244338195057043,9.176246503304215,203.1980743408203,228.47961872716968,0.17744607206765314,1.0,50000.0
ZFCVINDIA.NS,2016-02-01,5672.33056640625,2016-02-11,5115.587449371433,10,8,MACD cross ↑ (hist -12.532→10.349); RSI 25.9→42.6 (<70); MR z -1.19→-0.07; Vol 56301 ≥ 1.5×7422; 52w%=77.0% (>= 70%); VOLAR rank 1/1 (VOLAR=0.88); MVO weight=100.0% of capped cash (25% of available),trail_atr_stop,-4453.944936278538,167.1384036962944,-4621.083339974833,-9.815068260162175,42.55497629233333,-0.06891430444228001,10.34887411380305,223.67533261328583,5564.15673828125,6647.378105551192,0.8771886991278447,1.0,50180.51865968348
JUBLPHARMA.NS,2016-07-21,220.88616943359375,2016-08-16,275.40520705711765,26,221,MACD cross ↑ (hist -0.047→0.607); RSI 27.4→44.5 (<70); MR z -1.47→-0.01; Vol 2120249 ≥ 1.5×676188; 52w%=69.6% (>= 70%); VOLAR rank 1/1 (VOLAR=1.03); MVO weight=100.0% of capped cash (25% of available),target_resistance,12048.707314798781,191.9054755467824,11856.801839251999,24.68196074173592,44.47986582733115,-0.0065611328336613725,0.6071224925088341,8.08710897101237,214.71807861328125,275.40520705711765,1.0338673910145202,1.0,49025.24782468977
ASTRAZEN.NS,2016-08-11,1017.8707885742188,2016-08-12,1017.033862556549,1,36,MACD cross ↑ (hist -1.563→0.812); RSI 21.8→55.6 (<70); MR z -1.76→1.06; Vol 298771 ≥ 1.5×20532; 52w%=82.0% (>= 70%); VOLAR rank 1/1 (VOLAR=-0.57); MVO weight=100.0% of capped cash (25% of available),mr_reversal,-30.12933663611011,152.29330486069554,-182.42264149680565,-0.08222320819738504,55.57286197869244,1.0632327084103568,0.8122676155055526,32.01565407130263,1032.9833984375,1107.6119792564682,-0.5708963609139234,1.0,36800.89590713336
TARIL.NS,2016-08-19,16.298240661621094,2016-08-25,15.835931508017612,6,3187,MACD cross ↑ (hist -0.134→0.011); RSI 18.1→44.7 (<70); MR z -1.14→0.53; Vol 1916180 ≥ 1.5×704859; 52w%=85.4% (>= 70%); VOLAR rank 1/1 (VOLAR=0.70); MVO weight=100.0% of capped cash (25% of available),mr_reversal,-1473.379272534295,184.83378921332024,-1658.2130617476153,-2.8365586396826292,44.69805850683519,0.5264204623542346,0.011155067100722227,0.8076957202993112,16.315732955932617,18.987125534707847,0.69890790686667,1.0,51943.84262412857
PGEL.NS,2016-09-29,15.138388633728027,2016-09-30,14.739454973346266,1,3403,MACD cross ↑ (hist -0.083→0.021); RSI 13.2→53.1 (<70); MR z -1.38→1.63; Vol 3795580 ≥ 1.5×444430; 52w%=84.9% (>= 70%); VOLAR rank 1/1 (VOLAR=0.22); MVO weight=100.0% of capped cash (25% of available),trail_atr_stop,-1357.5712462791334,184.00492120589936,-1541.5761674850328,-2.635245203660219,53.13479276804921,1.6300396955416872,0.02091298328386379,0.7031567856051324,16.47736167907715,19.954694159531364,0.2153091531733781,1.0,51529.28935869167
USHAMART.NS,2016-10-04,12.497257232666016,2016-11-01,16.823230554977314,28,4092,MACD cross ↑ (hist -0.031→0.031); RSI 27.9→52.3 (<70); MR z -2.48→0.41; Vol 809441 ≥ 1.5×460777; 52w%=74.4% (>= 70%); VOLAR rank 1/1 (VOLAR=-0.16); MVO weight=100.0% of capped cash (25% of available),target_resistance,17701.882834897835,202.93820330047424,17498.944631597362,34.615381933596055,52.32557173785051,0.413655277522661,0.03126268482495426,0.7938365604370882,12.449189186096191,16.823230554977314,-0.15570983310954717,1.0,51143.89531682041
ZENSARTECH.NS,2016-10-18,175.18222045898438,2016-10-28,161.47057568551398,10,218,MACD cross ↑ (hist -0.006→0.151); RSI 30.0→43.9 (<70); MR z -1.63→-0.05; Vol 233985 ≥ 1.5×91971; 52w%=91.3% (>= 70%); VOLAR rank 1/1 (VOLAR=0.48); MVO weight=100.0% of capped cash (25% of available),trail_atr_stop,-2989.1385606165463,152.6640060878921,-3141.8025667044385,-7.827075565970876,43.88455076718705,-0.04697501961377947,0.1512714701767992,5.120972689481408,176.82151794433594,199.16635429455374,0.4791733120460372,1.0,38338.12054526237
ABBOTINDIA.NS,2016-11-01,4413.01123046875,2016-11-02,4280.597193180878,1,12,MACD cross ↑ (hist -9.584→7.826); RSI 29.2→64.6 (<70); MR z -1.32→3.39; Vol 12265 ≥ 1.5×2985; 52w%=83.8% (>= 70%); VOLAR rank 1/1 (VOLAR=-0.78); MVO weight=100.0% of capped cash (25% of available),trail_atr_stop,-1588.9684474544629,186.96903869897974,-1775.9374861534427,-3.0005370567300127,64.57771865371758,3.391165842363023,7.825709916921841,93.06565357119533,4476.1884765625,4364.610652842184,-0.7835165500033757,1.0,54733.18083304365
ZENSARTECH.NS,2016-11-03,176.37442016601562,2016-11-07,168.30960452566765,4,307,MACD cross ↑ (hist -1.081→0.258); RSI 24.4→58.8 (<70); MR z -2.23→2.07; Vol 2145030 ≥ 1.5×219011; 52w%=94.8% (>= 70%); VOLAR rank 1/1 (VOLAR=0.13); MVO weight=100.0% of capped cash (25% of available),mr_reversal,-2475.8984015868277,188.69826557167025,-2664.596667158498,-4.572554020450825,58.785151887011125,2.06973479876314,0.25786151547728364,6.527156888720479,183.60650634765625,195.4846071811225,0.13249805572915727,1.0,54289.196461505286
