ticker,side,date,price,shares,reason,turnover,fees_inr,pnl_inr,rsi,zscore,macd,macd_sig,macd_hist,atr,close,resistance_pre,high_52w,volar,mvo_weight,alloc_inr
KIRLOSENG.NS,BUY,2016-01-28,197.23736572265625,253,MACD cross ↑ (hist -0.456→0.452); RSI 29.4→51.2 (<70); MR z -1.67→1.09; Vol 184491 ≥ 1.5×22647; 52w%=72.8% (>= 70%); VOLAR rank 1/1 (VOLAR=0.18); MVO weight=100.0% of capped cash (25% of available),49901.05352783203,82.85281036526892,0.0,51.21044542497699,1.0860726551666062,-3.18437804703305,-3.6368214289836205,0.45244338195057043,9.176246503304215,203.1980743408203,228.47961872716968,279.00164794921875,0.17744607206765314,1.0,50000.0
KIRLOSENG.NS,SELL,2016-01-29,200.81378383107185,253,mr_reversal,50805.887309261176,99.90633232995141,722.0746387339252,49.32735709646502,-0.11669700445076887,-2.82356447613617,-3.4741700384141305,0.6506055622779607,9.204959564928943,197.23736572265625,228.47961872716968,279.00164794921875,,,
ZFCVINDIA.NS,BUY,2016-02-01,5672.33056640625,8,MACD cross ↑ (hist -12.532→10.349); RSI 25.9→42.6 (<70); MR z -1.19→-0.07; Vol 56301 ≥ 1.5×7422; 52w%=77.0% (>= 70%); VOLAR rank 1/1 (VOLAR=0.88); MVO weight=100.0% of capped cash (25% of available),45378.64453125,77.48287478827345,0.0,42.55497629233333,-0.06891430444228001,-172.02649864865907,-182.37537276246212,10.34887411380305,223.67533261328583,5564.15673828125,6647.378105551192,7223.484375,0.8771886991278447,1.0,50180.51865968348
ZFCVINDIA.NS,SELL,2016-02-11,5115.587449371433,8,trail_atr_stop,40924.69959497146,89.65552890802097,-4621.083339974833,61.296141767453456,1.0747135797806182,-67.25917394624048,-106.83867156680385,39.57949762056337,201.41067390759304,5589.12646484375,6366.08639060266,7223.484375,,,
JUBLPHARMA.NS,BUY,2016-07-21,220.88616943359375,221,MACD cross ↑ (hist -0.047→0.607); RSI 27.4→44.5 (<70); MR z -1.47→-0.01; Vol 2120249 ≥ 1.5×676188; 52w%=69.6% (>= 70%); VOLAR rank 1/1 (VOLAR=1.03); MVO weight=100.0% of capped cash (25% of available),48815.84344482422,81.56422540144496,0.0,44.47986582733115,-0.0065611328336613725,-7.579336850890883,-8.186459343399717,0.6071224925088341,8.08710897101237,214.71807861328125,275.40520705711765,308.5072937011719,1.0338673910145202,1.0,49025.24782468977
ASTRAZEN.NS,BUY,2016-08-11,1017.8707885742188,36,MACD cross ↑ (hist -1.563→0.812); RSI 21.8→55.6 (<70); MR z -1.76→1.06; Vol 298771 ≥ 1.5×20532; 52w%=82.0% (>= 70%); VOLAR rank 1/1 (VOLAR=-0.57); MVO weight=100.0% of capped cash (25% of available),36643.348388671875,67.11053173679932,0.0,55.57286197869244,1.0632327084103568,-9.361681103614046,-10.173948719119599,0.8122676155055526,32.01565407130263,1032.9833984375,1107.6119792564682,1260.4130859375,-0.5708963609139234,1.0,36800.89590713336
ASTRAZEN.NS,SELL,2016-08-12,1017.033862556549,36,mr_reversal,36613.21905203576,85.18277312389623,-182.42264149680565,44.49763802696499,-0.1220837784722218,-8.440244230818735,-9.827207821459426,1.3869635906406916,31.617034660267997,1017.8707885742188,1107.6119792564682,1260.4130859375,,,
JUBLPHARMA.NS,SELL,2016-08-16,275.40520705711765,221,target_resistance,60864.550759623,110.34125014533745,11856.801839251999,75.76712844611504,2.687224404617316,6.671540239191813,2.093047299984351,4.578492939207463,9.882591130494346,265.0565185546875,259.6765818972715,308.5072937011719,,,
TARIL.NS,BUY,2016-08-19,16.298240661621094,3187,MACD cross ↑ (hist -0.134→0.011); RSI 18.1→44.7 (<70); MR z -1.14→0.53; Vol 1916180 ≥ 1.5×704859; 52w%=85.4% (>= 70%); VOLAR rank 1/1 (VOLAR=0.70); MVO weight=100.0% of capped cash (25% of available),51942.492988586426,85.27682782960545,0.0,44.69805850683519,0.5264204623542346,-0.5378565937194981,-0.5490116608202203,0.011155067100722227,0.8076957202993112,16.315732955932617,18.987125534707847,19.10207748413086,0.69890790686667,1.0,51943.84262412857
TARIL.NS,SELL,2016-08-25,15.835931508017612,3187,mr_reversal,50469.11371605213,99.55696138371478,-1658.2130617476153,50.6192768677669,-0.0036723134358994567,-0.29603043131839435,-0.4230247866508703,0.12699435533247594,0.7946393478715013,15.501070022583008,18.987125534707847,19.10207748413086,,,
PGEL.NS,BUY,2016-09-29,15.138388633728027,3403,MACD cross ↑ (hist -0.083→0.021); RSI 13.2→53.1 (<70); MR z -1.38→1.63; Vol 3795580 ≥ 1.5×444430; 52w%=84.9% (>= 70%); VOLAR rank 1/1 (VOLAR=0.22); MVO weight=100.0% of capped cash (25% of available),51515.93652057648,84.77033212015164,0.0,53.13479276804921,1.6300396955416872,-0.15726753190247145,-0.17818051518633524,0.02091298328386379,0.7031567856051324,16.47736167907715,19.954694159531364,19.400121688842773,0.2153091531733781,1.0,51529.28935869167
PGEL.NS,SELL,2016-09-30,14.739454973346266,3403,trail_atr_stop,50158.36527429734,99.23458908574773,-1541.5761674850328,36.71874217754218,-1.034765863372064,-0.1764963144858065,-0.1778436750462295,0.0013473605604230054,0.8367188955723417,15.138388633728027,19.954694159531364,19.400121688842773,,,
USHAMART.NS,BUY,2016-10-04,12.497257232666016,4092,MACD cross ↑ (hist -0.031→0.031); RSI 27.9→52.3 (<70); MR z -2.48→0.41; Vol 809441 ≥ 1.5×460777; 52w%=74.4% (>= 70%); VOLAR rank 1/1 (VOLAR=-0.16); MVO weight=100.0% of capped cash (25% of available),51138.776596069336,84.32249016283231,0.0,52.32557173785051,0.413655277522661,-0.45930292254776006,-0.4905656073727143,0.03126268482495426,0.7938365604370882,12.449189186096191,16.823230554977314,16.727094650268555,-0.15570983310954717,1.0,51143.89531682041
ZENSARTECH.NS,BUY,2016-10-18,175.18222045898438,218,MACD cross ↑ (hist -0.006→0.151); RSI 30.0→43.9 (<70); MR z -1.63→-0.05; Vol 233985 ≥ 1.5×91971; 52w%=91.3% (>= 70%); VOLAR rank 1/1 (VOLAR=0.48); MVO weight=100.0% of capped cash (25% of available),38189.724060058594,68.94670748725794,0.0,43.88455076718705,-0.04697501961377947,-1.7730327110513713,-1.9243041812281705,0.1512714701767992,5.120972689481408,176.82151794433594,199.16635429455374,193.5823211669922,0.4791733120460372,1.0,38338.12054526237
ZENSARTECH.NS,SELL,2016-10-28,161.47057568551398,218,trail_atr_stop,35200.585499442044,83.71729860063415,-3141.802566704438,24.134328412731477,-2.4303981196382893,-2.6733870708202687,-2.1338165069793167,-0.539570563840952,4.951782646199834,167.4154815673828,195.4846071811225,193.5823211669922,,,
ABBOTINDIA.NS,BUY,2016-11-01,4413.01123046875,12,MACD cross ↑ (hist -9.584→7.826); RSI 29.2→64.6 (<70); MR z -1.32→3.39; Vol 12265 ≥ 1.5×2985; 52w%=83.8% (>= 70%); VOLAR rank 1/1 (VOLAR=-0.78); MVO weight=100.0% of capped cash (25% of available),52956.134765625,86.48043215751171,0.0,64.57771865371758,3.391165842363023,22.95169639095093,15.125986474029087,7.825709916921841,93.06565357119533,4476.1884765625,4364.610652842184,5343.197265625,-0.7835165500033757,1.0,54733.18083304365
USHAMART.NS,SELL,2016-11-01,16.823230554977314,4092,target_resistance,68840.65943096716,118.61571313764192,17498.944631597362,60.0000113375814,1.6088528909403133,0.45399667134944544,0.363245856867001,0.09075081448244443,0.9369441496758307,15.813837051391602,16.246432538267634,16.486764907836914,,,
ABBOTINDIA.NS,SELL,2016-11-02,4280.597193180878,12,trail_atr_stop,51367.16631817054,100.48860654146803,-1775.9374861534427,63.258381014479895,2.1436052734713624,32.823222872673796,18.66543375375803,14.157789118915765,95.81754897250167,4413.01123046875,4495.351841184441,5343.197265625,,,
ZENSARTECH.NS,BUY,2016-11-03,176.37442016601562,307,MACD cross ↑ (hist -1.081→0.258); RSI 24.4→58.8 (<70); MR z -2.23→2.07; Vol 2145030 ≥ 1.5×219011; 52w%=94.8% (>= 70%); VOLAR rank 1/1 (VOLAR=0.13); MVO weight=100.0% of capped cash (25% of available),54146.9469909668,87.89440973875593,0.0,58.785151887011125,2.06973479876314,-2.329814835711744,-2.5876763511890277,0.25786151547728364,6.527156888720479,183.60650634765625,195.4846071811225,193.5823211669922,0.13249805572915727,1.0,54289.196461505286
ZENSARTECH.NS,SELL,2016-11-07,168.30960452566765,307,mr_reversal,51671.04858937997,100.80385583291432,-2664.596667158498,43.22710787839494,-1.3552476898465795,-2.1770871966607785,-2.3764473895556137,0.1993601928948352,7.22992991490387,165.75865173339844,195.4846071811225,193.5823211669922,,,
SUNTV.NS,BUY,2016-12-06,373.235107421875,40,MACD cross ↑ (hist -1.228→1.283); RSI 28.2→51.0 (<70); MR z -1.37→0.54; Vol 11644194 ≥ 1.5×1824661; 52w%=87.5% (>= 70%); VOLAR rank 2/2 (VOLAR=0.58); MVO weight=27.9% of capped cash (25% of available),14929.404296875,35.34396130884765,0.0,50.99896729186915,0.5388271372830301,-10.74724990213582,-12.030727649453514,1.2834777473176935,17.521954942337416,387.7991638183594,446.3312070453009,443.10345458984375,0.5802466414471762,0.27893484387296796,14957.33632514429
TRENT.NS,BUY,2016-12-06,194.96888732910156,198,MACD cross ↑ (hist -0.279→1.183); RSI 18.5→59.1 (<70); MR z -1.36→1.51; Vol 1804413 ≥ 1.5×187828; 52w%=82.6% (>= 70%); VOLAR rank 1/2 (VOLAR=0.80); MVO weight=72.1% of capped cash (25% of available),38603.83969116211,69.43843087232403,0.0,59.14846548438474,1.5100540038350423,-4.755601617358224,-5.938453162789824,1.1828515454316006,8.626879614734854,196.0992889404297,225.9810457270924,237.33419799804688,0.7970658461603973,0.7210651561270321,38665.71096957137
SUNTV.NS,SELL,2016-12-07,377.56500281376884,40,mr_reversal,15102.600112550754,57.088596105170716,80.76325826173532,45.934179379372765,-0.0039462504514059926,-9.56729133278094,-11.538040386119,1.9707490533380607,18.145728424748782,373.235107421875,446.3312070453009,443.10345458984375,,,
TRENT.NS,SELL,2016-12-23,189.21860586706097,198,mr_reversal,37465.28396167807,86.0667103735486,-1294.0608707299095,65.80042026231055,-0.019555368667931453,0.758936594621872,0.5097835315041543,0.24915306311771768,6.812331990754231,189.80836486816406,218.21573537546436,237.33419799804688,,,
GRASIM.NS,BUY,2016-12-30,632.5269775390625,84,MACD cross ↑ (hist -1.113→0.591); RSI 17.1→37.8 (<70); MR z -1.32→-0.04; Vol 1755798 ≥ 1.5×801125; 52w%=80.3% (>= 70%); VOLAR rank 1/1 (VOLAR=0.46); MVO weight=100.0% of capped cash (25% of available),53132.26611328125,86.68957157650682,0.0,37.80190372066486,-0.038707153725714386,-10.28389780696591,-10.875121121490256,0.5912233145243455,16.561019653486337,618.413818359375,729.4862595958878,770.314453125,0.46367452079671506,1.0,53319.72289159862
GRASIM.NS,SELL,2017-01-18,622.4460802324467,84,mr_reversal,52285.47073952552,101.44126105800821,-1034.9262063902454,62.86986899563319,-0.019254065987050456,-0.165098660046624,-0.7090175276675508,0.5439188676209268,14.39136144810493,619.8433227539062,681.0982721057735,770.314453125,,,
