USE_RSI,USE_MACD,USE_ADX,USE_SMA,USE_BB,RSI_LEN,RSI_LONG_MIN,RSI_SHORT_MAX,MACD_FAST,MACD_SLOW,MACD_SIGNAL,MACD_MODE,ADX_LEN,ADX_MIN,SMA_FAST,SMA_SLOW,BB_LEN,BB_STD,BB_SQUEEZE_PCTL,total_net,n_trades,win_rate,avg_pnl,profit_factor,sharpe,max_drawdown,cagr,expectancy
True,False,True,True,True,21,55,45,12,26,9,hist_above0,14,20,10,20,20,2.0,,176026.7127028815,569.0,56.41476274165203,309.3615337484736,1.3887562215477323,1.5677748902544937,-0.2728277590643709,0.2020337467253892,309.3615337484736
True,False,True,True,True,21,55,45,12,26,9,hist_above0,14,20,10,50,20,2.0,10.0,156821.14003038115,572.0,54.54545454545454,274.1628322209461,1.33833017419738,1.0244610756147865,-0.15528599883274438,0.19008653419997112,274.1628322209461
True,False,True,True,True,21,55,45,12,26,9,hist_above0,14,20,10,50,20,2.0,,142653.91559925937,565.0,54.51327433628319,252.48480637037056,1.3055191030960633,0.95533816373154,-0.16311835941339034,0.17978086913346836,252.48480637037056
True,False,True,True,True,21,55,45,12,26,9,hist_above0,14,20,20,50,20,2.0,10.0,147971.57665219225,566.0,55.65371024734982,261.43388101094035,1.321717165363866,0.6564594921285045,-0.18245171013283576,0.1837247206985939,261.43388101094035
True,False,True,True,True,21,55,45,12,26,9,hist_above0,14,20,20,50,20,2.0,,144362.45514994912,559.0,55.4561717352415,258.2512614489251,1.3149176240015465,0.6820939923112128,-0.1771760234043628,0.1810583144392326,258.2512614489251
True,False,True,True,True,21,55,45,12,26,9,hist_above0,14,25,10,20,20,2.0,10.0,173105.53067106695,554.0,55.415162454873645,312.46485680698004,1.3905666068710372,1.5257045044750792,-0.27282782160016167,0.2001280100523004,312.46485680698004
True,False,True,True,True,21,55,45,12,26,9,hist_above0,14,25,10,20,20,2.0,,179111.0039413762,548.0,55.47445255474452,326.84489770324126,1.406252751849698,1.6913510747488518,-0.27282786947419063,0.20402256505533423,326.84489770324126
True,False,True,True,True,21,55,45,12,26,9,hist_above0,14,25,10,50,20,2.0,10.0,146063.89947520525,549.0,55.73770491803278,266.0544617034704,1.3210681631527808,1.1654778298401443,-0.2039226583040831,0.1823207003251941,266.0544617034704
True,False,True,True,True,21,55,45,12,26,9,hist_above0,14,25,10,50,20,2.0,,139932.56653515695,544.0,54.96323529411765,257.22898260139146,1.3046369788484495,1.140225829664459,-0.19781195721529474,0.17772548902903917,257.22898260139146
True,False,True,True,True,21,55,45,12,26,9,hist_above0,14,25,20,50,20,2.0,10.0,154246.9632978373,541.0,55.637707948244,285.1145347464645,1.3441990241816266,0.9482129661340367,-0.2196621996735245,0.18826102962884605,285.1145347464645
True,False,True,True,True,21,55,45,12,26,9,hist_above0,14,25,20,50,20,2.0,,136725.18896998683,535.0,54.76635514018692,255.56110087848006,1.3002599174036562,0.8698326020547792,-0.2282165624409486,0.17526958178260776,255.56110087848006
True,False,True,True,True,21,55,45,12,26,9,line_cross,14,20,10,20,20,2.0,10.0,167326.09073942623,573.0,55.846422338568935,292.0176103654908,1.3611610160028644,1.412810214696547,-0.27282801641172194,0.1962921301187095,292.0176103654908
True,False,True,True,True,21,55,45,12,26,9,line_cross,14,20,10,20,20,2.0,,177322.50745416316,569.0,56.41476274165203,311.63885317076125,1.3927420161465136,1.5696663781656612,-0.27282800911396876,0.2028721883412996,311.63885317076125
True,False,True,True,True,21,55,45,12,26,9,line_cross,14,20,10,50,20,2.0,10.0,152617.80893879797,573.0,54.45026178010471,266.34870669947287,1.3263027410093473,0.9776137556590011,-0.17151512234477495,0.18709523884064216,266.34870669947287
True,False,True,True,True,21,55,45,12,26,9,line_cross,14,20,10,50,20,2.0,,148601.81443020725,567.0,54.4973544973545,262.08432880107097,1.3188583929683468,1.0103134775043423,-0.1575093727827134,0.18418595751721956,262.08432880107097
True,False,True,True,True,21,55,45,12,26,9,line_cross,14,20,20,50,20,2.0,10.0,146171.66639619548,565.0,55.575221238938056,258.7109139755672,1.3181825391879818,0.6182635102476925,-0.18471985618457773,0.1824003338354272,258.7109139755672
True,False,True,True,True,21,55,45,12,26,9,line_cross,14,20,20,50,20,2.0,,144427.5291745615,559.0,55.4561717352415,258.36767294197045,1.3150995320832937,0.6868842936613532,-0.17847536364962266,0.181106774089979,258.36767294197045
True,False,True,True,True,21,55,45,12,26,9,line_cross,14,25,10,20,20,2.0,10.0,174270.55111817995,554.0,55.415162454873645,314.5677818017689,1.3942313116917848,1.5337115802429415,-0.27282801641172194,0.20089066398597533,314.5677818017689
True,False,True,True,True,21,55,45,12,26,9,line_cross,14,25,10,20,20,2.0,,179103.27643585246,548.0,55.47445255474452,326.83079641578917,1.4062279750947686,1.6838108523901518,-0.2728279356142056,0.20401761164100174,326.83079641578917
True,False,True,True,True,21,55,45,12,26,9,line_cross,14,25,10,50,20,2.0,10.0,148622.54023034754,548.0,55.65693430656934,271.2090150188824,1.3291518720326576,1.2022807706503589,-0.20398262348835314,0.1842011037821305,271.2090150188824
True,False,True,True,True,21,55,45,12,26,9,line_cross,14,25,10,50,20,2.0,,140106.56215167302,544.0,54.96323529411765,257.54882748469305,1.3051313623856116,1.1373821306474279,-0.19784166987055063,0.17785767516133277,257.54882748469305
True,False,True,True,True,21,55,45,12,26,9,line_cross,14,25,20,50,20,2.0,10.0,152961.38215077316,542.0,55.71955719557196,282.21657223389883,1.3397158180058764,0.9144659451549778,-0.21984039921576257,0.1873417756759721,282.21657223389883
True,False,True,True,True,21,55,45,12,26,9,line_cross,14,25,20,50,20,2.0,,136919.6472012949,535.0,54.76635514018692,255.92457420802785,1.3008153472511486,0.8672222844790519,-0.22836322804812262,0.17541952955261375,255.92457420802785
True,False,True,True,False,14,50,50,12,26,9,hist_above0,14,20,10,20,20,2.0,10.0,181268.88322845535,587.0,55.70698466780238,308.8055932341658,1.3887576767821495,1.4876237397718033,-0.3730132061552276,0.20540008263252707,308.8055932341658
True,False,True,True,False,14,50,50,12,26,9,hist_above0,14,20,10,20,20,2.0,,184217.4996161506,587.0,55.877342419080065,313.82878980604875,1.3959528531146546,1.4972496262592097,-0.3730516917340131,0.207264246747056,313.82878980604875
True,False,True,True,False,14,50,50,12,26,9,hist_above0,14,20,10,50,20,2.0,10.0,195117.64710456965,583.0,57.11835334476844,334.6786399735328,1.4400666863971514,0.9455695154784941,-0.2361755000928894,0.2151267242590642,334.6786399735328
True,False,True,True,False,14,50,50,12,26,9,hist_above0,14,20,10,50,20,2.0,,194024.85766059998,583.0,57.289879931389365,332.8042155413379,1.4365238390648665,0.9415682866403985,-0.23617591666852775,0.21446143288556807,332.8042155413379
True,False,True,True,False,14,50,50,12,26,9,hist_above0,14,20,20,50,20,2.0,10.0,185570.58363368377,577.0,56.845753899480066,321.6127965921729,1.4120171162165955,0.6492558490022943,-0.3168655460905553,0.2092242310254555,321.6127965921729
True,False,True,True,False,14,50,50,12,26,9,hist_above0,14,20,20,50,20,2.0,,184278.68495727677,577.0,56.672443674176776,319.3738040854017,1.4079806584653687,0.6436535327301133,-0.3168655449790845,0.20840945375585895,319.3738040854017
True,False,True,True,False,14,50,50,12,26,9,hist_above0,14,25,10,20,20,2.0,10.0,170225.16118389968,580.0,55.86206896551724,293.49165721362016,1.3617157390244903,1.4840203876963267,-0.3561682159995746,0.19822732493416595,293.49165721362016
True,False,True,True,False,14,50,50,12,26,9,hist_above0,14,25,10,20,20,2.0,,168170.06000846933,581.0,55.59380378657487,289.44932875812276,1.355967708466327,1.4474219848028926,-0.3561681160889017,0.19685782595768764,289.44932875812276
True,False,True,True,False,14,50,50,12,26,9,hist_above0,14,25,10,50,20,2.0,10.0,174524.53642205914,566.0,56.71378091872792,308.3472374948041,1.3847008427545269,1.4228054086164543,-0.202350661127547,0.20212715580869745,308.3472374948041
True,False,True,True,False,14,50,50,12,26,9,hist_above0,14,25,10,50,20,2.0,,171191.27326515294,566.0,56.71378091872792,302.45807997376846,1.3746009832493973,1.402102423244307,-0.20919676195427142,0.1999253477127103,302.45807997376846
True,False,True,True,False,14,50,50,12,26,9,hist_above0,14,25,20,50,20,2.0,10.0,160996.16596824783,558.0,55.7347670250896,288.52359492517536,1.3470224295118467,1.0275855634776454,-0.2846937992874884,0.19300534004894931,288.52359492517536
True,False,True,True,False,14,50,50,12,26,9,hist_above0,14,25,20,50,20,2.0,,160786.2477169355,558.0,55.7347670250896,288.1473973421783,1.3464132480204718,1.0301370099253393,-0.2846936077062202,0.19285979913779805,288.1473973421783
True,False,True,True,False,14,50,50,12,26,9,line_cross,14,20,10,20,20,2.0,10.0,179319.11143798885,586.0,55.631399317406135,306.00530962114135,1.3855005898780266,1.4623932586070032,-0.37301322601794906,0.20415590906439807,306.00530962114135
True,False,True,True,False,14,50,50,12,26,9,line_cross,14,20,10,20,20,2.0,,180061.39617164675,586.0,55.80204778156996,307.2720071188511,1.386116733080214,1.4639380473203625,-0.37301335312543055,0.2046306611512838,307.2720071188511
True,False,True,True,False,14,50,50,12,26,9,line_cross,14,20,10,50,20,2.0,10.0,195395.51277032588,583.0,57.11835334476844,335.155253465396,1.4409697637795273,0.9465649919510825,-0.23617559037116653,0.21529547411967975,335.155253465396
True,False,True,True,False,14,50,50,12,26,9,line_cross,14,20,10,50,20,2.0,,195415.98408819706,583.0,57.11835334476844,335.1903672181768,1.44103624266346,0.9471586657033856,-0.23617591666852775,0.21530789986940224,335.1903672181768
True,False,True,True,False,14,50,50,12,26,9,line_cross,14,20,20,50,20,2.0,10.0,184464.24520436235,577.0,56.672443674176776,319.695398967699,1.4085594997017992,0.6408293527794161,-0.3168657172577953,0.20852672535494832,319.695398967699
True,False,True,True,False,14,50,50,12,26,9,line_cross,14,20,20,50,20,2.0,,184550.464967546,577.0,56.845753899480066,319.8448266335286,1.4088262697430693,0.6450885518931947,-0.3168654026566528,0.20858118738643228,319.8448266335286
True,False,True,True,False,14,50,50,12,26,9,line_cross,14,25,10,20,20,2.0,10.0,160734.8288270881,582.0,55.49828178694158,276.1766818334847,1.3366115612686398,1.4119013868946897,-0.3679564442987474,0.19180654299794786,276.1766818334847
True,False,True,True,False,14,50,50,12,26,9,line_cross,14,25,10,20,20,2.0,,162600.10815228347,582.0,55.670103092783506,279.3816291276348,1.3404771587421287,1.417833978007286,-0.36791858838563785,0.19308828905437347,279.3816291276348
True,False,True,True,False,14,50,50,12,26,9,line_cross,14,25,10,50,20,2.0,10.0,172302.13300964457,566.0,56.8904593639576,304.4207296990187,1.3779485969393654,1.4072771273285862,-0.20919649903572218,0.2006623485185317,304.4207296990187
True,False,True,True,False,14,50,50,12,26,9,line_cross,14,25,10,50,20,2.0,,170579.221607072,567.0,56.79012345679012,300.8451880195273,1.3717201702268642,1.381751425816489,-0.20745352083239946,0.19951789280110988,300.8451880195273
True,False,True,True,False,14,50,50,12,26,9,line_cross,14,25,20,50,20,2.0,10.0,157819.09905066044,559.0,55.81395348837209,282.3239696791779,1.3378589553382687,0.9916094632583122,-0.28469382261795123,0.19078888841012764,282.3239696791779
True,False,True,True,False,14,50,50,12,26,9,line_cross,14,25,20,50,20,2.0,,157823.52664122148,559.0,55.81395348837209,282.33189023474324,1.3378716704851215,0.9916451043331795,-0.28469395235665285,0.19079199790711154,282.33189023474324
True,False,True,True,False,14,50,45,12,26,9,hist_above0,14,20,10,20,20,2.0,10.0,158531.58241269007,577.0,55.45927209705373,274.7514426563086,1.340568745843645,1.2100279590363023,-0.36837228286727075,0.19027966394470885,274.7514426563086
True,False,True,True,False,14,50,45,12,26,9,hist_above0,14,20,10,20,20,2.0,,156100.67418154987,577.0,55.45927209705373,270.53843012400324,1.3336093138495326,1.2038605482764355,-0.3684493392225925,0.18857848832151558,270.53843012400324
True,False,True,True,False,14,50,45,12,26,9,hist_above0,14,20,10,50,20,2.0,10.0,169491.0777662824,572.0,56.64335664335665,296.3130730179762,1.3813647192812586,0.6661729632272627,-0.23617559812202962,0.1987910379783686,296.3130730179762
True,False,True,True,False,14,50,45,12,26,9,hist_above0,14,20,10,50,20,2.0,,167687.35593791323,571.0,56.56742556917689,293.67312773715105,1.3784004530549858,0.6333006036499385,-0.23617577352886562,0.19757919986823125,293.67312773715105
True,False,True,True,False,14,50,45,12,26,9,hist_above0,14,20,20,50,20,2.0,10.0,166206.76608085778,568.0,56.690140845070424,292.61754591700316,1.369969477189249,0.4437650070982692,-0.3168658706341332,0.1965778571806558,292.61754591700316
True,False,True,True,False,14,50,45,12,26,9,hist_above0,14,20,20,50,20,2.0,,166208.82256709447,568.0,56.690140845070424,292.6211664913635,1.3699698490116987,0.4441626055259072,-0.31686494103758706,0.19657925217711902,292.6211664913635
True,False,True,True,False,14,50,45,12,26,9,hist_above0,14,25,10,20,20,2.0,10.0,137282.3671083534,573.0,55.497382198952884,239.58528291161153,1.2877188154419326,1.1677966781219713,-0.37626277807558645,0.1747781076169732,239.58528291161153
True,False,True,True,False,14,50,45,12,26,9,hist_above0,14,25,10,20,20,2.0,,133002.682404435,574.0,55.400696864111495,231.71199025162892,1.2762714094438279,1.1271782901232548,-0.3764594017296406,0.17147031049530703,231.71199025162892
True,False,True,True,False,14,50,45,12,26,9,hist_above0,14,25,10,50,20,2.0,10.0,151366.4615228741,555.0,56.3963963963964,272.7323631042777,1.335908095655819,1.3319444598544121,-0.2023506295050013,0.18619420116502372,272.7323631042777
True,False,True,True,False,14,50,45,12,26,9,hist_above0,14,25,10,50,20,2.0,,148293.46402874874,554.0,56.317689530685925,267.6777329038786,1.3290849299079293,1.2997505176186064,-0.20235054970877792,0.1839604533087016,267.6777329038786
True,False,True,True,False,14,50,45,12,26,9,hist_above0,14,25,20,50,20,2.0,10.0,149453.45365922686,545.0,55.96330275229357,274.2265204756456,1.3284454578249005,1.0524721577732696,-0.2793006009549744,0.18480719001987955,274.2265204756456
True,False,True,True,False,14,50,45,12,26,9,hist_above0,14,25,20,50,20,2.0,,147381.55879419087,546.0,55.86080586080586,269.92959486115546,1.3224264980675775,1.0194634021330686,-0.2793006009549744,0.18329174951080662,269.92959486115546
True,False,True,True,False,14,50,45,12,26,9,line_cross,14,20,10,20,20,2.0,10.0,158295.67737695394,577.0,55.45927209705373,274.3425951073725,1.3398947916153756,1.2118564961298748,-0.36848753024623904,0.1901153401718667,274.3425951073725
True,False,True,True,False,14,50,45,12,26,9,line_cross,14,20,10,20,20,2.0,,157200.0765630043,577.0,55.45927209705373,272.4438068682917,1.336750109888413,1.208196786802131,-0.3684105220062041,0.18935003198287115,272.4438068682917
True,False,True,True,False,14,50,45,12,26,9,line_cross,14,20,10,50,20,2.0,10.0,165289.06640448124,571.0,56.56742556917689,289.4729709360442,1.3709691488063709,0.623599616275887,-0.23617556675423862,0.19595418006295495,289.4729709360442
True,False,True,True,False,14,50,45,12,26,9,line_cross,14,20,10,50,20,2.0,,167690.44440716677,571.0,56.56742556917689,293.6785366150031,1.3784101362324617,0.6333416674683443,-0.23617559989262957,0.19758128238760042,293.6785366150031
True,False,True,True,False,14,50,45,12,26,9,line_cross,14,20,20,50,20,2.0,10.0,163115.85209568948,567.0,56.613756613756614,287.6822788283765,1.3630705778152818,0.4095501311669772,-0.31686601392201663,0.19446788923723357,287.6822788283765
True,False,True,True,False,14,50,45,12,26,9,line_cross,14,20,20,50,20,2.0,,162911.60155113362,567.0,56.613756613756614,287.3220485910646,1.3624511376910866,0.4089967019028418,-0.31686554510976367,0.19432751673062798,287.3220485910646
True,False,True,True,False,14,50,45,12,26,9,line_cross,14,25,10,20,20,2.0,10.0,129616.97814608854,574.0,55.400696864111495,225.81355077715773,1.2673622457024383,1.1074707222091158,-0.38982169587756876,0.16880500324597558,225.81355077715773
True,False,True,True,False,14,50,45,12,26,9,line_cross,14,25,10,20,20,2.0,,138757.4560138406,573.0,55.497382198952884,242.15960909919824,1.2908167564704598,1.173229875122833,-0.37630223163282156,0.17590284327203753,242.15960909919824
True,False,True,True,False,14,50,45,12,26,9,line_cross,14,25,10,50,20,2.0,10.0,149878.3891267712,555.0,56.3963963963964,270.0511515797679,1.3315110844886355,1.3264647980176736,-0.20745336010494161,0.18511629140767338,270.0511515797679
True,False,True,True,False,14,50,45,12,26,9,line_cross,14,25,10,50,20,2.0,,149223.95244569518,553.0,56.41952983725136,269.8443986359768,1.3318324210518988,1.3222635519925756,-0.20919633947776226,0.1846400086516362,269.8443986359768
True,False,True,True,False,14,50,45,12,26,9,line_cross,14,25,20,50,20,2.0,10.0,149055.91822067392,545.0,55.96330275229357,273.4970976526127,1.3272985605453445,1.0506866979860574,-0.2846939775050047,0.18451749604508794,273.4970976526127
True,False,True,True,False,14,50,45,12,26,9,line_cross,14,25,20,50,20,2.0,,146234.63935016008,546.0,55.86080586080586,267.829009798828,1.319126443045396,1.0138466436155638,-0.27930070302015025,0.18244684943295675,267.829009798828
True,False,True,True,False,14,55,50,12,26,9,hist_above0,14,20,10,20,20,2.0,10.0,185477.38467662095,581.0,55.76592082616179,319.2381836086419,1.4001727762041267,1.5163400193531578,-0.3660052751541341,0.20805448999934262,319.2381836086419
True,False,True,True,False,14,55,50,12,26,9,hist_above0,14,20,10,20,20,2.0,,181283.97460022022,581.0,55.59380378657487,312.0206103274014,1.3905456867627328,1.480197048533464,-0.3659667603519295,0.20540967665019383,312.0206103274014
True,False,True,True,False,14,55,50,12,26,9,hist_above0,14,20,10,50,20,2.0,10.0,179822.2421904155,576.0,56.770833333333336,312.1913926916936,1.3959563245651339,0.9721868509908705,-0.18826368647002076,0.20556826731531186,312.1913926916936
True,False,True,True,False,14,55,50,12,26,9,hist_above0,14,20,10,50,20,2.0,,181883.95979475495,576.0,56.770833333333336,315.7707635325607,1.402322613032315,0.9895638505460483,-0.1821304013716017,0.20688866061791078,315.7707635325607
True,False,True,True,False,14,55,50,12,26,9,hist_above0,14,20,20,50,20,2.0,10.0,181268.29937959413,568.0,56.51408450704225,319.1343298936516,1.4022110391939662,0.8272786311131426,-0.2583358342494358,0.20649545331419605,319.1343298936516
True,False,True,True,False,14,55,50,12,26,9,hist_above0,14,20,20,50,20,2.0,,182364.60704222234,568.0,56.51408450704225,321.0644490179971,1.40563021260026,0.8321340105123695,-0.25833618068977926,0.20719500208516317,321.0644490179971
True,False,True,True,False,14,55,50,12,26,9,hist_above0,14,25,10,20,20,2.0,10.0,152227.3166384587,571.0,55.34150612959719,266.5977524316264,1.3204030296850107,1.4123264982302226,-0.35391720793525466,0.18583111843717903,266.5977524316264
True,False,True,True,False,14,55,50,12,26,9,hist_above0,14,25,10,20,20,2.0,,144623.6198433538,571.0,55.166374781085814,253.2812956976424,1.3015205171342896,1.344040645178307,-0.3539170658768522,0.1803006884289271,253.2812956976424
True,False,True,True,False,14,55,50,12,26,9,hist_above0,14,25,10,50,20,2.0,10.0,155463.76916922082,559.0,56.17173524150269,278.1104994082662,1.3335014808215222,1.3541047068688528,-0.19776946112385227,0.18912644103276288,278.1104994082662
True,False,True,True,False,14,55,50,12,26,9,hist_above0,14,25,10,50,20,2.0,,157375.13388020408,558.0,56.272401433691755,282.0342901078926,1.338991756605942,1.3881220068113242,-0.19858459714970358,0.19047679612354051,282.0342901078926
True,False,True,True,False,14,55,50,12,26,9,hist_above0,14,25,20,50,20,2.0,10.0,145755.26859687915,546.0,54.761904761904766,266.95104138622554,1.3140645651996463,1.0312712911869342,-0.296400203374991,0.18209242730885533,266.95104138622554
True,False,True,True,False,14,55,50,12,26,9,hist_above0,14,25,20,50,20,2.0,,146864.5557337812,547.0,54.844606946983546,268.4909611220863,1.3166379772761048,1.0147485594426038,-0.2785172706528305,0.18291142404991567,268.4909611220863
True,False,True,True,False,14,55,50,12,26,9,line_cross,14,20,10,20,20,2.0,10.0,181577.76917601065,581.0,55.24956970740104,312.52628085371884,1.3930570982467765,1.4865817253214246,-0.3544332293728012,0.20559634086230005,312.52628085371884
True,False,True,True,False,14,55,50,12,26,9,line_cross,14,20,10,20,20,2.0,,185270.92094918882,580.0,55.51724137931034,319.43262232618764,1.402212517198984,1.5057979993189303,-0.354507288735734,0.20792524357526898,319.43262232618764
True,False,True,True,False,14,55,50,12,26,9,line_cross,14,20,10,50,20,2.0,10.0,180356.54516966347,576.0,56.770833333333336,313.11900203066574,1.3976005828180549,0.9868195085556554,-0.18213018049866686,0.20591144752571955,313.11900203066574
True,False,True,True,False,14,55,50,12,26,9,line_cross,14,20,10,50,20,2.0,,180522.17836876027,576.0,56.770833333333336,313.4065596679866,1.3981111364070244,0.9870356367444004,-0.18213037383703518,0.20601769111244783,313.4065596679866
True,False,True,True,False,14,55,50,12,26,9,line_cross,14,20,20,50,20,2.0,10.0,180207.43322732675,568.0,56.51408450704225,317.26660779458933,1.3989181266463013,0.8242216505875614,-0.25833570294830877,0.20581574396753988,317.26660779458933
True,False,True,True,False,14,55,50,12,26,9,line_cross,14,20,20,50,20,2.0,,181099.20648082104,568.0,56.51408450704225,318.8366311282061,1.401685132282423,0.8274998746156252,-0.25833610293962983,0.20638729703647374,318.8366311282061
True,False,True,True,False,14,55,50,12,26,9,line_cross,14,25,10,20,20,2.0,10.0,149173.11630369606,569.0,55.36028119507909,262.1671639783762,1.3157838326488163,1.3705949680359197,-0.34256990983344004,0.18363200254174417,262.1671639783762
True,False,True,True,False,14,55,50,12,26,9,line_cross,14,25,10,20,20,2.0,,153103.0203265996,568.0,55.633802816901415,269.5475709975345,1.3254863640198529,1.408514357728871,-0.3425697510595523,0.18645627134936116,269.5475709975345
True,False,True,True,False,14,55,50,12,26,9,line_cross,14,25,10,50,20,2.0,10.0,156109.20260110562,558.0,56.272401433691755,279.7655960593291,1.335350346990386,1.3769190924062362,-0.20475688677985654,0.1895836596524687,279.7655960593291
True,False,True,True,False,14,55,50,12,26,9,line_cross,14,25,10,50,20,2.0,,154201.76524192892,559.0,56.17173524150269,275.8528895204453,1.3299011435063404,1.3498603417256885,-0.19858445207394673,0.18822879700958484,275.8528895204453
True,False,True,True,False,14,55,50,12,26,9,line_cross,14,25,20,50,20,2.0,10.0,149074.16810876588,546.0,54.94505494505495,273.02961192081665,1.3229403613869517,1.0466548037403007,-0.2785172099638349,0.18453080630554886,273.02961192081665
True,False,True,True,False,14,55,50,12,26,9,line_cross,14,25,20,50,20,2.0,,149391.18018119928,546.0,54.761904761904766,273.6102201120866,1.324440797970065,1.0502907332457878,-0.2785175756614164,0.18476184326969824,273.6102201120866
True,False,True,True,False,14,55,45,12,26,9,hist_above0,14,20,10,20,20,2.0,10.0,159170.34058390875,570.0,54.736842105263165,279.2462115507171,1.342558641098483,1.2715485674793332,-0.36112968527522815,0.1907237841947098,279.2462115507171
True,False,True,True,False,14,55,45,12,26,9,hist_above0,14,20,10,20,20,2.0,,161529.88481301942,570.0,54.736842105263165,283.38576282985866,1.3494111309790369,1.2854688544152617,-0.34925839382329366,0.19235408717117752,283.38576282985866
True,False,True,True,False,14,55,45,12,26,9,hist_above0,14,20,10,50,20,2.0,10.0,160058.97578447065,565.0,56.10619469026549,283.2902226273817,1.3542706618219111,0.8850540794663128,-0.18213051198078287,0.19235458010868256,283.2902226273817
True,False,True,True,False,14,55,45,12,26,9,hist_above0,14,20,10,50,20,2.0,,155991.18711062736,564.0,56.02836879432624,276.58011899047403,1.344504804388229,0.8422849808418437,-0.18213020330994695,0.18950015259618747,276.58011899047403
True,False,True,True,False,14,55,45,12,26,9,hist_above0,14,20,20,50,20,2.0,10.0,163782.63062513867,559.0,56.17173524150269,292.9921835870101,1.3664357303135073,0.7436951684152535,-0.2583358756760286,0.1949253168722327,292.9921835870101
True,False,True,True,False,14,55,45,12,26,9,hist_above0,14,20,20,50,20,2.0,,166616.22441298046,560.0,56.25,297.5289721660365,1.372580129981581,0.78388948085119,-0.2583361377721825,0.19685537972431133,297.5289721660365
True,False,True,True,False,14,55,45,12,26,9,hist_above0,14,25,10,20,20,2.0,10.0,124194.8176462713,560.0,55.00000000000001,221.77646008262732,1.2629073305684217,1.1685915307287584,-0.34238016244003816,0.16444321353668778,221.77646008262732
True,False,True,True,False,14,55,45,12,26,9,hist_above0,14,25,10,20,20,2.0,,128060.83288420169,560.0,55.00000000000001,228.68005872178873,1.2724805389262643,1.183364560201586,-0.3423802004143467,0.16756514308068704,228.68005872178873
True,False,True,True,False,14,55,45,12,26,9,hist_above0,14,25,10,50,20,2.0,10.0,138851.53430783175,546.0,55.67765567765568,254.30683939163325,1.3032397336580843,1.3027023774756241,-0.20756016516955714,0.1769018296086471,254.30683939163325
True,False,True,True,False,14,55,45,12,26,9,hist_above0,14,25,10,50,20,2.0,,139338.9927543039,544.0,55.88235294117647,256.13785432776456,1.3061191009713014,1.3117689276741853,-0.20755990888329479,0.17727374441659216,256.13785432776456
True,False,True,True,False,14,55,45,12,26,9,hist_above0,14,25,20,50,20,2.0,10.0,141565.10313192866,533.0,54.78424015009381,265.6005687278211,1.3153843702955708,1.0964014476521597,-0.28468276477483784,0.17896158729753142,265.6005687278211
True,False,True,True,False,14,55,45,12,26,9,hist_above0,14,25,20,50,20,2.0,,134728.91966800048,533.0,54.59662288930581,252.77470857035738,1.297655767983962,1.022887158547195,-0.27851764954574215,0.1737222728897152,252.77470857035738
True,False,True,True,False,14,55,45,12,26,9,line_cross,14,20,10,20,20,2.0,10.0,160649.7967973182,570.0,54.736842105263165,281.84174876722494,1.3468470125858527,1.2726558487037976,-0.3612447188267123,0.19174787528465043,281.84174876722494
True,False,True,True,False,14,55,45,12,26,9,line_cross,14,20,10,20,20,2.0,,160242.95365443482,571.0,54.64098073555166,280.63564562948307,1.3459915382913163,1.2790801897885595,-0.34951813060836395,0.19146688643116616,280.63564562948307
True,False,True,True,False,14,55,45,12,26,9,line_cross,14,20,10,50,20,2.0,10.0,154562.03084967152,564.0,56.02836879432624,274.0461539887793,1.3402744235970405,0.8353077177780782,-0.1821300743775338,0.18848554373246684,274.0461539887793
True,False,True,True,False,14,55,45,12,26,9,line_cross,14,20,10,50,20,2.0,,160215.09520251577,565.0,56.10619469026549,283.5665401814438,1.3547388215624034,0.885328993202908,-0.18213033676386522,0.19246316189223056,283.5665401814438
True,False,True,True,False,14,55,45,12,26,9,line_cross,14,20,20,50,20,2.0,10.0,162103.14821553166,559.0,56.17173524150269,289.98774278270423,1.3613205158103243,0.7402725462763999,-0.25833592927257365,0.1937707399787545,289.98774278270423
True,False,True,True,False,14,55,45,12,26,9,line_cross,14,20,20,50,20,2.0,,161469.77007003926,559.0,56.17173524150269,288.8546870662598,1.3594014101434662,0.7377609919834255,-0.25833572916665193,0.19333323401833447,288.8546870662598
True,False,True,True,False,14,55,45,12,26,9,line_cross,14,25,10,20,20,2.0,10.0,124233.53683676198,560.0,55.00000000000001,221.84560149421782,1.2630108959715967,1.1705266731357709,-0.3421620575614556,0.16447478081947486,221.84560149421782
True,False,True,True,False,14,55,45,12,26,9,line_cross,14,25,10,20,20,2.0,,126953.04413311835,560.0,55.00000000000001,226.70186452342563,1.2694882762773438,1.1797918139393753,-0.34208938411591344,0.1666767010753254,226.70186452342563
True,False,True,True,False,14,55,45,12,26,9,line_cross,14,25,10,50,20,2.0,10.0,138562.5440710153,544.0,55.69852941176471,254.7105589540722,1.3044563161376141,1.3111262055782331,-0.20740832534060477,0.17668094163815296,254.7105589540722
True,False,True,True,False,14,55,45,12,26,9,line_cross,14,25,10,50,20,2.0,,135246.861523179,545.0,55.596330275229356,248.15937894161283,1.295021553381613,1.2736252836539057,-0.20818204456864747,0.17412513394828144,248.15937894161283
True,False,True,True,False,14,55,45,12,26,9,line_cross,14,25,20,50,20,2.0,10.0,141979.6042604077,533.0,54.78424015009381,266.3782443910088,1.3166003294699289,1.0988106364995354,-0.27851789577602853,0.17927396102629012,266.3782443910088
