USE_RSI,USE_MACD,USE_ADX,USE_SMA,USE_BB,RSI_LEN,RSI_LONG_MIN,RSI_SHORT_MAX,MACD_FAST,MACD_SLOW,MACD_SIGNAL,MACD_MODE,ADX_LEN,ADX_MIN,SMA_FAST,SMA_SLOW,BB_LEN,BB_STD,BB_SQUEEZE_PCTL,total_net,n_trades,win_rate,avg_pnl,profit_factor,sharpe,max_drawdown,cagr,expectancy
True,True,True,True,True,14,50,45,12,26,9,line_cross,14,20,10,20,20,2.0,,144217.3467237101,595.0,55.96638655462185,242.38209533396656,1.2938699947074337,0.5239981103176549,-0.3231109702407934,0.17757504675285052,242.38209533396656
True,True,True,True,True,14,50,45,12,26,9,line_cross,14,20,10,50,20,2.0,10.0,144480.9844561477,599.0,55.59265442404006,241.20364683831002,1.298508160212726,-0.2494961634525322,-0.2896607379131477,0.17776748344891757,241.20364683831002
True,True,True,True,True,14,50,45,12,26,9,line_cross,14,20,10,50,20,2.0,,145025.34401349013,597.0,55.9463986599665,242.92352431070373,1.3019596814458685,-0.21519166150597488,-0.2896604800237965,0.17816410211354516,242.92352431070373
True,True,True,True,True,14,50,45,12,26,9,line_cross,14,20,20,50,20,2.0,10.0,148321.74660649267,602.0,55.3156146179402,246.38163888121707,1.3029823360423036,-0.3664927029269337,-0.2896604248396127,0.180545256833478,246.38163888121707
True,True,True,True,True,14,50,45,12,26,9,line_cross,14,20,20,50,20,2.0,,146282.38891078343,600.0,55.50000000000001,243.80398151797237,1.2991946671724028,-0.3618374314770429,-0.2896607062744278,0.17907627374839374,243.80398151797237
True,True,True,True,True,14,50,45,12,26,9,line_cross,14,25,10,20,20,2.0,10.0,140192.98498002725,593.0,56.66104553119731,236.41312812820783,1.283272033124584,0.1732850812253143,-0.2896607379131477,0.17460866053413016,236.41312812820783
True,True,True,True,True,14,50,45,12,26,9,line_cross,14,25,10,20,20,2.0,,143973.5031187752,592.0,56.92567567567568,243.19848499793108,1.2945354539058835,0.35266857584959643,-0.2896607379131477,0.17739685371888947,243.19848499793108
True,True,True,True,True,14,50,45,12,26,9,line_cross,14,25,10,50,20,2.0,10.0,137113.00219391007,595.0,55.63025210084034,230.4420204939665,1.280866674711312,-0.2722068439980505,-0.2896606508202129,0.1723008544939999,230.4420204939665
True,True,True,True,True,14,50,45,12,26,9,line_cross,14,25,10,50,20,2.0,,138600.70948928955,594.0,56.060606060606055,233.33452775974672,1.2859298878186138,-0.21957660707566717,-0.2896604524745228,0.17341971983839066,233.33452775974672
True,True,True,True,True,14,50,45,12,26,9,line_cross,14,25,20,50,20,2.0,10.0,139955.7326748215,596.0,55.369127516778526,234.82505482352602,1.2856158360296905,-0.41804944428302254,-0.289660681077652,0.1744320622933666,234.82505482352602
True,True,True,True,True,14,50,45,12,26,9,line_cross,14,25,20,50,20,2.0,,138574.2094180769,596.0,55.70469798657718,232.50706278200823,1.28299857922416,-0.40991744061211405,-0.28966053227424693,0.17339985784654788,232.50706278200823
True,True,True,True,True,14,55,50,12,26,9,hist_above0,14,20,10,20,20,2.0,10.0,160802.87690824986,601.0,55.40765391014975,267.55886340806967,1.3299754331884326,0.7222665080631208,-0.32776797999800444,0.18925653756972882,267.55886340806967
True,True,True,True,True,14,55,50,12,26,9,hist_above0,14,20,10,20,20,2.0,,161458.24375906462,601.0,55.74043261231281,268.6493240583438,1.332433937480808,0.8003780949311071,-0.33533838465336285,0.18970130125907558,268.6493240583438
True,True,True,True,True,14,55,50,12,26,9,hist_above0,14,20,10,50,20,2.0,10.0,140354.59685000742,602.0,54.81727574750831,233.14717084718842,1.2848882261305796,0.020788131901522094,-0.2896605369374994,0.17472884506902808,233.14717084718842
True,True,True,True,True,14,55,50,12,26,9,hist_above0,14,20,10,50,20,2.0,,141742.7551810315,601.0,55.074875207986686,235.84485055080117,1.2873705252156578,0.036158700801049666,-0.2896605407706715,0.17575748516567247,235.84485055080117
True,True,True,True,True,14,55,50,12,26,9,hist_above0,14,20,20,50,20,2.0,10.0,144921.7126588148,606.0,54.78547854785478,239.14474036108052,1.2927766919361432,-0.0412251765665398,-0.2896606493607131,0.17808867173657195,239.14474036108052
True,True,True,True,True,14,55,50,12,26,9,hist_above0,14,20,20,50,20,2.0,,144477.76153120556,606.0,54.95049504950495,238.41214774126328,1.2901868325684904,-0.031281484063279574,-0.2896603718514284,0.1777651323298004,238.41214774126328
True,True,True,True,True,14,55,50,12,26,9,hist_above0,14,25,10,20,20,2.0,10.0,154111.0364045264,597.0,55.61139028475712,258.1424395385702,1.3147893206032095,0.593015079377058,-0.2896606493607131,0.18464414670522067,258.1424395385702
True,True,True,True,True,14,55,50,12,26,9,hist_above0,14,25,10,20,20,2.0,,154688.69111488407,597.0,55.9463986599665,259.11003536831504,1.3149384623116178,0.698660962981178,-0.28966078854268634,0.1850475028756151,259.11003536831504
True,True,True,True,True,14,55,50,12,26,9,hist_above0,14,25,10,50,20,2.0,10.0,121778.21016580315,597.0,54.2713567839196,203.9836016177607,1.2453323660210565,-0.03410752799122899,-0.2896606129289477,0.1602878191131254,203.9836016177607
True,True,True,True,True,14,55,50,12,26,9,hist_above0,14,25,10,50,20,2.0,,124673.48640379426,596.0,54.86577181208053,209.18370201978902,1.2513914211582666,0.004265144810061109,-0.289660617831854,0.1626262755675505,209.18370201978902
True,True,True,True,True,14,55,50,12,26,9,hist_above0,14,25,20,50,20,2.0,10.0,138332.2857904523,602.0,54.48504983388705,229.78785015025298,1.2805252427004,0.047338321481900626,-0.28966077963593034,0.17321842077276228,229.78785015025298
True,True,True,True,True,14,55,50,12,26,9,hist_above0,14,25,20,50,20,2.0,,138011.327409837,602.0,54.98338870431893,229.25469669408136,1.2773848275281061,0.030042530856785928,-0.2896604829881941,0.17297739283228863,229.25469669408136
True,True,True,True,True,14,55,50,12,26,9,line_cross,14,20,10,20,20,2.0,10.0,162432.2540586558,600.0,55.50000000000001,270.72042343109297,1.3334759263530398,0.7294354198755312,-0.3342696483106552,0.19036007706184743,270.72042343109297
True,True,True,True,True,14,55,50,12,26,9,line_cross,14,20,10,20,20,2.0,,161424.88680123998,602.0,55.647840531561464,268.1476524937541,1.3308263623943632,0.8018960925425491,-0.3348603528714234,0.189678692915618,268.1476524937541
True,True,True,True,True,14,55,50,12,26,9,line_cross,14,20,10,50,20,2.0,10.0,140117.2765280164,602.0,54.81727574750831,232.75295104321663,1.28398435342177,0.019289000681765884,-0.28966059143799905,0.1745523281711432,232.75295104321663
True,True,True,True,True,14,55,50,12,26,9,line_cross,14,20,10,50,20,2.0,,141804.66298326224,601.0,55.074875207986686,235.94785854120173,1.2875322122214168,0.03669068110886199,-0.2896605987311795,0.17580320676139238,235.94785854120173
True,True,True,True,True,14,55,50,12,26,9,line_cross,14,20,20,50,20,2.0,10.0,144050.94547427513,606.0,54.78547854785478,237.70783081563553,1.2910714147491287,-0.04477061909760567,-0.28966054080106013,0.17745346743172274,237.70783081563553
True,True,True,True,True,14,55,50,12,26,9,line_cross,14,20,20,50,20,2.0,,146170.6445957502,606.0,54.95049504950495,241.20568415140298,1.293158900804671,-0.02403422673031024,-0.28966064823569443,0.1789953951493346,241.20568415140298
True,True,True,True,True,14,55,50,12,26,9,line_cross,14,25,10,20,20,2.0,10.0,155547.85599719308,596.0,55.87248322147651,260.9863355657602,1.3174012528099823,0.6017302674530925,-0.28966059143799905,0.1856455797195904,260.9863355657602
True,True,True,True,True,14,55,50,12,26,9,line_cross,14,25,10,20,20,2.0,,155876.6155411384,597.0,55.9463986599665,261.09985852787,1.3181263079797279,0.7051212638337224,-0.28966077963593034,0.18587385237383458,261.09985852787
True,True,True,True,True,14,55,50,12,26,9,line_cross,14,25,10,50,20,2.0,10.0,123567.5591591045,597.0,54.2713567839196,206.98083611240284,1.2491037055191687,-0.02627365333326627,-0.2896605407706715,0.16173709303862727,206.98083611240284
True,True,True,True,True,14,55,50,12,26,9,line_cross,14,25,10,50,20,2.0,,124625.802724885,597.0,54.773869346733676,208.7534384001424,1.2501485568735677,0.007462469494600256,-0.28966045400980367,0.16258803943976763,208.7534384001424
True,True,True,True,True,14,55,50,12,26,9,line_cross,14,25,20,50,20,2.0,10.0,137195.6085658734,601.0,54.57570715474209,228.27888280511382,1.2776113095710255,0.04051942366203759,-0.28966054080106013,0.17236318536861361,228.27888280511382
True,True,True,True,True,14,55,50,12,26,9,line_cross,14,25,20,50,20,2.0,,140084.9193068401,602.0,54.98338870431893,232.69920150637893,1.2812841910572317,0.07624300804478017,-0.28966073780329965,0.17452824612568474,232.69920150637893
True,True,True,True,True,14,55,45,12,26,9,hist_above0,14,20,10,20,20,2.0,10.0,144417.87134994613,595.0,55.294117647058826,242.7191115125145,1.2950286195338032,0.4658529556552847,-0.33713553155980036,0.17772143629211246,242.7191115125145
True,True,True,True,True,14,55,45,12,26,9,hist_above0,14,20,10,20,20,2.0,,143409.45820282074,594.0,55.218855218855225,241.43006431451303,1.2936039024697736,0.540245872505482,-0.34516557029091044,0.17698391173646666,241.43006431451303
True,True,True,True,True,14,55,45,12,26,9,hist_above0,14,20,10,50,20,2.0,10.0,136396.91232544082,595.0,54.78991596638656,229.23850810998456,1.2801364659982952,-0.26964946426242475,-0.28966062184184,0.17175951019016011,229.23850810998456
True,True,True,True,True,14,55,45,12,26,9,hist_above0,14,20,10,50,20,2.0,,132324.20950875996,593.0,54.97470489038786,223.14369225760532,1.2717641264093102,-0.2796853603252609,-0.28966070134113237,0.1686454143478915,223.14369225760532
True,True,True,True,True,14,55,45,12,26,9,hist_above0,14,20,20,50,20,2.0,10.0,138399.22365692287,597.0,54.60636515912898,231.82449523772675,1.2828973460417612,-0.3802742631360928,-0.2896604800237965,0.17326864311342338,231.82449523772675
True,True,True,True,True,14,55,45,12,26,9,hist_above0,14,20,20,50,20,2.0,,130890.51243870685,595.0,54.621848739495796,219.98405451883505,1.265840414075368,-0.3893030490396858,-0.2896608159590992,0.16753460035401746,219.98405451883505
True,True,True,True,True,14,55,45,12,26,9,hist_above0,14,25,10,20,20,2.0,10.0,125424.98325557035,590.0,55.59322033898305,212.58471738232262,1.2538039758881019,0.0887069542906604,-0.2896606494705612,0.16322766931735067,212.58471738232262
True,True,True,True,True,14,55,45,12,26,9,hist_above0,14,25,10,20,20,2.0,,128553.10578099132,589.0,55.51782682512734,218.25654631747253,1.2623822494840349,0.22237764612123706,-0.28966073780329965,0.16570688700837888,218.25654631747253
True,True,True,True,True,14,55,45,12,26,9,hist_above0,14,25,10,50,20,2.0,10.0,112107.1038226026,588.0,54.421768707483,190.65833983435817,1.2278954052696933,-0.4477592451961245,-0.289660612898559,0.15221695421312975,190.65833983435817
True,True,True,True,True,14,55,45,12,26,9,hist_above0,14,25,10,50,20,2.0,,106100.98189199949,587.0,54.5144804088586,180.7512468347521,1.2142984047541432,-0.46914832309779947,-0.2896607277653644,0.14698877506751917,180.7512468347521
True,True,True,True,True,14,55,45,12,26,9,hist_above0,14,25,20,50,20,2.0,10.0,117648.24125541825,589.0,54.32937181663837,199.74234508559974,1.2414735419754246,-0.47563153378775136,-0.2896603743199272,0.1568914044471157,199.74234508559974
True,True,True,True,True,14,55,45,12,26,9,hist_above0,14,25,20,50,20,2.0,,113811.83416946551,588.0,54.59183673469388,193.5575411045332,1.2315867408938734,-0.4703424247158071,-0.2896605927814794,0.15366982448924782,193.5575411045332
True,True,True,True,True,14,55,45,12,26,9,line_cross,14,20,10,20,20,2.0,10.0,144414.7528347788,594.0,55.387205387205384,243.12247951982962,1.295337040761075,0.4664134346588359,-0.33702770447852853,0.17771916069077198,243.12247951982962
True,True,True,True,True,14,55,45,12,26,9,line_cross,14,20,10,20,20,2.0,,143384.9179114999,594.0,55.218855218855225,241.3887506927608,1.293538832811838,0.5399972608474449,-0.3453063841946187,0.17696592155155488,241.3887506927608
True,True,True,True,True,14,55,45,12,26,9,line_cross,14,20,10,50,20,2.0,10.0,136402.6719908461,595.0,54.78991596638656,229.24818821990942,1.2801516165519478,-0.2693424151182488,-0.2896607667816604,0.17176387163100992,229.24818821990942
True,True,True,True,True,14,55,45,12,26,9,line_cross,14,20,10,50,20,2.0,,131347.5556702284,593.0,54.97470489038786,221.49672119768704,1.2697504576353877,-0.28481980702690834,-0.28966083632500583,0.1678895510626326,221.49672119768704
True,True,True,True,True,14,55,45,12,26,9,line_cross,14,20,20,50,20,2.0,10.0,137917.7630621964,597.0,54.60636515912898,231.01802857989347,1.282190686448649,-0.3827839021822445,-0.28966077963593034,0.17290706132149336,231.01802857989347
True,True,True,True,True,14,55,45,12,26,9,line_cross,14,20,20,50,20,2.0,,131857.46198787075,595.0,54.621848739495796,221.60917981154748,1.26780678382239,-0.3846515220338734,-0.28966077963593034,0.16828462912458142,221.60917981154748
True,True,True,True,True,14,55,45,12,26,9,line_cross,14,25,10,20,20,2.0,10.0,131351.9486519631,589.0,55.68760611205433,223.00840178601544,1.267983889479745,0.13051180895667908,-0.2896608148340806,0.16789295893795986,223.00840178601544
True,True,True,True,True,14,55,45,12,26,9,line_cross,14,25,10,20,20,2.0,,131623.1358826608,588.0,55.61224489795919,223.84887054874287,1.269294051386793,0.23987519200933338,-0.2896606508202129,0.16810319319499323,223.84887054874287
True,True,True,True,True,14,55,45,12,26,9,line_cross,14,25,10,50,20,2.0,10.0,111821.90969839602,589.0,54.32937181663837,189.8504409140849,1.227758081616946,-0.45240482613117794,-0.28966073780329965,0.15197258420863125,189.8504409140849
True,True,True,True,True,14,55,45,12,26,9,line_cross,14,25,10,50,20,2.0,,110113.48657772935,586.0,54.60750853242321,187.906973682132,1.2247982139139548,-0.44878802633097825,-0.28966051039723084,0.1505007320301306,187.906973682132
True,True,True,True,True,14,55,45,12,26,9,line_cross,14,25,20,50,20,2.0,10.0,120758.25141583399,589.0,54.32937181663837,205.0224981593107,1.248143052452287,-0.4229791831716832,-0.2896603465751579,0.15945575669409862,205.0224981593107
True,True,True,True,True,14,55,45,12,26,9,line_cross,14,25,20,50,20,2.0,,113226.46123289625,588.0,54.421768707483,192.56200889948343,1.2305153958100927,-0.4703049240730166,-0.2896609575792011,0.15317244113479522,192.56200889948343
True,True,True,True,True,21,50,50,12,26,9,hist_above0,14,20,10,20,20,2.0,10.0,160583.7921510174,603.0,56.21890547263681,266.30811301992935,1.3282453534384813,0.35050771699929434,-0.34619353813416126,0.18910758478924738,266.30811301992935
True,True,True,True,True,21,50,50,12,26,9,hist_above0,14,20,10,20,20,2.0,,164557.1169790964,601.0,56.07321131447587,273.805519099994,1.3392271519966727,0.36195502178585603,-0.34619384207707626,0.19178806656035086,273.805519099994
True,True,True,True,True,21,50,50,12,26,9,hist_above0,14,20,10,50,20,2.0,10.0,152116.1230636153,607.0,56.34266886326195,250.6031681443415,1.3120201349968676,-0.1495987014825453,-0.2858423722808688,0.18324340372740355,250.6031681443415
True,True,True,True,True,21,50,50,12,26,9,hist_above0,14,20,10,50,20,2.0,,149487.06179266487,604.0,55.794701986754966,247.4951354183193,1.3064327058282705,-0.17538511423367925,-0.2858425084824658,0.18137869811258756,247.4951354183193
True,True,True,True,True,21,50,50,12,26,9,hist_above0,14,20,20,50,20,2.0,10.0,157134.9460124527,611.0,56.301145662847794,257.17667105147746,1.3204119673887995,-0.21628112759124757,-0.28584225642557876,0.18674461663488984,257.17667105147746
True,True,True,True,True,21,50,50,12,26,9,hist_above0,14,20,20,50,20,2.0,,153379.19040922704,608.0,55.75657894736842,252.26840527833394,1.3125660991472767,-0.24692499677416577,-0.28584252050471515,0.1841316798442043,252.26840527833394
True,True,True,True,True,21,50,50,12,26,9,hist_above0,14,25,10,20,20,2.0,10.0,150904.61542100616,602.0,56.31229235880399,250.67211863954512,1.306791709261122,0.013740882079025374,-0.34619334926621037,0.18238678854416723,250.67211863954512
True,True,True,True,True,21,50,50,12,26,9,hist_above0,14,25,10,20,20,2.0,,155844.28702725304,600.0,56.166666666666664,259.7404783787551,1.318986330890537,0.03060233681043795,-0.34619362082579513,0.1858514194404115,259.7404783787551
True,True,True,True,True,21,50,50,12,26,9,hist_above0,14,25,10,50,20,2.0,10.0,153850.76752769586,602.0,56.14617940199336,255.5660590161061,1.316769041121249,0.08886189612569333,-0.28584225642557876,0.1844620818217062,255.5660590161061
True,True,True,True,True,21,50,50,12,26,9,hist_above0,14,25,10,50,20,2.0,,150721.0664486552,600.0,56.166666666666664,251.20177741442535,1.3088180421905373,0.05147022481554579,-0.2858425602407203,0.18225661131358417,251.20177741442535
True,True,True,True,True,21,50,50,12,26,9,hist_above0,14,25,20,50,20,2.0,10.0,158927.3474878705,607.0,56.34266886326195,261.82429569665646,1.3256517346521548,-0.02795366885150224,-0.28584259021381847,0.1879769583230848,261.82429569665646
True,True,True,True,True,21,50,50,12,26,9,hist_above0,14,25,20,50,20,2.0,,164921.09943409846,604.0,56.456953642384114,273.04817787102394,1.3413006280889572,0.060872657748079914,-0.2858421502570445,0.19203142792899985,273.04817787102394
True,True,True,True,True,21,50,50,12,26,9,line_cross,14,20,10,20,20,2.0,10.0,160492.1376619884,602.0,56.14617940199336,266.5982353189176,1.3280561238228077,0.34603896259723904,-0.3461937249738451,0.1890452296936309,266.5982353189176
True,True,True,True,True,21,50,50,12,26,9,line_cross,14,20,10,20,20,2.0,,162886.56696252542,601.0,55.906821963394336,271.02590176792916,1.3349507995663248,0.3550521597987693,-0.3461936793294405,0.1906664452917377,271.02590176792916
True,True,True,True,True,21,50,50,12,26,9,line_cross,14,20,10,50,20,2.0,10.0,152778.3291610733,607.0,56.34266886326195,251.69411723405818,1.3128682116264097,-0.14715691239690487,-0.2858425085923137,0.1837097196536317,251.69411723405818
True,True,True,True,True,21,50,50,12,26,9,line_cross,14,20,10,50,20,2.0,,149580.9761648879,604.0,55.794701986754966,247.6506227895495,1.3066844072686685,-0.17872187690866193,-0.28584237065351026,0.18144567969840097,247.6506227895495
True,True,True,True,True,21,50,50,12,26,9,line_cross,14,20,20,50,20,2.0,10.0,157145.32897537388,611.0,56.301145662847794,257.1936644441471,1.3204399178708306,-0.21622329456328426,-0.2858423144881228,0.18675178226663247,257.1936644441471
True,True,True,True,True,21,50,50,12,26,9,line_cross,14,20,20,50,20,2.0,,155002.02985605,608.0,55.75657894736842,254.9375491053454,1.3153609623431815,-0.24000971740744848,-0.2858421283595254,0.18526587775530534,254.9375491053454
