ticker,pattern,dir,entry_idx,entry_ts,entry_px,neckline,fwd_ret,y,win_len,win_range,ann_vol,slope_close,slope_ema20,rsi_end,vol_rel,ml_proba
HDFCBANK.NS,DoubleTop,short,14,2022-11-25,778.3610229492188,765.1529614641645,0.008283679013966256,0,7,0.03257454029391293,0.15284488117359557,-0.6215006510416666,2.437475504429225,84.93339543024543,1.497090152181596,0.145
RELIANCE.NS,DoubleBottom,long,16,2022-11-29,1238.110107421875,1242.1501079495758,-0.03215093410978134,0,13,0.0875499705150968,0.22595579074954145,5.137491861979167,0.3226229712812862,77.47779654047021,3.311476726146119,0.135
HDFCBANK.NS,DoubleBottom,long,17,2022-11-30,773.9342651367188,785.2658362595581,0.033448371504444865,1,7,0.026286083709205637,0.14418484476221444,0.040089925130208336,1.711640329656935,73.00450605100788,1.0864319263009468,0.6975
HDFCBANK.NS,DoubleTop,short,19,2022-12-02,773.2847290039062,766.4280236025191,0.02025384275318902,0,6,0.027717714654383118,0.1198987580699038,-0.5437255859375,1.4331267269427144,76.23631607551711,1.3633358005910483,0.0875
ICICIBANK.NS,DoubleBottom,long,22,2022-12-07,899.8714599609375,935.0504833540824,-0.03242426795168092,0,7,0.04129542513860428,0.16360876663026816,-2.398956298828125,1.2550597818292886,64.93531757102384,1.2420291723189685,0.0675
INFY.NS,HeadShoulders,short,25,2022-12-12,1418.9794921875,1432.1402877231503,-0.028955427777032212,1,18,0.07142388117928869,0.2206130429285472,-1.8072796989889706,3.3919987334689616,41.29542589413979,1.8629723374350458,0.8125
RELIANCE.NS,HeadShoulders,short,28,2022-12-15,1177.008056640625,1161.0991509669384,-0.01359399712716694,0,23,0.10111910943319764,0.1789631580670112,-0.07366388494318182,0.8257684521619446,51.20457898108832,0.6932237523715233,0.015
ICICIBANK.NS,DoubleTop,short,28,2022-12-15,886.8438720703125,897.7732971207961,-0.0008251864239971645,0,11,0.04152182555756128,0.1286185691521687,-3.039752197265625,0.2634374925397651,59.82234002755885,0.9229572103210241,0.1275
ICICIBANK.NS,HeadShoulders,short,28,2022-12-15,886.8438720703125,883.74561362697,-0.0008251864239971645,0,24,0.07511924378854284,0.1398891404049529,0.6449001146399457,0.8599107729477431,59.82234002755885,0.9737831230304845,0.0975
TCS.NS,HeadShoulders,short,28,2022-12-15,3026.07373046875,2971.665747558444,-0.01099800093555377,0,21,0.07536835361041863,0.18119046961286822,0.4578125,4.152456490499094,57.987325870320745,0.7581598455325025,0.125
HDFCBANK.NS,DoubleTop,short,29,2022-12-16,788.9467163085938,768.0399880135933,-0.007013714806388282,0,11,0.045858892506050145,0.13228993436167014,0.59183349609375,1.3970557532564727,65.13090351968927,1.2943757140016858,0.055
RELIANCE.NS,DoubleBottom,long,30,2022-12-19,1186.5716552734375,1257.6481612150444,-0.009002411939020996,0,15,0.10111910943319764,0.12370685434697457,-4.628557477678571,0.8163045649977383,42.39921468735704,1.2390192833059748,0.1075
ICICIBANK.NS,DoubleBottom,long,30,2022-12-19,884.5507202148438,913.4355258812766,-0.004412840618916888,0,9,0.04046003720111356,0.12867296395658287,-2.5188827514648438,-0.4201389460603764,48.9240452516542,0.8007349923119459,0.0975
HDFCBANK.NS,DoubleBottom,long,30,2022-12-19,791.4006958007812,803.2614512642567,-0.009758443979701548,0,14,0.048058560657275665,0.12061759608375812,1.5471426156850963,1.3918134662188952,66.81459167301536,1.0410102417300815,0.115
TCS.NS,DoubleBottom,long,32,2022-12-21,2992.60986328125,3091.9039328595345,0.014103834886230975,0,7,0.06743810977065541,0.2542674745491441,-6.485392252604167,-5.067828879849155,44.446757236455625,0.900796913378955,0.1075
ICICIBANK.NS,DoubleTop,short,33,2022-12-22,869.1324462890625,865.5706234047746,-0.01291191925541996,0,6,0.05529866793332535,0.16860210865892675,-5.7574462890625,-1.8524913953562419,44.21913884826719,1.2339092493143284,0.085
RELIANCE.NS,DoubleTop,short,33,2022-12-22,1176.7569580078125,1167.7867851451592,-0.024730412148639528,1,6,0.03158534800865346,0.20224227252771626,-2.8302734375,-1.7004094246196018,46.61664233902441,0.9215665628324595,0.785
TCS.NS,DoubleTop,short,34,2022-12-23,2955.8037109375,2896.56506036106,-0.0052041088391052695,0,7,0.06743810977065541,0.21494935442692986,-16.121785481770832,-6.519509057836255,46.45895902016669,0.8210568250537613,0.13
HDFCBANK.NS,DoubleBottom,long,35,2022-12-26,784.038818359375,792.3149263180803,-0.019607896561742257,0,6,0.03860112210666496,0.0828766286949396,-4.04180908203125,0.04958189096701062,49.76959329304064,1.0494346402134864,0.1575
HDFCBANK.NS,DoubleTop,short,36,2022-12-27,784.832763671875,762.867389080973,-0.03850163702396043,1,8,0.052950306647589804,0.16669205315907995,-0.16153390066964285,0.27078467704612713,58.70400359140598,0.8882840270056644,0.72
HDFCBANK.NS,HeadShoulders,short,36,2022-12-27,784.832763671875,765.4536885472832,-0.03850163702396043,1,18,0.052950306647589804,0.1425557195844572,0.28162339154411764,0.9332970748169186,58.70400359140598,0.7905981610853354,0.7325
TCS.NS,DoubleBottom,long,38,2022-12-29,2992.79296875,3015.9111773596996,0.020068719776024434,1,7,0.04120263640263713,0.10456508137017823,2.0067138671875,-4.097798785485945,46.94486886010307,0.7659482728586164,0.76
ICICIBANK.NS,DoubleTop,short,39,2022-12-30,869.3275146484375,854.1044986503864,-0.01953175518017123,0,7,0.05495570097321599,0.16866118840806907,2.5697123209635415,-1.582846598833915,53.5608596669483,1.2896854445189596,0.09
HDFCBANK.NS,DoubleBottom,long,41,2023-01-03,788.8023681640625,791.5209337293505,-0.01857442482972032,0,7,0.03756032183115926,0.15035573313256784,2.4900309244791665,0.4844313651156919,56.71522431117809,0.5134195560033032,0.105
RELIANCE.NS,DoubleTop,short,41,2023-01-03,1167.28466796875,1137.703712598857,-0.030601640007378902,1,9,0.05647505052840781,0.20245606378852418,-0.4907379150390625,-2.294789349284912,49.584917012314996,0.7362557650234072,0.79
INFY.NS,DoubleTop,short,42,2023-01-04,1370.922119140625,1369.2711722199242,0.03385074734248251,0,9,0.02655727146474784,0.13840683492422673,0.05731201171875,-2.8038339028028645,43.50366788232003,0.9177841359160962,0.0875
HDFCBANK.NS,DoubleTop,short,43,2023-01-05,769.7240600585938,765.0567728667305,0.027755180947286448,0,8,0.03506274768824229,0.1387364204427252,-1.3335309709821428,0.33936993463934023,49.33312480474559,1.221923202251863,0.1125
TCS.NS,DoubleTop,short,44,2023-01-06,2940.42138671875,2945.4118204185,0.0709921466068569,0,11,0.037394987216715275,0.10511150670064386,4.7060546875,-1.4605703503362293,54.88976432898766,1.5973810162846505,0.13
RELIANCE.NS,DoubleBottom,long,44,2023-01-06,1158.0863037109375,1182.554553491853,-0.037151618265037906,0,10,0.039422250623181394,0.13202623750091402,0.6010470920138888,-1.9609582925027098,39.77729278006793,1.7139087213805901,0.1225
INFY.NS,DoubleBottom,long,45,2023-01-09,1361.4296875,1405.6352784494222,0.04281056147891406,1,14,0.05955747535178156,0.16631970122656414,-4.148230919471154,-3.5248355460339553,29.360775644232902,1.1050821826817105,0.7275
TCS.NS,DoubleBottom,long,45,2023-01-09,3039.670166015625,3055.555457791012,0.051980127045612425,1,8,0.04290635476488251,0.21907253960947426,-5.957833426339286,-0.7153456551040368,40.88499630000077,1.8757759468650659,0.7125
RELIANCE.NS,DoubleTop,short,47,2023-01-11,1153.1790771484375,1143.0674942432397,-0.056845657327003314,1,7,0.040734918985126115,0.23924750674784342,-1.3314412434895833,-1.043964037217317,48.563405863515484,0.9234941645671366,0.875
ICICIBANK.NS,DoubleBottom,long,48,2023-01-12,839.8572387695312,901.0424100780956,-0.05048516299265833,0,13,0.08013108110624248,0.18361995110476714,-2.1875152587890625,-1.5505520849101988,38.47063135524157,1.4202683720449896,0.08
INFY.NS,HeadShoulders,short,48,2023-01-12,1357.89892578125,1347.9480118859872,0.026036623100442757,0,15,0.05955747535178156,0.19697746464958643,-3.3278721400669644,-3.389771813717516,38.14708770109562,0.9974666265696696,0.125
