ticker,entry_date,exit_date,side,entry_px,exit_px,qty,days_held,gross_pnl,fees,net_pnl,ret_pct,reason,patterns,indicators_enabled,indicator_conf_true,indicator_values
RELIANCE.NS,2024-12-24,2025-01-08,short,1217.8858642578125,1260.4658203125,41,15,1836.5844077758734,40.0,1836.5844077758734,3.6780738628876595,TIME_EXIT,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 38.670427040110646, ""SMA_FAST"": 1241.2027709960937, ""SMA_SLOW"": 1291.424677734375, ""BB_BW"": 0.10701940377831229}"
RELIANCE.NS,2025-01-14,2025-01-17,short,1233.822265625,1297.169189453125,40,3,2624.4967822265608,40.0,2624.4967822265608,5.317817758980679,HIT_SL,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA,BB","{""RSI"": 43.68050476739908, ""SMA_FAST"": 1236.4417724609375, ""SMA_SLOW"": 1259.9937109375, ""BB_BW"": 0.0527820160800932}"
RELIANCE.NS,2025-01-22,2025-02-04,long,1272.0196533203125,1280.08740234375,39,13,224.87612432861874,40.0,224.87612432861874,0.4532991652223009,TIME_EXIT,"HARAMI_CROSS_BULL,HAMMER_BULL","USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 60.10322514170748, ""SMA_FAST"": 1260.2167846679688, ""SMA_SLOW"": 1256.33630859375, ""BB_BW"": 0.08643960760491567}"
RELIANCE.NS,2025-02-14,2025-03-03,short,1212.40771484375,1166.5906982421875,41,17,-1789.7282131958034,40.0,-1789.7282131958034,-3.600431365165613,TIME_EXIT,HANGING_MAN_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 33.45644715524635, ""SMA_FAST"": 1244.6240844726562, ""SMA_SLOW"": 1244.7147290039063, ""BB_BW"": 0.07022080111761203}"
RELIANCE.NS,2025-03-04,2025-03-07,short,1157.2779541015625,1244.828369140625,43,3,3856.3131326293937,40.0,3856.3131326293937,7.749365693952609,HIT_SL,SHOOTING_STAR_BEAR,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 27.478075303236764, ""SMA_FAST"": 1202.4873657226562, ""SMA_SLOW"": 1234.3351782226562, ""BB_BW"": 0.10521511245574446}"
RELIANCE.NS,2025-03-10,2025-03-24,short,1233.4736328125,1296.920166015625,40,14,2628.469204101557,40.0,2628.469204101557,5.327372094100348,HIT_SL,"HARAMI_BEAR,SHOOTING_STAR_BEAR","USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 41.668271899837244, ""SMA_FAST"": 1198.4435302734375, ""SMA_SLOW"": 1234.3819921875, ""BB_BW"": 0.07797871900974594}"
RELIANCE.NS,2025-03-27,2025-04-04,long,1273.115234375,1199.9075927734375,39,8,-2943.3219675903288,40.0,-2943.3219675903288,-5.9279625286887265,HIT_SL,"HARAMI_BULL,HARAMI_CROSS_BULL","USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 60.882190242307914, ""SMA_FAST"": 1260.6699829101562, ""SMA_SLOW"": 1239.9587182617188, ""BB_BW"": 0.12452699795507614}"
RELIANCE.NS,2025-04-23,2025-05-08,long,1294.82861328125,1401.4029541015625,38,15,3958.596551391612,40.0,3958.596551391612,8.045357693609018,TIME_EXIT,"HARAMI_BULL,HAMMER_BULL","USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 57.633984414970094, ""SMA_FAST"": 1234.3501220703124, ""SMA_SLOW"": 1233.52341796875, ""BB_BW"": 0.1288495595908072}"
RELIANCE.NS,2025-05-14,2025-05-28,long,1418.7337646484375,1407.279541015625,35,14,-490.3530599975534,40.0,-490.3530599975534,-0.9875064495961459,TIME_EXIT,HARAMI_BULL,"USE_RSI,USE_SMA,USE_BB","RSI,SMA","{""RSI"": 79.62572556529389, ""SMA_FAST"": 1408.7535766601563, ""SMA_SLOW"": 1277.2687084960937, ""BB_BW"": 0.19694529040667572}"
RELIANCE.NS,2025-05-30,2025-06-13,long,1415.2476806640625,1422.2198486328125,35,14,154.3701971435587,40.0,154.3701971435587,0.31164700861230193,TIME_EXIT,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","SMA,BB","{""RSI"": 52.52622023242744, ""SMA_FAST"": 1418.2656127929688, ""SMA_SLOW"": 1328.661455078125, ""BB_BW"": 0.04813876691842737}"
RELIANCE.NS,2025-06-18,2025-07-02,long,1424.4110107421875,1512.75830078125,35,14,3000.7546884155327,40.0,3000.7546884155327,6.019038577620321,TIME_EXIT,INVERTED_HAMMER_BULL,"USE_RSI,USE_SMA,USE_BB","SMA,BB","{""RSI"": 51.39100436112739, ""SMA_FAST"": 1433.3453491210937, ""SMA_SLOW"": 1372.4206909179688, ""BB_BW"": 0.035676455752665384}"
