entry_time,exit_time,side,entry_price,exit_price,reason,bars,gross_ret_pct,pnl,equity_after,ticker
2024-05-24,2024-06-05,LONG,1620.324,1534.693,SL_hit,7,-5.284807236083655,-7516.656145500007,133451.5318545,AAVAS.NS
2025-03-17,2025-04-08,LONG,1877.0752911621094,2029.4440055908203,SL_hit,14,8.117346978361129,10746.133462240005,144018.47913474977,AAVAS.NS
2021-06-15,2021-09-03,LONG,16278.255,19996.0,MaxHold,55,22.83871950648273,22246.482000000004,119916.012,ABBOTINDIA.NS
2022-07-27,2022-08-16,LONG,19430.234879296873,18947.2098,SL_hit,11,-2.4859456527287827,-2954.992105181236,113626.4171706,ABBOTINDIA.NS
2020-10-05,2020-12-07,LONG,73.0146,125.9748,MaxHold,43,72.53371243559508,72363.3868368,172247.3596368,ACE.NS
2022-09-02,2022-11-07,LONG,268.0536,330.9338,MaxHold,43,23.45806958011383,40262.8586502,212353.2698502,ACE.NS
2025-05-09,2025-05-13,LONG,811.1622,889.822,TP_hit,1,9.69717277259714,9620.431347000002,109393.381947,ADANIENSOL.NS
2020-08-18,2020-11-06,LONG,200.04,351.9296,MaxHold,56,75.92961407718457,75705.10396480002,175525.06396479998,ADANIENT.NS
2023-12-14,2023-12-21,LONG,2901.5301411621094,2749.4500000000003,SL_hit,4,-5.241377265210778,-9207.29196972655,164884.51650000003,ADANIENT.NS
2021-09-21,2021-12-09,LONG,1115.223,1399.72,MaxHold,53,25.51032394417978,25257.945460000006,124512.79246,ADANIGREEN.NS
2023-12-01,2024-02-20,LONG,1042.2084,1963.3072111816407,MaxHold,53,88.37952286525812,109493.94175154994,233516.74135154995,ADANIGREEN.NS
2020-10-08,2020-11-19,LONG,359.8719477905273,389.922,TP_hit,29,8.35020689830599,8269.86026502394,107954.389803,ADANIPORTS.NS
2022-02-17,2022-04-05,LONG,741.2481955810547,839.832,TP_hit,30,13.299702448741435,14233.76382074707,121714.75218,ADANIPORTS.NS
2022-04-13,2022-04-28,LONG,850.0700044189452,898.8202,TP_hit,8,5.734844816031037,6907.01232379083,128467.0229557,ADANIPORTS.NS
2022-09-01,2022-09-12,LONG,841.9683477905273,914.5170722045899,TP_hit,6,8.616561965119374,10957.902813449962,138937.09167761012,ADANIPORTS.NS
2023-08-25,2023-09-13,LONG,823.1646,858.8282,TP_hit,12,4.332499235268394,5919.343231200015,144210.99603120002,ADANIPORTS.NS
2025-06-16,2025-08-26,LONG,1389.2778,1334.9329111816407,MaxHold,49,-3.911736646073183,-5666.272593216865,137429.34080678315,ADANIPORTS.NS
2020-09-30,2020-12-17,LONG,37.25745,46.54068923721314,MaxHold,53,24.9164643238148,24835.236569938534,124759.71746993854,ADANIPOWER.NS
2021-10-28,2021-12-31,LONG,109.0218,99.88002152557374,DeathCross,43,-8.38527567369669,-10506.134228571082,114105.7831714289,ADANIPOWER.NS
2022-01-31,2022-04-21,LONG,106.97138694763183,239.25214305114747,MaxHold,53,123.65994297921378,140883.7646141014,254915.26310027693,ADANIPOWER.NS
2023-06-30,2023-09-15,LONG,256.0512,378.4243,MaxHold,53,47.79243370075985,121572.96841075002,376343.91241075005,ADANIPOWER.NS
2025-05-29,2025-08-13,LONG,553.9607455810547,594.6810277954102,MaxHold,53,7.350752294125762,27447.177414610847,403586.52366414695,ADANIPOWER.NS
2019-12-12,2020-01-16,LONG,152.93057389526368,175.91480694885254,MaxHold,23,15.029194273036527,14951.267999524729,114814.93275313191,ATGL.NS
2020-07-27,2020-08-28,LONG,149.5299,186.51269305114747,MaxHold,23,24.73270767327971,28294.27465244499,142983.707952445,ATGL.NS
2023-12-27,2024-02-01,LONG,1012.2024,1018.0963277954102,MaxHold,23,0.5822874748578011,759.2680280432547,143479.80642804326,ATGL.NS
2020-01-13,2020-01-20,LONG,109.97198694763183,110.87782152557374,SL_hit,4,0.823695745693187,772.1592657986373,100626.72341424834,ABCAPITAL.NS
2020-10-23,2021-01-06,LONG,66.36326847381592,89.58207847442627,MaxHold,50,34.987441900592174,35108.6387264803,135648.9904643114,ABCAPITAL.NS
2022-10-13,2022-12-27,LONG,111.92238152618408,148.9702,MaxHold,50,33.101349317829374,44774.70671569108,180312.7107439,ABCAPITAL.NS
2024-04-08,2024-04-16,LONG,205.89117610473633,206.4587,ATR_trail,4,0.27564265064714544,406.25772710570413,180561.03681875,ABCAPITAL.NS
2025-06-10,2025-08-21,LONG,241.79835,283.3933222045898,MaxHold,50,17.202339141102428,30924.143555441697,211305.7126554417,ABCAPITAL.NS
2020-12-09,2021-03-05,LONG,161.58231305236816,218.9562,MaxHold,59,35.50752917433309,35389.40466783647,135247.2741342,ABFRL.NS
2022-08-16,2022-11-14,LONG,292.8585477905273,318.9861777954102,MaxHold,59,8.92158695793681,11971.311118269157,146979.10164970224,ABFRL.NS
2023-12-11,2024-03-07,LONG,235.047,224.70505,MaxHold,59,-4.399949797274583,-6533.939078124999,140370.435921875,ABFRL.NS
2024-04-19,2024-07-18,LONG,228.0456,330.0839638977051,MaxHold,59,44.74471943229996,62652.09297819007,202900.13697819007,ABFRL.NS
2020-12-11,2021-03-04,LONG,386.37724779052735,529.894,MaxHold,56,37.14420376203922,36958.96574404395,136644.295674,ABREL.NS
2022-04-11,2022-05-05,LONG,920.0840044189453,812.2375444091797,ATR_trail,14,-11.721371036971039,-16021.381659731582,120151.05099427231,ABREL.NS
2023-06-01,2023-08-23,LONG,798.8597522094726,999.6000277954101,MaxHold,56,25.1283501303869,30036.071335805977,149865.03416722687,ABREL.NS
2023-01-17,2023-01-27,LONG,455.29105220947264,440.9118,SL_hit,6,-3.1582549535493443,-3197.336075974502,96511.4043579,ABSLAMC.NS
2023-08-23,2023-10-16,LONG,391.47827389526367,459.908,MaxHold,35,17.47982727722053,16777.14393776514,113080.799316,ABSLAMC.NS
2025-06-23,2025-08-12,LONG,752.3504522094727,855.3289,MaxHold,35,13.687563752783593,15382.617501079096,128235.1853325,ABSLAMC.NS
2025-05-02,2025-05-21,LONG,784.1568,929.7640222045899,MaxHold,12,18.56863604378485,18433.077204572925,118020.99080457292,AEGISLOG.NS
2020-07-28,2020-09-17,LONG,334.11679779052736,605.8788000000001,MaxHold,36,81.33742571657604,81166.25978003234,181067.18231940002,AFFLE.NS
2021-11-04,2021-12-21,LONG,1073.0146088378906,1061.6376055908204,SL_hit,30,-1.0602840961682625,-2000.5141043774236,178265.9401803882,AFFLE.NS
2023-07-31,2023-09-22,LONG,1051.1601411621093,1088.03235,MaxHold,36,3.5077632221791166,6139.4645600285185,183785.528416425,AFFLE.NS
2024-07-01,2024-07-08,LONG,1363.1726044189452,1348.4302111816407,SL_hit,4,-1.081476636892098,-2065.825517947965,180599.3034741907,AFFLE.NS
2025-06-10,2025-07-28,LONG,1875.375,1804.6390000000001,SL_hit,33,-3.7718323002066234,-6877.278671999989,173158.721328,AFFLE.NS
2020-01-16,2020-02-19,LONG,722.4777796508789,878.1909648559571,MaxHold,23,21.552660800214916,21427.824381725724,121129.757973547,AJANTPHARM.NS
2023-05-24,2023-06-27,LONG,1285.3569955810547,1479.1041444091798,MaxHold,23,15.073411472004338,18142.71409505653,138966.27167967567,AJANTPHARM.NS
2025-06-19,2025-07-04,LONG,550.4600455810547,581.8836,MaxHold,10,5.708598593341185,5635.002884029097,105268.2711342,AKUMS.NS
2019-10-18,2019-12-30,LONG,550.11,565.8368222045899,MaxHold,47,2.858850448926553,2795.3465866212555,102365.25658662127,APLLTD.NS
2020-04-23,2020-07-02,LONG,643.9287477905274,913.8172000000001,MaxHold,47,41.91278198644246,42570.183890296685,144310.9260412,APLLTD.NS
2021-05-03,2021-05-06,LONG,988.1976,968.7562222045899,SL_hit,2,-1.9673573175456038,-2889.234606444292,140399.4173935557,APLLTD.NS
2021-07-06,2021-07-20,LONG,992.0483455810547,958.8082,SL_hit,9,-3.3506578312557433,-4754.456505028707,135124.36022190002,APLLTD.NS
2023-05-24,2023-08-01,LONG,547.1593977905274,777.8444000000001,MaxHold,47,42.16047519991375,56652.83568233029,191254.04753880002,APLLTD.NS
2024-07-11,2024-09-19,LONG,995.0990044189452,1184.763,MaxHold,47,19.059811610584674,36301.7499035625,227360.758752,APLLTD.NS
2025-06-11,2025-06-20,LONG,989.0978044189453,929.4140555908203,SL_hit,6,-6.034160480538797,-13773.996391005769,212729.4008209327,APLLTD.NS
2019-09-13,2019-10-09,LONG,1837.9674955810547,1940.6618388183595,MaxHold,15,5.5873862559707055,5493.096665166364,104743.34142654332,ALKEM.NS
2021-06-30,2021-07-23,LONG,3229.7957323242185,3369.0260111816406,MaxHold,15,4.310807567920993,4401.464507258599,107754.92794163359,ALKEM.NS
2022-11-22,2022-12-14,LONG,3090.618,3132.3734,MaxHold,15,1.3510372359185174,1366.4332522000002,106447.44525219999,ALKEM.NS
2023-04-18,2023-05-11,LONG,3346.2191588378905,3603.9790111816405,MaxHold,15,7.703017647931576,7934.693747982936,111667.48767195754,ALKEM.NS
2024-07-31,2024-08-23,LONG,5227.445182324219,5800.8396,TP_hit,15,10.968922631931633,11980.37395539141,121756.72278420001,ALKEM.NS
2025-08-04,2025-08-22,LONG,4869.4737,5468.906,TP_hit,12,12.310001797524862,14320.748328000009,131188.117128,ALKEM.NS
2019-11-06,2020-01-13,LONG,357.27145220947267,503.9392005432129,MaxHold,45,41.05218802865534,40850.00226663775,140528.73743308062,ALKYLAMINE.NS
2024-02-21,2024-02-29,LONG,2215.4930588378907,2153.119338818359,SL_hit,5,-2.8153426060494535,-3997.3676204032595,135578.69508638384,ALKYLAMINE.NS
