ticker,score,total_return,CAGR,Sharpe,Sortino,MaxDD,WinRate,NumTrades,sma_short,sma_long,slope_win,macd_fast,macd_slow,macd_signal,rsi_n,rsi_buy_min,rsi_buy_max,adx_n,adx_min,srsi_rsi_n,srsi_stoch_n,srsi_k,srsi_d,srsi_upper,cci_n,cci_min,atr_n,vol_rank_win,vol_pct_min,use_atr_trail,atr_mult,stop_loss_pct,take_profit_pct,max_hold,confirm_mode,confirm_k,confirmations_hit
EXIDEIND.NS,0.039433548278403174,0.5124149937911904,0.039433548278403174,0.04567392049118467,0.014720438022010266,-0.11497082872016617,1.0,4,50,200,20,12,21,11,14,40,65,14,20,14,14,3,3,80,20,40,16,20,0.5,False,1.34,,0.1,58,k-of-n,2,ADX|CCI|MACD|RSI|SLOPE|VOLUME
