time_ist,provider,title,url,tickers
2025-11-13T08:35:26+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Tata Steel bulls expect stock to test ₹224 levels, but bears cite rising debt",https://www.cnbctv18.com/market/tata-steel-share-price-bulls-expect-stock-to-test-rs-224-levels-but-bears-cite-rising-debt-19758947.htm,TATASTEEL.NS
2025-11-13T09:29:26+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Asian Paints share up 10% in two sessions; HSBC, Jefferies raise price targets",https://www.cnbctv18.com/market/asian-paints-share-price-target-buy-sell-hsbc-jefferies-citi-q2-results-volumes-19758941.htm,ASIANPAINT.NS
2025-11-13T21:04:42+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Q2 Results Highlights: Dilip Buildcon profit down 23% YoY, KRBL profit up 68%",https://www.cnbctv18.com/market/q2-results-live-updates-tata-steel-cochin-data-patterns-hero-eicher-pg-electroplast-nsdl-nbcc-lg-voltas-share-price-liveblog-19758922.htm,"APOLLOTYRE.NS,HEROMOTOCO.NS,MUTHOOTFIN.NS,PAGEIND.NS,VOLTAS.NS"
2025-11-13T06:47:13+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Fujiyama Power Systems IPO opens: Check GMP, brokerages review and other details",https://www.cnbctv18.com/market/fujiyama-power-systems-ipo-opens-check-gmp-brokerages-review-and-other-details-19758429.htm,SOLARINDS.NS
2025-11-13T09:33:09+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Vedanta shares gain 2%, market cap crosses ₹2 lakh crore; NCLT reserves demerger judgment",https://www.cnbctv18.com/market/vedanta-share-price-demerger-nclt-judgment-govt-objection-claims-2025-returns-19758911.htm,VEDL.NS
2025-11-13T16:04:26+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Stock Market Highlights | Sensex, Nifty end flat after volatile session; Asian Paints, Motherson shine, Tata Steel drops",https://www.cnbctv18.com/market/stock-market-live-updates-sensex-nifty-50-banks-q2-tata-steel-asian-paints-mahindra-life-insurance-nsdl-midcaps-share-price-liveblog-19758913.htm,"ASIANPAINT.NS,EICHERMOT.NS,TATASTEEL.NS"
2025-11-13T05:20:24+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Mahindra & Mahindra, Manulife sign agreement for 50:50 life insurance JV; Stock in focus",https://www.cnbctv18.com/market/mahindra-and-mahindra-mm-share-price-life-insurance-jv-manulife-details-impact-insurance-stocks-19758907.htm,M&M.NS
2025-11-13T05:03:52+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Dow Jones closes at yet another record high, extends four-day rally to 1,300 points",https://www.cnbctv18.com/market/dow-jones-record-high-us-market-snp-500-nasdaq-big-tech-shutdown-gold-fed-data-19758904.htm,"AEGISLOG.NS,ALKEM.NS,ASHOKLEY.NS,BANKINDIA.NS"
2025-11-12T23:57:31+05:30,"Market News in CNBCTV18, Market Latest News, Market News",NIIF II likely to sell ₹551 crore stake in Ather Energy via block deal at ₹620 floor price,https://www.cnbctv18.com/market/stocks/niif-ii-likely-to-sell-rs-551-crore-stake-in-ather-energy-share-price-via-block-deal-at-rs-620-floor-price-19758593.htm,"ATHERENERG.NS,BSE.NS"
2025-11-12T22:55:47+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Stocks to Watch: Tata Steel, Cochin Shipyard, SpiceJet, IRCTC and more",https://www.cnbctv18.com/photos/market/stocks-to-watch-tata-steel-cochin-shipyard-spicejet-irctc-and-more-19757609.htm,"COCHINSHIP.NS,DEEPAKNTR.NS,PFIZER.NS,TATASTEEL.NS"
2025-11-12T22:06:19+05:30,"Market News in CNBCTV18, Market Latest News, Market News",Prestige Estates Q2 Results | Profit more than doubles to ₹430 crore on stronger margins,https://www.cnbctv18.com/market/stocks/prestige-estates-share-price-q2-results-net-profit-more-than-doubles-to-rs-430-crore-on-stronger-margins-19758330.htm,"BSE.NS,PRESTIGE.NS"
2025-11-12T21:10:55+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Endurance Tech Q2 profit grows 9.5%; eyes expansion into EV, lithium-ion segments",https://www.cnbctv18.com/market/stocks/endurance-tech-share-price-q2-result-profit-revenue-expansion-into-ev-lithium-ion-segments-19758175.htm,ENDURANCE.NS
2025-11-13T09:17:03+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Cochin Shipyard shares tank 8% after Q2 profit drops, provisions quadruple from last year",https://www.cnbctv18.com/market/stocks/cochin-shipyard-share-price-q2-results-net-profit-tanks-43-on-lower-margins-declares-rs-4-dividend-19758186.htm,COCHINSHIP.NS
2025-11-12T20:27:47+05:30,"Market News in CNBCTV18, Market Latest News, Market News","IRCTC Q2 Results | Net profit up 11% on 8% revenue growth, declares dividend",https://www.cnbctv18.com/market/stocks/irctc-share-price-q2-results-net-profit-up-11-on-8-revenue-growth-declares-dividend-19758145.htm,BSE.NS
2025-11-12T19:53:35+05:30,"Market News in CNBCTV18, Market Latest News, Market News",Ircon International Q2 Results | Net profit falls 34% to ₹137 crore on revenue drop,https://www.cnbctv18.com/market/stocks/ircon-international-share-price-q2-results-net-profit-falls-34-to-rs-137-crore-on-revenue-drop-19758020.htm,"BSE.NS,IRCON.NS"
2025-11-12T19:18:20+05:30,"Market News in CNBCTV18, Market Latest News, Market News",Data Patterns India Q2 Results | Net profit zooms 62% as revenue soars on strategic contracts,https://www.cnbctv18.com/market/stocks/data-patterns-india-share-price-q2-results-net-profit-zooms-62-as-revenue-soars-on-strategic-contracts-19757890.htm,"BSE.NS,DATAPATTNS.NS"
2025-11-12T19:01:41+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Afcons Infra Q2 Results: Shapoorji Pallonji co sees 22.5% drop in profit, revenue up 1%",https://www.cnbctv18.com/market/afcons-infra-share-price-q2-results-net-profit-revenue-ebitda-margins-19757523.htm,AFCONS.NS
2025-11-12T18:53:24+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Tata Steel Q2 net profit jumps 4.2x to ₹3,183 crore on strong domestic deliveries; beats estimates",https://www.cnbctv18.com/market/stocks/tata-steel-share-price-q2-net-profit-jumps-4-2x-to-rs-3183-crore-on-strong-domestic-deliveries-19757719.htm,"BSE.NS,TATASTEEL.NS"
2025-11-12T18:02:37+05:30,"Market News in CNBCTV18, Market Latest News, Market News","NCDEX gets board approval for electronic mutual fund platform, awaits regulatory nod",https://www.cnbctv18.com/market/ncdex-gets-board-approval-for-electronic-mutual-fund-platform-awaits-regulatory-nod-19757636.htm,BSE.NS
2025-11-12T17:32:22+05:30,"Market News in CNBCTV18, Market Latest News, Market News","NCLT reserves judgment on Vedanta demerger as government raises ₹16,700 crore claims",https://www.cnbctv18.com/market/stocks/nclt-reserves-judgment-on-vedanta-share-price-demerger-as-government-raises-rs-16700-crore-claims-19757510.htm,"OIL.NS,VEDL.NS"
2025-11-12T16:42:38+05:30,"Market News in CNBCTV18, Market Latest News, Market News",Pfizer Q2 net profit rises 19% YoY; strong growth in sales and margins,https://www.cnbctv18.com/market/stocks/pfizer-share-price-q2-net-profit-rises-19757337.htm,PFIZER.NS
2025-11-12T16:21:26+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Welspun Living Q2: Net profit, revenue plunge further as US tariff bites into exports",https://www.cnbctv18.com/market/earnings/welspun-living-q2-net-profit-revenue-plunge-further-as-us-tariff-bites-into-exports-19756600.htm,"WELCORP.NS,WELSPUNLIV.NS"
2025-11-12T16:22:43+05:30,"Market News in CNBCTV18, Market Latest News, Market News","SpiceJet Q2 net loss widens to ₹621 crore on higher operating costs, grounded fleet expenses",https://www.cnbctv18.com/market/stocks/spicejet-share-price-q2-net-loss-widens-to-rs-621-crore-on-higher-operating-costs-grounded-fleet-expenses-19757367.htm,BSE.NS
2025-11-12T15:20:21+05:30,"Market News in CNBCTV18, Market Latest News, Market News","BNP Paribas keeps Bajaj Finance among top NBFC picks, upgrades Axis Bank",https://www.cnbctv18.com/market/bnp-paribas-keeps-bajaj-finance-among-top-nbfc-picks-upgrades-axis-bank-alpha-article-19756333.htm,"AXISBANK.NS,BAJFINANCE.NS"
2025-11-12T15:33:33+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Jyothy Labs Q2 Results: Stock falls after profit declines 16%, margins contract",https://www.cnbctv18.com/market/jyothy-labs-q2-results-stock-price-fall-fabric-personal-care-biz-impact-segments-ws-l-19756794.htm,JYOTHYLAB.NS
2025-11-12T16:05:04+05:30,"Market News in CNBCTV18, Market Latest News, Market News",Asian Paints Q2 Results: Stock surges over 6% after strong domestic volume growth,https://www.cnbctv18.com/market/asian-paints-q2-results-strong-domestic-decorative-volume-growth-margins-guidance-share-price-19757085.htm,ASIANPAINT.NS
2025-11-12T14:41:31+05:30,"Market News in CNBCTV18, Market Latest News, Market News",HAL Q2 Results: Stock falls after H1 margins below company guidance; other metrics miss estimates,https://www.cnbctv18.com/market/hindustan-aeronautics-hal-q2-results-margin-below-guidance-estimates-revenue-psu-share-price-reaction-19757013.htm,HAL.NS
2025-11-12T14:25:20+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Info Edge Q2 Results: Revenue grows 14% from last year, margin narrows",https://www.cnbctv18.com/market/info-edge-q2-results-revenue-grows-from-last-year-margin-narrows-share-price-reaction-19756978.htm,NAUKRI.NS
2025-11-12T14:19:59+05:30,"Market News in CNBCTV18, Market Latest News, Market News",Ashok Leyland Q2 Results: 11th quarter of double-digit EBITDA growth; volumes aid topline,https://www.cnbctv18.com/market/ashok-leyland-q2-results-revenue-margin-fy26-outlook-realisations-share-price-reaction-19756958.htm,ASHOKLEY.NS
2025-11-12T13:56:23+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Campus Activewear Q2 Results: Stock rises after profit grows 40%, margin expands",https://www.cnbctv18.com/market/campus-activewear-q2-results-stock-rises-after-profit-grows-margin-expands-19756816.htm,CAMPUS.NS
2025-11-12T13:01:34+05:30,"Market News in CNBCTV18, Market Latest News, Market News",Oil and gas demand won’t peak for another 25 years with current policies,https://www.cnbctv18.com/market/commodities/oil-and-gas-demand-wont-peak-for-another-25-years-with-current-policies-ws-l-19756656.htm,OIL.NS
2025-11-12T12:30:04+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Hexaware Technologies launches advanced insurance solutions backed by Google Cloud, shares rise 3%",https://www.cnbctv18.com/market/hexaware-technologies-launches-advanced-insurance-solutions-backed-by-google-cloud-share-price-19756384.htm,HEXT.NS
2025-11-12T21:44:24+05:30,"Market News in CNBCTV18, Market Latest News, Market News","Kirloskar Oil Engines shares surge 15% after India, exports aid Q2 earnings beat",https://www.cnbctv18.com/market/kirloskar-oil-engines-share-price-q2-results-reaction-profit-revenue-margin-growth-ytd-positive-19756216.htm,OIL.NS
2025-11-16T15:03:45+05:30,"Company News: Companies Analysis, Updates & Insights | The HinduBusinessLine",Hyundai Motor plans $86 bn investment in South Korea after US trade deal,https://www.thehindubusinessline.com/companies/hyundai-motor-plans-86-bn-investment-in-south-korea-after-us-trade-deal/article70286764.ece,HYUNDAI.NS
2025-11-16T14:52:32+05:30,"Company News: Companies Analysis, Updates & Insights | The HinduBusinessLine","Godrej Properties set to launch properties worth ₹22,000-cr for sale in H2 FY26",https://www.thehindubusinessline.com/news/real-estate/godrej-properties-set-to-launch-properties-worth-22000-cr-for-sale-in-h2-fy26/article70286739.ece,"GODREJIND.NS,GODREJPROP.NS"
2025-11-16T12:42:51+05:30,"Company News: Companies Analysis, Updates & Insights | The HinduBusinessLine","With ₹2,000-cr war chest, Force Motors gears up to expand global play, bolster product range",https://www.thehindubusinessline.com/companies/with-2000-cr-war-chest-force-motors-gears-up-to-expand-global-play-bolster-product-range/article70286600.ece,FORCEMOT.NS
2025-11-16T11:34:27+05:30,"Company News: Companies Analysis, Updates & Insights | The HinduBusinessLine","NTPC plans nuclear units of 700–1,600 MW capacity, company identifying locations",https://www.thehindubusinessline.com/companies/ntpc-plans-nuclear-units-of-7001600-mw-capacity-company-identifying-locations/article70286521.ece,NTPC.NS
2025-11-15T21:52:57+05:30,"Company News: Companies Analysis, Updates & Insights | The HinduBusinessLine","Maruti recalls 39,506 Grand Vitara units to fix faulty fuel indicator part",https://www.thehindubusinessline.com/companies/maruti-recalls-39506-grand-vitara-units-to-fix-faulty-fuel-indicator-part/article70284956.ece,MARUTI.NS
2025-11-15T19:04:23+05:30,"Company News: Companies Analysis, Updates & Insights | The HinduBusinessLine",TCS receives summons from Pune Labour Commissioner for illegal termination claims,https://www.thehindubusinessline.com/info-tech/tcs-receives-summons-from-pune-labour-commissioner-for-illegal-termination-claims/article70283885.ece,TCS.NS
