ticker,entry_date,entry_price,exit_date,exit_price,days_held,shares,entry_reason,exit_reason,gross_pnl_inr,fees_total_inr,net_pnl_inr,return_pct,rsi_entry,macd_entry,macd_sig_entry,bb_up_entry,bb_lo_entry,ema_fast_entry,ema_slow_entry,ema_htf_entry,trend_strength_entry,close_entry,high_52w_entry,volar_entry,mvo_weight_entry,alloc_inr_entry,adx_entry
NATCOPHARM.NS,2011-01-07,53.562191009521484,2011-01-10,52.56954288862182,3,228,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=89.1%; VOLAR rank 2/3 (VOLAR=2.02); MVO weight=26.0% of capped cash (25% of available)",stop,-226.3237715651239,79.088695658767,-305.41246722389087,-1.8532627254236211,40.66263148555198,-0.011075772031354347,0.016909894882797136,57.88203109100761,52.95302025481758,55.56242100988425,54.520043070422744,43.72135417251856,0.018943412811950673,55.02587890625,61.749996185302734,2.024842528321675,0.2596496151001057,12219.068100917091,19.512229215749063
SUPREMEIND.NS,2011-01-10,122.31816101074219,2011-01-13,123.9077416814592,3,154,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=90.8%; VOLAR rank 3/3 (VOLAR=2.23); MVO weight=38.8% of capped cash (25% of available)",indicator_exit_rsi_ob,244.7954232904199,110.50689979305409,134.28852349736582,1.2995459199042436,55.21650519609613,-0.26287916581703996,-0.751662171369159,124.86397326861801,115.23167339886247,120.11186859027613,120.05376248463023,104.57940822431868,0.0004750407066764348,122.31816101074219,134.7495880126953,2.2288925286321635,0.3876991536831284,18907.022844106024,41.9357734093208
TITAN.NS,2011-01-10,152.8065948486328,2011-01-11,153.18027230045735,1,115,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=82.3%; VOLAR rank 1/3 (VOLAR=2.37); MVO weight=36.2% of capped cash (25% of available)",indicator_exit_macd_bear,42.972906959821415,104.26308200196239,-61.29017504214097,0.24454275170171513,52.157787385377084,-0.27728163250483817,-0.748948708400174,171.3619694147762,153.16663623707925,164.51950935626948,163.6817418317884,136.9032274897673,0.005289246891623587,158.3907012939453,192.4849395751953,2.3663349438980563,0.36208086474708673,17657.68925764035,22.975006332683993
UBL.NS,2011-01-10,478.1590270996094,2011-01-27,439.6864671124321,17,25,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=91.3%; VOLAR rank 2/3 (VOLAR=2.28); MVO weight=25.0% of capped cash (25% of available)",stop,-961.8139996794312,76.2739990000922,-1038.0879986795235,-8.045975879728129,47.41861976854056,18.161800500592676,19.070995148880073,524.3651217464892,386.9187802310498,471.9704257986635,433.30773290164456,342.16994825164227,0.0847720664873029,456.0782165527344,499.2755432128906,2.2822335300633005,0.2502199815697848,12202.541229838092,24.720473561943702
PETRONET.NS,2011-01-12,40.41547393798828,2011-01-19,44.0963152763568,7,1015,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=94.0%; VOLAR rank 1/1 (VOLAR=1.17); MVO weight=100.0% of capped cash (25% of available)",target,3736.053958444044,165.94138866678105,3570.1125697772627,9.107505070993938,36.48640575902567,0.06806173506716817,0.3227515895698642,42.562040362190245,39.63139988439178,40.44324228754641,39.76365101983682,34.3092356225611,0.017036285675750707,39.890811920166016,42.448543548583984,1.172134439372569,1.0,41035.96398629311,13.22621025086656
CHOLAHLDNG.NS,2011-01-13,83.39865112304688,2011-01-28,79.41781165943138,15,271,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=90.5%; VOLAR rank 1/2 (VOLAR=1.70); MVO weight=63.9% of capped cash (25% of available)",stop,-1078.8074946397994,119.96389129865747,-1198.771385938457,-4.773266006115784,44.065474373306564,-0.06722127429200953,0.5256143792980627,89.04881890397037,80.96158606429135,83.6106520234058,83.35564629994215,72.81789007530678,0.0030608030575904224,83.31333923339844,92.01433563232422,1.6951659489946682,0.6385455226014625,22678.857453721885,18.012701299557765
WOCKPHARMA.NS,2011-01-13,294.9970397949219,2011-01-24,324.07281077448937,11,43,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=85.6%; VOLAR rank 2/2 (VOLAR=1.31); MVO weight=36.1% of capped cash (25% of available)",target,1250.2581521214022,84.53008655276102,1165.7280655686411,9.856292456283832,45.981613752988046,-1.9247323738987916,0.14239934983622965,325.09450706461564,287.5821561433921,302.9077068204782,299.6622233458683,229.25838687317486,0.010804140018597199,300.392578125,350.8362731933594,1.3079182325894492,0.36145447739853753,12837.572700430985,23.794741434252472
BERGEPAINT.NS,2011-01-19,26.93157386779785,2011-01-27,25.584995174407958,8,1405,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=84.5%; VOLAR rank 1/1 (VOLAR=1.21); MVO weight=100.0% of capped cash (25% of available)",stop,-1891.9430642128011,153.02163956507536,-2044.9647037778764,-5.000000000000004,42.857173987689116,-0.025321937517105653,0.13428289895986056,29.055800880788368,25.599130759836633,26.739299462792378,26.65297431771277,23.771124296178858,0.00320535092020108,26.93157386779785,31.873517990112305,1.2107337142041945,1.0,37840.86866003175,17.228147085957882
WOCKPHARMA.NS,2011-01-25,322.23150634765625,2011-01-27,317.30703429651606,2,98,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=94.3%; VOLAR rank 1/1 (VOLAR=1.53); MVO weight=100.0% of capped cash (25% of available)",stop,-482.59826101173815,140.55599283427034,-623.1542538460085,-1.528240396774594,56.66944078449179,0.6408403760011652,-1.7409072427481218,329.89813033648494,281.83646439007754,306.07761508135235,300.5260107913547,234.86130498010328,0.01678039802841877,330.8386535644531,350.8362731933594,1.5287547769887937,1.0,31834.178571366225,25.696808857016798
ASTRAZEN.NS,2011-01-28,1208.0867919921875,2011-02-09,1141.1983707406425,12,18,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=91.9%; VOLAR rank 2/2 (VOLAR=0.97); MVO weight=45.8% of capped cash (25% of available)",stop,-1203.9915825278094,117.93075976191915,-1321.9223422897285,-5.536723163841817,41.14551829637116,-7.150996228398071,-1.3620607980224253,1297.6044345838468,1160.2572597520907,1204.4064868751877,1203.1956857370205,1109.1226000811814,0.0009921967663612309,1220.3236083984375,1328.407958984375,0.9687210200395865,0.4583678009008281,22342.32186899483,25.487040314927544
WOCKPHARMA.NS,2011-01-28,312.682373046875,2011-02-04,348.56678106019996,7,84,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=89.5%; VOLAR rank 1/2 (VOLAR=1.54); MVO weight=54.2% of capped cash (25% of available)",target,3014.290273119296,132.36244045750135,2881.927832661795,11.476313059689303,51.178451088680845,2.270422803179713,-0.35024237810609976,330.55282087770945,281.62711686643115,309.91510326791456,301.87092329493305,236.5091310610031,0.02562110185434762,313.96697998046875,350.8362731933594,1.5431046487789788,0.5416321990991719,26400.896622979453,22.906383780273305
SUPREMEIND.NS,2011-02-01,122.15510559082031,2011-02-18,129.10251371077464,17,182,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=90.5%; VOLAR rank 2/2 (VOLAR=1.90); MVO weight=60.6% of capped cash (25% of available)",indicator_exit_rsi_ob,1264.4282778316883,121.57425583190205,1142.8540219997863,5.687366145158013,49.0525113660411,0.19247766320283688,0.33765982533938976,124.6955684420456,118.64454462558136,121.54173704758522,120.8875018339973,106.99759987466898,0.0053647258126748795,121.95128631591797,134.7495880126953,1.8956309181281072,0.6055886626601749,22233.852248488354,30.821850944953756
UBL.NS,2011-02-01,436.0705261230469,2011-02-02,446.96868461608375,1,33,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=91.5%; VOLAR rank 1/2 (VOLAR=2.33); MVO weight=39.4% of capped cash (25% of available)",stop,359.63923027021684,90.37441176054011,269.26481850967673,2.4991733768224833,42.41162873177417,-0.38581942574933237,3.679347473527986,495.8089267909594,428.6318324863844,451.2710673817337,443.03049807326494,358.017019369135,0.01803020432590228,457.04248046875,499.2755432128906,2.3341087228932547,0.39441133733982514,14480.59374331986,12.94677130188885
SIEMENS.NS,2011-02-02,419.53131103515625,2011-02-03,420.0254662973257,1,74,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=99.3%; VOLAR rank 1/1 (VOLAR=0.88); MVO weight=100.0% of capped cash (25% of available)",indicator_exit_bb_upper_reversal,36.56748940053876,139.9079291752484,-103.34043977470964,0.11778745690045334,69.51224183948071,1.5628319177259868,-3.7779288280310173,416.827395873668,339.53841223180075,384.0643123571228,382.37175811132954,366.82475266083264,0.004037722081062013,419.1854248046875,421.977294921875,0.8773743095201286,1.0,31211.20522146174,31.24107614545557
HINDZINC.NS,2011-02-04,44.563812255859375,2011-02-08,43.39417889703691,4,247,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=91.3%; VOLAR rank 2/2 (VOLAR=0.43); MVO weight=28.7% of capped cash (25% of available)",stop,-288.89943962914913,73.42561784468323,-362.3250574738324,-2.6246259007355888,36.866804087540025,-0.19100375125659497,0.30372347061986427,49.686917046605686,43.435845633448025,45.31678034077092,44.86535461958241,41.60005216562632,0.009990869669320425,45.1838264465332,49.515159606933594,0.4271231453516237,0.2866491563881052,11031.944691766552,23.5255587022542
SIEMENS.NS,2011-02-04,419.2843017578125,2011-02-07,422.44679980092434,3,65,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=99.5%; VOLAR rank 1/2 (VOLAR=0.87); MVO weight=71.3% of capped cash (25% of available)",indicator_exit_rsi_ob,205.56237280226952,131.64712012647544,73.91525267579408,0.7542610180856668,70.1491259160646,6.609097290559362,-0.39161696364428406,423.8010163537223,335.94682300174645,395.8608172387428,385.24458921662847,367.8723546318652,0.025281149416376002,419.9266357421875,421.977294921875,0.8655399820266578,0.7133508436118948,27453.934111344188,30.797036670649298
PAGEIND.NS,2011-02-16,1310.510498046875,2011-02-22,1421.9577843122058,6,33,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=96.2%; VOLAR rank 1/1 (VOLAR=1.95); MVO weight=100.0% of capped cash (25% of available)",target,3677.7604467559177,170.83143366598918,3506.9290130899285,8.504112437971823,52.88582012411575,-5.3726585391520985,-13.562695956877693,1393.8225516432055,1121.9269966966383,1249.276911161847,1245.6434358461936,1080.4825508413971,0.0028038026593995326,1295.9097900390625,1347.4853515625,1.9501373091470464,1.0,43532.041533077645,20.3870407638142
MPHASIS.NS,2011-02-17,442.0482482910156,2011-02-24,404.6784082327681,7,73,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=89.2%; VOLAR rank 1/1 (VOLAR=-0.37); MVO weight=100.0% of capped cash (25% of available)",stop,-2727.998324252069,139.76357822893965,-2867.7619024810083,-8.45379213755999,47.96768922291624,-1.0893045000781854,-1.134036432150588,446.50423744407794,404.83119346412514,422.18334850366955,420.06982268656543,413.0480988787323,0.004965730399445074,425.6223449707031,476.9185485839844,-0.37095776463207186,1.0,32701.592032956265,18.404064248494205
BOSCHLTD.NS,2011-03-29,5629.4267578125,2011-03-30,5634.75961756353,1,4,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=97.4%; VOLAR rank 2/2 (VOLAR=1.25); MVO weight=51.8% of capped cash (25% of available)",indicator_exit_rsi_ob,21.331439004119602,120.91979417842089,-99.58835517430128,0.09473184358654851,76.91316995295074,30.53662465161051,-7.956409990661737,5458.005178751841,5046.364108357534,5313.26259490382,5285.815743046137,5151.678816130893,0.004874964841698734,5630.1640625,5780.02880859375,1.245317947403674,0.5175403660826209,25643.143774799264,28.000820039954974
PAGEIND.NS,2011-03-29,1401.4892578125,2011-04-05,1484.3299746183757,7,17,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=95.4%; VOLAR rank 1/2 (VOLAR=2.06); MVO weight=48.2% of capped cash (25% of available)",target,1408.2921856998864,125.26782278028804,1283.0243629195984,5.910906298003082,51.33873133892598,-3.5342647579436743,-4.92171887589101,1395.807177038088,1217.623487024412,1294.284341791963,1289.6725117951846,1138.352403088345,0.003425145455708333,1346.4625244140625,1411.1337890625,2.060488055062305,0.48245963391737917,23904.96001640445,22.008331649812174
BOSCHLTD.NS,2011-03-31,5816.3984375,2011-04-01,5636.535495895345,1,4,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=98.4%; VOLAR rank 1/3 (VOLAR=1.36); MVO weight=57.8% of capped cash (25% of available)",indicator_exit_rsi_ob,-719.4517664186205,121.81520858293172,-841.2669750015523,-3.092342169082274,88.99567553944097,77.35370786710155,19.12302337310621,5611.361112628165,4976.892305340585,5427.8766195740445,5314.41497014034,5161.691506435627,0.019958214343341375,5684.9599609375,5780.02880859375,1.3574406628695717,0.5778395530828038,25167.168870488196,32.636656874085276
TCS.NS,2011-03-31,434.4142761230469,2011-04-01,434.81777193316896,1,42,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=95.2%; VOLAR rank 2/3 (VOLAR=1.35); MVO weight=42.2% of capped cash (25% of available)",indicator_exit_rsi_ob,16.9468240251274,107.28930500716514,-90.34248098203774,0.09288272331267056,59.73526331323083,0.24191086699323705,-2.519288593654392,425.01363879412185,387.2039515379094,408.7760946147836,408.5625969422951,372.7350817571681,0.0005050920967748807,422.6905822753906,444.0498352050781,1.3527062350156356,0.42216044691719623,18386.735905015754,20.505181683506436
FINPIPE.NS,2011-04-05,13.485831260681152,2011-04-06,15.029706837585826,1,3678,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=75.5%; VOLAR rank 1/1 (VOLAR=0.88); MVO weight=100.0% of capped cash (25% of available)",target,5678.374371855388,187.0434290901294,5491.330942765258,11.448130612504004,74.57629288675074,0.11822571880789035,-0.02818513181804767,13.1400742641234,11.358827484533824,12.495594542378791,12.485030217979983,12.742951217340261,0.0007727843265138487,13.670469284057617,18.108932495117188,0.8780419044480697,1.0,49611.06042914415,15.80897012122664
COLPAL.NS,2011-04-06,320.6834716796875,2011-04-07,323.44272283163525,1,112,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=92.1%; VOLAR rank 1/2 (VOLAR=0.66); MVO weight=70.7% of capped cash (25% of available)",indicator_exit_bb_upper_reversal,309.03612901814813,151.02816476585866,158.00796425228947,0.8604282401881269,56.68123930811633,0.9080266536814179,-0.043283264200876595,323.36899021621633,301.4179360533149,312.6609235822312,311.79424689986683,307.98799654245687,0.0026703305238389378,324.5578308105469,352.34423828125,0.6591991226378944,0.7068876716539445,36039.885531144,36.48618288592959
NEULANDLAB.NS,2011-04-06,103.35302734375,2011-04-11,102.55801641340801,5,144,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=80.9%; VOLAR rank 2/2 (VOLAR=0.65); MVO weight=29.3% of capped cash (25% of available)",indicator_exit_rsi_ob,-114.48157396924626,91.5811526712724,-206.06272664051866,-0.769218813202055,53.27730306343968,0.4003503123535239,-0.2854025841015829,102.5723875107235,89.06004351954994,96.00607547857066,95.944417345438,94.27526562549102,0.0006130839017079495,100.57046508789062,124.3019027709961,0.6463097101062013,0.2931123283460554,14944.00763369146,16.710796598661076
COLPAL.NS,2011-04-08,322.68682861328125,2011-04-11,321.26929659909433,3,146,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=90.8%; VOLAR rank 1/2 (VOLAR=0.66); MVO weight=100.0% of capped cash (25% of available)",indicator_exit_rsi_ob,-206.95967407129,175.40125795931306,-382.36093203060307,-0.4392903237726342,63.68728123133626,1.9030593497058135,0.59455155361821,324.39587446721913,301.05115617242933,315.17210871404137,312.44738100371484,308.23167509248117,0.008517208450861652,319.9085388183594,352.34423828125,0.6628048846032917,1.0,47293.877742749675,38.26996576631619
SIEMENS.NS,2011-04-15,422.17498779296875,2011-04-25,403.71856048643815,10,120,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=99.5%; VOLAR rank 1/1 (VOLAR=0.38); MVO weight=100.0% of capped cash (25% of available)",stop,-2214.771276783672,181.213580461835,-2395.984857245507,-4.37174817082756,55.78993283314185,3.7715642387183266,4.929133529125262,445.9382183977664,422.31365538153045,434.9717315520633,422.7907984357553,389.93031990975925,0.02768462823602285,439.9890441894531,442.4103088378906,0.3795140387729774,1.0,50876.289241230756,45.24881379814958
EXIDEIND.NS,2011-04-29,129.44644165039062,2011-05-04,131.31021317043061,5,388,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=85.1%; VOLAR rank 1/1 (VOLAR=0.63); MVO weight=100.0% of capped cash (25% of available)",indicator_exit_bb_upper_reversal,723.143349775516,183.29186398545968,539.8514857900562,1.4398012770977964,53.448297765841495,1.5317181966651106,1.415525647481102,126.96407434234949,116.64600942840245,122.01952277259822,119.50842561219382,120.81530897120207,0.019701736289037552,127.45562744140625,149.85659790039062,0.6321414416023167,1.0,50277.293026919375,20.549698267275392
SOLARINDS.NS,2011-05-03,106.49211883544922,2011-05-04,108.31885437994023,1,354,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=89.8%; VOLAR rank 1/1 (VOLAR=1.25); MVO weight=100.0% of capped cash (25% of available)",indicator_exit_macd_bear,646.6643827498194,155.3422836478998,491.32209910191966,1.7153715828620797,44.41346456318174,-0.1564236359046447,-0.1810898576662817,109.81540784308675,104.8652195983195,107.26121378838229,107.02255627872773,99.46230755732554,0.0022171913341693487,107.63956451416016,119.82083892822266,1.2528252521871104,1.0,37700.17875512654,8.859696760653664
UBL.NS,2011-05-04,495.4668273925781,2011-05-05,496.57571498568024,1,101,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=91.5%; VOLAR rank 1/1 (VOLAR=1.89); MVO weight=100.0% of capped cash (25% of available)",indicator_exit_rsi_ob,111.99764690331318,182.25056189256196,-70.25291498924878,0.22380662676000362,49.743249412401774,0.24201575451144208,0.0006368906329474595,470.4573555441905,434.53498454370015,450.58619600320276,447.07504661197993,396.46287908266237,0.007685568401681336,456.84967041015625,499.2755432128906,1.8931580065850202,1.0,50535.08642314238,16.590871258546034
EXIDEIND.NS,2011-05-05,129.31932067871094,2011-05-09,129.70060069515574,4,98,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=87.3%; VOLAR rank 2/2 (VOLAR=0.73); MVO weight=25.1% of capped cash (25% of available)",indicator_exit_rsi_ob,37.36544161159088,81.7875221358232,-44.422080524232314,0.2948360805204775,71.45338089913831,3.033510014157912,2.1521390331653514,131.70104485866705,115.6450336325439,126.5944167060843,121.09252771724826,121.18344688820629,0.042062757126363905,130.80191040039062,149.85659790039062,0.7327785391321797,0.25117644954686635,12688.812115869623,24.082462304204064
SOLARINDS.NS,2011-05-05,107.88740539550781,2011-05-12,108.86961458410394,7,350,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=90.2%; VOLAR rank 1/2 (VOLAR=1.35); MVO weight=74.9% of capped cash (25% of available)",indicator_exit_bb_upper_reversal,343.7732160086455,155.16685035740335,188.60636565124213,0.9104020853921035,62.83977788184249,-0.12200924974102634,-0.1735545176040396,109.87998644291629,104.89151853144894,107.2890304002581,107.04260617704155,99.61694457235556,0.00228078786616616,108.04346466064453,119.82083892822266,1.3476600852212057,0.7488235504531336,37828.71107852544,8.06918386341724
UBL.NS,2011-05-06,481.5820007324219,2011-05-10,525.0203083188796,4,78,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=95.3%; VOLAR rank 1/1 (VOLAR=1.82); MVO weight=100.0% of capped cash (25% of available)",target,3388.187991743706,157.88642086041594,3230.30157088329,9.019919249555407,59.560713546751096,4.983335544175588,1.6065072841788792,480.5670660853862,428.00737239117626,461.82884635515916,450.02090047954533,398.2266224822781,0.024822239883310507,475.70025634765625,499.2755432128906,1.82198367170169,1.0,37884.44186959232,21.53325711129741
ECLERX.NS,2011-05-09,295.8251953125,2011-05-18,325.26497713168374,9,49,"EMA10>50 & Close>EMA200; Confirms: RSI(5), MACD(5), BB(3) need 2; 52w%=88.0%; VOLAR rank 1/2 (VOLAR=1.70); MVO weight=46.0% of capped cash (25% of available)",target,1442.549309140003,93.2575598565665,1349.2917492834365,9.951749305222135,16.236513092000877,0.2799636553121445,3.940595065230393,330.13780923150097,286.9901814911553,298.3355292478838,294.5970658676634,263.22378640496044,0.013007331455890175,287.4120178222656,326.70977783203125,1.6956318629397362,0.4600476470103919,14556.487510045883,26.850754873778968
