ticker,signal_date,close,ema10,ema20,rsi,macd_hist,adx,pdi,mdi,sma50,bb_mid,confirm,sig_reason,high_52w,volar
INDIANB.NS,2025-10-10,776.25,752.3587112024552,732.9134387602916,74.47096334187269,3.410679154177842,60.07231100447097,43.810662885497024,3.741866494368799,689.4809997558593,727.8324951171875,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",776.25,1.6923745005295365
BEL.NS,2025-10-10,413.5,407.9390719734859,403.43855356559413,55.6618884983741,0.05936173794999178,23.210514556141497,24.575697897644343,14.748565453178495,389.44044006347656,405.86500091552733,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",431.2495422363281,1.579141243335078
HDFCBANK.NS,2025-10-10,980.9000244140625,971.8803097645691,968.5041336627613,62.651512699462245,3.432039449364737,18.061873568053226,26.108385012825114,20.848535394980853,973.035,965.0575012207031,"RSI>50, MACD>Signal, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, Close>SMA50, Close>BBmid",1012.9000244140625,1.252455319912744
BSE.NS,2025-10-10,2385.0,2225.5436387477057,2201.2711615283774,70.09838970972055,39.26146684575985,27.096531159233617,34.1772566550783,19.370403015181065,2262.413984375,2163.0499633789063,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",3005.39990234375,1.1955419580176112
SRF.NS,2025-10-10,3024.5,2949.6417701415708,2931.358630816825,61.686745885399745,17.226003848747197,16.254377290755215,28.576808120069053,17.514593309200972,2918.3319873046876,2922.6199951171875,"RSI>50, MACD>Signal, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, Close>SMA50, Close>BBmid",3282.19921875,1.060293719084694
NYKAA.NS,2025-10-10,265.19000244140625,253.06737810813183,246.68819523556664,69.24507986838415,2.4089797495450043,34.09865914352929,40.11449173405076,12.380798299740905,233.07099853515626,244.5834991455078,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",265.19000244140625,1.0284655084916943
RADICO.NS,2025-10-10,2988.39990234375,2964.127251865337,2945.5381200394377,43.79743745055381,1.1842208406579857,15.099308344067683,25.8581499182324,16.531243336713853,2896.7560009765625,2965.85,"MACD>Signal, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: MACD>Signal, Close>SMA50, Close>BBmid",3052.5,1.0213324786454439
BANKINDIA.NS,2025-10-10,126.7699966430664,124.5394514855614,122.29854676473553,66.19938243851618,0.31999576644904915,34.17185957818025,35.37669272358984,15.06866663490146,116.82199935913086,122.01599960327148,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",126.7699966430664,0.9588599303694099
KOTAKBANK.NS,2025-10-10,2150.10009765625,2102.003262260814,2067.6071171275353,71.6161862768308,12.888440025362268,26.920193349542856,36.73633270876858,13.981778003028062,2008.8480053710937,2056.7100158691405,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",2266.187255859375,0.8780532363364193
UNIONBANK.NS,2025-10-10,139.27000427246094,137.7241672809138,136.8293513015328,51.05120414079657,-0.056801705988699824,15.802819019084623,19.530346570357988,18.237291595164983,133.82819931030272,137.56699905395507,"RSI>50, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, Close>SMA50, Close>BBmid",150.298583984375,0.8569924987202392
NEULANDLAB.NS,2025-10-10,16316.0,15518.66979034228,15245.539445120578,60.3061224489796,54.697432398748106,28.155918319212315,36.04588399042419,14.223781156140342,14350.28,15351.7,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",17831.58203125,0.777664315810891
SBIN.NS,2025-10-10,880.6500244140625,866.1431069819504,857.9414292659354,62.57426951191213,-0.6747196958593609,39.86885124709713,34.82955319443161,10.754531661528834,832.0559997558594,860.9374969482421,"RSI>50, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",880.6500244140625,0.7528204818477007
BEML.NS,2025-10-10,4363.89990234375,4319.753258498425,4281.700468689853,51.929478243343674,-0.368900620103048,21.704891116569545,25.92604634273376,16.785803409417298,4127.410024414063,4315.949182128907,"RSI>50, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",4787.380859375,0.7498352620866301
PNB.NS,2025-10-10,117.23999786376953,113.78287279183884,112.08423276495186,60.70335880094819,0.2826034006567999,28.417203236206174,34.98338223982678,15.568947834848393,107.7958006286621,112.29750137329101,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",117.23999786376953,0.7304048993240922
BHARTIHEXA.NS,2025-10-10,1751.9000244140625,1715.1487317477763,1713.102027316922,57.75926754170347,12.40476336191982,19.588596979906907,23.241866830680493,16.207168050783423,1746.4439965820313,1700.2700134277343,"RSI>50, MACD>Signal, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, Close>SMA50, Close>BBmid",1973.72607421875,0.6836875069594642
NUVAMA.NS,2025-10-10,7235.5,6827.16551988187,6665.91895408001,76.3082778306375,125.71398534966977,26.87403158082487,38.244680305699184,13.741108426515733,6653.98,6516.4,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",8287.5,0.6830576543832594
FEDERALBNK.NS,2025-10-10,208.3000030517578,199.89643655828831,197.5383130817205,75.40106764863764,1.7479834006055475,22.284928941440025,41.29926023394526,13.03956192698121,195.29417938232422,196.54199981689453,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",217.4039306640625,0.6804390771779472
CEATLTD.NS,2025-10-10,3539.89990234375,3483.2508405151043,3444.785343956767,58.699441842104946,4.633254442728287,28.233143578506265,31.24631941426548,13.591206020650093,3309.6280029296877,3451.3400024414063,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",3880.292236328125,0.6237118305688982
LT.NS,2025-10-10,3784.0,3727.0731291510797,3693.2797196024785,69.70893557840361,8.563991783915185,27.169237802276715,29.63998756341123,12.5509459374692,3636.7060205078124,3691.075,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",3910.826416015625,0.592427288270357
BANKBARODA.NS,2025-10-10,266.95001220703125,261.28176372664143,256.162701051849,71.27861227611378,0.8281380856351603,29.52281905103317,39.31033677737144,17.383610325223366,245.43220123291016,255.18450241088868,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",266.95001220703125,0.5911026043876102
YESBANK.NS,2025-10-10,24.0,22.230915901985096,21.669420089596695,82.51751516320958,0.15342430137090246,47.2698480647615,48.76612060843223,5.498453232125146,20.286400146484375,21.589000034332276,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",24.0,0.5293136305612463
HUDCO.NS,2025-10-10,232.9199981689453,229.64218460913222,227.2645357726119,42.96561587109916,-0.2067747978094392,24.115774538310863,31.51635750209749,19.441795758075223,218.28215881347657,228.67149810791017,"ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",251.79977416992188,0.44618421887406406
J&KBANK.NS,2025-10-10,107.51000213623047,104.15281925824083,103.63285111141803,56.94027465168546,0.20559918922192716,14.21257849916532,32.34911190021158,18.645223956050092,102.38364227294922,103.70499992370605,"RSI>50, MACD>Signal, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, Close>SMA50, Close>BBmid",114.35144805908203,0.4329589890792759
POLYCAB.NS,2025-10-10,7730.0,7544.66232903356,7458.257781828883,54.119638826185096,16.4369720882693,22.032069034047115,35.59012584213054,13.662497747925467,7220.81,7467.6,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",7730.0,0.3955407782898132
CDSL.NS,2025-10-10,1605.300048828125,1539.0555295224824,1530.8821951539148,57.61222988900114,11.13280031257334,17.872263145518836,36.87346846680181,17.86667655826455,1532.3811450195312,1529.4900024414062,"RSI>50, MACD>Signal, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, Close>SMA50, Close>BBmid",1948.1658935546875,0.3783763252092885
INOXINDIA.NS,2025-10-10,1196.199951171875,1188.489774655557,1188.2043855717889,45.38972857344263,-2.341217937611532,15.85516109779978,21.85106903340139,18.18008959477212,1164.4759887695313,1200.42998046875,Close>SMA50,EMA10>EMA20 & 2xGreenStrict; confirms: Close>SMA50,1266.9000244140625,0.33011787703722933
IDFCFIRSTB.NS,2025-10-10,74.43000030517578,71.73176726509378,71.19108489606405,68.14891433070841,0.4588797369735121,21.292790516049756,33.23487607750256,15.984320820841738,70.43179977416992,70.89999885559082,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",77.62592315673828,0.2729879223195101
ADANIPORTS.NS,2025-10-10,1409.4000244140625,1404.765270177358,1400.957644389222,37.91668185482606,-3.2579989896193293,19.87952674431207,23.870191520418825,20.866353593694704,1371.3319970703126,1410.8599853515625,Close>SMA50,EMA10>EMA20 & 2xGreenStrict; confirms: Close>SMA50,1466.6644287109375,0.25961574114048036
JUBLPHARMA.NS,2025-10-10,1124.199951171875,1098.8762087353255,1095.273581440989,55.76369011253689,3.067692866261603,14.890554227701054,24.41609400589097,18.95479978633396,1090.3260009765625,1096.8850036621093,"RSI>50, MACD>Signal, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, Close>SMA50, Close>BBmid",1257.227294921875,0.2221928395335989
M&MFIN.NS,2025-10-10,282.1000061035156,279.5370872942242,277.6028961496638,40.85297226425576,-0.3744934508722526,19.15800711004192,19.764431447072027,20.748865606135922,268.76800048828125,279.93749847412107,"Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: Close>SMA50, Close>BBmid",291.2155456542969,0.20235166408364066
GICRE.NS,2025-10-10,383.8500061035156,374.6494428883293,371.2711578539228,70.2439024390244,2.108892012382448,22.93467810146592,36.57999238341258,17.338088917520377,369.81677795410155,368.92249908447263,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",487.5503234863281,0.190353740891861
PPLPHARMA.NS,2025-10-10,201.69000244140625,197.3259864742745,197.2494928289307,48.73699289925758,0.15261937834349504,16.097862446695565,25.16400032294378,18.721724419903136,195.12240051269532,198.4875,"MACD>Signal, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: MACD>Signal, Close>SMA50, Close>BBmid",293.35992431640625,0.09432718761533306
MINDACORP.NS,2025-10-10,588.9500122070312,579.1582096676708,564.5749817788819,73.66203660359616,0.6093918795783253,53.7297724169733,30.69951388330876,4.399505939084121,523.3437805175781,562.3074935913086,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",594.3499755859375,0.06571978674166098
CESC.NS,2025-10-10,171.16000366210938,166.60917736373497,165.31198224495128,56.12876573266714,0.6324987984719123,24.2750065955279,29.328230371615433,12.099683086069085,162.9406005859375,166.01550064086913,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",193.82919311523438,0.05950029115437522
TATACOMM.NS,2025-10-10,1870.199951171875,1694.6565161446078,1666.0128697322855,84.99189540571918,18.32611082753307,23.843538918333643,48.585113110624775,9.365462076862075,1634.3820043945314,1666.2100036621093,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",1934.8662109375,0.03883693040084389
JKTYRE.NS,2025-10-10,382.29998779296875,374.70984479380627,369.45273620190176,53.267148789014676,0.3179339440125828,39.2843178773883,39.68114402512831,12.611699920025323,348.8369995117188,372.42999877929685,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",417.10498046875,-0.006609834980888781
GODIGIT.NS,2025-10-10,362.8999938964844,352.18715482985925,351.94468527662843,54.77143633280065,1.6462187009553575,13.04438315290184,25.60026512394752,15.424676176108848,356.4360009765625,350.92750244140626,"RSI>50, MACD>Signal, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, Close>SMA50, Close>BBmid",374.8999938964844,-0.017588134096653812
PHOENIXLTD.NS,2025-10-10,1597.800048828125,1587.309155113114,1579.1906049502672,42.21032687957838,-0.7141717443721358,14.498624260198929,26.992637831412335,17.795026557566633,1538.3895336914063,1589.860009765625,"Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: Close>SMA50, Close>BBmid",1865.1064453125,-0.02307819258917886
PFIZER.NS,2025-10-10,5333.0,5199.092279023487,5168.3279751056025,70.20470053070508,35.19757346785576,20.830810611579224,33.464691085901904,17.430100897962113,5192.12,5125.55,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",5766.5,-0.029690554419706125
LATENTVIEW.NS,2025-10-10,439.75,422.91291681503486,419.54952196342936,69.29967653368165,2.765302756405391,25.26878294293199,31.216951409106557,11.24761087845092,415.0010009765625,416.8475036621094,"RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, ADX>20 & +DI>-DI, Close>SMA50, Close>BBmid",516.25,-0.03186754729533821
BANDHANBNK.NS,2025-10-10,169.32000732421875,164.11885304876833,163.77026542729928,59.31328502079479,0.7452072611955478,13.55694521493589,31.233617289376557,21.253438240798996,164.6857339477539,162.95850067138673,"RSI>50, MACD>Signal, Close>SMA50, Close>BBmid","EMA10>EMA20 & 2xGreenStrict; confirms: RSI>50, MACD>Signal, Close>SMA50, Close>BBmid",208.3566131591797,-0.09809230949141681
