entry_time,exit_time,direction,entry_price,exit_price,qty,gross_pnl,net_pnl,total_cost,brokerage,stt,stamp_duty,exchange,sebi,ipf,gst
2025-05-19 13:25:00+05:30,2025-05-19 14:05:00+05:30,long,434.0,432.95001220703125,1152,-1209.5859375,-1308.9635669898908,99.37762948989064,40,0.0,14.99904,29.662174497656252,0.9987264140625,0.9987264140625,12.718962164109376
2025-05-19 14:15:00+05:30,2025-05-19 15:00:00+05:30,long,433.6499938964844,435.45001220703125,1153,2075.421112060547,1975.9180150698949,99.50309699065191,40,0.0,14.999953288879395,29.761547519009397,1.0020723070373534,1.0020723070373534,12.737451568688414
2025-05-20 12:40:00+05:30,2025-05-20 14:05:00+05:30,short,438.95001220703125,435.3500061035156,1139,4100.406951904297,3876.2693434832127,224.13760842108405,40,124.99101597595215,14.87590970855713,29.576083309414674,0.9958277208557129,0.9958277208557129,12.70294398544867
2025-05-21 09:15:00+05:30,2025-05-21 11:10:00+05:30,long,435.45001220703125,436.75,1148,1492.385986328125,1392.9152296404418,99.4707566876831,40,0.0,14.996898420410156,29.738182736206056,1.0012856140136719,1.0012856140136719,12.73310430303955
2025-05-21 14:15:00+05:30,2025-05-21 15:00:00+05:30,short,433.8500061035156,433.3500061035156,1152,576.0,351.68531145335936,224.31468854664064,40,124.9488017578125,14.9765762109375,29.67072809765625,0.9990144140624999,0.9990144140624999,12.720553652109375
2025-05-22 11:50:00+05:30,2025-05-22 12:05:00+05:30,long,425.5,424.45001220703125,1175,-1233.7356567382812,-1333.1118127447235,99.37615600644226,40,0.0,14.998875,29.661130550994873,0.9986912643432617,0.9986912643432617,12.718767926760863
2025-05-22 12:30:00+05:30,2025-05-22 13:40:00+05:30,long,424.8999938964844,424.20001220703125,1176,-823.178466796875,-922.5406484503413,99.3621816534663,40,0.0,14.99047178466797,29.656685733178712,0.9985416071777343,0.9985416071777343,12.717940921264157
2025-05-22 13:55:00+05:30,2025-05-22 14:15:00+05:30,long,424.79998779296875,423.79998779296875,1177,-1177.0,-1276.3810971964676,99.38109719646752,40,0.0,14.999687568969726,29.66442448656006,0.9988021712646484,0.9988021712646484,12.719380798408444
2025-05-23 09:15:00+05:30,2025-05-23 12:10:00+05:30,long,430.1000061035156,437.04998779296875,1162,8075.878723144531,7976.17546609998,99.70325704455112,40,0.0,14.993286212768554,29.92656029935913,1.0076282929077147,1.0076282929077147,12.76815394660803
2025-05-23 14:20:00+05:30,2025-05-23 15:00:00+05:30,short,436.3999938964844,436.5,1145,-114.50698852539062,-338.8265503511044,224.3195618257138,40,124.91949825286865,14.993775000000001,29.684273642440797,0.9994704930114746,0.9994704930114746,12.723073944381408
2025-05-26 09:15:00+05:30,2025-05-26 10:30:00+05:30,long,437.8999938964844,437.6499938964844,1141,-285.25,-384.62818519888464,99.37818519888464,40,0.0,14.98931679107666,29.67037532133179,0.9990025360717774,0.9990025360717774,12.72048801433264
2025-05-26 14:00:00+05:30,2025-05-26 14:10:00+05:30,short,440.25,441.70001220703125,1135,-1645.7638549804688,-1870.1883976563836,224.42454267591495,40,124.92093750000001,15.039885415649415,29.73009393649292,1.0010132638549805,1.0010132638549805,12.731599296062623
2025-05-27 10:50:00+05:30,2025-05-27 12:05:00+05:30,long,438.20001220703125,441.54998779296875,1141,3822.3221435546875,3722.755293773341,99.56684978134668,40,0.0,14.99958641784668,29.812704075,1.00379475,1.00379475,12.7469697885
2025-05-28 13:15:00+05:30,2025-05-28 14:55:00+05:30,long,420.5,420.5,1189,0.0,-99.423336474,99.423336474,40,0.0,14.999235,29.6984853,0.999949,0.999949,12.725718174
2025-05-29 09:25:00+05:30,2025-05-29 09:35:00+05:30,short,420.29998779296875,421.25,1189,-1129.5645141601562,-1353.9731179080122,224.40860374785586,40,124.93417137145997,15.025987500000001,29.71790718392944,1.0006029354858397,1.0006029354858397,12.729331821494752
2025-05-29 09:45:00+05:30,2025-05-29 10:00:00+05:30,long,420.8500061035156,419.6000061035156,1188,-1485.0,-1584.367565696979,99.367565696979,40,0.0,14.999094217529297,29.65410205070801,0.998454614501953,0.998454614501953,12.717460199737792
2025-05-29 13:50:00+05:30,2025-05-29 14:05:00+05:30,long,417.8999938964844,417.20001220703125,1196,-837.1781005859375,-936.5529220282859,99.3748214423484,40,0.0,14.99425178100586,29.6637543368042,0.9987796072998046,0.9987796072998046,12.719256109938721
2025-05-29 14:20:00+05:30,2025-05-29 15:00:00+05:30,long,417.3999938964844,418.25,1197,1017.4573059082031,918.0323078400501,99.42499806815303,40,0.0,14.988833780822754,29.708109368014526,1.0002730426940918,1.0002730426940918,12.727508833927551
2025-05-30 10:00:00+05:30,2025-05-30 10:50:00+05:30,short,418.1499938964844,417.3500061035156,1195,955.9854125976562,731.7338282172705,224.25158438038574,40,124.92231067657471,14.961997718811036,29.65314825,0.9984225,0.9984225,12.717282735
2025-05-30 11:15:00+05:30,2025-05-30 13:10:00+05:30,long,417.5,417.54998779296875,1197,59.83538818359375,-39.56646511856677,99.40185330216052,40,0.0,14.992425,29.68677861102905,0.9995548353881836,0.9995548353881836,12.723540020355102
2025-06-02 12:40:00+05:30,2025-06-02 13:20:00+05:30,short,419.6000061035156,420.25,1191,-774.1427307128906,-998.5298943159189,224.38716360302828,40,124.93590181732178,15.0155325,29.707762310897827,1.000261357269287,1.000261357269287,12.72744426027008
2025-06-02 13:45:00+05:30,2025-06-02 14:40:00+05:30,short,419.29998779296875,419.3500061035156,1192,-59.621826171875,-283.9829236824078,224.36109751053274,40,124.95139636230469,14.99595621826172,29.690222543920896,0.9996707927246093,0.9996707927246093,12.72418080059619
2025-06-03 09:15:00+05:30,2025-06-03 09:30:00+05:30,long,420.3999938964844,419.1000061035156,1189,-1545.6854858398438,-1645.0388625251314,99.35337668528759,40,0.0,14.995667782287597,29.64551535,0.9981655,0.9981655,12.715862553
2025-06-03 09:35:00+05:30,2025-06-03 09:40:00+05:30,long,420.29998779296875,419.04998779296875,1189,-1486.25,-1585.593169129867,99.34316912986695,40,0.0,14.992100564575196,29.640217492858888,0.9979871209716796,0.9979871209716796,12.714876830489501
2025-06-03 11:35:00+05:30,2025-06-03 12:35:00+05:30,short,418.3999938964844,418.79998779296875,1195,-477.9927062988281,-702.4465838272348,224.45387752840668,40,124.9969981765747,15.01397956237793,29.713483150131225,1.0004539781188964,1.0004539781188964,12.728508683085021
2025-06-03 14:35:00+05:30,2025-06-03 15:00:00+05:30,long,417.04998779296875,416.75,1198,-359.3853759765625,-458.7589204758479,99.3735444992854,40,0.0,14.988776561279296,29.667103845666503,0.9988923853759766,0.9988923853759766,12.719879321587646
2025-06-04 09:40:00+05:30,2025-06-04 09:55:00+05:30,long,417.6000061035156,416.6499938964844,1197,-1137.1646118164062,-1236.5344092640835,99.36979744767726,40,0.0,14.996016219177246,29.658338325,0.99859725,0.99859725,12.7182484035
2025-06-04 11:50:00+05:30,2025-06-04 14:25:00+05:30,long,417.20001220703125,417.6499938964844,1198,539.0780639648438,439.6523001861261,99.42576377871765,40,0.0,14.994168438720704,29.704464127166748,1.0001503073120117,1.0001503073120117,12.726830598206176
2025-06-05 13:15:00+05:30,2025-06-05 14:40:00+05:30,short,419.25,418.8500061035156,1192,476.792724609375,252.48880828507959,224.30391632429541,40,124.93650000000001,14.97807621826172,29.670751656079105,0.9990152072753906,0.9990152072753906,12.720558035403808
2025-06-06 10:25:00+05:30,2025-06-06 11:00:00+05:30,short,419.75,420.75,1191,-1191.0,-1415.478507523,224.47850752300002,40,124.9805625,15.0333975,29.73075435,1.0010355,1.0010355,12.731722173
2025-06-06 12:05:00+05:30,2025-06-06 13:55:00+05:30,short,420.1499938964844,420.79998779296875,1190,-773.4927368164062,-997.9631123466816,224.47037553027528,40,124.9946231842041,15.022559564208985,29.72169520285034,1.0007304782104491,1.0007304782104491,12.73003662259094
2025-06-09 09:40:00+05:30,2025-06-09 10:00:00+05:30,long,421.6499938964844,421.25,1185,-473.9927673339844,-573.3651118967612,99.3723445627768,40,0.0,14.98965728302002,29.66544383518982,0.9988364927673339,0.9988364927673339,12.719570459032289
2025-06-09 12:30:00+05:30,2025-06-09 15:00:00+05:30,short,422.95001220703125,423.0,1182,-59.0855712890625,-283.4896380487634,224.40406675970092,40,124.98172860717774,14.99958,29.697413558532716,0.9999129144287109,0.9999129144287109,12.725518765133055
2025-06-11 09:15:00+05:30,2025-06-11 10:15:00+05:30,short,426.3999938964844,427.29998779296875,1172,-1054.7928466796875,-1279.1978796896897,224.4050330100022,40,124.93519821166993,15.023867570800782,29.71593044263916,1.000536378540039,1.000536378540039,12.728964027812255
