entry_time,entry_px,side,qty,entry_charges,exit_time,exit_px,reason,gross_pnl,exit_charges,entry_cost,exit_cost,fees,net_pnl
2025-08-12 09:35:00+05:30,3079.238801147461,LONG,29,"{'brokerage': 20.0, 'stt': 0.0, 'stamp': np.float64(2.678937756998291), 'exchange': np.float64(2.6521483794283083), 'sebi': np.float64(0.08929792523327637), 'ipft': np.float64(0.08929792523327637), 'gst': np.float64(4.109533961381074), 'total': np.float64(29.619215948274224)}",2025-08-12 09:50:00+05:30,3090.3246053692083,TakeProfit,321.48832243067363,"{'brokerage': 20.0, 'stt': np.float64(22.40485338892676), 'stamp': 0.0, 'exchange': np.float64(2.661696582604499), 'sebi': np.float64(0.08961941355570703), 'ipft': np.float64(0.08961941355570703), 'gst': np.float64(4.1113683737488635), 'total': np.float64(49.35715717239154)}",29.619215948274224,49.35715717239154,78.97637312066576,242.51194931000788
2025-08-20 11:55:00+05:30,3081.640147705078,LONG,29,"{'brokerage': 20.0, 'stt': 0.0, 'stamp': np.float64(2.6810269285034183), 'exchange': np.float64(2.654216659218384), 'sebi': np.float64(0.08936756428344726), 'ipft': np.float64(0.08936756428344726), 'gst': np.float64(4.10993132180135), 'total': np.float64(29.623910038090045)}",2025-08-20 14:35:00+05:30,3090.589190054827,TakeProfit,259.5222281427241,"{'brokerage': 20.0, 'stt': np.float64(22.4067716278975), 'stamp': 0.0, 'exchange': np.float64(2.661924469394223), 'sebi': np.float64(0.08962708651158999), 'ipft': np.float64(0.08962708651158999), 'gst': np.float64(4.111412155635133), 'total': np.float64(49.35936242595004)}",29.623910038090045,49.35936242595004,78.98327246404008,180.538955678684
