entry_time,exit_time,direction,entry_price,exit_price,qty,gross_pnl,net_pnl,costs,brokerage,exchange_charges,sebi_charges,ipf_charges,stt,stamp,gst
2025-05-12 12:00:00+05:30,2025-05-12 14:25:00+05:30,long,56.77000045776367,56.81999969482422,8807,440.3432807922363,340.90366761988474,99.4396131723516,40,29.711497800912095,1.0003871313438415,1.0003871313438415,0.0,14.999201820945741,12.72813928780607
2025-05-13 09:15:00+05:30,2025-05-13 09:45:00+05:30,short,56.900001525878906,57.540000915527344,8787,-5623.67463684082,-5848.471716040013,224.79707919919252,40,29.865853753143313,1.0055843014526367,1.0055843014526367,124.99507835197448,15.168119641342164,12.756858849827271
2025-05-13 10:50:00+05:30,2025-05-13 12:00:00+05:30,long,57.630001068115234,57.540000915527344,8676,-780.8413238525391,-880.2380357831306,99.3967119305916,40,29.67668363513947,0.9992149372100829,0.9992149372100829,0.0,14.999936678009034,12.721661743022919
2025-05-13 12:10:00+05:30,2025-05-13 12:55:00+05:30,long,57.630001068115234,57.650001525878906,8676,173.5239715576172,74.09173242453866,99.43223913307853,40,29.705028284413146,1.0001693025054932,1.0001693025054932,0.0,14.999936678009034,12.726935565645356
2025-05-13 13:20:00+05:30,2025-05-13 14:15:00+05:30,long,57.7400016784668,57.4900016784668,8659,-2164.75,-2264.092351912909,99.34235191290907,40,29.633964992310332,0.9977765990676879,0.9977765990676879,0.0,14.99912023601532,12.713713486448043
2025-05-13 14:35:00+05:30,2025-05-13 15:00:00+05:30,long,57.650001525878906,57.61000061035156,8673,-346.92794036865234,-446.3408651108565,99.41292474220415,40,29.689604956267548,0.9996499985275269,0.9996499985275269,0.0,14.999953897018433,12.724065891863113
2025-05-14 10:50:00+05:30,2025-05-14 12:35:00+05:30,long,58.970001220703125,59.77000045776367,8478,6782.393531799316,6682.720516354395,99.67301544492116,40,29.898328706632235,1.0066777342300415,1.0066777342300415,0.0,14.998430110473633,12.76290115935521
2025-05-14 13:55:00+05:30,2025-05-14 15:00:00+05:30,short,59.619998931884766,59.970001220703125,8386,-2935.1191940307617,-3159.733050399437,224.6138563686754,40,29.78558771600418,1.002881741279602,1.002881741279602,124.99332776069642,15.087252907104492,12.741924502311083
2025-05-15 12:10:00+05:30,2025-05-15 13:00:00+05:30,short,61.04999923706055,61.279998779296875,8190,-1883.6962509155273,-2108.248704838907,224.5524539233799,40,29.75591570749283,1.0018826837539674,1.0018826837539674,124.99987343788148,15.056495700073242,12.736403710424423
2025-05-15 13:45:00+05:30,2025-05-15 15:00:00+05:30,short,61.209999084472656,61.279998779296875,8168,-571.7575073242188,-796.2089261663643,224.45141884214564,40,29.714799585772703,1.0004983025512695,1.0004983025512695,124.99081813049317,15.016050900878907,12.728753619898315
2025-05-16 09:15:00+05:30,2025-05-16 09:35:00+05:30,long,61.88999938964844,61.650001525878906,8078,-1938.7027435302734,-2038.0510807807905,99.3483372505171,40,29.63929698365021,0.9979561273956299,0.9979561273956299,0.0,14.998422452087402,12.71470555998825
2025-05-16 11:05:00+05:30,2025-05-16 11:30:00+05:30,short,60.470001220703125,60.939998626708984,8268,-3885.9385528564453,-4110.613726992923,224.67517413647803,40,29.81339099853058,1.0038178787384033,1.0038178787384033,124.99149252319336,15.115557259368897,12.747097597908416
2025-05-16 11:55:00+05:30,2025-05-16 13:35:00+05:30,short,60.95000076293945,61.2599983215332,8203,-2542.9099731445312,-2767.4973016568856,224.58732851235428,40,29.773912087950897,1.0024886224899292,1.0024886224899292,124.99321406459809,15.075472986946107,12.739752127879347
2025-05-16 13:55:00+05:30,2025-05-16 15:00:00+05:30,short,61.209999084472656,61.02000045776367,8168,1551.9087829589844,1327.6001297068692,224.30865325211505,40,29.651726696951293,0.9983746362609862,0.9983746362609862,124.99081813049317,14.95234091217041,12.717018239978211
2025-05-19 09:15:00+05:30,2025-05-19 09:35:00+05:30,long,62.29999923706055,61.34000015258789,8025,-7703.992652893066,-7803.127424213053,99.13477131998673,40,29.46866655452728,0.9922109951019287,0.9922109951019287,0.0,14.998724816322326,12.682957958933258
2025-05-19 10:35:00+05:30,2025-05-19 11:55:00+05:30,long,61.95000076293945,61.58000183105469,8071,-2986.2613792419434,-3085.576051418422,99.3146721764788,40,29.61121633280296,0.9970106509361267,0.9970106509361267,0.0,14.99995368473053,12.709480857073038
2025-05-19 13:05:00+05:30,2025-05-19 14:15:00+05:30,short,61.58000183105469,61.58000183105469,8119,0.0,-224.4146698944415,224.4146698944415,40,29.69810127106018,0.999936069732666,0.999936069732666,124.99200871658326,14.99904104598999,12.725646721342713
2025-05-20 09:15:00+05:30,2025-05-20 10:20:00+05:30,short,61.20000076293945,60.90999984741211,8169,2369.017478942871,2144.7710109572054,224.24646798566582,40,29.626242871083072,0.9975165949859619,0.9975165949859619,124.9857015581131,14.927213662605286,12.712276703892424
2025-05-20 11:15:00+05:30,2025-05-20 13:25:00+05:30,short,61.04999923706055,61.189998626708984,8190,-1146.5950012207031,-1371.097902775471,224.50290155476793,40,29.734023800376892,1.0011455825042725,1.0011455825042725,124.99987343788148,15.034382662582399,12.73233048891861
2025-05-20 13:45:00+05:30,2025-05-20 14:10:00+05:30,long,61.02000045776367,60.61000061035156,8194,-3359.538749694824,-3458.8394664588786,99.3007167640545,40,29.600095993938446,0.9966362287521362,0.9966362287521362,0.0,14.999936512527466,12.707411800084305
2025-05-20 14:50:00+05:30,2025-05-20 15:00:00+05:30,short,60.400001525878906,60.33000183105469,8278,579.4574737548828,355.0735430634503,224.3839306914325,40,29.68226814332428,0.9994029677886962,0.9994029677886962,124.9978031578064,14.98235265472412,12.722700800000336
