Datetime,Open,High,Low,Close,Volume,VWAP,ATR,Supertrend,ST_dir,MACD,Signal
2025-04-24 05:15:00+00:00,1470.300048828125,1470.4000244140625,1466.5,1470.0,210428,1470.0396762572752,2.4142892020089284,1462.4356689453125,1,0.08819286843277041,0.0465270407967065
2025-04-30 09:25:00+00:00,1504.0,1504.0,1500.0,1500.4000244140625,187118,1485.362764361242,2.092869349888393,1496.335736955915,1,0.618146859575063,0.478622590089794
2025-05-02 03:50:00+00:00,1512.0,1514.699951171875,1503.0,1504.4000244140625,380130,1487.1554644231323,6.657130650111607,1493.71431187221,1,0.9539736802446441,0.5603270118895668
2025-05-05 03:50:00+00:00,1513.0,1520.800048828125,1511.5,1520.300048828125,116333,1491.150527941156,4.114292689732143,1503.8071463448662,1,1.2170654749565983,0.4128904720452751
2025-05-06 08:55:00+00:00,1510.0,1510.9000244140625,1509.300048828125,1510.0,35833,1493.495658237,1.5571463448660714,1506.8785836356026,1,-0.11529228422000415,-0.11191614668939669
2025-05-06 09:55:00+00:00,1511.5,1512.4000244140625,1509.199951171875,1511.0,129805,1494.0292576957488,2.5499965122767856,1506.8785836356026,1,0.23598292028668766,0.04252576941155203
2025-05-07 08:40:00+00:00,1515.699951171875,1518.699951171875,1515.5999755859375,1518.699951171875,114662,1494.712828735383,1.5,1512.6499633789062,1,1.8076395211685394,1.5115776058675978
2025-05-12 04:10:00+00:00,1550.5,1561.5,1550.5,1552.5999755859375,309476,1498.2830276325312,6.728594098772321,1535.814217703683,1,11.22858630726796,6.560319846706621
2025-05-12 07:25:00+00:00,1588.0,1595.4000244140625,1588.0,1595.0,169637,1501.6934202328134,4.128566196986607,1579.3143136160713,1,8.07463152029004,6.774946382239165
2025-05-14 04:10:00+00:00,1587.699951171875,1593.0,1586.9000244140625,1592.199951171875,150393,1520.7099971121288,4.907148088727679,1575.2285679408483,1,3.3054014458477923,0.8466586978721115
2025-05-14 07:55:00+00:00,1592.0,1594.5999755859375,1591.4000244140625,1591.699951171875,70331,1521.9019489430018,3.00714111328125,1583.9785766601562,1,0.7260307500357612,0.23071999073242874
2025-05-14 09:30:00+00:00,1589.300048828125,1594.0,1589.300048828125,1593.9000244140625,228432,1522.7267038934742,3.000026157924107,1583.9785766601562,1,0.5896851983311535,0.2898042925277141
2025-05-15 09:20:00+00:00,1617.0999755859375,1617.4000244140625,1612.800048828125,1614.300048828125,230087,1529.7042111771073,3.9571533203125,1605.4284929547991,1,6.926458621974007,7.124953418956532
2025-05-20 03:50:00+00:00,1579.0,1580.699951171875,1573.800048828125,1577.699951171875,224314,1535.7040405019286,3.9214390345982144,1565.4856828962054,1,0.9744637199366935,-0.5256577981585591
2025-05-21 05:50:00+00:00,1568.300048828125,1568.5,1565.5,1566.0,25027,1537.4474215548375,2.785731724330357,1559.5714111328125,1,0.9897771741898396,1.0813262062144515
2025-05-21 09:10:00+00:00,1567.9000244140625,1568.699951171875,1565.0,1565.300048828125,41538,1537.756722399092,2.121433803013393,1562.4570922851562,1,0.42180869804337817,0.41619746718528505
2025-05-21 09:50:00+00:00,1567.9000244140625,1568.300048828125,1565.800048828125,1566.5,214685,1538.069749815086,1.971435546875,1563.1999337332588,1,0.6018640836925897,0.6577409357528791
2025-05-22 05:30:00+00:00,1554.4000244140625,1554.5999755859375,1551.0,1551.0,34446,1538.2599050749795,3.5000174386160716,1544.86421421596,1,-1.6419882136560773,-1.789357809392179
2025-05-22 06:05:00+00:00,1553.300048828125,1553.9000244140625,1550.4000244140625,1551.0,50920,1538.2816299423023,2.2357352120535716,1547.1214250837054,1,-1.5424030241154014,-1.660092028747962
2025-05-26 03:50:00+00:00,1575.0,1577.0,1572.0,1574.300048828125,75304,1539.7955692564988,2.9785853794642856,1565.564243861607,1,-1.307760329433222,-2.1963339039760323
2025-05-26 05:15:00+00:00,1580.300048828125,1582.5,1575.800048828125,1577.699951171875,39911,1539.995247818836,3.7428501674107144,1570.7999616350446,1,1.8512079021088539,1.9781650524583456
2025-05-26 08:30:00+00:00,1578.0999755859375,1581.0,1577.9000244140625,1579.0999755859375,43535,1540.3434263131057,1.7285940987723214,1574.2642299107142,1,0.32002644132148816,-0.023677554163825693
2025-05-27 03:45:00+00:00,1578.800048828125,1578.800048828125,1565.5999755859375,1568.0999755859375,0,1540.5462625432003,2.671421595982143,1580.2142769949776,-1,-0.12770941261010194,0.6432242516400231
