Entry_DateTime,Entry_Price,Exit_DateTime,Exit_Price,Exit_Type,PnL_Percent
2025-04-24 04:55:00+00:00,1470.5,2025-04-24 05:15:00+00:00,1470.0,STOP_LOSS,-0.034002040122407345
2025-04-30 09:20:00+00:00,1503.800048828125,2025-04-30 09:25:00+00:00,1500.4000244140625,STOP_LOSS,-0.2260955116148624
2025-05-02 03:45:00+00:00,1512.0,2025-05-02 03:50:00+00:00,1504.4000244140625,STOP_LOSS,-0.5026438879588294
2025-05-05 03:45:00+00:00,1514.0999755859375,2025-05-05 03:50:00+00:00,1520.300048828125,TARGET_HIT,0.40948902596660763
2025-05-06 08:50:00+00:00,1510.0999755859375,2025-05-06 08:55:00+00:00,1510.0,MACD_CROSS,-0.006620461396849453
2025-05-06 09:30:00+00:00,1512.199951171875,2025-05-06 09:55:00+00:00,1511.0,STOP_LOSS,-0.07935135634312786
2025-05-07 08:20:00+00:00,1514.300048828125,2025-05-07 08:40:00+00:00,1518.699951171875,TARGET_HIT,0.2905568382669579
2025-05-12 03:45:00+00:00,1546.5,2025-05-12 04:10:00+00:00,1552.5999755859375,TARGET_HIT,0.3944374772672163
2025-05-12 07:10:00+00:00,1585.5,2025-05-12 07:25:00+00:00,1595.0,TARGET_HIT,0.5991800693787449
2025-05-14 03:45:00+00:00,1583.699951171875,2025-05-14 04:10:00+00:00,1592.199951171875,TARGET_HIT,0.5367178292649651
2025-05-14 07:45:00+00:00,1589.9000244140625,2025-05-14 07:55:00+00:00,1591.699951171875,TARGET_HIT,0.11321005913411694
2025-05-14 09:25:00+00:00,1589.699951171875,2025-05-14 09:30:00+00:00,1593.9000244140625,TARGET_HIT,0.2642054080137162
2025-05-15 09:10:00+00:00,1617.800048828125,2025-05-15 09:20:00+00:00,1614.300048828125,MACD_CROSS,-0.21634317556951935
2025-05-20 03:45:00+00:00,1578.4000244140625,2025-05-20 03:50:00+00:00,1577.699951171875,STOP_LOSS,-0.04435334714641701
2025-05-21 05:45:00+00:00,1568.4000244140625,2025-05-21 05:50:00+00:00,1566.0,MACD_CROSS,-0.15302374245748457
2025-05-21 08:45:00+00:00,1567.5,2025-05-21 09:10:00+00:00,1565.300048828125,STOP_LOSS,-0.14034776216108452
2025-05-21 09:20:00+00:00,1568.4000244140625,2025-05-21 09:50:00+00:00,1566.5,MACD_CROSS,-0.12114412040846077
2025-05-22 04:30:00+00:00,1557.699951171875,2025-05-22 05:30:00+00:00,1551.0,STOP_LOSS,-0.43011821158718994
2025-05-22 05:50:00+00:00,1553.0999755859375,2025-05-22 06:05:00+00:00,1551.0,STOP_LOSS,-0.13521187424816247
2025-05-26 03:45:00+00:00,1572.800048828125,2025-05-26 03:50:00+00:00,1574.300048828125,TARGET_HIT,0.09537130934842179
2025-05-26 05:10:00+00:00,1580.300048828125,2025-05-26 05:15:00+00:00,1577.699951171875,MACD_CROSS,-0.1645318974822603
2025-05-26 08:10:00+00:00,1577.5,2025-05-26 08:30:00+00:00,1579.0999755859375,TARGET_HIT,0.10142475980586371
2025-05-26 09:55:00+00:00,1582.0,2025-05-27 03:45:00+00:00,1568.0999755859375,MACD_CROSS,-0.8786361829369469
2025-05-28 06:20:00+00:00,1579.800048828125,2025-05-28 06:25:00+00:00,1578.9000244140625,STOP_LOSS,-0.05697078024083658
2025-05-29 03:45:00+00:00,1603.0,2025-05-29 03:55:00+00:00,1599.5,STOP_LOSS,-0.21834061135371177
2025-05-30 08:30:00+00:00,1568.4000244140625,2025-05-30 08:35:00+00:00,1568.0,MACD_CROSS,-0.025505254261389394
2025-05-30 09:20:00+00:00,1568.800048828125,2025-05-30 09:30:00+00:00,1562.5,MACD_CROSS,-0.4015839260606259
2025-06-02 06:35:00+00:00,1553.699951171875,2025-06-02 07:35:00+00:00,1552.699951171875,MACD_CROSS,-0.06436249156381527
2025-06-02 07:50:00+00:00,1555.0,2025-06-02 08:20:00+00:00,1553.5,MACD_CROSS,-0.09646302250803858
2025-06-02 09:25:00+00:00,1552.9000244140625,2025-06-02 09:35:00+00:00,1555.5999755859375,TARGET_HIT,0.1738650994544057
2025-06-04 07:30:00+00:00,1553.5,2025-06-04 08:00:00+00:00,1555.4000244140625,TARGET_HIT,0.12230604532104923
2025-06-05 03:55:00+00:00,1556.300048828125,2025-06-05 04:00:00+00:00,1556.699951171875,STOP_LOSS,0.02569570977338988
2025-06-06 08:50:00+00:00,1559.0,2025-06-06 09:05:00+00:00,1557.5999755859375,STOP_LOSS,-0.08980272059413086
2025-06-10 03:45:00+00:00,1578.4000244140625,2025-06-10 03:50:00+00:00,1587.4000244140625,TARGET_HIT,0.5701976597054984
2025-06-11 03:45:00+00:00,1600.5,2025-06-11 03:50:00+00:00,1598.0,STOP_LOSS,-0.1562011871290222
2025-06-11 05:20:00+00:00,1598.9000244140625,2025-06-11 05:40:00+00:00,1602.0,TARGET_HIT,0.19388176487604508
2025-06-11 07:10:00+00:00,1612.4000244140625,2025-06-11 07:20:00+00:00,1621.4000244140625,TARGET_HIT,0.5581741418833426
2025-06-11 09:00:00+00:00,1625.4000244140625,2025-06-11 09:30:00+00:00,1631.699951171875,TARGET_HIT,0.3875923873006923
2025-06-13 04:35:00+00:00,1591.5,2025-06-13 04:50:00+00:00,1604.0,TARGET_HIT,0.7854225573358466
2025-06-13 08:35:00+00:00,1605.199951171875,2025-06-13 08:40:00+00:00,1603.800048828125,STOP_LOSS,-0.08721046513414123
2025-06-16 04:35:00+00:00,1609.0,2025-06-16 04:55:00+00:00,1615.0,TARGET_HIT,0.3729024238657551
2025-06-16 07:05:00+00:00,1626.0999755859375,2025-06-16 07:45:00+00:00,1631.5999755859375,TARGET_HIT,0.3382325861002592
2025-06-17 08:40:00+00:00,1644.9000244140625,2025-06-17 08:50:00+00:00,1643.0,STOP_LOSS,-0.11551002406601074
2025-06-18 09:35:00+00:00,1633.699951171875,2025-06-18 09:55:00+00:00,1631.0,MACD_CROSS,-0.1652660373735268
2025-06-19 08:25:00+00:00,1621.9000244140625,2025-06-19 08:30:00+00:00,1622.9000244140625,TARGET_HIT,0.061656081444432194
2025-06-20 08:45:00+00:00,1620.9000244140625,2025-06-20 08:55:00+00:00,1618.0999755859375,MACD_CROSS,-0.17274654734718675
2025-06-20 09:30:00+00:00,1621.699951171875,2025-06-20 09:35:00+00:00,1626.0,TARGET_HIT,0.2651568698030541
2025-06-24 03:45:00+00:00,1598.0,2025-06-24 03:55:00+00:00,1590.5,STOP_LOSS,-0.46933667083854824
2025-06-24 06:35:00+00:00,1600.300048828125,2025-06-24 06:55:00+00:00,1603.800048828125,TARGET_HIT,0.2187089853907707
2025-06-25 05:45:00+00:00,1604.0,2025-06-25 05:55:00+00:00,1602.699951171875,MACD_CROSS,-0.08105042569357855
2025-06-25 06:15:00+00:00,1607.0,2025-06-25 06:30:00+00:00,1604.699951171875,MACD_CROSS,-0.1431268716941506
2025-06-25 07:05:00+00:00,1611.0,2025-06-25 07:15:00+00:00,1609.0,STOP_LOSS,-0.12414649286157665
2025-06-27 03:50:00+00:00,1623.5,2025-06-27 03:55:00+00:00,1621.0,STOP_LOSS,-0.1539882968894364
2025-07-01 03:55:00+00:00,1608.800048828125,2025-07-01 04:00:00+00:00,1614.5,TARGET_HIT,0.35429829679747543
2025-07-02 03:45:00+00:00,1637.5,2025-07-02 03:50:00+00:00,1640.300048828125,TARGET_HIT,0.17099534828244276
2025-07-04 09:05:00+00:00,1636.5,2025-07-04 09:25:00+00:00,1638.699951171875,TARGET_HIT,0.13443025798197372
2025-07-07 09:35:00+00:00,1629.0,2025-07-07 09:40:00+00:00,1626.9000244140625,STOP_LOSS,-0.12891194511586865
2025-07-08 04:20:00+00:00,1626.5999755859375,2025-07-08 04:55:00+00:00,1623.699951171875,MACD_CROSS,-0.17828749892965212
2025-07-08 05:40:00+00:00,1626.5,2025-07-08 05:55:00+00:00,1629.699951171875,TARGET_HIT,0.19673846737626807
2025-07-09 09:55:00+00:00,1633.699951171875,2025-07-10 03:45:00+00:00,1617.0999755859375,MACD_CROSS,-1.0160969628498864
2025-07-11 04:40:00+00:00,1606.199951171875,2025-07-11 04:55:00+00:00,1600.0,STOP_LOSS,-0.3860012053512733
2025-07-11 05:30:00+00:00,1593.4000244140625,2025-07-11 08:55:00+00:00,1593.4000244140625,MACD_CROSS,0.0
2025-07-11 09:30:00+00:00,1595.0999755859375,2025-07-11 09:40:00+00:00,1593.800048828125,MACD_CROSS,-0.08149500205057618
2025-07-16 03:45:00+00:00,1589.4000244140625,2025-07-16 03:50:00+00:00,1589.699951171875,TARGET_HIT,0.01887043873194031
2025-07-16 06:15:00+00:00,1597.4000244140625,2025-07-16 06:20:00+00:00,1601.699951171875,TARGET_HIT,0.2691828403714807
