Datetime,Open,High,Low,Close,Volume,VWAP,ATR,Supertrend,ST_dir,MACD,Signal
2025-04-24 04:55:00+00:00,1469.800048828125,1470.5,1469.199951171875,1470.5,54687,1470.0420499062059,3.6357334681919644,1458.9427751813616,1,0.05583656071939913,0.011167312143879827
2025-04-30 09:20:00+00:00,1501.0,1503.800048828125,1500.199951171875,1503.800048828125,206812,1485.2730231974488,1.9000069754464286,1496.335736955915,1,0.642041400021526,0.4437415227184767
2025-05-02 03:45:00+00:00,1499.800048828125,1523.199951171875,1499.800048828125,1512.0,0,1486.9716061084196,5.928562709263393,1493.71431187221,1,0.7281098106857371,0.4619153448007975
2025-05-05 03:45:00+00:00,1515.699951171875,1519.800048828125,1509.0,1514.0999755859375,0,1491.0730386545372,3.6500069754464284,1503.4500034877233,1,0.2321901316563526,0.21184672131744425
2025-05-06 08:50:00+00:00,1511.4000244140625,1511.4000244140625,1509.300048828125,1510.0999755859375,42546,1493.483912142826,1.5214320591517858,1506.8785836356026,1,-0.1100135003619016,-0.11107211230674481
2025-05-06 09:30:00+00:00,1508.4000244140625,1513.300048828125,1508.4000244140625,1512.199951171875,276511,1493.7420962220358,2.2285679408482144,1506.8785836356026,1,-0.12263369290531045,-0.23719210116702724
2025-05-07 08:20:00+00:00,1513.0999755859375,1514.4000244140625,1513.0999755859375,1514.300048828125,29187,1494.6152751890968,1.3714338030133928,1509.63569859096,1,1.3714616585991735,1.3663131797013086
2025-05-12 03:45:00+00:00,1534.0999755859375,1552.9000244140625,1534.0999755859375,1546.5,0,1497.5539353756164,5.000026157924107,1528.4999215262276,1,3.2391675452072377,0.7946787558169482
2025-05-12 07:10:00+00:00,1582.699951171875,1586.0,1579.4000244140625,1585.5,190584,1501.2965316525151,3.635716029575893,1571.7928641183037,1,6.470672261967366,6.088708563995533
2025-05-14 03:45:00+00:00,1573.9000244140625,1583.9000244140625,1569.699951171875,1583.699951171875,347298,1520.2938788422252,4.064296177455357,1564.6070992606026,1,-0.9465580071891964,-1.6834858366136438
2025-05-14 07:45:00+00:00,1589.0,1590.699951171875,1587.5999755859375,1589.9000244140625,46153,1521.8188262194265,2.8000052315848216,1580.7499476841517,1,0.1507626660375081,0.011148377093698977
2025-05-14 09:25:00+00:00,1589.9000244140625,1590.699951171875,1588.5,1589.699951171875,53439,1522.5581597603098,2.7928902762276784,1583.9785766601562,1,0.22465716223928212,0.21483406607685426
2025-05-15 09:10:00+00:00,1613.5,1618.4000244140625,1613.5,1617.800048828125,274410,1529.3184088558592,4.121442522321429,1603.585684640067,1,7.231210177772482,7.1602761708961715
2025-05-20 03:45:00+00:00,1570.9000244140625,1578.800048828125,1570.0,1578.4000244140625,0,1535.626356640348,3.564304896763393,1563.7071097237724,1,-0.14577275216379348,-0.9006881776823722
2025-05-21 05:45:00+00:00,1566.199951171875,1568.5,1565.800048828125,1568.4000244140625,74391,1537.4418801440868,2.7143031529017856,1559.5714111328125,1,1.1341296605623938,1.1042134642206045
2025-05-21 08:45:00+00:00,1567.5,1568.300048828125,1567.0999755859375,1567.5,21394,1537.7243495097464,2.092860630580357,1561.5999581473213,1,0.3052525485456954,0.2566884453711289
2025-05-21 09:20:00+00:00,1566.699951171875,1568.800048828125,1565.9000244140625,1568.4000244140625,95446,1537.7857577374707,2.021449497767857,1562.4570922851562,1,0.4956474268187776,0.42784122461805085
2025-05-22 04:30:00+00:00,1559.0,1559.0,1554.0999755859375,1557.699951171875,85461,1538.1840497036385,5.128583635602679,1541.1642368861608,1,-3.8678809661769264,-3.8912794875521177
2025-05-22 05:50:00+00:00,1552.300048828125,1553.9000244140625,1552.300048828125,1553.0999755859375,30754,1538.2700671355005,2.3571602957589284,1546.028555733817,1,-1.7605622245312134,-1.8114725209778793
2025-05-26 03:45:00+00:00,1566.5999755859375,1574.0999755859375,1565.199951171875,1572.800048828125,0,1539.7773547281397,2.7500174386160716,1561.399911063058,1,-2.0093936530095107,-2.418477297611735
2025-05-26 05:10:00+00:00,1576.5,1580.800048828125,1575.5999755859375,1580.300048828125,35248,1539.9847560687658,3.628566196986607,1570.7999616350446,1,2.0203617523588946,2.0099043400457184
2025-05-26 08:10:00+00:00,1575.4000244140625,1578.300048828125,1575.0,1577.5,42746,1540.304823833981,1.6785888671875,1571.6142578125,1,-0.24967661747564307,-0.2828901647833097
2025-05-26 09:55:00+00:00,1580.0999755859375,1582.0,1579.800048828125,1582.0,59632,1540.5462625432003,1.6142752511160714,1576.0571986607142,1,0.9136380788186216,0.8359576677025542
2025-05-28 06:20:00+00:00,1578.4000244140625,1580.5,1578.300048828125,1579.800048828125,123468,1542.1898296962795,1.9571271623883928,1573.5286429268974,1,0.827585930927853,0.6191386819704223
2025-05-29 03:45:00+00:00,1590.300048828125,1603.800048828125,1589.4000244140625,1603.0,0,1542.623950827696,3.9428623744419644,1584.771449497768,1,1.0209026135235035,-0.7801364038218379
2025-05-30 08:30:00+00:00,1568.9000244140625,1568.9000244140625,1567.800048828125,1568.4000244140625,41621,1545.1596091611466,1.3714250837053572,1565.199986049107,1,0.8001360791297429,0.7881951494612975
2025-05-30 09:20:00+00:00,1568.0999755859375,1569.300048828125,1568.0,1568.800048828125,94796,1545.2708804337037,1.3499930245535714,1565.199986049107,1,0.46523781403698194,0.4441298202892525
2025-06-02 06:35:00+00:00,1552.699951171875,1554.0,1552.0999755859375,1553.699951171875,15589,1546.0149025477576,2.135716029575893,1548.4714181082588,1,-0.3828502064106942,-0.4215151175349674
2025-06-02 07:50:00+00:00,1554.199951171875,1555.5,1553.5999755859375,1555.0,42473,1546.0359921492852,2.0571463448660716,1549.828604561942,1,0.2589261529394662,0.22453256127764604
2025-06-02 09:25:00+00:00,1551.5,1552.9000244140625,1550.5999755859375,1552.9000244140625,34241,1546.0547004827445,1.5857195172991072,1549.828604561942,1,-0.5914898629121126,-0.6082721884302204
2025-06-04 07:30:00+00:00,1552.4000244140625,1554.199951171875,1552.0,1553.5,35605,1546.1027194566561,1.3142874581473214,1549.1571132114955,1,0.6518104801125446,0.5869062278203916
2025-06-05 03:55:00+00:00,1552.800048828125,1556.4000244140625,1552.300048828125,1556.300048828125,127733,1546.1807257594023,2.2357352120535716,1547.642830984933,1,-0.10303995146659872,-0.4416680051667224
2025-06-06 08:50:00+00:00,1557.4000244140625,1559.5,1557.4000244140625,1559.0,26950,1546.5523938920649,1.46429443359375,1554.05712890625,1,0.321804879093861,0.15892614501131763
2025-06-10 03:45:00+00:00,1583.4000244140625,1583.4000244140625,1578.0,1578.4000244140625,288744,1547.1112071018713,2.1071690150669644,1574.3785051618304,1,-0.3175327637281953,-0.5131170467779262
2025-06-11 03:45:00+00:00,1592.699951171875,1600.9000244140625,1591.0,1600.5,407665,1549.1054432599965,3.0714285714285716,1586.7357264927455,1,0.007387857379171692,-0.037636642783477794
2025-06-11 05:20:00+00:00,1599.0,1599.4000244140625,1598.0999755859375,1598.9000244140625,18857,1549.4011300540885,2.1999947684151784,1592.1500156947545,1,0.12657596464714516,0.07158025123333464
2025-06-11 07:10:00+00:00,1606.0999755859375,1612.9000244140625,1606.0999755859375,1612.4000244140625,198572,1549.9017846942215,2.257167271205357,1602.7284981863838,1,2.4004341975874013,2.245177089245598
