skipped,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,qty,buy_turnover,sell_turnover,gross_pnl,fees,net_pnl,exit_reason,capital_per_trade,leverage
False,HDFCBANK.NS,short,2025-09-01 09:50:00+05:30,951.6500244140625,2025-09-01 10:35:00+05:30,947.6500244140625,525,497516.2628173828,499616.2628173828,2100.0,224.32829284276124,1875.6717071572389,target_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-09-02 09:35:00+05:30,952.8499755859375,2025-09-02 09:45:00+05:30,951.5,524,499293.38720703125,498586.0,-707.38720703125,224.15197797407714,-931.5391850053271,stop_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-09-03 10:10:00+05:30,945.0499877929688,2025-09-03 10:20:00+05:30,944.4000244140625,529,499931.44354248047,499587.61291503906,-343.83062744140625,224.48285636088417,-568.3134838022904,trail_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-09-04 09:35:00+05:30,961.4000244140625,2025-09-04 09:40:00+05:30,960.0999755859375,520,499928.0126953125,499251.9873046875,-676.025390625,224.38616428703125,-900.4115549120313,stop_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-09-05 10:05:00+05:30,957.25,2025-09-05 10:30:00+05:30,956.4500122070312,522,499266.9063720703,499684.5,417.5936279296875,224.46590849791573,193.12771943177177,trail_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-09-08 09:45:00+05:30,966.5999755859375,2025-09-08 09:50:00+05:30,965.2000122070312,517,499732.1873779297,499008.40631103516,-723.7810668945312,224.3029578466261,-948.0840247411574,stop_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-09-09 10:05:00+05:30,970.3499755859375,2025-09-09 10:20:00+05:30,970.3499755859375,515,499730.2374267578,499730.2374267578,0.0,224.5102850018628,-224.5102850018628,trail_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-09-10 10:10:00+05:30,966.2999877929688,2025-09-10 10:20:00+05:30,967.3499755859375,517,500119.9373779297,499577.09368896484,-542.8436889648438,224.49253868766738,-767.3362276525111,stop_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-09-11 09:55:00+05:30,964.9000244140625,2025-09-11 10:10:00+05:30,964.5499877929688,518,499818.2126464844,499636.8936767578,-181.3189697265625,224.4893875057112,-405.8083572322737,trail_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-09-12 09:45:00+05:30,962.9000244140625,2025-09-12 10:00:00+05:30,963.9000244140625,519,500264.11267089844,499745.11267089844,-519.0,224.55054663098682,-743.5505466309868,stop_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-09-15 09:35:00+05:30,967.0,2025-09-15 11:50:00+05:30,971.1500244140625,517,499939.0,502084.5626220703,2145.5626220703125,225.20100403895876,1920.3616180313538,target_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-09-16 09:50:00+05:30,966.9500122070312,2025-09-16 10:25:00+05:30,967.1500244140625,517,499913.15631103516,500016.5626220703,103.40631103515625,224.60490641126034,-121.1985953761041,trail_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-09-17 09:40:00+05:30,972.25,2025-09-17 10:00:00+05:30,972.0999755859375,514,499736.5,499659.3874511719,-77.112548828125,224.4903444287915,-301.6028932569165,trail_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-09-18 11:05:00+05:30,976.9000244140625,2025-09-18 11:30:00+05:30,975.9500122070312,511,499195.91247558594,498710.45623779297,-485.45623779296875,224.18117706180846,-709.6374148547773,stop_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-09-19 09:45:00+05:30,970.7000122070312,2025-09-19 10:50:00+05:30,966.5499877929688,515,497773.2437133789,499910.5062866211,2137.2625732421875,224.43018223555666,1912.8323910066308,target_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-09-22 09:35:00+05:30,969.9500122070312,2025-09-22 09:50:00+05:30,968.4500122070312,515,499524.2562866211,498751.7562866211,-772.5,224.2151792865686,-996.7151792865686,stop_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-09-23 09:35:00+05:30,963.9500122070312,2025-09-23 10:00:00+05:30,963.5999755859375,518,499144.7873535156,499326.1063232422,181.3189697265625,224.35467245028883,-43.03570272372633,trail_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-09-24 09:40:00+05:30,951.9000244140625,2025-09-24 10:15:00+05:30,947.25,525,497306.25,499747.5128173828,2441.2628173828125,224.35185875629273,2216.91095862652,target_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-09-25 09:35:00+05:30,952.2000122070312,2025-09-25 10:05:00+05:30,952.0,525,499905.0064086914,499800.0,-105.00640869140625,224.54211566198427,-329.5485243533905,trail_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-09-26 09:35:00+05:30,947.1500244140625,2025-09-26 10:05:00+05:30,947.2999877929688,527,499227.09356689453,499148.06286621094,-79.03070068359375,224.3090496250963,-303.33975030869004,trail_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-09-29 09:35:00+05:30,948.7999877929688,2025-09-29 09:55:00+05:30,949.7999877929688,526,499068.79357910156,499594.79357910156,526.0,224.4267723433882,301.57322765661183,trail_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-09-30 09:50:00+05:30,953.5499877929688,2025-09-30 10:30:00+05:30,949.6500244140625,524,497616.61279296875,499660.1936035156,2043.580810546875,224.34768300473485,1819.2331275421402,target_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-10-01 09:40:00+05:30,951.2999877929688,2025-10-01 10:05:00+05:30,950.5999755859375,525,499432.4935913086,499064.9871826172,-367.50640869140625,224.29901836922303,-591.8054270606293,trail_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-10-03 09:55:00+05:30,959.1500244140625,2025-10-03 10:05:00+05:30,958.8499755859375,521,499717.16271972656,499560.83728027344,-156.325439453125,224.46071706966015,-380.7861565227852,trail_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-10-06 09:35:00+05:30,964.5999755859375,2025-10-06 09:40:00+05:30,968.8499755859375,518,501864.2873535156,499662.7873535156,-2201.5,224.63474721547556,-2426.1347472154757,stop_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-10-07 09:40:00+05:30,975.0,2025-10-07 09:45:00+05:30,980.0,512,499200.0,501760.0,2560.0,225.05790975999997,2334.94209024,target_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-10-08 09:55:00+05:30,981.2000122070312,2025-10-08 10:40:00+05:30,979.4000244140625,509,498514.6124267578,499430.8062133789,916.1937866210938,224.34228625580042,691.8515003652933,trail_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-10-09 09:50:00+05:30,973.2999877929688,2025-10-09 10:25:00+05:30,974.0,513,499662.0,499302.89373779297,-359.10626220703125,224.38286424960415,-583.4891264566354,trail_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-10-10 10:10:00+05:30,981.1500244140625,2025-10-10 10:20:00+05:30,981.5999755859375,509,499634.3875732422,499405.3624267578,-229.025146484375,224.4104531223867,-453.4355996067617,trail_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-10-13 09:35:00+05:30,973.0499877929688,2025-10-13 09:40:00+05:30,974.7999877929688,513,500072.39373779297,499174.64373779297,-897.75,224.37366743039377,-1122.1236674303937,stop_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-10-14 09:45:00+05:30,975.5,2025-10-14 09:55:00+05:30,976.4000244140625,512,499916.8125,499456.0,-460.8125,224.444043799375,-685.256543799375,stop_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-10-15 09:50:00+05:30,974.5,2025-10-15 10:00:00+05:30,974.7999877929688,513,500072.39373779297,499918.5,-153.89373779296875,224.58745618328965,-378.4811939762584,trail_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-10-16 11:05:00+05:30,985.1500244140625,2025-10-16 11:30:00+05:30,984.0,507,499471.0623779297,498888.0,-583.0623779296875,224.25075095864673,-807.3131288883342,stop_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-10-17 09:35:00+05:30,994.5999755859375,2025-10-17 09:45:00+05:30,993.5,502,499289.1877441406,498737.0,-552.187744140625,224.19509321108154,-776.3828373517065,stop_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-10-20 09:45:00+05:30,1008.75,2025-10-20 10:05:00+05:30,1008.25,495,499083.75,499331.25,247.5,224.35203649000002,23.147963509999983,trail_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-10-23 10:40:00+05:30,1012.0,2025-10-23 11:05:00+05:30,1011.75,494,499804.5,499928.0,123.5,224.57212889500002,-101.07212889500002,trail_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-10-24 09:55:00+05:30,1004.3499755859375,2025-10-24 10:00:00+05:30,1005.4500122070312,497,499708.65606689453,499161.93786621094,-546.7182006835938,224.34549758522132,-771.0636982688151,stop_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-10-27 09:40:00+05:30,1005.0499877929688,2025-10-27 10:00:00+05:30,1005.0,497,499509.84393310547,499485.0,-24.84393310546875,224.4249464501549,-249.26887955562364,trail_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-10-28 09:40:00+05:30,1007.6500244140625,2025-10-28 09:50:00+05:30,1006.3499755859375,496,499794.412109375,499149.587890625,-644.82421875,224.34772859993748,-869.1719473499375,stop_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-10-29 09:45:00+05:30,1000.4500122070312,2025-10-29 09:55:00+05:30,1001.9500122070312,499,499973.0560913086,499224.5560913086,-748.5,224.3813165868694,-972.8813165868694,stop_hit,100000.0,5.0
False,HDFCBANK.NS,short,2025-10-30 09:35:00+05:30,1003.2000122070312,2025-10-30 09:50:00+05:30,1004.5499877929688,498,500265.89392089844,499593.60607910156,-672.287841796875,224.50712279440233,-896.7949645912773,stop_hit,100000.0,5.0
False,HDFCBANK.NS,long,2025-10-31 09:35:00+05:30,1004.0,2025-10-31 09:40:00+05:30,1002.5,498,499992.0,499245.0,-747.0,224.388469222,-971.388469222,stop_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-08-05 10:50:00+05:30,1395.0999755859375,2025-08-05 10:55:00+05:30,1396.9000244140625,358,500090.2087402344,499445.7912597656,-644.41748046875,224.45279769314845,-868.8702781618985,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-08-06 10:20:00+05:30,1390.5,2025-08-06 10:30:00+05:30,1390.0999755859375,359,499189.5,499045.89123535156,-143.6087646484375,224.27715085338744,-367.8859155018249,trail_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-08-07 10:15:00+05:30,1382.300048828125,2025-08-07 11:15:00+05:30,1379.199951171875,361,497891.1823730469,499010.3176269531,1119.13525390625,224.1794123869297,894.9558415193203,trail_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-08-08 09:50:00+05:30,1386.0,2025-08-08 10:20:00+05:30,1383.699951171875,360,498131.982421875,498960.0,828.017578125,224.1811821671289,603.8363959578711,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-08-11 10:00:00+05:30,1371.0,2025-08-11 10:15:00+05:30,1368.699951171875,364,499044.0,498206.7822265625,-837.2177734375,224.02617831660743,-1061.2439517541075,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-08-12 09:35:00+05:30,1398.0,2025-08-12 09:40:00+05:30,1396.5999755859375,357,499086.0,498586.1912841797,-499.8087158203125,224.13805380822095,-723.9467696285335,stop_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-08-13 10:45:00+05:30,1384.9000244140625,2025-08-13 11:00:00+05:30,1385.300048828125,361,500093.3176269531,499948.90881347656,-144.4088134765625,224.59760625440845,-369.00641973097095,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-08-14 09:50:00+05:30,1379.9000244140625,2025-08-14 09:55:00+05:30,1378.5999755859375,362,499523.8088378906,499053.1911621094,-470.61767578125,224.30178331766407,-694.9194590989141,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-08-18 09:40:00+05:30,1394.0999755859375,2025-08-18 09:55:00+05:30,1390.800048828125,358,499087.7912597656,497906.41748046875,-1181.373779296875,223.94280348004736,-1405.3165827769224,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-08-19 10:15:00+05:30,1413.300048828125,2025-08-19 10:30:00+05:30,1411.5999755859375,353,498894.9172363281,498294.79138183594,-600.1258544921875,224.04142360311988,-824.1672780953074,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-08-20 09:45:00+05:30,1418.800048828125,2025-08-20 10:10:00+05:30,1419.800048828125,352,499417.6171875,499769.6171875,352.0,224.50053050153124,127.49946949846876,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-08-21 09:55:00+05:30,1428.0,2025-08-21 10:55:00+05:30,1429.0999755859375,350,499800.0,500184.9914550781,384.991455078125,224.64568645413817,160.34576862398683,trail_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-08-22 11:20:00+05:30,1413.9000244140625,2025-08-22 11:25:00+05:30,1415.9000244140625,353,499812.70861816406,499106.70861816406,-706.0,224.33663813422805,-930.336638134228,stop_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-08-25 09:55:00+05:30,1412.800048828125,2025-08-25 10:10:00+05:30,1406.0,353,496318.0,498718.4172363281,2400.417236328125,223.98947653222413,2176.427759795901,target_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-08-26 09:50:00+05:30,1401.4000244140625,2025-08-26 10:10:00+05:30,1403.5999755859375,356,499681.59130859375,498898.40869140625,-783.1826171875,224.2679333921094,-1007.4505505796094,stop_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-08-28 09:35:00+05:30,1368.0,2025-08-28 09:40:00+05:30,1370.5999755859375,365,500268.9910888672,499320.0,-948.9910888671875,224.42869553333617,-1173.4197844005237,stop_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-08-29 09:40:00+05:30,1386.699951171875,2025-08-29 09:55:00+05:30,1387.199951171875,360,499391.982421875,499211.982421875,-180.0,224.33853498707035,-404.3385349870704,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-01 09:50:00+05:30,1352.300048828125,2025-09-01 10:05:00+05:30,1350.699951171875,369,498998.7180175781,498408.2819824219,-590.43603515625,224.0810382781328,-814.5170734343828,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-02 10:00:00+05:30,1381.199951171875,2025-09-02 10:10:00+05:30,1380.5999755859375,362,499994.38232421875,499777.1911621094,-217.191162109375,224.5415847380835,-441.7327468474585,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-03 10:10:00+05:30,1367.0,2025-09-03 10:35:00+05:30,1366.5,365,498955.0,498772.5,-182.5,224.182769865,-406.682769865,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-04 09:55:00+05:30,1369.800048828125,2025-09-04 10:00:00+05:30,1368.0,365,499977.0178222656,499320.0,-657.017822265625,224.40901478332762,-881.4268370489526,stop_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-09-05 10:10:00+05:30,1367.199951171875,2025-09-05 10:30:00+05:30,1368.800048828125,365,499612.0178222656,499027.9821777344,-584.03564453125,224.30048391910157,-808.3361284503516,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-08 10:05:00+05:30,1376.5999755859375,2025-09-08 10:15:00+05:30,1376.0999755859375,363,499705.7911376953,499524.2911376953,-181.5,224.44944697614798,-405.949446976148,trail_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-09-09 09:45:00+05:30,1376.0,2025-09-09 10:05:00+05:30,1377.4000244140625,363,499996.2088623047,499488.0,-508.2088623046875,224.45859258257252,-732.66745488726,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-10 09:45:00+05:30,1387.5,2025-09-10 09:55:00+05:30,1383.800048828125,360,499500.0,498168.017578125,-1331.982421875,224.04577426005858,-1556.0281961350586,stop_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-09-11 10:15:00+05:30,1380.9000244140625,2025-09-11 10:35:00+05:30,1382.699951171875,362,500537.38232421875,499885.8088378906,-651.573486328125,224.6094035678091,-876.1828898959341,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-12 09:45:00+05:30,1391.0999755859375,2025-09-12 10:00:00+05:30,1391.4000244140625,359,499404.89123535156,499512.60876464844,107.717529296875,224.42580693322265,-116.70827763634765,trail_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-09-15 09:40:00+05:30,1391.5999755859375,2025-09-15 09:50:00+05:30,1393.5,359,500266.5,499584.39123535156,-682.1087646484375,224.50451524638746,-906.6132798948249,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-16 11:15:00+05:30,1406.199951171875,2025-09-16 11:50:00+05:30,1404.800048828125,355,499200.9826660156,498704.0173339844,-496.96533203125,224.17966824347656,-721.1450002747265,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-17 10:10:00+05:30,1411.199951171875,2025-09-17 10:20:00+05:30,1409.5999755859375,354,499564.78271484375,498998.3913574219,-566.391357421875,224.28879541014794,-790.6801528320229,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-18 09:55:00+05:30,1419.9000244140625,2025-09-18 10:15:00+05:30,1417.9000244140625,352,499804.80859375,499100.80859375,-704.0,224.33440992276564,-928.3344099227656,stop_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-09-19 09:45:00+05:30,1407.9000244140625,2025-09-19 11:35:00+05:30,1406.5,355,499307.5,499804.5086669922,497.0086669921875,224.50313596294558,272.5055310292419,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-22 09:45:00+05:30,1408.0,2025-09-22 10:25:00+05:30,1408.0,355,499840.0,499840.0,0.0,224.54923008,-224.54923008,trail_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-09-23 09:45:00+05:30,1386.5,2025-09-23 10:00:00+05:30,1383.5999755859375,360,498095.9912109375,499140.0,1044.0087890625,224.23048922356446,819.7782998389355,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-24 09:40:00+05:30,1386.5,2025-09-24 09:45:00+05:30,1385.0,360,499140.0,498600.0,-540.0,224.14566244,-764.14566244,stop_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-09-25 09:40:00+05:30,1381.300048828125,2025-09-25 10:30:00+05:30,1378.699951171875,361,497710.6823730469,498649.3176269531,938.63525390625,224.06349203792968,714.5717618683203,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-26 10:40:00+05:30,1372.800048828125,2025-09-26 11:00:00+05:30,1373.0999755859375,364,499699.2177734375,499808.39111328125,109.17333984375,224.53065592954005,-115.35731608579005,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-09-29 10:05:00+05:30,1384.5999755859375,2025-09-29 10:25:00+05:30,1384.5,361,499840.59118652344,499804.5,-36.0911865234375,224.5390670165188,-260.6302535399563,trail_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-09-30 09:35:00+05:30,1367.4000244140625,2025-09-30 09:45:00+05:30,1367.9000244140625,365,499283.5089111328,499101.0089111328,-182.5,224.2993287687769,-406.7993287687769,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-10-01 09:35:00+05:30,1377.199951171875,2025-10-01 09:40:00+05:30,1375.199951171875,363,499923.5822753906,499197.5822753906,-726.0,224.37022931829588,-950.3702293182959,stop_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-10-03 09:50:00+05:30,1361.800048828125,2025-10-03 09:55:00+05:30,1363.5999755859375,367,500441.19104003906,499780.6179199219,-660.5731201171875,224.57268719713795,-885.1458073143255,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-10-06 10:40:00+05:30,1366.4000244140625,2025-10-06 10:45:00+05:30,1365.199951171875,365,498736.0089111328,498297.9821777344,-438.0267333984375,224.03162928243773,-662.0583626808752,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-10-07 09:50:00+05:30,1383.5,2025-10-07 10:25:00+05:30,1389.5,361,499443.5,501609.5,2166.0,225.031068518,1940.968931482,target_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-10-08 09:35:00+05:30,1387.300048828125,2025-10-08 09:50:00+05:30,1384.0,360,499428.017578125,498240.0,-1188.017578125,224.0616103928711,-1412.079188517871,stop_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-10-09 09:55:00+05:30,1375.300048828125,2025-10-09 10:20:00+05:30,1375.0,363,499125.0,499233.9177246094,108.917724609375,224.32684310755909,-115.40911849818409,trail_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-10-10 10:50:00+05:30,1381.9000244140625,2025-10-10 11:40:00+05:30,1381.5999755859375,361,498757.59118652344,498865.90881347656,108.317626953125,224.19630957996486,-115.87868262683986,trail_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-10-13 10:50:00+05:30,1370.199951171875,2025-10-13 11:00:00+05:30,1370.4000244140625,364,498825.60888671875,498752.7822265625,-72.82666015625,224.1683811212256,-296.9950412774756,trail_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-10-14 09:35:00+05:30,1383.300048828125,2025-10-14 10:05:00+05:30,1376.199951171875,361,496808.1823730469,499371.3176269531,2563.13525390625,224.2101652549297,2338.9250886513205,target_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-10-15 12:15:00+05:30,1376.0999755859375,2025-10-15 12:25:00+05:30,1378.0,363,500214.0,499524.2911376953,-689.7088623046875,224.48370330272047,-914.1925656074079,stop_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-10-16 10:10:00+05:30,1377.5,2025-10-16 10:25:00+05:30,1377.5,362,498655.0,498655.0,0.0,224.12877786,-224.12877786,trail_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-10-17 09:50:00+05:30,1399.800048828125,2025-10-17 09:55:00+05:30,1401.5,357,500335.5,499728.6174316406,-606.882568359375,224.5506177345581,-831.433186093933,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-10-20 10:20:00+05:30,1462.300048828125,2025-10-20 10:30:00+05:30,1461.5999755859375,341,498644.3166503906,498405.5916748047,-238.7249755859375,224.05637628902514,-462.78135187496264,trail_hit,100000.0,5.0
False,RELIANCE.NS,short,2025-10-21 14:15:00+05:30,1468.5999755859375,2025-10-21 14:40:00+05:30,1462.0,340,497080.0,499323.99169921875,2243.99169921875,224.21488563830565,2019.7768135804445,target_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-10-23 09:35:00+05:30,1479.5999755859375,2025-10-23 09:40:00+05:30,1476.5,337,498625.19177246094,497580.5,-1044.6917724609375,223.81795085961454,-1268.509723320552,stop_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-10-24 09:45:00+05:30,1448.0999755859375,2025-10-24 10:15:00+05:30,1447.699951171875,345,499594.49157714844,499456.4831542969,-138.0084228515625,224.42245629669316,-362.43087914825566,trail_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-10-27 09:35:00+05:30,1472.199951171875,2025-10-27 09:45:00+05:30,1479.5999755859375,339,499075.7834472656,501584.3917236328,2508.6082763671875,224.99906594676878,2283.6092104204185,target_hit,100000.0,5.0
False,RELIANCE.NS,long,2025-10-28 09:35:00+05:30,1488.699951171875,2025-10-28 09:55:00+05:30,1486.0,335,498714.4836425781,497810.0,-904.483642578125,223.88992934441166,-1128.3735719225367,stop_hit,100000.0,5.0
