Date,Close,High,Low,Open,Volume
2015-01-01,109.54022979736328,111.34318074547916,107.34150966995085,110.81548850641708,757723
2015-01-02,106.33009338378906,111.60702298491508,105.58252693978699,110.28779243312387,399012
2015-01-05,106.11021423339844,107.95713679144936,104.74700455886351,107.0336755124239,1594243
2015-01-06,103.6916275024414,105.93431933715068,102.98803297793128,105.53855018984905,759135
2015-01-07,101.05314636230469,103.91148859038972,98.50263686650618,103.77956555795257,789754
2015-01-08,101.80073547363281,102.72419690748329,99.82188954395322,99.82188954395322,717610
2015-01-09,104.74701690673828,107.03368812985794,101.93265346196965,101.93265346196965,1130933
2015-01-12,104.4831771850586,105.80240781985195,103.95548493114124,105.3626667395747,1169377
2015-01-13,104.35124969482422,105.97829827739336,102.46034760252789,104.48317275270716,252247
2015-01-14,101.93264770507812,104.96688520215503,101.44892739789879,103.95547270312939,286408
2015-01-15,102.32841491699219,103.33982739692225,101.22905866938864,102.90008637667296,1395942
2015-01-16,101.31700897216797,104.21932355369115,101.14111403151487,102.81214184658312,724635
2015-01-19,102.4603500366211,105.09881865092181,100.74535024340061,100.74535024340061,395628
2015-01-20,104.04341888427734,105.53855172514076,102.46034227204144,102.63624460270827,472322
2015-01-21,105.4066390991211,107.2975412800588,104.13138034848423,104.13138034848423,742383
2015-01-22,104.04341888427734,107.69329982110247,103.38380362917904,104.96688763537588,392534
2015-01-23,104.3072738647461,106.37407082478839,103.7795816531575,105.4945813408204,440051
2015-01-27,103.55970001220703,105.93431479418204,102.94405667815259,103.7795742159323,542447
2015-01-28,103.91149139404297,106.41802907797836,102.02058961545164,103.559694166732,975740
2015-01-29,105.36265563964844,108.0890677956485,103.33983061676157,104.65906111257438,524078
2015-01-30,106.41802978515625,108.57277025609955,105.75841460078993,105.8903376376632,554500
2015-02-02,107.03368377685547,109.45227056306355,105.97829198251856,105.97829198251856,612670
2015-02-03,107.12162780761719,108.5288094761881,106.33008950541371,107.95714538925034,379004
2015-02-04,108.26495361328125,109.93598123191131,106.94572322856284,107.2975204624745,698453
2015-02-05,107.73727416992188,111.5190708502667,106.85778467836327,110.46368641798081,475192
2015-02-06,106.33009338378906,108.52881343476147,105.09881400010433,107.82522627179321,646818
2015-02-09,105.58251190185547,105.97828101102414,103.77956866717163,104.74700180270833,252321
2015-02-10,103.77957916259766,105.27470459489744,103.0759846347241,104.6590612314983,873861
2015-02-11,102.90009307861328,104.30727478660643,102.4603446357623,104.21932361924401,584826
2015-02-12,102.15251922607422,106.19816172167107,102.02059618158694,103.20790358197247,502733
2015-02-13,100.87727355957031,103.25188866388181,100.26163014194682,102.90009876292112,978348
2015-02-16,98.0189208984375,102.02059131982708,97.00750847424669,101.1411019338368,422441
2015-02-18,100.70137786865234,101.58086740251039,98.85445502332347,98.89842691212986,2070754
2015-02-19,104.52713012695312,105.27469648247633,100.70136197956079,100.70136197956079,471658
2015-02-20,103.29586791992188,104.83497276659678,101.31701460621899,104.83497276659678,483152
2015-02-23,99.38213348388672,103.77957314943853,98.50264407198428,102.98802750295403,3541181
2015-02-24,99.294189453125,101.40495827806072,98.50265114377412,99.42611250468349,526427
2015-02-25,96.65571594238281,100.08571484004366,94.98468837374085,99.64597385627894,426399
2015-02-26,96.43585205078125,99.9977743633037,95.86418057748897,95.9521317412172,429031
2015-02-27,99.86585235595703,100.70136993518484,95.46841242706789,95.60033547705534,1656952
2015-03-02,98.28278350830078,99.38214727421737,96.08406337042905,99.38214727421737,638198
2015-03-03,96.65571594238281,99.03033056384032,95.60032427221945,99.03033056384032,566051
2015-03-04,94.28108978271484,97.84301895229181,94.01724372526172,97.18340380865898,462686
2015-03-05,93.57752227783203,96.12803223383978,91.9064944341242,94.10521450279647,806082
2015-03-09,96.21598052978516,97.62316221899437,93.57751948374353,94.06123241287716,467147
2015-03-10,94.14918518066406,96.7436743847276,93.5775210756173,96.69970249786589,2467211
2015-03-11,91.99444580078125,94.80880949548667,91.29085857408582,93.66547378238998,350646
2015-03-12,92.52213287353516,94.98469892282436,91.73058718451288,91.73058718451288,348533
2015-03-13,93.0498275756836,94.369058102974,92.43418419829439,92.78598147022551,548254
2015-03-16,90.76315307617188,93.75341129320839,89.31199954928016,92.61007574676132,286008
2015-03-17,92.47815704345703,93.66546453032959,90.93905228100557,90.93905228100557,552241
2015-03-18,92.34624481201172,92.65407023695472,91.11496529412562,92.34624481201172,399552
2015-03-19,99.95381164550781,104.04342652754985,91.46674908316217,92.785987084234,1579621
2015-03-20,95.86418151855469,99.73392924513352,94.63290218407644,99.38213937468882,932699
2015-03-23,92.34624481201172,98.06291608882721,90.32342687677843,96.30394429270966,494648
2015-03-24,92.52213287353516,94.72085282447054,90.41135669274382,94.10520946365804,304137
2015-03-25,96.69969940185547,97.49123770379056,92.43418251212024,92.6540567273114,413403
2015-03-26,96.78762817382812,97.40327144458213,90.89506370792473,95.86416696467698,691156
2015-03-27,97.00750732421875,98.37071696543681,93.66545213345202,95.4244308845798,845131
2015-03-30,100.61341094970703,101.62482338564587,95.55635616397312,97.62315291777499,834761
2015-03-31,102.81214141845703,104.17535123321545,97.40328883383538,99.42611391574752,1133420
2015-04-01,100.74533081054688,102.46033027295965,96.30391948169635,102.02058928571229,461842
2015-04-06,100.52545166015625,101.36096910685103,97.62314502080737,99.42609554929854,433787
2015-04-07,99.42610931396484,101.40495502383824,98.32674565695025,101.14110892918846,164507
2015-04-08,101.58086395263672,101.93265383906333,99.29419272105766,100.08573105645937,258228
2015-04-09,102.240478515625,103.77958328832916,98.50265369533793,101.22906596282385,297052
2015-04-10,98.3707275390625,102.24047529232514,98.06290215784968,102.06457296192897,290303
2015-04-13,98.4146957397461,100.39354142790219,97.66712934845579,98.37072385577395,515607
2015-04-15,96.39187622070312,98.81047046109653,95.55636601425437,98.50265246797562,456506
2015-04-16,94.10521697998047,96.43586016624467,92.17034297285765,95.46841946570255,521532
2015-04-17,94.06123352050781,95.20456911857636,92.7859822625448,94.28110774158745,349484
2015-04-20,92.30226135253906,94.45700948125243,90.93905154197483,93.66546376914224,536910
2015-04-21,94.76483917236328,96.0840698654707,91.5986781149435,91.5986781149435,948041
2015-04-22,96.91956329345703,97.93097578001087,92.87392074120231,95.16059180697965,360546
2015-04-23,93.97328186035156,98.06289618664493,93.31366664643328,96.39186851339845,721858
2015-04-24,91.68661499023438,94.14918103121875,91.02699974657435,94.10520914629501,585238
2015-04-27,92.34624481201172,93.22573440705148,89.3120142121808,92.56611905926215,208876
2015-04-28,95.86418151855469,96.3039299475519,91.51072087162416,92.47815410628843,397580
2015-04-29,96.83162689208984,97.57919334284838,93.4895712013727,95.42444515947413,228706
2015-04-30,96.04008483886719,96.74367198097848,93.797385573343,95.42444146829422,264367
2015-05-04,97.71112060546875,98.06291050829553,95.46842115664985,95.86419034280115,185029
2015-05-05,93.88533782958984,98.06290363294472,93.13777139906333,98.06290363294472,328705
2015-05-06,91.24687194824219,94.1052070724314,89.88366221207961,94.06122779451607,894196
2015-05-07,91.42277526855469,92.78598512982894,90.49931386302886,92.78598512982894,490247
