Date,Close,High,Low,Open,Volume
2015-01-01,165.49034118652344,167.74685543334587,164.51786942366036,165.60363439180855,541820
2015-01-02,174.05374145507812,183.42912697511304,171.64616045596986,171.64616045596986,7249770
2015-01-05,171.35348510742188,176.5557372044645,170.19217229212373,175.23393530887333,1852035
2015-01-06,163.7908172607422,170.13549399027605,163.05438285522106,170.13549399027605,949175
2015-01-07,161.96865844726562,164.63114940351338,159.56107718243152,163.33767072521096,1219910
2015-01-08,163.309326171875,166.16065795941705,162.44071149887102,163.5264762384862,771725
2015-01-09,161.57211303710938,165.2259625707167,160.52410778396984,164.65946779356426,811935
2015-01-12,160.10867309570312,163.01665163667397,159.10787818617004,162.3746232906248,788335
2015-01-13,169.52183532714844,174.55414764873046,158.99457281648395,159.57050387334766,5287310
2015-01-14,173.1190643310547,176.32916337191085,169.75789807716563,171.02305357155086,3384715
2015-01-15,173.3456573486328,176.72569604709983,170.8908656703021,175.88540452144755,1235485
2015-01-16,173.0246124267578,175.1772694001629,170.3998813029295,172.77913905489925,638815
2015-01-19,172.5714111328125,175.04507486819784,171.83497667103276,173.874340291296,534620
2015-01-20,174.59188842773438,175.6304572401749,172.02380409748017,173.10013250011917,730085
2015-01-21,174.79013061523438,178.61391863798744,173.72323872384337,175.22443064437277,802650
2015-01-22,177.3865966796875,179.57701336116003,174.63912152250418,175.02622580373492,815005
2015-01-23,180.3323516845703,184.8642670689504,176.94286224922573,179.18048943751563,1346555
2015-01-27,178.24571228027344,182.20169509813712,175.70596600959212,181.27643400009748,638315
2015-01-28,184.0428009033203,185.05304638803557,176.55571262531964,176.55571262531964,1614070
2015-01-29,181.97512817382812,188.45198536363213,180.94599569295465,184.95862551912845,1158975
2015-01-30,179.3220977783203,183.533005959638,178.4440466859673,182.59829386206377,280760
2015-02-02,182.20176696777344,184.10895090327557,175.6399380091999,178.82171373009504,376455
2015-02-03,184.9586639404297,185.80840613583524,179.64311829825832,183.92010935479334,517500
2015-02-04,188.48976135253906,193.55039669106537,184.10891392564756,185.79893300177122,1868765
2015-02-05,184.8831024169922,189.76434674961132,182.31501823022685,188.81074787331755,738010
2015-02-06,178.3590850830078,185.024770757819,175.27171565339913,184.88315425458268,640350
2015-02-09,178.868896484375,183.35360100792744,172.77914269686315,177.49988430060256,548830
2015-02-10,186.82810974121094,190.80296685749565,179.9547098155346,179.9547098155346,1319015
2015-02-11,176.2158203125,180.89880174572912,166.49109092478966,180.89880174572912,1653075
2015-02-12,178.27407836914062,181.2764628702814,176.18750441075824,177.85865083668014,658685
2015-02-13,178.21714782714844,181.82401683775697,175.21776490808838,178.63478727345523,372930
2015-02-16,177.48626708984375,181.48228637371543,176.73641060827694,178.720183202247,247225
2015-02-18,174.505859375,178.25509836927844,173.37633861458716,178.06526623347895,283385
2015-02-19,175.31265258789062,176.72692881795638,172.4841146110229,174.59128466614143,261365
2015-02-20,176.01502990722656,176.54656563698367,173.7370010155016,175.17975119860117,243625
2015-02-23,175.17974853515625,177.95133800050914,173.22445020902293,176.52757539605142,224590
2015-02-24,174.6767120361328,176.35675620639972,174.05025292406523,175.78724528938116,135820
2015-02-25,177.90386962890625,185.08913158656568,171.0603257459987,171.0603257459987,1746225
2015-02-26,175.36959838867188,182.59282197848165,173.6990553111299,177.5052425113497,520770
2015-02-27,179.55545043945312,181.64363274547745,175.60687858022663,175.60687858022663,389870
2015-03-02,180.5995635986328,182.0518004496489,174.74315453942953,177.50524327604495,646815
2015-03-03,186.70274353027344,191.54354244395137,178.82458712399458,182.22263579746348,894625
2015-03-04,179.0808868408203,189.51232771219279,177.8754302573084,188.69603644447628,641070
2015-03-05,178.48287963867188,182.05178728810523,176.73640092862638,179.5839262319338,217535
2015-03-09,175.8632049560547,181.1026568619372,175.00895294763814,177.87545203213486,336380
2015-03-10,175.6923370361328,180.33380323031614,174.83807065779743,176.89777912400308,322255
2015-03-11,175.59739685058594,179.20426519606136,174.85704141712017,175.76824141987976,350115
2015-03-12,175.00892639160156,177.68559289954183,173.12954908503787,176.35675342514085,272655
