Date,Close,High,Low,Open,Volume
2015-01-01,173.6448211669922,175.50761794859494,157.93256106113495,158.74247163067923,1116007
2015-01-02,164.7762908935547,175.34562552748574,163.11597187533886,175.34562552748574,466297
2015-01-05,160.72677612304688,166.43664903608203,159.18795073462903,165.22178298472377,396192
2015-01-06,158.70196533203125,160.1193087546209,156.31273174845947,157.001160639876,201169
2015-01-07,158.41848754882812,159.91681445299838,155.50280501156033,158.66145079505662,142198
2015-01-08,159.18788146972656,161.131661362831,157.93251795789817,159.55233865490226,857536
2015-01-09,158.9854278564453,166.03164647928128,157.93254177297487,162.83250259194085,472822
2015-01-12,158.86395263671875,159.95733684452745,158.2160340702812,159.14742627822605,138238
2015-01-13,158.78297424316406,159.95734213146562,157.93256564878885,158.21603929966554,551075
2015-01-14,155.86729431152344,160.76725597017474,154.32846909692458,158.9044590968542,193648
2015-01-15,161.0507354736328,162.46807909157639,154.32847469973504,158.74248520967961,3778423
2015-01-16,159.91680908203125,163.92586316743692,158.90442106257265,161.94158512094847,352406
2015-01-19,167.7324981689453,176.1150658620818,159.1879384615118,160.3623064156317,1604458
2015-01-20,175.6291046142578,177.69436659374148,163.92588748649567,166.8415703583905,1835301
2015-01-21,188.30419921875,189.9240202872984,176.1555412046371,176.80347210370726,2170525
2015-01-22,185.0645751953125,190.24799817870627,176.1960564486324,190.00503488124656,2424387
2015-01-23,180.48855590820312,183.9306754576796,171.7415202284711,183.0397689839256,1550258
2015-01-27,179.75965881347656,183.72822824824104,174.41425616092874,179.80015681594202,446407
2015-01-28,179.47618103027344,182.14887593196892,170.08121380083068,178.99022976182655,898328
2015-01-29,177.9373321533203,181.4199497314224,175.46710268755876,179.07121425409372,723703
2015-01-30,171.0126190185547,178.54479010420175,170.28370441856677,177.93735715146013,131113
2015-02-02,174.17127990722656,177.7348816633736,169.0283425681286,170.89113945085532,591712
2015-02-03,168.54238891601562,175.5886081673951,167.04404946839142,174.1712647173603,211112
2015-02-04,169.8787384033203,171.70103714662173,167.40850874630533,170.6886489558987,770070
2015-02-05,173.56381225585938,177.7753441326824,170.08119484220185,170.4861500680166,237728
2015-02-06,173.07786560058594,175.58859301007308,172.22745713232396,174.94066216005191,183456
2015-02-09,173.60433959960938,176.56050830452543,167.69198983152248,167.69198983152248,566965
2015-02-10,173.76632690429688,178.2613333405305,171.2555990258225,176.56051608630523,325337
2015-02-11,168.3399200439453,174.69771072155945,168.05644639587928,173.72582049116195,230052
2015-02-12,168.8663330078125,170.81011319265878,164.97876027986695,168.62335739514347,294480
