Ticker,SignalDate,NextTradeDate_hint,Close,DMA_10,DMA_20,RSI,ADX,ATR_PCT
ZENSARTECH.NS,2025-09-18,2025-09-19,850.5,810.3149963378906,800.022494506836,60.2096588860463,30.06823040618354,2.5264315966166353
