Ticker,TotalReturn,CAGR,Sharpe,Sortino,MaxDD,WinRate,NumTrades,AvgTrade,ProfitFactor
RELIANCE.NS,-0.14336032782120733,-0.14381540822251238,-0.6945175811657406,-0.49926747512428016,-0.23782235879276015,0.25,4,-0.03384488010660611,0.4779372094878105
TCS.NS,-0.08667772642242177,-0.08696204930524865,-1.1215259651735254,-0.13122577657892023,-0.08667772642242177,0.0,3,-0.029139912652339738,0.0
HDFCBANK.NS,0.08494139096817,0.08524517970399215,0.7166914262078713,,-0.04259576901086337,0.6666666666666666,3,0.02961012624574914,3.0854272806905474
INFY.NS,-0.21794668150927998,-0.21860661586289376,-1.295355324550629,-0.17306323711906313,-0.21794668150927998,0.0,3,-0.07605061952500657,0.0
ITC.NS,-0.11485233227482128,-0.11522309497395933,-1.0983300436021994,-0.10940064672625072,-0.11485233227482128,0.0,2,-0.05796511764659005,0.0
