Symbol,Latest_Date,Latest_Delivery_Vol,Avg_Delivery_Vol,Delivery_Ratio,Delivery_Z,Delivery_RobustZ,Delivery_Pctile,Anomaly
PNBHOUSING,2025-08-01,14210144.6235,547526.7313857144,25.95333489478421,37.31243665417618,88.15572237048045,1.0,True
