symbol,time_ist,spot,pcr,pcr_score,doi_net,oi_bias_score,atm_ce_iv,atm_pe_iv,iv_skew,fut_near_price,fut_next_price,fut_near_oi,fut_near_chg_oi,basis,basis_pct_ann,roll_spread,fut_regime,fut_regime_score,dte,fut_price_change,sentiment_score,sentiment_label,error
KALYANKJIL,2025-11-01 22:50:27,510.4,0.6985210466439136,-0.6373495808855021,-138.0,-0.7615941559557649,34.57,34.34,-0.22999999999999687,,,,,,,,,0.0,,,-0.34812046366729316,Bearish,
KAYNES,2025-11-01 22:50:27,6712.5,0.5440021302090268,-0.8144123004963778,-416.0,-0.7615941559557649,34.85,42.07,7.219999999999999,,,,,,,,,0.0,,,-0.3204831057444898,Bearish,
KOTAKBANK,2025-11-01 22:50:27,2105.5,0.5488214158802859,-0.8103152712650501,-3073.0,-0.7615941559557649,17.61,18.32,0.7100000000000009,,,,,,,,,0.0,,,-0.3813080919314082,Bearish,
LICHSGFIN,2025-11-01 22:50:27,572.3,0.6164403669724771,-0.7437853984958602,-125.0,-0.7615941559557649,17.87,21.47,3.599999999999998,,,,,,,,,0.0,,,-0.31376352045220457,Bearish,
LTIM,2025-11-01 22:50:27,5680.0,0.5930680359435173,-0.7687767560030887,-43.0,-0.7615941559557649,24.99,26.59,1.6000000000000014,,,,,,,,,0.0,,,-0.35200116587081565,Bearish,
LAURUSLABS,2025-11-01 22:50:27,955.0,0.7089516129032258,-0.6216077245730494,-875.0,-0.7615941559557649,27.17,30.02,2.849999999999998,,,,,,,,,0.0,,,-0.2872652207623268,Bearish,
LICI,2025-11-01 22:50:27,895.95,0.6624579124579124,-0.6878456456078625,-29.0,-0.7615941559557649,23.27,26.69,3.4200000000000017,,,,,,,,,0.0,,,-0.29926115861574004,Bearish,
LODHA,2025-11-01 22:50:27,1197.0,0.5185691218482176,-0.8347424743145183,-2512.0,-0.7615941559557649,29.92,29.63,-0.2900000000000027,,,,,,,,,0.0,,,-0.40853507849169884,Bearish,
LUPIN,2025-11-01 22:50:27,1970.0,0.6702366557263776,-0.677462125600326,-1747.0,-0.7615941559557649,28.4,27.75,-0.6499999999999986,,,,,,,,,0.0,,,-0.3684847272318566,Bearish,
M&M,2025-11-01 22:50:27,3490.6,0.6986166007905138,-0.6372077126186663,-499.0,-0.7615941559557649,27.11,27.08,-0.030000000000001137,,,,,,,,,0.0,,,-0.34408113777685656,Bearish,
MANAPPURAM,2025-11-01 22:50:27,271.0,0.6610209923664122,-0.689733641704502,-193.0,-0.7615941559557649,26.99,25.34,-1.6499999999999986,,,,,,,,,0.0,,,-0.3910910013927806,Bearish,
MANKIND,2025-11-01 22:50:27,2374.0,0.7156308851224106,-0.611255162427357,-162.0,-0.7615941559557649,27.3,30.66,3.3599999999999994,,,,,,,,,0.0,,,-0.27706598583866027,Bearish,
MARUTI,2025-11-01 22:50:27,16155.0,0.6924782394481852,-0.6462336932082117,-8017.0,-0.7615941559557649,19.56,18.94,-0.6199999999999974,,,,,,,,,0.0,,,-0.3585257734859796,Bearish,
MFSL,2025-11-01 22:50:27,1545.8,0.846111417539989,-0.36680074432190174,-178.0,-0.7615941559557649,26.07,27.43,1.3599999999999994,,,,,,,,,0.0,,,-0.23581056886881252,Bearish,
MAXHEALTH,2025-11-01 22:50:27,1149.0,0.6084159742696328,-0.7526153726356242,-702.0,-0.7615941559557649,28.82,28.63,-0.19000000000000128,,,,,,,,,0.0,,,-0.3819016149710253,Bearish,
MAZDOCK,2025-11-01 22:50:27,2735.0,0.4025117890482148,-0.9040070397606557,-500.0,-0.7615941559557649,30.88,33.89,3.0100000000000016,,,,,,,,,0.0,,,-0.3696738237533755,Bearish,
MPHASIS,2025-11-01 22:50:27,2760.0,0.49702499008330026,-0.8503561187233604,-2615.0,-0.7615941559557649,28.19,29.63,1.4399999999999977,,,,,,,,,0.0,,,-0.37939636921436776,Bearish,
MUTHOOTFIN,2025-11-01 22:50:27,3191.0,0.44679863903495204,-0.8816220277745064,-550.0,-0.7615941559557649,33.68,33.79,0.10999999999999943,,,,,,,,,0.0,,,-0.41460579438813655,Bearish,
NBCC,2025-11-01 22:50:27,117.2,0.5667991439926628,-0.7943097481305564,-151.0,-0.7615941559557649,34.106,34.839999999999996,0.7339999999999947,,,,,,,,,0.0,,,-0.3760363069877129,Bearish,
NCC,2025-11-01 22:50:27,212.98,0.6936893203883495,-0.6444669624235986,-216.0,-0.7615941559557649,29.78,35.15,5.369999999999997,,,,,,,,,0.0,,,-0.269499504322656,Bearish,
NHPC,2025-11-01 22:50:27,84.87,0.5135440180586908,-0.8385118394410936,-249.0,-0.7615941559557649,26.392000000000003,28.580000000000002,2.187999999999999,,,,,,,,,0.0,,,-0.36270707169705396,Bearish,
NTPC,2025-11-01 22:50:27,336.45,0.5356461472569404,-0.8213279677993629,-3476.0,-0.7615941559557649,13.4,23.28,9.88,,,,,,,,,0.0,,,-0.32255780593538536,Bearish,
NATIONALUM,2025-11-01 22:50:27,234.11,0.6415584415584416,-0.7143954900898771,-632.0,-0.7615941559557649,28.64,36.7,8.060000000000002,,,,,,,,,0.0,,,-0.2904780626225396,Bearish,
NESTLEIND,2025-11-01 22:50:27,1271.9,0.4009922822491731,-0.9046989657573299,-908.0,-0.7615941559557649,19.18,18.35,-0.8299999999999983,,,,,,,,,0.0,,,-0.4401777065039564,Bearish,
NUVAMA,2025-11-01 22:50:27,7115.0,0.5952680594009565,-0.7665178005700681,-334.0,-0.7615941559557649,33.09,44.85,11.759999999999998,,,,,,,,,0.0,,,-0.3061147557665969,Bearish,
OBEROIRLTY,2025-11-01 22:50:27,1777.1,0.7315495442516907,-0.5857201677213052,-148.0,-0.7615941559557649,20.34,28.62,8.280000000000001,,,,,,,,,0.0,,,-0.2518754659119681,Bearish,
OIL,2025-11-01 22:50:27,433.45,0.5366946778711484,-0.8204730961962444,-305.0,-0.7615941559557649,25.85,34.21,8.36,,,,,,,,,0.0,,,-0.3223013444544498,Bearish,
PAYTM,2025-11-01 22:50:27,1301.0,0.7882984247879522,-0.4848105904722439,-18.0,-0.7615941559557649,38.12,38.29,0.1700000000000017,,,,,,,,,0.0,,,-0.2943633178606371,Bearish,
OFSS,2025-11-01 22:50:27,8525.0,0.5396661058625598,-0.8180304189523109,-374.0,-0.7615941559557649,18.55,35.55,16.999999999999996,,,,,,,,,0.0,,,-0.32156854128126977,Bearish,
POLICYBZR,2025-11-01 22:50:27,1785.9,0.5964814814814815,-0.7652636970401109,-498.0,-0.7615941559557649,28.95,26.25,-2.6999999999999993,,,,,,,,,0.0,,,-0.4311967369707187,Bearish,
PGEL,2025-11-01 22:50:27,571.0,0.5260500344273583,-0.8289825997849414,-154.0,-0.7615941559557649,41.25,40.31,-0.9399999999999977,,,,,,,,,0.0,,,-0.41959520921990906,Bearish,
PIIND,2025-11-01 22:50:27,3578.5,0.7122587968217934,-0.6165083812085249,-7.0,-0.7615941559557649,23.81,28.75,4.940000000000001,,,,,,,,,0.0,,,-0.2616205228523582,Bearish,
PNBHOUSING,2025-11-01 22:50:27,928.0,0.737651619357259,-0.5756089866698165,-130.0,-0.7615941559557649,28.69,28.94,0.25,,,,,,,,,0.0,,,-0.32000568969630994,Bearish,
PAGEIND,2025-11-01 22:50:27,40850.0,0.6147091108671789,-0.7457129220688772,-32.0,-0.7615941559557649,18.7,29.83,11.129999999999999,,,,,,,,,0.0,,,-0.2998732922162396,Bearish,
PATANJALI,2025-11-01 22:50:27,602.55,0.36435575434371237,-0.9200128551713748,-763.0,-0.7615941559557649,26.98,25.51,-1.4699999999999989,,,,,,,,,0.0,,,-0.4569039120148112,Bearish,
PERSISTENT,2025-11-01 22:50:27,5921.0,0.7004608294930875,-0.6344611385527478,-535.0,-0.7615941559557649,24.89,27.65,2.759999999999998,,,,,,,,,0.0,,,-0.29245540583557805,Bearish,
PIDILITIND,2025-11-01 22:50:27,1448.0,0.5500102270402946,-0.8092922483845074,-876.0,-0.7615941559557649,18.77,19.06,0.28999999999999915,,,,,,,,,0.0,,,-0.3893130007003148,Bearish,
PPLPHARMA,2025-11-01 22:50:27,200.8,0.431679490581056,-0.889765962014389,-613.0,-0.7615941559557649,30.5,37.11,6.609999999999999,,,,,,,,,0.0,,,-0.34308920419989314,Bearish,
POLYCAB,2025-11-01 22:50:27,7709.0,0.6699621371476652,-0.6778332702900753,-75.0,-0.7615941559557649,25.04,23.85,-1.1899999999999977,,,,,,,,,0.0,,,-0.37902939011759734,Bearish,
POWERGRID,2025-11-01 22:50:27,288.15,0.6516456180635285,-0.701823982200394,-1302.0,-0.7615941559557649,15.11,29.04,13.93,,,,,,,,,0.0,,,-0.28670661025569466,Bearish,
PRESTIGE,2025-11-01 22:50:27,1752.0,0.46181965881397236,-0.8729752698693728,-167.0,-0.7615941559557649,31.93,32.84,0.9100000000000037,,,,,,,,,0.0,,,-0.3962097371061887,Bearish,
RBLBANK,2025-11-01 22:50:27,326.2,0.718286953379111,-0.6070790891932393,-280.0,-0.7615941559557649,27.43,25.39,-2.039999999999999,,,,,,,,,0.0,,,-0.3731198763604239,Bearish,
RECLTD,2025-11-01 22:50:27,375.15,0.7426103126331693,-0.5672604652074804,-1550.0,-0.7615941559557649,23.53,25.23,1.6999999999999993,,,,,,,,,0.0,,,-0.2897492312725266,Bearish,
RVNL,2025-11-01 22:50:27,329.1,0.5963440215762661,-0.7654060582548193,-756.0,-0.7615941559557649,24.23,49.96,25.73,,,,,,,,,0.0,,,-0.30578123307202226,Bearish,
RELIANCE,2025-11-01 22:50:27,1487.0,0.8179405705506477,-0.42612192884240013,-955.0,-0.7615941559557649,16.86,16.74,-0.120000000000001,,,,,,,,,0.0,,,-0.2825549491500166,Bearish,
SBICARD,2025-11-01 22:50:27,880.05,0.45293353137764575,-0.8781592217917406,-182.0,-0.7615941559557649,21.27,25.56,4.289999999999999,,,,,,,,,0.0,,,-0.34624401906478286,Bearish,
SHREECEM,2025-11-01 22:50:27,28330.0,0.4498498498498498,-0.8799114708171643,-544.0,-0.7615941559557649,18.61,22.68,4.07,,,,,,,,,0.0,,,-0.3491131775185527,Bearish,
SRF,2025-11-01 22:50:27,2933.9,0.5491035590045491,-0.8100729205598228,-612.0,-0.7615941559557649,23.58,25.16,1.5800000000000018,,,,,,,,,0.0,,,-0.3647521438179819,Bearish,
SAMMAANCAP,2025-11-01 22:50:27,187.9,0.8039930888846227,-0.4542301457381846,-860.0,-0.7615941559557649,42.18,40.53,-1.6499999999999986,,,,,,,,,0.0,,,-0.3204399526028854,Bearish,
MOTHERSON,2025-11-01 22:50:27,105.44,0.4175649076764458,-0.8968900840235424,-909.0,-0.7615941559557649,33.902,34.513999999999996,0.6119999999999948,,,,,,,,,0.0,,,-0.4092066178794045,Bearish,
SHRIRAMFIN,2025-11-01 22:50:27,751.4,0.7929753461668355,-0.4758158842483244,-9.0,-0.7615941559557649,27.57,32.18,4.609999999999999,,,,,,,,,0.0,,,-0.22237937767974592,Bearish,
SIEMENS,2025-11-01 22:50:27,3105.0,0.5278134360290971,-0.8275986244256605,-67.0,-0.7615941559557649,24.72,26.69,1.9700000000000024,,,,,,,,,0.0,,,-0.3631180724070812,Bearish,
SOLARINDS,2025-11-01 22:50:27,13915.0,0.768361581920904,-0.522008106105383,-64.0,-0.7615941559557649,30.63,29.63,-1.0,,,,,,,,,0.0,,,-0.32865879504525825,Bearish,
SONACOMS,2025-11-01 22:50:27,473.4,0.6077861708309122,-0.7532972239299529,-26.0,-0.7615941559557649,28.92,32.45,3.530000000000001,,,,,,,,,0.0,,,-0.31749175746992275,Bearish,
SBIN,2025-11-01 22:50:27,937.5,0.7308655466011018,-0.5868423922970376,-5424.0,-0.7615941559557649,22.4,22.59,0.19000000000000128,,,,,,,,,0.0,,,-0.32457337689107907,Bearish,
SAIL,2025-11-01 22:50:27,136.46,0.6098846188788952,-0.7510190677429694,-602.0,-0.7615941559557649,31.103999999999996,31.0,-0.10399999999999565,,,,,,,,,0.0,,,-0.3797042516022118,Bearish,
SUNPHARMA,2025-11-01 22:50:27,1691.0,0.6907510525600978,-0.6487413865607081,-673.0,-0.7615941559557649,19.66,20.83,1.1699999999999982,,,,,,,,,0.0,,,-0.3239591923379337,Bearish,
SUPREMEIND,2025-11-01 22:50:27,3805.1,0.5304274584122973,-0.8255283884165462,-230.0,-0.7615941559557649,26.99,28.14,1.1500000000000021,,,,,,,,,0.0,,,-0.37737451248824966,Bearish,
TITAGARH,2025-11-01 22:50:27,886.0,0.48385708136030997,-0.8592200860425798,-329.0,-0.7615941559557649,33.06,34.78,1.7199999999999989,,,,,,,,,0.0,,,-0.376980483161515,Bearish,
TCS,2025-11-01 22:50:27,3060.0,0.736689351481185,-0.5772153686563299,-1495.0,-0.7615941559557649,17.41,19.41,2.0,,,,,,,,,0.0,,,-0.28748854556252945,Bearish,
TATAELXSI,2025-11-01 22:50:27,5452.5,0.5465810004589261,-0.8122298974379947,-381.0,-0.7615941559557649,22.5,29.02,6.52,,,,,,,,,0.0,,,-0.31982838482697484,Bearish,
TATAPOWER,2025-11-01 22:50:27,404.75,0.7614092734574662,-0.5345378056918878,-1468.0,-0.7615941559557649,20.74,22.68,1.9400000000000013,,,,,,,,,0.0,,,-0.27571669635085905,Bearish,
TATASTEEL,2025-11-01 22:50:27,182.9,0.7093151800779659,-0.6210496939114025,-1533.0,-0.7615941559557649,25.16,26.2,1.0399999999999991,,,,,,,,,0.0,,,-0.31812860138301025,Bearish,
TATATECH,2025-11-01 22:50:27,691.0,0.5414784394250514,-0.8165259343692188,-70.0,-0.7615941559557649,22.81,24.51,1.7000000000000028,,,,,,,,,0.0,,,-0.36452887202104806,Bearish,
TECHM,2025-11-01 22:50:27,1424.0,0.7751937984496124,-0.5094713224798691,-628.0,-0.7615941559557649,22.82,22.03,-0.7899999999999991,,,,,,,,,0.0,,,-0.3208300506127614,Bearish,
INDHOTEL,2025-11-01 22:50:27,745.0,0.8475940220068977,-0.36358856508173704,-687.0,-0.7615941559557649,22.61,24.8,2.1900000000000013,,,,,,,,,0.0,,,-0.2201968731918653,Bearish,
PHOENIXLTD,2025-11-01 22:50:27,1690.1,0.5511737089201878,-0.8082862460131585,-494.0,-0.7615941559557649,32.98,30.14,-2.8399999999999963,,,,,,,,,0.0,,,-0.44619360048003387,Bearish,
TITAN,2025-11-01 22:50:27,3743.1,0.5203989800509975,-0.8333501116823666,-1424.0,-0.7615941559557649,23.89,22.43,-1.4600000000000009,,,,,,,,,0.0,,,-0.43072132189499085,Bearish,
TORNTPHARM,2025-11-01 22:50:27,3547.2,0.4927452118398143,-0.8532919131783787,-124.0,-0.7615941559557649,20.8,20.34,-0.46000000000000085,,,,,,,,,0.0,,,-0.41748053645550537,Bearish,
TORNTPOWER,2025-11-01 22:50:27,1317.6,0.6254125412541254,-0.7335955622743089,-346.0,-0.7615941559557649,26.86,28.62,1.7600000000000016,,,,,,,,,0.0,,,-0.33858269462319207,Bearish,
TIINDIA,2025-11-01 22:50:27,3022.0,0.7395944503735326,-0.5723521038637496,-494.0,-0.7615941559557649,32.97,33.16,0.18999999999999773,,,,,,,,,0.0,,,-0.32022629036109274,Bearish,
UNOMINDA,2025-11-01 22:50:27,1232.1,0.7819807427785419,-0.4967997049505233,-217.0,-0.7615941559557649,31.47,34.21,2.740000000000002,,,,,,,,,0.0,,,-0.2514567674628799,Bearish,
UPL,2025-11-01 22:50:27,718.1,0.6622331116555827,-0.6881416322364814,-344.0,-0.7615941559557649,30.9,27.7,-3.1999999999999993,,,,,,,,,0.0,,,-0.41525127614671986,Bearish,
ULTRACEMCO,2025-11-01 22:50:27,11924.0,0.6008416706368112,-0.7607090386574099,-1000.0,-0.7615941559557649,18.48,17.74,-0.740000000000002,,,,,,,,,0.0,,,-0.3952244215110258,Bearish,
UNITDSPR,2025-11-01 22:50:27,1429.9,0.5303926842388381,-0.8255560756154146,-6796.0,-0.7615941559557649,23.5,23.13,-0.370000000000001,,,,,,,,,0.0,,,-0.4073721759304325,Bearish,
VBL,2025-11-01 22:50:27,469.5,0.5188966606498195,-0.8344940260419612,-3851.0,-0.7615941559557649,25.89,25.59,-0.3000000000000007,,,,,,,,,0.0,,,-0.4086598493566557,Bearish,
VEDL,2025-11-01 22:50:27,494.3,0.6993894721167448,-0.636058650459606,-3796.0,-0.7615941559557649,30.17,29.84,-0.33000000000000185,,,,,,,,,0.0,,,-0.3497268597974138,Bearish,
VOLTAS,2025-11-01 22:50:27,1380.3,0.8223029839326702,-0.4171548948500083,-263.0,-0.7615941559557649,23.31,35.15,11.84,,,,,,,,,0.0,,,-0.20130588405057898,Bearish,
WIPRO,2025-11-01 22:50:27,240.9,0.6644603993717747,-0.6851989362325792,-482.0,-0.7615941559557649,20.72,23.51,2.7900000000000027,,,,,,,,,0.0,,,-0.3072293112710893,Bearish,
YESBANK,2025-11-01 22:50:27,22.77,0.38359719698935896,-0.9122894278200391,-1421.0,-0.7615941559557649,29.658000000000005,32.940000000000005,3.282,,,,,,,,,0.0,,,-0.36840939553700836,Bearish,
ZYDUSLIFE,2025-11-01 22:50:27,976.2,0.8030592734225621,-0.45608104455762954,-315.0,-0.7615941559557649,26.47,26.51,0.0400000000000027,,,,,,,,,0.0,,,-0.28834316162467155,Bearish,
