symbol,time_ist,spot,pcr,pcr_score,doi_net,oi_bias_score,atm_ce_iv,atm_pe_iv,iv_skew,fut_near_price,fut_next_price,fut_near_oi,fut_near_chg_oi,basis,basis_pct_ann,roll_spread,fut_regime,fut_regime_score,dte,fut_price_change,sentiment_score,sentiment_label,error
IRFC,2025-11-01 22:50:27,123.27,0.566420664206642,-0.7946587015133171,-165.0,-0.7615941559557649,23.824,26.282000000000004,2.458000000000002,,,,,,,,,0.0,,,-0.3451679007184459,Bearish,
IREDA,2025-11-01 22:50:27,152.14,0.5076219512195121,-0.8428532495894803,-551.0,-0.7615941559557649,30.62,33.03,2.41,,,,,,,,,0.0,,,-0.36039041475341876,Bearish,
IGL,2025-11-01 22:50:27,211.9,0.695796178343949,-0.6413770008950687,-207.0,-0.7615941559557649,24.53,33.38,8.850000000000001,,,,,,,,,0.0,,,-0.2685725158640971,Bearish,
INDUSTOWER,2025-11-01 22:50:27,364.05,0.6014666913169409,-0.7600499187026132,-415.0,-0.7615941559557649,28.25,27.17,-1.0799999999999983,,,,,,,,,0.0,,,-0.40160403654195503,Bearish,
INDUSINDBK,2025-11-01 22:50:27,794.5,0.7335039943505318,-0.5825011292962482,-863.0,-0.7615941559557649,26.76,28.84,2.0799999999999983,,,,,,,,,0.0,,,-0.2877136393483529,Bearish,
NAUKRI,2025-11-01 22:50:27,1375.1,0.6772319070258849,-0.6678878038864198,-184.0,-0.7615941559557649,28.4,32.26,3.8599999999999994,,,,,,,,,0.0,,,-0.28787608128710257,Bearish,
INFY,2025-11-01 22:50:27,1481.9,0.6378051399527526,-0.7189591720740449,-3329.0,-0.7615941559557649,17.64,26.07,8.43,,,,,,,,,0.0,,,-0.2918471672177899,Bearish,
INOXWIND,2025-11-01 22:50:27,154.77,0.5264847512038523,-0.828642358070496,-302.0,-0.7615941559557649,36.48,35.1,-1.3799999999999955,,,,,,,,,0.0,,,-0.4278314349511251,Bearish,
JSWENERGY,2025-11-01 22:50:27,527.95,0.40556408635172975,-0.9026026988774347,-976.0,-0.7615941559557649,26.54,27.48,0.9400000000000013,,,,,,,,,0.0,,,-0.4045180427611096,Bearish,
JSWSTEEL,2025-11-01 22:50:27,1208.1,0.7048650703154694,-0.6278367455763627,-24.0,-0.7615941559557649,21.23,22.35,1.120000000000001,,,,,,,,,0.0,,,-0.31863713267549965,Bearish,
JIOFIN,2025-11-01 22:50:27,307.1,0.6777155172413794,-0.6672175524521772,-541.0,-0.7615941559557649,21.86,23.58,1.7199999999999989,,,,,,,,,0.0,,,-0.3193797230843943,Bearish,
KEI,2025-11-01 22:50:27,4026.1,0.42194570135746606,-0.8947268429625584,-346.0,-0.7615941559557649,26.69,30.87,4.18,,,,,,,,,0.0,,,-0.3523684258911702,Bearish,
KPITTECH,2025-11-01 22:50:27,1168.0,0.7284450994841563,-0.590795515980934,-450.0,-0.7615941559557649,30.97,38.43,7.460000000000001,,,,,,,,,0.0,,,-0.25339807038985673,Bearish,
